MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
SB25279429MR,Single Family,357,357  E Plenty ST ,LONG BEACH,90805,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",550,$3.63,1939,0,"Gas Dryer Hookup,Inside,Washer Hookup",,1-Year,Unfurnished,714-244-2744,"2,218"
26633411,,7906,7906  S San Pedro St #2,Los Angeles,90003,2,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",606,$3.29,1955,0,None,Call,1+Year,Unfurnished,310-435-8432,"6,090"
26632647,,4013,4013  S Walton Ave #1/2,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",350,$5.70,2025,0,In Unit,Call,1+Year,Unfurnished,310-940-2818,"6,353"
26632583,Apartment,213,213  S ALEXANDRIA AVE #2,LOS ANGELES,90004,1,1.00 (1 0 0 0),,,,"$1,999","$2,200","$1,999",700,$2.86,1958,1,Community,Call,"1+Year,Negotiable",Unfurnished,310-367-1222,"7,263"
BB26000278MR,,11052,11052   Emelita St ,NORTH HOLLYWOOD,91601,1,1.00 (1 0 0 0),100,$100.00,2,"$2,000","$2,000","$2,000",467,$4.28,2025,0,"Gas Dryer Hookup,Inside,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,818-732-5713,"6,609"
RS26000361MR,Condominium,11410,11410   Dolan AVE #315,DOWNEY,90241,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",594,$3.37,1987,2,Inside,No,1-Year,Unfurnished,714-266-8764,"72,277"
PW26000425MR,Condominium,5585,5585  E Pacific Coast Hwy #129,LONG BEACH,90804,0,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",418,$4.78,1970,1,Community,Yes,Month-to-Month,Unfurnished,562-400-0358,"147,503"
MB26001278MR,Single Family,1231,1231   S Rowan  ,LOS ANGELES,90023,2,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,000","$2,000",590,$3.39,1921,0,Room,No,1-Year,Unfurnished,626-466-8694,"5,000"
SR26000756MR,Single Family,11374,11374   Kagel Canyon  ,SYLMAR,91342,1,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,000","$2,000",385,$5.19,1964,0,Laundry Area,,"1-Year,Negotiable",,818-809-9289,"9,002"
SR25282435MR,Single Family,15548,15548   Saticoy  ,VAN NUYS,91406,1,1.00 (1 0 0 0),,$200.00,,"$2,000","$2,000","$2,000",500,$4,2024,0,None,,1-Year,Unfurnished,818-422-2473,"1,000"
SR26000076MR,Condominium,3662,3662   Keystone  #7,LOS ANGELES,90034,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",680,$2.94,1961,0,Laundry Area,No,1-Year,Unfurnished,626-588-7598,"7,502"
WS26002623MR,Apartment,120,120   Hurricane ST #3A,MARINA DEL REY,90292,0,1.00 (1 0 0 0),,$750.00,,"$2,050","$2,050","$2,050",460,$4.46,1968,0,"Dryer,Dryer Included,Garage,Laundry Area,Washer,Washer Included",,1-Year,Unfurnished,818-518-7252,"4,211"
NP26002398MR,Apartment,815,815  N Rose  #J,COMPTON,90221,2,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095","10,870",$0.19,1964,0,Laundry Area,No,1-Year,Unfurnished,,"11,795"
GD26001900IT,Condominium,3220,3220   Altura AVE #103,GLENDALE,91214,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,500","$2,100",640,$3.28,1977,2,Community,No,1-Year,Unfurnished,818-437-2433,"92,686"
AR26000358MR,Apartment,525,525   Windsor RD #D,ARCADIA,91007,2,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,200","$2,100",836,$2.51,1953,2,Community,No,1-Year,Unfurnished,818-681-4975,"7,708"
25631211,,1033,1033  W 57th St ,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",,$0,1925,0,None,Yes,1+Year,Furnished,310-756-4814,"5,170"
WS26000314MR,,5118,5118   Huntington  #1/2,LOS ANGELES,90032,1,1.00 (1 0 0 0),,$300.00,,"$2,200","$2,200","$2,100",750,$2.80,1945,1,"Dryer,Dryer Included,Gas Dryer Hookup,In Kitchen,Washer,Washer Hookup,Washer Included",,"1+Year,1-Year",Unfurnished,626-202-7093,"7,948"
AR26002635MR,Condominium,73,73  S Michigan AVE ,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,290","$2,150",775,$2.77,1920,1,"Gas Dryer Hookup,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer Hookup",No,"1+Year,1-Year,Negotiable",Unfurnished,626-231-1492,"5,077"
26633283,,1055,1055  S Wooster  #5,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",875,$2.46,,1,Laundry Area,No,1+Year,Unfurnished,310-691-6199,0
WS25274316MR,Apartment,618,618  S Ford BLVD ,EAST LOS ANGELES,90022,2,1.00 (1 0 0 0),,$0.00,,"$2,175","$2,175","$2,175",500,$4.35,1947,0,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,3236577591,"6,531"
OC26000894MR,Apartment,4105,4105   Walnut Grove Ave #9  ,ROSEMEAD,92770,2,1.00 (1 0 0 0),,$0.00,,"$2,190","$2,190","$2,190",810,$2.70,1960,1,Community,No,"1+Year,1-Year",Unfurnished,626-203-9804,"21,108"
PW26000650MR,Apartment,46,46  E Plymouth  #3,LONG BEACH,90805,2,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",851,$2.58,1964,0,Community,No,1-Year,Unfurnished,,"7,431"
SR25281431MR,,5648,5648   Berkshire  #1/2,LOS ANGELES,90032,2,2.00 (2 0 0 0),,$0.00,,"$2,200","$2,200","$2,200","1,100",$2,1909,2,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-667-2151,"20,101"
GD26001792IT,Single Family,1816,1816   Hillside  #A,GLENDALE,91208,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",350,$6.29,2023,0,"Dryer,Dryer Included,Outside,Washer,Washer Included",,1-Year,Furnished,,"6,144"
GD26000647IT,,10932,10932   Oro Vista  ,SUNLAND,91040,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",475,$4.63,1951,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-497-4250,"5,562"
BB26000855MR,Single Family,2640,2640  N Frederic ST ,BURBANK,91504,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,000","$2,200",600,$3.67,1951,0,Laundry Area,,Negotiable,Unfurnished,818-634-4411,"6,159"
AR26001345MR,Apartment,1141,1141   Pine  #6,SOUTH PASADENA,91030,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",800,$2.75,1964,1,"Laundry Area,Room",No,1-Year,Unfurnished,626-255-7806,"11,956"
25631841,,3333,3333   Thelma St ,Glendale,91214,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",,$0,,0,In Unit,No,1-Year,Unfurnished,213-422-9176,"4,000"
SR26002112MR,Condominium,518,518   Oak ST #7,GLENDALE,91204,2,1.00 (1 0 0 0),,$500.00,,"$2,250","$2,250","$2,250",820,$2.74,1986,1,Community,,1-Year,Unfurnished,818-321-2525,"6,424"
SB26001837MR,,12503,12503   Grevillea AVE #A,HAWTHORNE,90250,2,1.00 (1 0 0 0),,$0.00,,"$2,265","$2,265","$2,265",840,$2.70,1953,0,Laundry Area,Yes,1-Year,Unfurnished,424-732-2821,"5,378"
26632405,,4013,4013  S Walton Ave Pl ,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$2,289","$2,289","$2,289",400,$5.72,2025,0,In Unit,Call,1+Year,Unfurnished,310-940-2818,"6,353"
PW25282413MR,Single Family,2756,2756   Locksley  ,LOS ANGELES,90039,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,295","$2,295","$2,295",348,$6.59,1922,0,"Dryer,Dryer Included,Other,Outside,Room,Washer,Washer Included",,1-Year,Unfurnished,310-874-1278,"5,252"
SB26001897MR,Apartment,3621,3621   Denker AVE ,LOS ANGELES,90018,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",775,$2.97,1926,0,Laundry Area,,1-Year,Unfurnished,424-732-2821,"7,858"
26632659,,162,162  N Mariposa Ave ,Los Angeles,90004,2,2.00 (2 0 0 0),,,,"$2,300","$2,300","$2,300","1,200",$1.92,1958,1,Community,No,1+Year,Unfurnished,310-433-0056,"6,017"
26633157,,1330,1330  S Barrington Ave #11,Los Angeles,90025,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",,$0,1959,1,"Community,Laundry Area",Call,"12 Months,1+Year",Unfurnished,310-387-7087,"9,502"
PW25282314MR,,5844,5844   NEWLIN AVE ,WHITTIER,90601,1,1.00 (1 0 0 0),,$150.00,100,"$2,350","$2,625","$2,350",566,$4.15,1911,0,None,,1-Year,Unfurnished,714-612-3957,"7,001"
NP26000377MR,Condominium,409,409   Burchett  ,GLENDALE,91203,1,1.00 (1 0 0 0),,$0.00,100,"$2,000","$2,350","$2,350",729,$3.22,1974,1,Community,,1-Year,Unfurnished,949-933-1504,"30,697"
OC25281877MR,Apartment,240,240   Linden AVE #B,LONG BEACH,90802,2,2.00 (2 0 0 0),,$250.00,,"$2,400","$2,400","$2,400","1,000",$2.40,1905,0,"Community,Outside",,1-Year,Unfurnished,714-264-6619,"3,757"
OC25282415MR,Apartment,3810,3810  W Heffron DR #B,BURBANK,91505,1,1.00 (1 0 0 0),,$500.00,100,"$2,400","$2,500","$2,400",740,$3.24,1949,1,Inside,,1-Year,,818-437-7663,"6,527"
BB26000886MR,,17313,17313   Los Alimos  #1/2,GRANADA HILLS,91344,2,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,850","$2,400",485,$4.95,2025,1,Inside,,1-Year,Unfurnished,818-797-5547,"9,501"
PW26000917MR,,1131,1131   252nd  #B,HARBOR CITY,90710,2,1.00 (1 0 0 0),,$500.00,,"$2,400","$2,400","$2,400","3,443",$0.70,1928,2,"Garage,Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,213-494-0391,"8,390"
26633471,,176,176  W Elmwood Ave ,Burbank,91502,2,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",800,$3,1953,1,Community,No,1+Year,Unfurnished,213-820-1335,"7,184"
SR26002145MR,Apartment,6134,6134   Hazeltine AVE #6,VAN NUYS,91401,2,1.00 (1 0 0 0),,"$5,000.00",,"$2,400","$2,500","$2,400","1,000",$2.40,1961,2,Community,,Month-to-Month,Unfurnished,323-494-2257,"6,996"
WS26002496MR,Apartment,122,122  N Croft  #7,LOS ANGELES,90048,1,1.00 (1 0 0 0),,$0.00,,"$2,450","$2,450","$2,450",750,$3.27,1956,0,Community,,1-Year,Unfurnished,3236577591,"7,507"
26632989,,7545,7545  W Hampton Ave #103,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,450","$2,450","$2,450",750,$3.27,,1,Community,Call,1+Year,Unfurnished,323-443-6005,0
26632317,,5330,5330   Zelzah Ave #4,Encino,91316,2,2.00 (2 0 0 0),,,,"$2,450","$2,450","$2,450","1,051",$2.33,1966,2,Community,Call,"1+Year,Negotiable,Renewal Options",Unfurnished,310-721-1383,"43,613"
GD25282510IT,,147,147  N Florence  ,BURBANK,91505,1,1.00 (1 0 0 0),,$500.00,,"$2,450","$2,450","$2,450",700,$3.50,1949,0,"Dryer,Dryer Included,Gas Dryer Hookup,Room,Washer,Washer Hookup,Washer Included",,1-Year,Unfurnished,,"6,054"
CV26001285MR,Apartment,5333,5333   Hyde ST #02,LOS ANGELES,90032,2,1.00 (1 0 0 0),,$100.00,,"$2,490","$2,490","$2,490","5,027",$0.50,1964,5,None,,"Month-to-Month,Negotiable",Unfurnished,213-999-0073,"6,324"
SB25279711MR,Apartment,4059,4059  W 142nd ST #F,HAWTHORNE,90250,2,2.00 (2 0 0 0),,$0.00,25,"$2,495","$2,495","$2,495",860,$2.90,1963,1,Community,No,1-Year,Unfurnished,310-350-1764,"8,707"
25628933,,2059,2059  W 29th St ,Los Angeles,90018,2,1.00 (1 0 0 0),,,,"$2,495","$2,495","$2,495",985,$2.53,1918,0,Laundry Closet Stacked,Call,1-Year,Unfurnished,310-936-2590,"6,234"
SR25282089MR,,4183,4183   Tujunga  ,STUDIO CITY,91604,1,1.00 (1 0 0 0),,$500.00,,"$2,499","$2,499","$2,499",720,$3.47,1951,0,Laundry Area,,1-Year,Unfurnished,818-472-9615,"7,070"
25631843,Condominium,1115,1115   Raintree Cir ,Culver City,90230,1,1.00 (1 0 0 0),,,,"$2,500","$2,500","$2,500",735,$3.40,1972,2,"Community,Room,Other",No,"1-Year,1+Year,12 Months",Unfurnished,310-694-7581,"296,957"
26632293,,10702,10702   Crenshaw Blvd #5,Inglewood,90303,2,1.00 (1 0 0 0),,,,"$2,500","$2,500","$2,500",950,$2.63,1956,1,Outside,No,1+Year,Unfurnished,323-864-4211,"6,008"
26632717,,2841,2841  S Sycamore Ave #3,Los Angeles,90016,2,1.00 (1 0 0 0),,,,"$2,500","$2,500","$2,500",900,$2.78,1964,1,Community,No,1+Year,Unfurnished,310-497-2791,"4,800"
26632581,,267,267  S San Pedro St #616,Los Angeles,90012,2,2.00 (2 0 0 0),,,,"$2,500","$2,500","$2,500",970,$2.58,2006,1,In Unit,Call,1+Year,Both,323-356-5000,"64,671"
WS26000503MR,,1017,1017   Oakdale  ,ARCADIA,91006,2,2.00 (2 0 0 0),,$0.00,50,"$2,500","$2,500","$2,500",800,$3.13,2025,0,Room,No,1-Year,Unfurnished,626-898-2638,"3,000"
SR26000783MR,Condominium,5403,5403   Newcastle AVE #12,ENCINO,91316,2,2.00 (2 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",905,$2.76,1967,1,"Community,Laundry Area",,"1-Year,Negotiable",Unfurnished,818-445-6909,"60,914"
TR26000243MR,Apartment,77,77  N HOLLISTON AVE ,PASADENA,91106,2,2.00 (2 0 0 0),,$0.00,,"$2,550","$4,000","$2,550",950,$2.68,1986,2,Community,No,1-Year,Unfurnished,818-219-8281,950
26632777,,3239,3239  W 139th St #A,Hawthorne,90250,2,1.00 (1 0 0 0),,,,"$2,550","$2,550","$2,550",699,$3.65,1949,1,Laundry Area,Call,1-Year,Unfurnished,323-219-0181,"5,122"
AR26001385MR,Single Family,5607,5607  N Earle ST ,SAN GABRIEL,91776,2,1.00 (1 0 0 0),,"$1,000.00",100,"$2,550","$2,550","$2,550","1,088",$2.34,1942,0,"Gas Dryer Hookup,Laundry Area,Washer Hookup",,1-Year,Unfurnished,626-205-0777,"7,630"
WS26001971MR,Condominium,14560,14560   Clark  ,SHERMAN OAKS,91411,2,2.00 (2 0 0 0),50,$0.00,50,"$2,580","$2,580","$2,580",815,$3.17,1978,1,In Closet,No,1-Year,Unfurnished,626-898-2638,"22,191"
WS26001188MR,,409,409  E Lemon AVE ,GLENDORA,91740,2,2.00 (2 0 0 0),,$0.00,,"$2,600","$2,600","$2,600",900,$2.89,1962,1,"Inside,Washer Hookup",,1-Year,Furnished,626-230-2271,"15,825"
SR26002014MR,Apartment,7961,7961   Willis AVE #18,PANORAMA CITY,91402,2,1.00 (1 0 0 0),,$500.00,,"$2,600","$2,600","$2,600","1,000",$2.60,1967,1,Community,,1-Year,Unfurnished,818-642-2861,"18,223"
SR26001234MR,Townhouse,2851,2851  W Avenue J4  ,LANCASTER,93536,2,2.00 (1 1 0 0),,$0.00,,"$2,600","$2,600","$2,600","1,053",$2.47,1974,2,"Electric Dryer Hookup,Hookup - Electric,Inside,Room,Washer Hookup",,1-Year,Unfurnished,818 723 8242,"1,762"
AR26000362MR,Apartment,219,219  E Maple ST #9,GLENDALE,91205,2,2.00 (2 0 0 0),,$0.00,,"$2,600","$2,800","$2,600",920,$2.83,1989,1,"Gas Or Electric Dryer Hookup,Inside,Washer Hookup",No,1-Year,Unfurnished,818-681-4975,"8,702"
26633399,,5444,5444   Hermitage Ave ,Valley Village,91607,2,1.00 (1 0 0 0),,,,"$2,600","$2,600","$2,600",750,$3.47,1948,1,Community,Call,1+Year,Unfurnished,310-628-7773,"6,765"
226000013VC,,5027,5027   Cahuenga BLVD ,NORTH HOLLYWOOD,91601,2,1.00 (1 0 0 0),,,,"$2,600","$2,600","$2,600",800,$3.25,1948,1,,,,Unfurnished,(805) 217-2006,"5,002"
SR25279600MR,Apartment,7961,7961   Willis AVE #17,PANORAMA CITY,91402,2,1.00 (1 0 0 0),,$500.00,,"$2,600","$2,600","$2,600","1,000",$2.60,1967,1,Community,,1-Year,Unfurnished,818-642-2861,"18,223"
RS26001621MR,,9510,9510 1/2  Beverly  ,BELLFLOWER,90706,2,1.00 (1 0 0 0),,$0.00,50,"$2,600","$2,650","$2,600",840,$3.10,1920,0,Inside,No,1-Year,Unfurnished,562-650-3488,"5,252"
CV26000554MR,Apartment,117,117  S Ivy AVE #A,MONROVIA,91016,2,1.00 (1 0 0 0),,$0.00,,"$2,600","$2,600","$2,600",925,$2.81,1961,2,"Community,Laundry Area",No,1-Year,Unfurnished,714-412-0599,"11,173"
P1-25275PF,,9501,9501   Steele ST #D,ROSEMEAD,91770,2,1.00 (1 0 0 0),,$0.00,,"$2,645","$2,000","$2,645",800,$3.31,1958,1,"Community,Gas Dryer Hookup,Other,Outside,Washer Hookup",,1-Year,Unfurnished,(626) 487-4727,"5,994"
CV26001581MR,Single Family,3270,3270  N Rancho La Carlota  #ADU,COVINA,91724,1,1.00 (1 0 0 0),,$0.00,,"$2,650","$3,000","$2,650",650,$4.08,1958,1,"Dryer,Dryer Included,Gas Dryer Hookup,Inside,Washer,Washer Hookup,Washer Included",,"1+Year,1-Year,Negotiable,Other",Furnished,909-581-2999,"28,286"
DW25281516MR,Single Family,8107,8107   Quoit ST ##A,DOWNEY,90242,2,1.00 (1 0 0 0),,$0.00,,"$2,650","$2,500","$2,650",650,$4.08,2022,0,"Inside,Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,562-818-6111,"6,233"
