MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
26645663,,5724,5724   La Mirada Ave ,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$1,645","$1,795","$1,645",900,$1.83,1912,1,None,Yes,"12 Months,24 Months,Other",Unfurnished,310-923-1550,"7,502"
26646995,Apartment,566,566  N Juanita Ave ,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$1,650","$1,650","$1,650",450,$3.67,1920,1,None,Call,1-Year,Unfurnished,424-231-5635,"7,505"
PV26020505MR,Apartment,1155,1155  W 11th  #9,SAN PEDRO,90731,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",500,$3.30,1978,1,Laundry Area,,1-Year,Unfurnished,424-558-0476,"10,245"
26645505,Apartment,331,331  S Gramercy Pl #101,Los Angeles,90020,0,1.00 (1 0 0 0),,,,"$1,675","$1,575","$1,675",600,$2.79,1984,1,Community,No,1+Year,Unfurnished,213-500-0784,"14,404"
AR26025162MR,,1001,1001  S Eucalyptus AVE ,INGLEWOOD,90301,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",300,$5.67,2025,0,Other,,1-Year,Unfurnished,626-824-5184,"5,786"
SB26025051MR,Apartment,3430,3430  W 63rd ST #3,LOS ANGELES,90043,1,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",516,$3.29,1962,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"11,370"
26645665,Apartment,10540,10540   Balboa Blvd #213,Granada Hills,91344,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",550,$3.18,1977,1,"Community,Laundry Area,Room",No,12 Months,Unfurnished,310-826-5595,"53,308"
26645975,Apartment,443,443  S Wilton Pl #8,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,750",,$0,1957,1,Community,Call,1+Year,Unfurnished,213-999-4345,"19,907"
26646787,,817,817  N Hudson Ave #2,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",900,$1.94,1963,0,Community,Call,1+Year,Unfurnished,310-978-5252,"6,802"
SR26024984MR,,10034,10034   Noble AVE ,MISSION HILLS,91345,0,1.00 (1 0 0 0),,$0.00,,"$1,795","$2,000","$1,795",392,$4.58,1957,0,None,No,1-Year,Unfurnished,818-517-7731,"8,222"
SR26025254MR,Single Family,20451,20451   Gault  ,WINNETKA,91306,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",360,$5,1956,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,818-388-3045,"7,587"
WS26021556MR,Apartment,15,15   Los Higos  #C,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,900","$1,800",600,$3,1962,1,Laundry Area,No,1-Year,Unfurnished,626-524-9735,"6,642"
WS26023996MR,Apartment,737,737   Davis  ,MONTEBELLO,90640,0,1.00 (0 1 0 0),,$0.00,,"$1,800","$1,800","$1,800",380,$4.74,2022,0,"Dryer,Dryer Included,In Kitchen,Washer,Washer Included",No,1-Year,Unfurnished,626-202-7093,"5,011"
PW26012543MR,,1319,1319 3/4 E 59th PL ,LOS ANGELES,90001,1,1.00 (1 0 0 0),,$0.00,,"$1,500","$1,500","$1,800",400,$4.50,2009,0,"Electric Dryer Hookup,Hookup - Electric,Inside",,1-Year,Unfurnished,949-556-6131,"6,139"
DW26024099MR,Apartment,7823,7823  S Normandie  ,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$300.00,,"$1,800","$1,800","$1,800",750,$2.40,1940,1,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,310-387-1315,"5,200"
DW26022160MR,Apartment,5934,5934   King AVE ,MAYWOOD,90270,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",500,$3.60,1958,1,Inside,No,1-Year,Unfurnished,714-310-7757,"10,294"
CV26021225MR,Apartment,150,150  E Baseline RD #A,SAN DIMAS,91773,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",420,$4.40,2025,0,Community,No,1-Year,Unfurnished,,420
CV26021254MR,Apartment,150,150  E Baseline RD #B,SAN DIMAS,91773,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",420,$4.40,2025,0,Community,No,1-Year,Unfurnished,,420
PW26022345MR,Apartment,1543,1543  W 105th ST #C,LOS ANGELES,90047,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,900","$1,850",635,$2.91,1962,1,None,,1-Year,Unfurnished,7149368900,"23,116"
SB26024860MR,Apartment,13535,13535   Yukon AVE #27,HAWTHORNE,90250,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",660,$2.80,1985,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"38,068"
SR26022014MR,Apartment,7055,7055   Etiwanda AVE #208,RESEDA,91335,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",800,$2.31,1977,0,"Community,Laundry Area",No,1-Year,Unfurnished,818-324-9727,"13,376"
SB26025003MR,Apartment,13535,13535   Yukon AVE #34,HAWTHORNE,90250,1,1.00 (1 0 0 0),,$0.00,,"$1,875","$1,875","$1,875",642,$2.92,1985,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"38,068"
WS25229108MR,Apartment,1433,1433  N Bronson AVE #6,HOLLYWOOD,90028,1,1.00 (0 1 0 0),300,$0.00,150,"$1,895","$2,000","$1,895",600,$3.16,1956,0,None,No,1-Year,Unfurnished,626-215-8616,"6,624"
NP26022505MR,Apartment,12425,12425   Harris  ,LYNWOOD,90262,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",700,$2.71,1961,0,Laundry Area,,1-Year,Unfurnished,,"10,970"
NP26022508MR,Apartment,12437,12437   Harris  #K,LYNWOOD,90262,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",700,$2.71,1961,0,Laundry Area,No,1-Year,Unfurnished,,"11,055"
OC26024178MR,Apartment,528,528   Cedar AVE #3D,LONG BEACH,90802,1,1.00 (1 0 0 0),,$100.00,,"$1,900","$1,800","$1,900",655,$2.90,1960,2,"Community,Laundry Area",,1-Year,Unfurnished,,"17,300"
CV26023911MR,Single Family,5902,5902  N Orangecrest  #ADU,AZUSA,91702,1,1.00 (1 0 0 0),,$500.00,100,"$1,900","$1,900","$1,900",400,$4.75,1955,0,None,,1-Year,Unfurnished,6262574922,"6,401"
DW26025267MR,Apartment,928,928  W 78th  ,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900","2,400",$0.79,1928,0,None,No,1-Year,Unfurnished,323-440-0145,"5,722"
26646841,Apartment,727,727   Crenshaw Blvd ##A,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900","4,138",$0.46,1924,1,In Kitchen,Call,"1-Year,12 Months,24 Months,Negotiable",Unfurnished,818-577-0476,"7,502"
WS26021962MR,Condominium,1118,1118   Valencia ST #214,LOS ANGELES,90015,1,1.00 (1 0 0 0),,$100.00,50,"$1,900","$1,900","$1,900",650,$2.92,1983,1,Inside,,1-Year,Unfurnished,626-688-6142,"147,338"
PF26023695PF,Apartment,356,356  S Sierra Madre  #360 1/2,PASADENA,91107,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",650,$2.92,1946,1,Community,,1-Year,Unfurnished,323-376-6564,"10,928"
PF26024211PF,Apartment,364,364  S Sierra Madre  #370 1/2,PASADENA,91107,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",650,$2.92,1946,2,Community,,1-Year,Unfurnished,323-376-6564,"10,900"
SB26023401MR,,2108,2108  W 37th PL ,LOS ANGELES,90018,1,1.00 (1 0 0 0),,$300.00,25,"$1,900","$1,900","$1,900",600,$3.17,1924,0,None,,1-Year,Unfurnished,323-425-7311,"3,400"
SB26022424MR,Apartment,1036,1036  W 95th ST #5,LOS ANGELES,90044,2,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",850,$2.24,1962,1,None,No,1-Year,Unfurnished,424-732-2821,"9,470"
PW26025172MR,Apartment,1232,1232  E Broadway  ,LONG BEACH,90802,1,1.00 (1 0 0 0),,$500.00,,"$1,950","$1,950","$1,950",850,$2.29,1920,0,None,,1-Year,Unfurnished,949-306-4883,"3,553"
SR26020368MR,Single Family,20534,20534 1/2  Miranda PL ,WOODLAND HILLS,91367,0,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",440,$4.43,1960,2,None,,1-Year,Unfurnished,818-675-1455,"13,561"
CV26019227MR,Apartment,810,810  S Citrus  #13,AZUSA,91702,2,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",836,$2.33,1987,2,Community,No,Month-to-Month,Unfurnished,909-750-1763,"27,517"
DW26023111MR,,5011,5011  E 60th ST #B,MAYWOOD,90270,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",600,$3.25,1939,0,None,No,1-Year,Unfurnished,323-919-6368,"6,966"
OC26020868MR,Apartment,13609,13609   Van Ness AVE #2,GARDENA,90249,2,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",700,$2.79,1957,1,"Community,Laundry Area",No,1-Year,Unfurnished,562-673-3873,"9,003"
IG26023998MR,Single Family,17869,17869   Hemmingway  ,RESEDA,91335,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$2,000","$1,950","1,200",$1.63,1954,0,Room,No,Negotiable,Unfurnished,,"6,462"
SB26023437MR,Apartment,640,640   Hill ST ,INGLEWOOD,90302,1,1.00 (1 0 0 0),25,$300.00,25,"$1,975","$1,975","$1,975",685,$2.88,1958,0,Community,,1-Year,Unfurnished,323-425-7311,"5,246"
26646471,,5420,5420   Alvern Cir #D,Los Angeles,90045,1,1.00 (1 0 0 0),,,,"$1,990","$1,990","$1,990",570,$3.49,1951,0,None,Call,1+Year,Unfurnished,310-430-5432,"9,766"
26646051,,1275,1275  N Wilton Pl #B,Los Angeles,90038,0,1.00 (1 0 0 0),,,,"$1,990","$1,990","$1,990","1,000",$1.99,1923,1,In Unit,Yes,"1+Year,24 Months,Negotiable,Other",Unfurnished,310-650-1000,"7,096"
26645693,,636,636  W 81st St #644,Los Angeles,90044,1,1.00 (1 0 0 0),,,,"$1,890","$1,890","$1,990","2,088",$0.95,1925,0,None,Call,12 Months,Unfurnished,213-590-9908,"9,310"
SR26023929MR,Condominium,18307,18307   Burbank Blvd ,TARZANA,91356,1,1.00 (1 0 0 0),,$300.00,50,"$1,995","$1,995","$1,995",689,$2.90,1970,0,Community,,1-Year,Unfurnished,818-288-4881,700
SR26024027MR,Single Family,3734,3734   imperial HWY #B,INGLEWOOD,90303,1,1.00 (0 1 0 0),,$0.00,50,"$1,997","$1,997","$1,997",650,$3.07,2025,0,Gas Or Electric Dryer Hookup,No,1-Year,Unfurnished,213-445-2277,"6,127"
P1-25693PF,,438,438  S Fremont AVE #B,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$1,000","$2,000",604,$3.31,1946,1,"Inside,Room",No,1-Year,Unfurnished,(626) 487-4727,"7,387"
P1-25694PF,,438,438  S Fremont AVE #A,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$1,000","$2,000",604,$3.31,1946,1,Room,,,Unfurnished,(626) 487-4727,"7,405"
PW26020056MR,Apartment,1342,1342  E 77th PL ,LOS ANGELES,90001,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",500,$4,1959,2,None,No,1-Year,Unfurnished,562-373-5120,"6,571"
PW26020178MR,,2005,2005   W Ave 33  ,LOS ANGELES,90065,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",700,$2.86,1922,0,None,No,1-Year,Unfurnished,562-455-7106,"9,401"
26645315,,1338,1338  N Sierra Bonita Ave #102,West Hollywood,90046,0,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",800,$2.50,1985,1,Community,No,"1+Year,Other,1-Year",Unfurnished,310-721-1383,"8,107"
26642939,,2016,2016   20th St #B,Santa Monica,90404,0,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",478,$4.18,1953,1,None,Call,1+Year,Unfurnished,310-528-6406,"7,609"
NP26021907MR,,12228,12228   Roseton  #A,NORWALK,90650,1,1.00 (1 0 0 0),1,$500.00,25,"$2,000","$2,000","$2,000",360,$5.56,2024,0,None,,"1-Year,Negotiable,Other",Unfurnished,562-500-6140,"6,000"
AR26022861MR,Apartment,1024,1024  S Atalantic BLVD #15,ALHAMBRA,91803,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,350","$2,000",550,$3.64,1960,1,Community,No,1-Year,Unfurnished,626-641-7678,"17,149"
26646817PS,Apartment,1416,1416  S Hayworth Ave #4,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,025","$2,025","$2,025",600,$3.38,1957,1,Outside,Yes,1+Year,Unfurnished,,"7,125"
NP26022439MR,Apartment,12437,12437   Harris  #A,LYNWOOD,90262,2,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",900,$2.33,1961,0,Laundry Area,No,1-Year,Unfurnished,,"11,055"
NP26022538MR,Apartment,12425,12425   Harris  ,LYNWOOD,90262,2,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",900,$2.33,1961,0,Laundry Area,,1-Year,Unfurnished,,"10,970"
SR26024029MR,Apartment,38501,38501   Larkin AVE #4,PALMDALE,93550,2,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",972,$2.16,1989,1,None,,1-Year,Unfurnished,818-522-6621,"8,024"
SR26024454MR,,2320,2320 1/2  White ST ,PASADENA,91107,0,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",498,$4.22,2023,0,"Dryer,Dryer Included,Washer,Washer Hookup,Washer Included",,1-Year,Unfurnished,818-324-6266,"8,176"
WS26022761MR,Condominium,214,214   De Anza  ,SAN GABRIEL,91776,2,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",900,$2.33,1962,2,Community,No,1-Year,Unfurnished,626-353-4278,"117,223"
WS26023970MR,,1014,1014   Curtis LN #A,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",800,$2.63,1961,2,None,No,1-Year,Unfurnished,626-353-3333,"5,533"
TR26025112MR,Apartment,621,621   Leonard  #1/2,LOS ANGELES,90022,2,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",750,$2.80,1974,0,Laundry Area,,1-Year,Unfurnished,626-250-9202,"5,007"
TR26025145MR,Apartment,623,623   Leonard  ,LOS ANGELES,90022,2,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",750,$2.80,1974,0,Laundry Area,,1-Year,Unfurnished,626-250-9202,"5,007"
TR26025163MR,Apartment,623,623   Leonard  #1/2,LOS ANGELES,90022,2,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",750,$2.80,1974,0,Laundry Area,,1-Year,Unfurnished,626-250-9202,"5,007"
PW26023451MR,Apartment,1827,1827  E 4th ST #7,LONG BEACH,90802,0,1.00 (1 0 0 0),,$500.00,,"$2,100","$1,500","$2,100",550,$3.82,2024,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,562-760-9447,"8,767"
SR26021706MR,Condominium,5328,5328   Newcastle AVE #65,ENCINO,91316,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",833,$2.52,1971,1,"Dryer,Dryer Included,Inside,Laundry Area,Washer,Washer Included",,1-Year,Unfurnished,818-205-8800,"60,970"
DW26025010MR,,453,453  E Lancaster  ,LANCASTER,93535,2,2.00 (2 0 0 0),,$250.00,,"$2,100","$2,100","$2,100","2,332",$0.90,1978,2,"Gas Dryer Hookup,Washer Hookup",Yes,1-Year,Unfurnished,424-333-4979,"7,248"
CV26022992MR,Single Family,14828,14828   Saticoy  #B,VAN NUYS,91405,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",560,$3.75,1948,0,Other,,"1+Year,1-Year,Month-to-Month,Negotiable,Other",Furnished,909-284-2137,"6,003"
26646619,,1015,1015  N Edinburgh Ave #5,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",,$0,1956,0,Community,Yes,1+Year,Unfurnished,310-274-3900,"6,534"
26645957,,4244,4244   Duquesne Ave ,Culver City,90232,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",650,$3.31,1964,1,"Community,Garage,Laundry Area",No,1+Year,Unfurnished,310-739-1638,"6,297"
26642919,,1745,1745   CAMINO PALMERO ST #306,LOS ANGELES,90046,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",718,$2.99,1973,2,Community,Call,1+Year,Unfurnished,213-210-3246,"66,584"
DW26024549MR,Apartment,2770,2770   Marengo  ,LOS ANGELES,90033,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",550,$3.91,1950,0,None,No,Negotiable,Unfurnished,310-592-0602,"7,995"
AR26022359MR,,826,826   Hellman Ave #A,MONTEREY PARK,91755,2,1.00 (1 0 0 0),,$500.00,50,"$2,180","$2,180","$2,180",850,$2.56,1989,0,"Dryer,Dryer Included,In Kitchen,Washer,Washer Included",,1-Year,Unfurnished,626-320-2919,"6,828"
26646925,Condominium,415,415   Fischer St #F,Glendale,91205,1,1.00 (1 0 0 0),,,,"$2,190","$2,190","$2,190",600,$3.65,1954,1,Community,Call,1+Year,Unfurnished,818-858-9272,"7,439"
26646671,,5249,5249   Satsuma Ave #1/2,North Hollywood,91601,2,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",620,$3.54,1938,1,Laundry Closet Stacked,Call,1+Year,Unfurnished,310-741-0997,"5,402"
SB26025126MR,Apartment,1212,1212   Gladys AVE #201,LONG BEACH,90804,2,2.00 (2 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",780,$2.81,1987,2,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"6,266"
SR26022647MR,Apartment,9806,9806   Beachy  ,ARLETA,91331,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",700,$3.14,1955,0,None,,1-Year,Unfurnished,818-968-4792,"7,447"
P1-25667PF,Single Family,1032,1032  W Newgrove ST ,LANCASTER,93534,2,1.00 (1 0 0 0),,$200.00,,"$2,200","$2,200","$2,200",830,$2.65,1930,1,"Dryer,Dryer Included,Room,Washer,Washer Included",,"1-Year,Other",,(818) 635-6993,"20,504"
SB26022369MR,Apartment,1166,1166  W 23rd  #2,SAN PEDRO,90731,2,2.00 (2 0 0 0),,$0.00,,"$2,200","$2,200","$2,200","1,200",$1.83,1990,2,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,347-885-1669,"5,399"
RS26022892MR,Condominium,420,420  N Market  ,INGLEWOOD,90302,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",763,$2.88,1960,1,Laundry Area,,1-Year,Unfurnished,310-738-7330,"36,728"
WS26021583MR,Apartment,15,15   Los Higos  #E,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,300","$2,200",800,$2.75,1962,0,Laundry Area,No,1-Year,Unfurnished,626-524-9735,"6,642"
26645677,,335,335  E 65th St #337,Los Angeles,90003,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200","1,390",$1.58,1922,2,In Unit,Call,12 Months,Both,213-590-9908,"5,410"
CV26019234MR,Apartment,3420,3420   Falcon ST #117,POMONA,91767,2,2.00 (2 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",990,$2.22,1983,2,"Gas Dryer Hookup,Inside,Washer Hookup",No,Month-to-Month,Unfurnished,909-750-1763,"104,006"
DW26025184MR,Single Family,11615,11615 1/2  185th  ,ARTESIA,90701,1,1.00 (1 0 0 0),,$500.00,,"$2,200","$2,200","$2,200",600,$3.67,1941,0,In Kitchen,,1-Year,Unfurnished,562-412-7765,"8,442"
DW26025581MR,,924,924  E Lanzit  ,LOS ANGELES,90059,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200","1,184",$1.86,1922,0,None,,"1+Year,1-Year",Furnished,562-673-2226,"5,485"
CV26024456MR,Single Family,119,119   Collwood  ,LA PUENTE,91746,1,1.00 (1 0 0 0),,$300.00,100,"$2,250","$2,250","$2,250",657,$3.42,1946,0,Garage,,1-Year,Unfurnished,909-896-1288,"3,500"
CV26016028MR,Apartment,430,430   Sellers ST #12,GLENDORA,91741,2,2.00 (1 0 1 0),,$0.00,,"$2,250","$2,250","$2,250","1,100",$2.05,1978,2,Community,No,Month-to-Month,Unfurnished,909-750-1763,"32,734"
SB26025093MR,Apartment,13717,13717   Chadron AVE #28,HAWTHORNE,90250,2,2.00 (2 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",898,$2.51,1972,2,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"19,540"
26646373,,4140,4140   Grand View Blvd #5,Los Angeles,90066,1,1.00 (1 0 0 0),,$500.00,,"$2,275","$2,275","$2,275",550,$4.14,1959,0,"Laundry Area,Community",Yes,1+Year,Unfurnished,310-962-5000,"19,580"
SB26024758MR,Apartment,2220,2220   Delaware  #A,SANTA MONICA,90404,1,1.00 (0 1 0 0),,$0.00,,"$2,295","$2,500","$2,295",760,$3.02,1951,0,None,No,1-Year,Unfurnished,310-505-7493,"5,261"
PW26022765MR,Apartment,15247,15247   ACRE ST #C,NORTH HILLS,91343,2,1.00 (1 0 0 0),,$150.00,,"$2,295","$2,295","$2,295",800,$2.87,1954,1,None,No,1-Year,Unfurnished,,"6,888"
RS26023048MR,Single Family,796,796   Cherry AVE #A,LONG BEACH,90813,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",690,$3.33,2025,1,Garage,No,1-Year,Unfurnished,562-225-5454,"6,717"
PW26025065MR,,1170,1170  E 55th  ,LONG BEACH,90805,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",600,$3.83,1941,0,Laundry Area,No,1-Year,Furnished,818-287-1011,"2,929"
SR26023692MR,Single Family,19703,19703   Blythe ST ,WINNETKA,91306,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",450,$5.11,2025,1,"Dryer,Dryer Included,In Kitchen,Washer,Washer Included",,1-Year,Unfurnished,818-879-3625,"5,551"
SR26025245MR,Apartment,1302,1302   Pacific Ave #1,VENICE,90291,0,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,450","$2,300",450,$5.11,1912,1,None,,1-Year,Unfurnished,408-391-9208,"2,265"
26644709,,18002,18002   Collins ST ,ENCINO,91316,0,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",400,$5.75,,1,In Unit,Call,"1+Year,1-Year,12 Months",Both,805-915-7228,"1,200"
CV26021455MR,Apartment,1845,1845   Peck  #A,MONROVIA,91016,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",832,$2.76,1958,2,"Gas Dryer Hookup,Washer Hookup",No,Month-to-Month,Unfurnished,909-750-1763,"17,705"
DW26024174MR,,3608,3608  W 116th  ,INGLEWOOD,90303,0,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",486,$4.73,2025,0,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,1-Year,Furnished,562-412-7765,"7,814"
