MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
25584697,,44078,44078   Cedar Ave ,Lancaster,93534,4,2.00 (2 0 0 0),,,,"$1,850","$3,500","$1,850","1,862",$0.99,1951,2,Laundry Area,Call,1+Year,Unfurnished,310-525-0567,"6,442"
GD25192877IT,,4919,4919 3/4  TWINING ST ,EL SERENO,90032,1,1.00 (0 1 0 0),,$0.00,,"$1,850","$1,850","$1,850",400,$4.63,1927,0,"Dryer,Dryer Included,Outside,Washer,Washer Included",No,1-Year,Unfurnished,323-595-2913,"5,365"
SR25196906MR,Single Family,7104,7104   Beckford  ,RESEDA,91335,1,1.00 (1 0 0 0),,$0.00,150,"$1,850","$2,850","$1,850",344,$5.38,1924,0,None,No,1-Year,Unfurnished,818-689-3471,"7,740"
SR25187699MR,Apartment,6500,6500   Fountain AVE ,HOLLYWOOD,90028,1,1.00 (1 0 0 0),,$0.00,,"$1,895",$995,"$1,895",800,$2.37,1949,0,Community,No,1-Year,Unfurnished,,"24,038"
25585575,Apartment,6640,6640   Woodman Ave #5,Van Nuys,91401,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",600,$3.16,1956,1,"Community,Outside",Yes,1-Year,Unfurnished,323-376-0878,"8,802"
SR25197069MR,Apartment,14537,14537   Archwood ST #101,VAN NUYS,91405,1,1.00 (1 0 0 0),,$500.00,,"$1,950","$2,200","$1,900","1,000",$1.90,2013,2,Community,,1-Year,Unfurnished,818-324-3334,"7,107"
SR25196466MR,Single Family,12765,12765   Woodcock AVE ,SYLMAR,91342,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900","1,000",$1.90,1948,0,Outside,,1-Year,Unfurnished,310-760-6674,"5,583"
SR25194572MR,Apartment,631,631  E San Jose AVE #G,BURBANK,91501,1,1.00 (1 0 0 0),,$0.00,,"$1,949","$1,900","$1,949",580,$3.36,1968,1,"Community,Laundry Area",Yes,"1-Year,Negotiable",Unfurnished,661-645-0989,500
TR25196797MR,,204,204   S. STARGLEN DR #A,COVINA,91724,1,1.00 (1 0 0 0),,$0.00,20,"$1,950","$2,000","$1,950",500,$3.90,2024,0,None,No,1-Year,Unfurnished,626-712-5156,"8,487"
25583691,Apartment,11223,11223   Emelita St #1/4,North Hollywood,91601,1,1.00 (1 0 0 0),,,25,"$1,950","$1,950","$1,950",600,$3.25,1925,1,"Community,Outside,Room,Laundry Area",No,1+Year,Unfurnished,310-988-0324,"6,998"
SB25192174MR,,2015,2015   Locust  #D,LONG BEACH,90806,1,1.00 (1 0 0 0),,$0.00,,"$1,990","$1,990","$1,990",600,$3.32,1937,0,None,,"1+Year,1-Year",Unfurnished,310-346-2523,"4,750"
25585457,,9949,9949   Pinewood Ave #2,Tujunga,91042,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",750,$2.66,1962,0,Community,Call,12 Months,Unfurnished,213-268-1691,"8,507"
DW25196017MR,,2208,2208   Terrace Heights  ,LOS ANGELES,90023,1,1.00 (1 0 0 0),,$100.00,25,"$1,995","$1,995","$1,995",500,$3.99,2025,0,In Kitchen,,1-Year,Unfurnished,949-903-6633,"1,000"
25586479,,10560,10560   SANTA MONICA  #100,LOS ANGELES,90025,1,1.00 (1 0 0 0),,,,"$1,995","$2,495","$1,995",310,$6.44,2000,2,Community,Call,1+Year,Unfurnished,310-666-4722,"16,399"
CV25196087MR,Single Family,15816,15816   Septo  ,NORTH HILLS,91343,1,1.00 (1 0 0 0),,$350.00,50,"$2,000","$2,000","$2,000",484,$4.13,1956,0,"Gas Dryer Hookup,In Kitchen,Washer Hookup",,1-Year,Unfurnished,6266437004,"7,091"
TR25195453MR,,131,131 1/2  3rd. ST ,SAN DIMAS,91773,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,500","$2,000",687,$2.91,1941,2,Room,No,1-Year,Unfurnished,909-974-9888,"1,000"
SR25197324MR,Single Family,23417,23417   Vanowen ST ,WEST HILLS,91307,0,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",420,$4.76,1959,0,None,,1-Year,Unfurnished,818-402-4266,"8,011"
SR25196289MR,Single Family,19011,19011   Vanowen ST ,RESEDA,91335,1,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,000","$2,000",546,$3.66,2018,0,Inside,,1-Year,Unfurnished,818-515-6959,"1,000"
25585093,Apartment,7229,7229   Willoughby Ave #4,Los Angeles,90046,0,1.00 (1 0 0 0),,$500.00,,"$2,075","$2,075","$2,075",500,$4.15,1929,0,In Unit,Yes,1+Year,Unfurnished,310-962-5000,"8,321"
GD25195663IT,Apartment,3123,3123   Foothill BLVD #08,LA CRESCENTA,91214,1,1.00 (1 0 0 0),,$500.00,,"$2,095","$2,100","$2,095",650,$3.22,1959,1,Laundry Area,,1-Year,Unfurnished,818-860-3177,"42,735"
DW25194209MR,,4430,4430   Alumni AVE #2,LOS ANGELES,90041,0,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",260,$8.08,1923,0,Inside,,1-Year,Unfurnished,562-784-4460,"3,601"
25585429,,1048,1048   ELM AVE #B,GLENDALE,91201,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",650,$3.23,1931,0,Other,Yes,1-Year,Unfurnished,310-666-9682,"7,711"
25585639,Apartment,1522,1522   Dixon St #4,Glendale,91205,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100","12,544",$0.17,1965,1,"Community,Laundry Area",Call,1+Year,Unfurnished,213-923-3863,"11,760"
CV25197123MR,,6008,6008   Kansas  ,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$300.00,50,"$2,150","$2,200","$2,150",789,$2.72,2025,0,None,No,1-Year,Unfurnished,626-643-7090,"6,230"
25585089,,11472,11472   VENTURA  #B,STUDIO CITY,91604,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",,$0,1941,1,In Unit,Yes,1+Year,Unfurnished,818-640-3863,"6,248"
25585439,,513,513   San Juan Ave ,Venice,90291,0,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",350,$6.29,1941,0,"Outside,In Carport",Yes,1-Year,Unfurnished,310-200-0414,"5,196"
25582469,,6610,6610   Whitsett Ave #7,North Hollywood,91606,2,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",750,$2.93,,1,Laundry Area,Yes,1+Year,Unfurnished,310-913-9213,"10,174"
AR25196564MR,Apartment,15854,15854  E rowland ST ,LA PUENTE,91744,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",713,$3.09,2025,2,In Kitchen,No,1-Year,Unfurnished,626-716-0621,"7,500"
OC25191559MR,Single Family,1540,1540   W 51st Pl ,LOS ANGELES,90062,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",600,$3.67,1942,0,None,No,1-Year,Unfurnished,714-317-5064,"5,459"
P1-23896PF,Apartment,2435,2435   Mohawk ST #1,PASADENA,,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",500,$4.40,1908,1,"Washer,Washer Included",No,1-Year,Unfurnished,(626) 234-9369,"15,394"
SB25194042MR,Apartment,24220,24220   Censor AVE #A,HARBOR CITY,90710,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,500","$2,200",600,$3.67,1961,0,"Community,Outside",No,"1-Year,Month-to-Month",Unfurnished,310-413-0658,"5,233"
25586451,,3279,3279  W San Marino St #304,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$2,246","$2,246","$2,246",500,$4.49,,1,In Unit,Call,"12 Months,1+Year",Unfurnished,310-866-9978,"7,030"
SB25196451MR,Apartment,2703,2703   Curtis AVE #D,REDONDO BEACH,90278,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",650,$3.46,1963,1,Laundry Area,,1-Year,Unfurnished,310-259-6850,"7,494"
SB25194003MR,Apartment,4160,4160  W 182nd ST #109,TORRANCE,90504,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",768,$2.93,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"47,757"
SB25194548MR,Apartment,15717,15717   Brighton AVE ,GARDENA,90247,1,1.00 (1 0 0 0),,$0.00,50,"$2,295","$2,295","$2,295",650,$3.53,1943,0,Laundry Area,No,Month-to-Month,Unfurnished,310 872-9888,"8,254"
SB25195268MR,Apartment,1706,1706  S Alma ST ,SAN PEDRO,90731,2,1.00 (1 0 0 0),,$500.00,200,"$2,295","$2,295","$2,295","1,000",$2.30,1959,0,None,,1-Year,Unfurnished,310-245-5626,"4,501"
SR25194736MR,Apartment,113,113   N Columbus  #A,GLENDALE,91203,0,1.00 (1 0 0 0),,$500.00,,"$2,295","$2,295","$2,295",500,$4.59,1925,0,Gas Or Electric Dryer Hookup,,1-Year,Unfurnished,626-243-3645,"9,500"
25584587,,1217,1217   9th St #11,Santa Monica,90401,0,1.00 (1 0 0 0),,,,"$2,295",$900,"$2,295",300,$7.65,1924,0,Community,Call,12 Months,Unfurnished,310-780-9495,"7,517"
CV25194061MR,Single Family,1816,1816  W 22nd ST ,LOS ANGELES,90018,2,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",500,$4.60,1905,0,None,,"1+Year,1-Year,Negotiable",Unfurnished,,"6,753"
GD25196861IT,,411,411  S Kenneth RD #101,BURBANK,91501,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",575,$4,1940,0,"Dryer,Dryer Included,In Closet,Inside,Washer,Washer Included",,1-Year,Unfurnished,818-469-9388,"7,304"
IG25194578MR,Apartment,16331,16331   Shamhart DR ,GRANADA HILLS,91344,2,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",700,$3.29,1962,0,None,No,1-Year,Unfurnished,310-818-6554,"11,023"
WS25196069MR,Apartment,8903,8903   Glendon Way #8,ROSEMEAD,91770,2,2.00 (2 0 0 0),100,$0.00,,"$2,300","$2,300","$2,300",875,$2.63,1978,2,"Community,Room",No,1-Year,Unfurnished,626-390-3814,"15,414"
25586463,,3279,3279  W San Marino St #407,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$2,338","$2,338","$2,338",500,$4.68,,1,In Unit,Call,"12 Months,1+Year",Unfurnished,310-866-9978,"7,030"
25585645,Apartment,2509,2509  E 109th St #B,Los Angeles,90059,2,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",700,$3.36,1922,1,None,Call,Negotiable,Unfurnished,310-339-6002,"5,979"
SR25194586MR,Apartment,617,617   Illinois CT #12,EL SEGUNDO,90245,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",650,$3.62,1957,1,Community,,1-Year,Unfurnished,323-479-4389,"22,786"
SR25191955MR,Single Family,5734,5734   Stansbury AVE ,VAN NUYS,91401,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,350","$2,350","$2,350",400,$5.88,1940,4,Inside,,1-Year,Unfurnished,818-585-1978,"8,110"
SR25194923MR,Apartment,6023,6023   Whitsett Ave #6,NORTH HOLLYWOOD,91606,2,2.00 (2 0 0 0),,$0.00,,"$2,395","$2,350","$2,395","1,050",$2.28,1959,1,Community,Yes,Negotiable,Unfurnished,818-439-3602,"16,027"
25585621,Apartment,6640,6640   Woodman Ave #3,Van Nuys,91401,2,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",800,$2.99,1956,1,"Community,Outside",Yes,1-Year,Unfurnished,323-376-0878,"8,802"
25585363,,5411,5411  S Centinela Ave #1,Los Angeles,90066,1,2.00 (1 1 0 0),,,,"$2,395","$2,395","$2,395",800,$2.99,1959,1,"Community,Outside",No,1+Year,Unfurnished,310-560-7411,"4,957"
25584595,,1217,1217   9th St #8,Santa Monica,90401,0,1.00 (1 0 0 0),,,,"$2,395",$900,"$2,395",360,$6.65,1924,0,Community,Call,12 Months,Unfurnished,310-780-9495,"7,517"
25574513,Condominium,1745,1745   Camino Palmero St #407,Los Angeles,90046,1,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",743,$3.22,1973,2,Community,Call,1+Year,Unfurnished,213-210-3246,"66,604"
25586303,,4140,4140   Grand View Blvd #9,Los Angeles,90066,1,1.00 (1 0 0 0),,$500.00,,"$2,395","$2,395","$2,395",550,$4.35,1959,0,"Laundry Area,Community",Yes,1+Year,Unfurnished,310-962-5000,"19,580"
GD25194554IT,Single Family,10822,10822   Crockett ST ,SUN VALLEY,91352,1,1.00 (1 0 0 0),,$0.00,,"$2,395","$2,395","$2,395",700,$3.42,2025,1,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,818-209-7083,"5,760"
IV25194979MR,Apartment,1032,1032   Arcadia AVE ,ARCADIA,91007,2,1.00 (1 0 0 0),,$0.00,,"$2,398","$2,398","$2,398",925,$2.59,1955,2,Community,No,1-Year,Unfurnished,,"20,000"
PV25196221MR,Condominium,25925,25925   Narbonne AVE #24,LOMITA,90717,2,1.00 (1 0 0 0),,$0.00,50,"$2,400","$1,500","$2,400",828,$2.90,1973,2,Community,No,"1+Year,1-Year",Unfurnished,310-710-8053,"59,281"
PW25195849MR,Condominium,4816,4816   Rosewood AVE #8,LOS ANGELES,90004,2,2.00 (2 0 0 0),,$0.00,200,"$2,400","$2,400","$2,400","1,000",$2.40,1987,2,Community,No,1-Year,Unfurnished,949-560-7676,"7,259"
PW25195851MR,Condominium,4816,4816   Rosewood AVE #1,LOS ANGELES,90004,2,2.00 (2 0 0 0),,$0.00,200,"$2,400","$2,400","$2,400","1,000",$2.40,1987,2,Community,No,1-Year,Unfurnished,949-560-7676,"7,259"
TR25196613MR,Single Family,2305,2305   Cordoza AVE #C,ROWLAND HEIGHTS,91748,2,2.00 (0 2 0 0),,$0.00,,"$2,400","$2,400","$2,400","1,000",$2.40,1965,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,626-308-1002,"4,000"
SR25195633MR,Townhouse,14319,14319   Addison ST #4,SHERMAN OAKS,91423,1,2.00 (1 0 1 0),,$500.00,,"$2,450","$3,000","$2,450","1,055",$2.32,1978,4,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,818-427-1500,"6,828"
WS25197379MR,Condominium,200,200   Elgin ST #B,ALHAMBRA,91801,2,2.00 (1 0 1 0),500,"$1,000.00",100,"$2,450","$2,400","$2,450",928,$2.64,1964,0,"Gas Dryer Hookup,In Kitchen,Washer Hookup",,1-Year,Unfurnished,626-512-8665,"6,413"
OC25195915MR,Single Family,4204,4204 1/2  La Rica AVE ,BALDWIN PARK,91706,2,1.00 (1 0 0 0),,$0.00,,"$2,450","$2,450","$2,450",881,$2.78,1959,1,"Gas Dryer Hookup,In Kitchen,Washer Hookup",,1-Year,Unfurnished,949-899-7888,"44,361"
25584523,,40,40  S MERIDITH AVE #2,PASADENA,91106,1,1.00 (1 0 0 0),,$250.00,,"$2,450","$2,450","$2,450",600,$4.08,1964,0,In Unit,Yes,1-Year,Unfurnished,310-210-4058,"8,609"
25584897,,1325,1325   Cabrillo Ave #7,Venice,90291,0,1.00 (1 0 0 0),,,,"$2,499","$2,499","$2,499",,$0,1920,0,None,Call,1+Year,Unfurnished,917-972-5373,"7,655"
25585263,Condominium,420,420  S San Pedro St #224,Los Angeles,90013,1,1.00 (1 0 0 0),,,,"$2,500","$2,500","$2,500",900,$2.78,1922,1,Inside,Call,1+Year,Unfurnished,213-254-5638,"76,411"
25585653,,820,820  S St Andrews Pl #304,Los Angeles,90005,2,2.00 (2 0 0 0),,,,"$2,500","$2,500","$2,500",900,$2.78,1990,2,Community,No,1+Year,Unfurnished,213-550-9009,"7,502"
OC25196265MR,Townhouse,339,339   Penn ST #B,EL SEGUNDO,90245,1,1.00 (1 0 0 0),,$50.00,,"$2,500","$2,500","$2,500",525,$4.76,2021,0,"Dryer,Dryer Included,Washer,Washer Included",Yes,"1+Year,1-Year",Furnished,909-973-5967,"5,723"
25586019,,527,527   Molino St #122,Los Angeles,90013,1,1.00 (1 0 0 0),,,,"$2,500","$3,000","$2,500",750,$3.33,1910,0,In Unit,Call,1+Year,Unfurnished,626-712-9134,"37,045"
25586355,,3720,3720   Vinton Ave ##4,Los Angeles,90034,11,13.00 (13 0 0 0),,,,"$2,500","$2,500","$2,500","7,476",$0.33,1966,1,Community,No,1+Year,Furnished,310-866-7288,"7,503"
CV25194444MR,,1958,1958  S Del Mar AVE #A,SAN GABRIEL,91776,2,1.00 (1 0 0 0),,$0.00,,"$2,500","$6,200","$2,500",806,$3.10,1962,0,In Kitchen,,1-Year,Unfurnished,562-318-9537,"6,678"
CV25194580MR,Single Family,150,150  E Baseline RD #A,SAN DIMAS,91773,2,2.00 (2 0 0 0),,$0.00,,"$2,500","$2,500","$2,500","1,002",$2.50,1963,0,Community,No,1-Year,Unfurnished,,"1,002"
CV25194609MR,Single Family,156,156  E Baseline RD #A,SAN DIMAS,91773,2,2.00 (2 0 0 0),,$0.00,,"$2,500","$2,500","$2,500","1,002",$2.50,1963,0,Community,No,1-Year,Unfurnished,,"1,002"
AR25196185MR,Apartment,503,503  S Baldwin AVE #A,ARCADIA,91007,2,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,600","$2,500","1,000",$2.50,1958,2,Community,No,1-Year,Unfurnished,818-681-4975,"21,874"
SR25196299MR,Single Family,6211,6211   Lubao AVE ,WOODLAND HILLS,91367,2,1.00 (1 0 0 0),,$0.00,,"$2,500","$5,000","$2,500",600,$4.17,1921,0,Inside,,1-Year,Unfurnished,818-915-9799,"8,818"
TR25192486MR,Condominium,100,100  S Alameda ST #318,LOS ANGELES,90012,1,1.00 (1 0 0 0),,$0.00,250,"$2,500","$3,000","$2,500",735,$3.40,2005,1,"Dryer,Dryer Included,Inside,Washer,Washer Hookup,Washer Included",No,1-Year,Unfurnished,909-772-8837,"138,056"
WS25194665MR,Condominium,312,312  N Louise ST #206,GLENDALE,91206,1,1.00 (1 0 0 0),,$0.00,20,"$2,500","$2,500","$2,500",696,$3.59,1960,1,Laundry Area,No,1-Year,Unfurnished,323-304-9898,"18,729"
SB25194143MR,,11911,11911   Mayfield AVE #A,LOS ANGELES,90049,0,1.00 (0 1 0 0),,$75.00,,"$2,545","$2,545","$2,545",580,$4.39,2006,1,None,,1-Year,,310-951-4381,
SR25194642MR,Single Family,11146,11146   Babbitt AVE ,GRANADA HILLS,91344,1,1.00 (0 1 0 0),,$0.00,,"$2,800","$2,800","$2,550",500,$5.10,1954,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818-203-3691,"7,904"
WS25194060MR,Condominium,500,500  N Bushnell AVE #4,ALHAMBRA,91801,2,2.00 (2 0 0 0),,$800.00,,"$2,550","$2,550","$2,550",938,$2.72,1981,0,Laundry Area,,1-Year,Unfurnished,626-886-7089,"7,712"
25586151,,701,701  S Kingsley Dr #204,Los Angeles,90005,2,2.00 (2 0 0 0),,,,"$2,550","$2,550","$2,550",,$0,1987,1,Community,Call,1+Year,Unfurnished,213-999-4345,"7,590"
OC25158161MR,Condominium,84,84   Town And Country RD #138,POMONA,91766,2,2.00 (2 0 0 0),,$0.00,,"$2,550","$2,550","$2,550","1,204",$2.12,1985,2,"In Closet,Inside,Washer Hookup",No,1-Year,Unfurnished,949-910-2990,"76,254"
25585483,Apartment,1361,1361  S Cochran Ave ,Los Angeles,90019,1,1.00 (1 0 0 0),,$500.00,,"$2,550","$2,550","$2,550",900,$2.83,1950,0,In Kitchen,Yes,1+Year,Unfurnished,805-850-5805,"4,451"
25584437,,1132,1132  S Oakhurst Dr #7,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,580","$2,580","$2,580",850,$3.04,,1,In Unit,Yes,"Negotiable,1+Year",Unfurnished,424-352-1555,850
25584881,,3688,3688   Overland Ave #441,Los Angeles,90034,0,1.00 (1 0 0 0),,$500.00,,"$2,595","$1,000","$2,595",350,$7.41,2023,0,In Unit,Yes,"1+Year,6 Months,12 Months",Unfurnished,310-962-5000,"4,288"
25585195,Apartment,843,843  N Coronado St #845.5,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$2,595","$2,595","$2,595",675,$3.84,1911,1,Community,No,1+Year,Unfurnished,310-905-9479,"7,319"
25586161,,10700,10700   Tabor St #207,Los Angeles,90034,0,1.00 (1 0 0 0),,$500.00,,"$2,595","$1,000","$2,595",480,$5.41,2024,0,In Unit,Yes,"6 Months,12 Months,1+Year",Unfurnished,310-962-5000,"27,000"
25586123,,11414,11414  S Budlong Ave #8,Los Angeles,90044,2,2.00 (2 0 0 0),,,,"$2,600","$2,600","$2,600",921,$2.82,1985,2,In Unit,No,1+Year,Unfurnished,310-913-6106,"26,463"
CV25196108MR,Condominium,1704,1704   Bridgeport  ,WEST COVINA,91791,2,2.00 (2 0 0 0),,$0.00,,"$2,600","$2,600","$2,600","1,126",$2.31,1984,0,Room,No,1-Year,Unfurnished,626-375-0745,"124,116"
DW25195866MR,,1032,1032  S Bonnie Brae ST ##3,LOS ANGELES,90006,2,1.00 (1 0 0 0),,$0.00,,"$2,600","$2,600","$2,600",797,$3.26,1890,0,"Outside,Room",,1-Year,Furnished,562-454-9530,"7,502"
25585577,,645,645  W 9th St #538,Los Angeles,90015,1,1.00 (1 0 0 0),,,,"$2,600","$2,600","$2,600",910,$2.86,2006,1,"In Closet,In Unit,Inside,Laundry Area,Laundry Closet Stacked",Call,1+Year,Unfurnished,213-718-7766,"74,742"
25584353,,2939,2939   Leeward Ave #418,Los Angeles,90005,1,2.00 (2 0 0 0),,$500.00,100,"$2,600","$2,600","$2,600",928,$2.80,2020,2,In Unit,Call,1+Year,Unfurnished,213-222-5573,"37,166"
25584355,,16346,16346   Eucalyptus Ave #B,Bellflower,90706,2,3.00 (2 0 1 0),,,200,"$2,800","$2,600","$2,600","1,200",$2.17,1989,2,Garage,Call,1+Year,Unfurnished,213-705-1111,"11,411"
SB25196552MR,,2511,2511   Walnut Grove Ave ,ROSEMEAD,91770,2,1.00 (1 0 0 0),,$500.00,200,"$2,600","$4,000","$2,600",950,$2.74,1954,0,"Gas Dryer Hookup,Room,Washer Hookup",No,1-Year,Unfurnished,310 707-3600,"5,732"
PW25196660MR,,6515,6515   San Miguel ST ,PARAMOUNT,90723,2,3.00 (2 0 1 0),,$0.00,,"$2,600","$2,600","$2,600",990,$2.63,1938,0,"Gas Dryer Hookup,Inside,Washer Hookup",No,1-Year,Unfurnished,562-373-5120,"6,223"
