MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
SR26184144MR,,24126,24126   kITTRIDGE ST,WEST HILLS,91307,0,1.00 (1 0 0 0),,$0.00,,"$1,799","$3,600","$1,599",450,$3.55,2019,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Furnished,818-468-4906,
AR26184958MR,Apartment,3225,3225   Pueblo  #2,LOS ANGELES,90032,1,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",650,$2.62,1985,1,"Gas Dryer Hookup,In Closet,Washer Hookup",No,1-Year,Unfurnished,626-255-7806,"7,502"
26876971,Apartment,4180,4180   Marlton Ave #30,Los Angeles,90008,1,1.00 (1 0 0 0),,,,"$1,745","$1,745","$1,745",750,$2.33,1989,1,Room,Call,1-Year,Unfurnished,424-231-5635,"89,270"
WS26187421MR,Apartment,253,253  E Villa ST #6,PASADENA,91101,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",600,$2.92,1954,1,None,No,1-Year,Unfurnished,,"16,821"
26875827,Apartment,3600,3600   Bagley Ave #112,Los Angeles,90034,0,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",,$0.00,,1,Community,Call,"1+Year,12 Months",Unfurnished,424-258-4651,400
P1-28603PF,,5259,5259   Via Campo ST,LOS ANGELES,90022,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",650,$2.69,1942,1,None,No,1-Year,Unfurnished,(626) 679-3041,"6,190"
26875933,Apartment,124,124  N Oxford Ave,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",745,$2.35,1970,1,Community,No,"1+Year,1-Year",Unfurnished,310-699-1002,745
SB26185502MR,,12821,12821   Doty AVE #C,HAWTHORNE,90250,1,1.00 (1 0 0 0),,$0.00,,"$1,795","$1,795","$1,795",687,$2.61,1973,0,None,,1-Year,Unfurnished,424-732-2821,"5,400"
PW26183575MR,Apartment,1237,1237   E 1st  #8,LONG BEACH,90802,0,1.00 (1 0 0 0),,$0.00,,"$1,833","$1,500","$1,833",486,$3.77,2025,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,562-760-9447,"8,767"
26876071,Apartment,1244,1244   4th Ave,Los Angeles,90019,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",825,$2.24,,1,"Community,Laundry Area",Call,"1-Year,1+Year",Unfurnished,310-699-1002,825
26887965,,550,550  S Manhattan Pl,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,850","$1,950","$1,850",650,$2.85,1986,1,"Community,Laundry Area",No,1+Year,Unfurnished,213-705-1111,"27,000"
SB26184302MR,Apartment,1506,1506   Lomita Blvd,HARBOR CITY,90710,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",500,$4,1983,1,Laundry Area,No,1-Year,Unfurnished,310-370-6111,"50,150"
SR26185621MR,Apartment,16812,16812   Sherman WAY,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",700,$2.64,1986,0,"Community,Laundry Area",No,1-Year,Unfurnished,310-629-3690,"41,079"
26876765,,6627,6627   Kraft Ave #1/2,North Hollywood,91606,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",340,$5.57,2023,1,In Unit,Call,1+Year,Unfurnished,310-940-2818,"6,752"
IG26184869MR,,3013,3013  W West View ST,LOS ANGELES,90016,0,1.00 (1 0 0 0),,$0.00,150,"$1,900","$1,900","$1,900",420,$4.52,1940,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Furnished,213-321-5855,"5,000"
SR26187056MR,Apartment,247,247  N New Hampshire,LOS ANGELES,90004,1,1.00 (1 0 0 0),,$300.00,,"$1,900","$1,950","$1,900",600,$3.17,1922,9,Laundry Area,,1-Year,Unfurnished,818-300-1595,"9,500"
OC26180200MR,Condominium,7243,7243   Milton  #5,WHITTIER,90602,1,1.00 (1 0 0 0),,$500.00,,"$1,900","$1,900","$1,900",750,$3,1971,1,Community,,1-Year,Unfurnished,714-815-7091,"14,004"
SB26184043MR,,1717,1717  N Alhambra AVE #B,COMPTON,90221,1,1.00 (1 0 0 0),,$500.00,50,"$1,900","$1,900","$1,900",600,$3.17,1952,1,"Gas Or Electric Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,310-961-3834,"8,905"
OC26184648MR,Condominium,8632,8632   Park,BELLFLOWER,90706,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",510,$3.82,1981,2,In Closet,,1-Year,Unfurnished,714-376-3751,"12,004"
26876051,,2501,2501  W Redondo Beach Blvd #324,Gardena,90249,1,1.00 (1 0 0 0),,,,"$1,950","$1,500","$1,950",646,$3.02,1971,1,"Community,Laundry Area",No,"12 Months,Month-to-Month,6 Months,Short Term Lease,Negotiable",Unfurnished,310-880-0082,"77,872"
26875559,,510,510  W Hyde Park Blvd #6 & 9,Inglewood,90302,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950","7,738",$0,1962,0,Community,No,1-Year,Unfurnished,310-936-2590,"11,314"
SR26185825MR,,10939,10939 1/2  Moorpark,TOLUCA LAKE,91602,1,1.00 (1 0 0 0),,$350.00,,"$1,950","$1,950","$1,950",800,$2.44,1949,1,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,818-903-5854,"6,348"
SR26187390MR,Apartment,1739,1739  W Avenue J-15  #6,LANCASTER,93534,2,2.00 (1 0 1 0),,$0.00,,"$1,950","$1,950","$1,950","1,000",$1.95,1983,2,"Garage,Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,818-599-5693,"10,454"
PW26144101MR,,12326,12326   Camilla ST,WHITTIER,90601,1,1.00 (1 0 0 0),,$0.00,200,"$1,969","$1,949","$1,969",600,$3.28,1923,0,In Kitchen,No,1-Year,Unfurnished,,"6,594"
AR26184663MR,Apartment,121,121  E Beacon ST #F,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,,"$1,975","$1,975","$1,975",850,$2.32,1961,1,"Community,Outside,Room",No,1-Year,Unfurnished,626-822-1491,"8,815"
P1-28602PF,Apartment,2253,2253  N Niagara ST #B,BURBANK,91504,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",700,$2.85,1988,1,Laundry Area,,1-Year,Unfurnished,(323) 457-0913,"6,795"
SR26183900MR,,3412,3412  W 27th ST,LOS ANGELES,90018,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",675,$2.96,1923,0,"Gas Or Electric Dryer Hookup,Inside,Washer Hookup",,1-Year,Unfurnished,213-440-4222,"5,886"
26881925,,272,272  N Topanga Cyn #5,Topanga,90290,0,1.00 (1 0 0 0),,,,"$1,995","$1,950","$1,995",,$0.00,,1,None,No,None,Furnished,,0
26866901,,5248,5248   Auckland Ave #3/4,North Hollywood,91601,0,1.00 (1 0 0 0),,,,"$1,999","$1,999","$1,999",620,$3.22,2026,0,In Unit,Yes,1+Year,Unfurnished,310-780-1146,"6,971"
SR26186836MR,Apartment,22916,22916 1/2  Cantlay ST,WEST HILLS,91307,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",324,$6.17,1960,0,Inside,No,1-Year,Furnished,818.485.4400,"6,886"
26876595,,2804,2804   WORKMAN ST #4,LOS ANGELES,90031,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000","1,078",$1.86,1961,1,None,Call,1+Year,Unfurnished,310-849-4990,"4,440"
CV26185012MR,Apartment,783,783   Baylor,CLAREMONT,91711,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",624,$3.21,1954,0,Community,No,1-Year,Unfurnished,,624
NDP2608035MR,Single Family,3164,3164   Gingerwood Ln,LANCASTER,93536,4,2.00 (2 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",111,$18.02,2011,2,"Community,Dryer,Dryer Included,Electric Dryer Hookup,Garage,Gas Dryer Hookup,Gas Or Electric Dryer Hookup,Hookup - Electric,In Carport,In Closet,In Kitchen,Inside,Laundry Area,Laundry Chute,Laundry Closet Stacked,None,On Upper Level,Other,Outside,Propane Dryer Hookup,Room,Stackable W/D Hookup,Washer,Washer Hookup,Washer Included",,,Unfurnished,804-204-9594,"37,897"
NDP2608015MR,Single Family,6406,"6406   brando Loop,",FAIR OAKS RANCH,95628,3,3.00 (3 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",111,$18.02,2001,6,"Community,Dryer,Dryer Included,Electric Dryer Hookup,Garage,Gas Dryer Hookup,Gas Or Electric Dryer Hookup,Hookup - Electric,In Carport,In Closet,In Kitchen,Inside,Laundry Area,Laundry Chute,Laundry Closet Stacked,None,On Upper Level,Other,Outside,Propane Dryer Hookup,Room,Stackable W/D Hookup,Washer,Washer Hookup,Washer Included",,,Unfurnished,804-204-9594,"333,887,400"
IV26185595MR,Apartment,218,218  N Normandie  #1/4,LOS ANGELES,90004,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",614,$3.26,1948,0,None,,1-Year,Unfurnished,323-325-1715,"6,001"
BB26167721MR,Apartment,14218,14218   Sylvan,LOS ANGELES,91401,1,1.00 (1 0 0 0),,$500.00,25,"$2,000","$2,000","$2,000",980,$2.04,1964,1,None,,1-Year,Furnished,818-402-3593,"8,783"
IV26185504MR,Apartment,216,216  N Normandie  #1/4,LOS ANGELES,90004,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",614,$3.26,1948,0,None,,1-Year,Unfurnished,323-325-1715,"6,001"
DW26169746MR,Condominium,325,325   Cedar  #1,LONG BEACH,90802,2,1.00 (1 0 0 0),,$500.00,50,"$2,000","$2,000","$2,000",885,$2.26,1952,0,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,"Negotiable,Other",Furnished,562-500-2583,"7,533"
NDP2608022MR,Single Family,17138,17138   gumbiner dr,LA PUENTE,91744,4,2.00 (2 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",111,$18.02,2020,2,"Community,Dryer,Dryer Included,Electric Dryer Hookup,Garage,Gas Dryer Hookup,Gas Or Electric Dryer Hookup,Hookup - Electric,In Carport,In Closet,In Kitchen,Inside,Laundry Area,Laundry Chute,Laundry Closet Stacked,None,On Upper Level,Other,Outside,Propane Dryer Hookup,Room,Stackable W/D Hookup,Washer,Washer Hookup,Washer Included",,,Unfurnished,804-204-9594,"37,897"
26876235,,22619,22619   Enadia Way,West Hills,91367,0,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",,$0.00,,0,In Unit,Call,1+Year,Unfurnished,213-840-9750,500
26875727,,3210,3210   Chapman St #5,Los Angeles,90065,2,1.00 (1 0 0 0),,,,"$2,025","$2,025","$2,025",733,$2.76,1987,2,Community,No,12 Months,Unfurnished,920-246-3325,"9,591"
SB26186006MR,Apartment,3649,3649   Emerald ST #221,TORRANCE,90503,0,1.00 (1 0 0 0),,$0.00,,"$1,995","$2,095","$2,095",553,$3.79,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"64,520"
26875995,,11472,11472   VENTURA  #E,STUDIO CITY,91604,1,1.00 (1 0 0 0),,,,"$2,099","$2,099","$2,099",400,$5.25,1941,1,None,Call,1+Year,Unfurnished,818-640-3863,"6,248"
RS26186951MR,,1153,1153  E 50th  #2,LOS ANGELES,90011,6,2.00 (2 0 0 0),,$0.00,20,"$2,000","$2,000","$2,100","1,824",$1.15,1906,0,None,,1-Year,Unfurnished,562-399-1135,"5,400"
26876751,,1206,1206  N Hayworth Ave #11,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",700,$3.00,,0,Community,Call,1+Year,Unfurnished,323-443-6005,0
TR26185306MR,Apartment,921,921   Sixth,POMONA,91766,2,1.00 (1 0 0 0),,$300.00,,"$2,100","$3,200","$2,100",560,$3.75,2025,2,"Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,714 631-3858,"10,000"
BB26187746MR,Single Family,10621,10621   McClemont Ave,TUJUNGA,91042,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,100","$2,100","$2,100",550,$3.82,2026,0,"Electric Dryer Hookup,Hookup - Electric,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer Hookup",,1-Year,Unfurnished,818-279-4566,"6,153"
26876729,,1206,1206  N Hayworth Ave #6,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",700,$3.00,,0,Community,Call,1+Year,Unfurnished,323-443-6005,0
GD26185222IT,Single Family,10455,10455   Glory AVE,TUJUNGA,91042,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",680,$3.09,2024,0,"Washer,Washer Included",,1-Year,Unfurnished,818-281-8812,"9,478"
SR26184906MR,Apartment,7549,7549   Lexington AVE #7,WEST HOLLYWOOD,90046,1,1.00 (1 0 0 0),35,$0.00,10,"$2,100","$2,100","$2,100",800,$2.63,1966,1,"Community,Laundry Area",,"1+Year,1-Year",Unfurnished,818-730-0405,"15,508"
26879863,Apartment,311,311  S Norton Ave #102,Los Angeles,90020,2,2.00 (1 1 0 0),,$600.00,,"$2,100","$2,100","$2,100",,$0.00,,1,Community,Call,1+Year,Unfurnished,213-445-4989,"6,534"
CV26186181MR,Apartment,14758,14758   Magnolia Blvd #104,SHERMAN OAKS,91403,2,2.00 (2 0 0 0),,$500.00,,"$2,150","$2,500","$2,150","1,020",$2.11,1988,2,"Community,Laundry Area",,"1+Year,1-Year",Unfurnished,626-622-4855,"15,696"
SB26184583MR,Apartment,3337,3337  S Durango,LOS ANGELES,90034,1,1.00 (1 0 0 0),,$300.00,,"$2,150","$2,150","$2,150",850,$2.53,1964,1,Community,,1-Year,Unfurnished,310 902-8216,"8,000"
WS26185528MR,Apartment,401,401  W Grand AVE #C,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",650,$3.31,1950,0,Laundry Area,No,1-Year,Unfurnished,626-321-0311,"13,094"
26876903,,10333,10333   Santa Monica Blvd #10,Los Angeles,90025,0,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",400,$5,1959,0,Community,Yes,12 Months,Unfurnished,310-401-4112,"7,120"
PW26184646MR,Apartment,13242,13242   Cullen ST #15,WHITTIER,90602,2,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",800,$2.74,1972,1,Community,No,1-Year,Furnished,562-217-7646,"19,996"
26875991,,11472,11472   VENTURA  #B,STUDIO CITY,91604,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",800,$2.74,1941,1,In Unit,Yes,1+Year,Unfurnished,818-640-3863,"6,248"
PW26184654MR,Apartment,13242,13242   Cullen ST #6,WHITTIER,90602,2,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",800,$2.74,1972,0,Community,No,1-Year,Furnished,562-217-7646,"19,996"
SB26184932MR,,21119,21119   La Salle,LOS ANGELES,90501,0,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,250","$2,200",625,$3.52,1949,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,,310-462-7647,"8,503"
26876019,,222,222  S Central Ave #232,Los Angeles,90012,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",634,$3.47,1985,1,In Unit,No,12 Months,Unfurnished,310-990-9951,"87,079"
SR26185104MR,,38423,38423   10th PL #1,PALMDALE,93550,2,1.00 (1 0 0 0),,$500.00,,"$2,200","$2,200","$2,200",960,$2.29,1981,1,"Gas Dryer Hookup,Inside,Washer Hookup",Yes,"1-Year,Month-to-Month,Negotiable,Other",Unfurnished,818-538-9823,"7,858"
SR26183068MR,Single Family,3106,3106  W Victory  #B,BURBANK,91505,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",456,$4.82,1956,0,Inside,Yes,1-Year,Unfurnished,818-770-6998,"2,657"
SR26177291MR,,1316,1316   Orange Grove,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",750,$2.93,1947,1,Inside,No,"1-Year,Negotiable",Unfurnished,818-331-5538,"6,027"
26888267,Single Family,1643,1643   260th St,Harbor City,90710,1,1.00 (1 0 0 0),,,,"$2,200","$2,490","$2,200",700,$3.14,1921,1,In Unit,No,"1+Year,1-Year,12 Months,6 Months,Month-to-Month,Negotiable,Season",Furnished,213-590-9908,"5,502"
26875845,,249,249  S CATALINA AVE #1,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",525,$4.29,1907,1,In Kitchen,Yes,1-Year,Unfurnished,310-666-9682,"11,342"
PW26183557MR,Apartment,1237,1237   E 1st  #1,LONG BEACH,90802,1,1.00 (1 0 0 0),,$500.00,,"$2,250","$1,500","$2,250",605,$3.72,2025,0,"Dryer,Dryer Included",,1-Year,Unfurnished,562-760-9447,"8,767"
PW26183919MR,Single Family,410,410  E Eagle ST,LONG BEACH,90806,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",724,$3.17,1923,1,Other,,Month-to-Month,Unfurnished,,"1,961"
26876773,,1254,1254  N Orange Grove Ave #4,Los Angeles,90046,0,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",500,$4.59,1941,0,Community,Call,1+Year,Unfurnished,310-940-2818,"9,864"
26884049,,335,335   Cedar Ave #415,Long Beach,90802,2,2.00 (2 0 0 0),,,,"$2,300","$2,300","$2,300",937,$2.45,1965,1,"Community,Laundry Area",Call,1+Year,Unfurnished,213-255-4523,"14,978"
RS26184182MR,,6526,6526   Estrella,LOS ANGELES,90044,1,1.00 (1 0 0 0),2300,$0.00,,"$23,000","$2,300","$2,300","1,000",$2.30,1902,0,Other,No,1-Year,Unfurnished,213-392-2780,"5,403"
SR26185860MR,Single Family,10018,10018   Aqueduct AVE,NORTH HILLS,91343,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",712,$3,2026,1,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-210-8505,"6,624"
26875607,,237,237  N Chicago St,Los Angeles,90033,2,2.00 (2 0 0 0),,,,"$2,300","$2,300","$2,300",762,$3.02,2026,0,In Unit,Yes,1+Year,Unfurnished,213-298-7838,"9,045"
SR26185658MR,Single Family,38323,38323   Rita ST,PALMDALE,93550,3,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300","1,181",$1.95,1955,2,"Gas Dryer Hookup,Inside,Washer Hookup",No,1-Year,Unfurnished,818-723-3169,"7,479"
CV26187391MR,Condominium,2260,2260  N Cahuenga Blvd #106  #106,LOS ANGELES,90068,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",879,$2.62,1965,0,Community,,1-Year,Unfurnished,833-832-6770,"18,024"
26876495,Apartment,1762,1762 1/2 N Las Palmas Ave,Los Angeles,90028,2,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",,$0.00,,1,Community,Call,12 Months,Unfurnished,323-356-9387,"11,775"
AR26184759MR,Single Family,2828,2828 1/2 S 10th AVE,ARCADIA,91006,2,1.00 (1 0 0 0),,$0.00,200,"$2,350","$2,350","$2,350",690,$3.41,2019,0,Inside,No,1-Year,Furnished,626-807-1509,"6,634"
PW26186777MR,Apartment,13829,13829   Christine DR #G,WHITTIER,90605,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",800,$2.94,1961,1,Community,No,1-Year,Furnished,562-217-7646,"9,016"
SR26184259MR,Single Family,44302,44302   Kirkland AVE,LANCASTER,93535,3,2.00 (2 0 0 0),2350,$0.00,,"$2,350","$1,000","$2,350","1,602",$1.47,1956,2,Garage,,1-Year,Unfurnished,818-238-7387,"6,514"
26875399,Apartment,3883,3883  S Gramercy Pl,Los Angeles,90062,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",650,$3.62,1922,1,In Unit,Yes,"12 Months,1-Year,1+Year",Unfurnished,310-309-0858,"5,303"
26888437,,4140,4140   Grand View Blvd #14,Los Angeles,90066,1,1.00 (1 0 0 0),,$500.00,,"$2,375","$2,375","$2,375",550,$4.32,1959,0,"Laundry Area,Community",Yes,1+Year,Unfurnished,310-962-5000,"19,580"
26876835,,914,914   Mira Valle St,Monterey Park,91754,2,1.00 (1 0 0 0),,,,"$2,399","$2,399","$2,399","1,010",$2.38,1954,0,None,No,1-Year,Unfurnished,310-713-3777,"7,369"
GD26185380IT,Apartment,1422,1422  N Curson AVE #15,LOS ANGELES,90046,2,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",810,$2.96,1963,0,"Community,Laundry Area",,1-Year,Unfurnished,818-437-2433,"18,053"
226004038VC,,18617,18617   Clark ST #4,TARZANA,91356,2,2.00 (2 0 0 0),,,,"$2,400","$2,400","$2,400","1,000",$2.40,1970,1,,No,,,(818) 599-3322,"9,756"
PV26184613MR,Single Family,2324,2324   246th PL,LOMITA,90717,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$4,400","$2,400",400,$6.00,2026,0,Inside,,1-Year,Furnished,3105921243,"7,552"
SR26184050MR,Single Family,22714,22714   Schoolcraft  #3,WEST HILLS,91307,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",440,$5.45,2026,0,"Dryer,Dryer Included,In Kitchen,Inside,Washer,Washer Included",,"1+Year,1-Year",Unfurnished,310-927-3932,"8,333"
SB26187005MR,Apartment,617,617   Kew ST #1,INGLEWOOD,90302,2,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",750,$3.20,1955,1,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,424-732-2821,"6,567"
DW26187069MR,Single Family,11306,11306   Rosecrans  #3,NORWALK,90650,1,1.00 (1 0 0 0),,$100.00,,"$2,400","$2,400","$2,400",370,$6.49,1948,0,Room,,1-Year,Unfurnished,562-896-7979,"5,215"
TR26184658MR,Condominium,1751,1751   Fullerton,ROWLAND HEIGHTS,91748,2,1.00 (1 0 0 0),,$500.00,100,"$2,400","$3,600","$2,400",758,$3.17,1970,1,Community,,1-Year,Furnished,909-689-6888,"10,143"
SB26186965MR,Apartment,511,511  S Harbor  #414,SAN PEDRO,90731,0,1.00 (1 0 0 0),,$500.00,,"$2,410",$500,"$2,410",586,$4.11,2024,1,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,909-289-2693,"33,105"
26876371,Apartment,11430,11430   Cedar Ave #9,Hawthorne,90250,2,1.00 (1 0 0 0),,,,"$2,445","$2,445","$2,445","1,000",$2.45,1986,1,In Unit,Call,1-Year,Unfurnished,424-231-5635,"6,378"
26882699,,6815,6815   Baird Ave #2,Reseda,91335,2,2.00 (2 0 0 0),,,,"$2,450","$2,450","$2,450",900,$2.72,2008,0,In Unit,Call,1+Year,Unfurnished,562-879-5501,"8,016"
SR26184536MR,Single Family,43516,43516   32nd ST,LANCASTER,93535,3,2.00 (2 0 0 0),,"$1,000.00",,"$2,450","$1,000","$2,450","1,280",$1.91,1997,2,Garage,No,1-Year,Unfurnished,818-238-7387,"6,815"
