MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
SR26164544MR,,8155,8155   Genesta AVE ,LAKE BALBOA,91406,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",350,$4.86,2025,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,310-422-0514,"6,262"
SB26160797MR,,1020,1020  W 67th ST ,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",480,$3.54,1922,1,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,424-732-2821,"3,247"
AR26163227MR,Apartment,324,324  N Electric  #C,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,50,"$1,700","$1,700","$1,700",650,$2.62,1964,1,Community,No,1-Year,Unfurnished,626-695-6688,"7,927"
26865103,,12534,12534  W Gilmore Ave ,Los Angeles,90066,0,1.00 (1 0 0 0),,,,"$1,700","$3,400","$1,700",333,$5.11,2018,0,None,No,"1+Year,1-Year",Both,213-444-8366,"4,306"
SB26164583MR,Apartment,3656,3656   Garnet  #317,TORRANCE,90503,0,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",371,$4.72,1969,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"81,808"
SR26163500MR,Apartment,314,314   6th  #302,LOS ANGELES,90014,0,1.00 (1 0 0 0),,$500.00,,"$1,750","$1,985","$1,750",570,$3.07,1906,0,Inside,,1-Year,Unfurnished,818-458-7631,"12,136"
PW26163584MR,Apartment,9716,9716   Laurel  #2,BELLFLOWER,90706,1,1.00 (1 0 0 0),,$1.00,,"$1,775","$1,775","$1,775",500,$3.55,1963,0,Community,,1-Year,Unfurnished,562-547-3517,"6,641"
SR26161011MR,Condominium,7009,7009   Comanche  ,WINNETKA,91306,1,1.00 (1 0 0 0),,$0.00,,"$1,795","$1,795","$1,795",335,$5.36,2025,0,"In Kitchen,Washer Hookup",No,1-Year,Unfurnished,661-714-0777,0
PW26164031MR,,11016,11016   Townley DR ,WHITTIER,90606,1,1.00 (1 0 0 0),,$0.00,,"$1,795",$900,"$1,795",500,$3.59,1950,0,None,No,Negotiable,Unfurnished,562-714-0255,"8,255"
SR26161224MR,Single Family,8544,8544   Wisner AVE ,NORTH HILLS,91343,0,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",800,$2.25,1954,0,"In Closet,Inside",,1-Year,Unfurnished,818-800-9595,"6,981"
SR26161589MR,Single Family,6015,6015   Encino  ,ENCINO,91316,1,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,800","$1,800",400,$4.50,1949,0,"Inside,Laundry Closet Stacked,Stackable W/D Hookup",Yes,1-Year,Unfurnished,818-521-7309,"5,489"
AR26164083MR,Condominium,208,208  N Lincoln AVE #303,MONTEREY PARK,91755,1,1.00 (1 0 0 0),,$0.00,100,"$1,850","$1,650","$1,850",761,$2.43,2005,1,In Closet,No,1-Year,Furnished,626-524-8210,"34,617"
26865219,,5029,5029   CARTWRIGHT AVE #5029 1/2,NORTH HOLLYWOOD,91601,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",800,$2.31,1952,1,"Community,Other,Laundry Area",Call,1+Year,Unfurnished,310-408-5530,"9,048"
PW26163875MR,Apartment,4520,4520  S Normandie  ,LOS ANGELES,90037,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",550,$3.36,1936,0,None,No,1-Year,Unfurnished,562-225-5852,"6,370"
26863835,Apartment,5950,5950   Carlton Way #8,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",800,$2.31,1958,1,Community,No,1+Year,Unfurnished,323-533-6155,"8,994"
26865303,,4100,4100  W 1st St #203,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",703,$2.70,1963,1,Community,Yes,1+Year,Unfurnished,310-493-9895,"8,926"
PV26164985MR,Condominium,735,735   Cedar Avenue ,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",603,$3.15,1957,0,Community,No,1-Year,Furnished,,"15,027"
DW26162450MR,,8930,8930   Kauffman AVE #E,SOUTH GATE,90280,1,1.00 (1 0 0 0),,$0.00,150,"$1,900","$1,850","$1,900",490,$3.88,1949,0,"Community,Laundry Area",No,Month-to-Month,Unfurnished,323-216-0951,"7,657"
26865221,,628,628  S Osage Ave #7,Inglewood,90301,1,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",750,$2.53,1959,1,Community,No,1+Year,Unfurnished,323-559-9081,"9,385"
26864591,,4817,4817   Oakwood Ave ,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",700,$2.71,1957,2,Outside,Call,1+Year,Unfurnished,213-305-5636,"7,260"
SR26164873MR,Condominium,312,312  W 5th ST #926,LOS ANGELES,90013,0,1.00 (1 0 0 0),,$150.00,,"$1,900","$4,000","$1,900",550,$3.45,1923,1,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",,1-Year,Unfurnished,,
AR26161760MR,Apartment,1124,1124   Cordova ST #2,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",550,$3.55,1898,2,Community,,1-Year,Unfurnished,626-664-9163,"8,265"
26863937,,3901,3901  S Orange Dr ,Los Angeles,90008,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",360,$5.42,1947,0,In Unit,No,1+Year,Both,310-590-9808,"8,190"
PF26162913PF,Apartment,1820,1820  N Edgemont  #2,LOS ANGELES,90027,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",850,$2.29,1957,0,"Community,Laundry Area",No,1-Year,Unfurnished,818-590-9246,"7,002"
26864003,,750,750  S Kingsley Dr #205,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,960","$1,500","$1,960",454,$4.32,2023,1,"In Unit,Inside",Call,1+Year,Unfurnished,213-276-2727,"19,846"
PW26161673MR,Apartment,409,409  E Market  ,LONG BEACH,90805,2,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,500","$1,995",750,$2.66,1961,0,None,No,1-Year,Unfurnished,714-625-7240,"12,027"
WS26117447MR,,3810,3810   Stockbridge AVE ,LOS ANGELES,90032,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",600,$3.33,1949,0,None,No,1-Year,Unfurnished,626-636-5208,"5,845"
26864383,,6627,6627   Kraft Ave #1/2,North Hollywood,91606,1,1.00 (1 0 0 0),,,,"$1,995","$2,095","$1,995",340,$5.87,2023,1,In Unit,Call,1+Year,Unfurnished,310-940-2818,"6,752"
SR26161619MR,Single Family,6539,6539  N Bobbyboyar AVE ,WEST HILLS,91307,1,1.00 (1 0 0 0),,$500.00,,"$1,999","$1,995","$1,999",450,$4.44,2022,0,"Inside,Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,818-521-7309,"7,136"
CV26159645MR,,901,901  N Indian Hill BLVD ,CLAREMONT,91711,0,1.00 (0 1 0 0),,$0.00,50,"$2,000","$2,000","$2,000","1,457",$1.37,1926,2,None,No,1-Year,Unfurnished,909-322-2100,"9,224"
SR26162200MR,Apartment,6907,6907   Laramie AVE ,WINNETKA,91306,1,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,100","$2,000",400,$5,2025,0,"Dryer,Dryer Included,Inside,Washer,Washer Hookup,Washer Included",,"1+Year,1-Year",Unfurnished,818-472-6575,"7,495"
CV26162297MR,,920,920  N Alameda AVE ,AZUSA,91702,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000","1,000",$2,1983,1,Garage,Yes,Month-to-Month,Unfurnished,626-733-6296,"8,000"
SR26164828MR,Apartment,314,314   6th  #609,LOS ANGELES,90014,0,1.00 (1 0 0 0),,$500.00,,"$2,000","$1,985","$2,000",714,$2.80,1906,0,Inside,,1-Year,Unfurnished,818-458-7631,"12,136"
SB26161335MR,,1921,1921  E 6th ST ,LONG BEACH,90802,2,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,050","$2,050",585,$3.50,1900,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"6,063"
GD26163970IT,,825,825   Green ST ,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",630,$3.33,1942,1,"Room,Washer Hookup",,1-Year,Unfurnished,818-822-7901,"5,085"
SR26162188MR,,44945,44945   Trevor AVE ,LANCASTER,93534,2,1.00 (1 0 0 0),,$250.00,,"$2,099","$2,099","$2,099",650,$3.23,1951,0,None,,"1+Year,1-Year,Negotiable",Unfurnished,818-331-5033,"8,534"
26864245,,1227,1227  N Harper Ave #8,West Hollywood,90046,0,1.00 (1 0 0 0),,,,"$2,099","$2,099","$2,099",450,$4.66,1955,1,Community,Call,"1+Year,12 Months",Unfurnished,310-270-1532,"12,995"
226003572VC,Condominium,5800,5800   Kanan RD #250,AGOURA HILLS,91301,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",501,$4.19,1978,2,Community,,,Unfurnished,(805) 300-4881,"525,238"
26865293,,1000,1000  N Orange Grove Ave #2,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",753,$2.86,1953,1,Community,Yes,1+Year,Unfurnished,310-493-9895,"6,454"
SB26163956MR,,332,332   Daisy  ,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",530,$4.06,1913,0,Room,,1-Year,Unfurnished,310-447-4724,"7,540"
SB26161176MR,Apartment,19514,19514   Donora  ,TORRANCE,90503,0,1.00 (0 1 0 0),,$0.00,,"$2,170","$3,000","$2,170",480,$4.52,1955,0,"Dryer,Dryer Included,In Kitchen,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",No,1-Year,Unfurnished,310-505-7493,"4,998"
CV26162984MR,Condominium,7250,7250   Franklin AVE #506,LOS ANGELES,90046,0,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",492,$4.47,1964,2,Community,No,1-Year,Unfurnished,6265087551,"53,531"
26865205,,4535,4535   Matilija Ave ,Los Angeles,91423,0,1.00 (1 0 0 0),,,,"$2,200","$4,400","$2,200",464,$4.74,1946,0,Garage,No,"1+Year,1-Year,24 Months,Negotiable",Unfurnished,310-597-1924,"11,495"
GD26163585IT,Single Family,14673,14673   Clymer St ,MISSION HILLS,91345,1,2.00 (1 0 1 0),,$300.00,,"$2,200","$2,350","$2,200",560,$3.93,2024,0,Inside,,1-Year,Unfurnished,818-406-8621,"8,285"
OC26163169MR,Apartment,4475,4475  W 59th PL #A,VIEW PARK,90056,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",950,$2.32,1948,0,Laundry Area,No,1-Year,Unfurnished,949-628-0716,"7,110"
WS26164125MR,Single Family,16401,16401   Fallen Oak RD ,HACIENDA HEIGHTS,91745,3,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200","1,000",$2.20,1972,0,None,No,1-Year,Furnished,626-297-7474,"8,763"
SB26163454MR,Apartment,1420,1420  N Mansfield  #309,LOS ANGELES,90028,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",775,$2.84,1973,1,"Community,Laundry Area",,1-Year,Unfurnished,424-304-4509,"15,000"
26863507,,4084,4084   Creed Ave #4084 1/2,Los Angeles,90008,0,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",450,$4.89,1936,0,Laundry Area,Call,1-Year,Unfurnished,310-200-0414,"4,501"
WS26163912MR,Apartment,181,181  E 9th ST ,AZUSA,91702,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",850,$2.59,1994,2,Garage,No,1-Year,Unfurnished,626-636-5208,"5,607"
PW26155088MR,Apartment,1107,1107  E 3rd Unit #9  ,LONG BEACH,90802,1,1.00 (1 0 0 0),,$500.00,,"$2,200",$0,"$2,200",397,$5.54,2026,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,562-760-9447,"8,446"
26865581,Apartment,1295,1295   FEDERAL AVE #14,LOS ANGELES,90025,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",750,$3,1960,0,Community,No,1+Year,Unfurnished,3105690280,"18,208"
BB26161763MR,Apartment,1804,1804   Tamerlane DR #D,GLENDALE,91208,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",900,$2.50,1950,1,Community,No,1-Year,Unfurnished,323-301-0000,"29,731"
WS26162415MR,Condominium,100,100  S Alameda  #206,LOS ANGELES,90012,1,1.00 (1 0 0 0),,$0.00,,"$2,280","$2,280","$2,280",735,$3.10,2005,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,1-Year,Unfurnished,626-560-0773,"138,056"
GD26160995IT,Apartment,6851,6851   Agnes AVE #2,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$0.00,,"$2,285","$2,285","$2,285",642,$3.56,1962,1,Laundry Area,No,1-Year,Unfurnished,818-378-7305,"8,104"
26863615,,7209,7209   Willoughby Ave #10,Los Angeles,90046,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",750,$3.06,,1,Community,Call,1+Year,Unfurnished,323-443-6005,0
WS26162611MR,Apartment,122,122  N Lincoln  #R,MONTEREY PARK,91755,2,1.00 (1 0 0 0),,$0.00,50,"$2,300","$2,200","$2,300","21,039",$0.11,1960,1,Community,,1-Year,Unfurnished,,"34,501"
SB26163602MR,,1634,1634 1/2 W 214th  ,LOS ANGELES,90501,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",599,$3.84,2026,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",No,1-Year,Unfurnished,310-995-4527,"6,008"
CV26161274MR,Apartment,211,211   Magnolia  #115,GLENDALE,91204,2,2.00 (2 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",987,$2.33,1988,2,Laundry Area,,1-Year,Unfurnished,626-622-4855,"22,338"
26863309,Apartment,13406,13406   Moorpark St #102,Los Angeles,91423,2,2.00 (2 0 0 0),,,,"$2,300","$2,300","$2,300",900,$2.56,1987,2,Community,No,12 Months,Unfurnished,323-696-5375,"6,007"
WS26162590MR,,4769,4769   Dozier ST ,LOS ANGELES,90022,2,1.00 (1 0 0 0),,$350.00,,"$2,300","$3,000","$2,300",800,$2.88,1992,1,Outside,,1-Year,Unfurnished,626-905-9085,"4,918"
26864205,,1245,1245  S Orange St #201,Glendale,91204,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",750,$3.07,1927,0,Laundry Area,Yes,24 Months,Unfurnished,3102699978,"8,500"
OC26161881MR,,1612,1612  W 226th  #B,TORRANCE,90501,2,1.00 (1 0 0 0),,"$2,300.00",,"$2,300","$2,300","$2,300",850,$2.71,1948,1,Laundry Area,,1-Year,Unfurnished,310-951-8509,"7,202"
WS26163291MR,Condominium,777,777  E Valley  #107,ALHAMBRA,91801,2,2.00 (2 0 0 0),,$0.00,,"$2,300","$2,300","$2,300","1,100",$2.09,1963,1,Laundry Area,No,1-Year,Unfurnished,626-377-6923,"474,335"
PW26162883MR,,600,600  N Rose AVE #B,COMPTON,90221,2,1.00 (1 0 0 0),,$50.00,,"$2,300","$2,300","$2,300",768,$2.99,1948,1,Other,,1-Year,Unfurnished,7149368900,"6,500"
P1-28171PF,,408,408  S Avenue 20  #1/2,LOS ANGELES,90031,2,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300","1,000",$2.30,1895,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,(626) 483-1884,"9,124"
PW26161132MR,Apartment,2844,2844   Ardmore  #1,SOUTH GATE,90280,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",692,$3.32,1964,1,Laundry Area,,1-Year,Unfurnished,7149368900,"9,875"
RS26163301MR,Apartment,9234,9234   Palm  ,BELLFLOWER,90706,2,2.00 (2 0 0 0),,$0.00,,"$2,300","$1,500","$2,300","1,000",$2.30,1986,0,Community,No,1-Year,Unfurnished,562-881-8265,"29,383"
PW26161605MR,,5923,5923 1/4  Haas Ave ,LOS ANGELES,90047,0,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",450,$5.11,2025,0,None,No,1-Year,Furnished,,"4,246"
OC26164700MR,Condominium,11138,11138   Aqua Vista  #29,STUDIO CITY,91602,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",764,$3.01,1963,2,"Dryer,Dryer Included,Inside,Washer,Washer Included",,"1-Year,Month-to-Month,Other",,,"129,439"
26863483,,19052,19052 1/2  Friar St  ,Tarzana,91335,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",360,$6.39,,0,In Kitchen,Call,1-Year,Unfurnished,323-400-9656,"7,192"
TR26164431MR,Condominium,22725,22725   Lakeway DR #393,DIAMOND BAR,91765,2,2.00 (2 0 0 0),,$0.00,,"$2,350","$3,000","$2,350",912,$2.58,1986,2,Inside,,1-Year,Unfurnished,,"137,828"
TR26162265MR,Apartment,1651,1651   golden gate  ,LOS ANGELES,90026,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",650,$3.62,1965,1,Inside,,1-Year,Unfurnished,909-576-2588,"7,969"
PV26163533MR,,1053,1053 1/2 N Hyatt  ,WILMINGTON,90744,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",600,$3.92,2026,0,Inside,,1-Year,Unfurnished,310-779-6892,"5,000"
DW26162530MR,,35,35  W Washington  ,PASADENA,91103,2,1.00 (1 0 0 0),,$500.00,150,"$2,450","$2,450","$2,350",800,$2.94,1951,0,Other,,1-Year,Unfurnished,951-238-8322,"5,996"
SR26161063MR,Apartment,10900,10900   Blix  #14,LOS ANGELES,91602,2,2.00 (2 0 0 0),50,$500.00,50,"$2,350",$500,"$2,350","10,094",$0.23,1986,4,Community,,"1-Year,Other",Unfurnished,818-239-6320,"10,960"
SR26162258MR,Single Family,18919,18919   Keswick Street ,RESEDA,91335,1,1.00 (1 0 0 0),,$250.00,,"$2,375","$2,375","$2,375",600,$3.96,1960,2,In Closet,,1-Year,,213-308-7488,"5,000"
WS26159089MR,Apartment,1712,1712   Gillette Crescent  #A,SOUTH PASADENA,91030,1,1.00 (1 0 0 0),,$0.00,,"$2,395","$2,395","$2,395",612,$3.91,1924,0,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,3236577591,"14,119"
SR26156473MR,Single Family,24019,24019   Sylvan ST ,WOODLAND HILLS,91367,1,1.00 (1 0 0 0),,$500.00,,"$2,399","$2,399","$2,399",600,$4.00,2024,0,"Dryer,Dryer Included,In Kitchen,Washer,Washer Included",,"1+Year,1-Year",Furnished,310-905-2366,"2,000"
BB26163580MR,Condominium,26816,26816   Claudette  #315,CANYON COUNTRY,91351,2,2.00 (1 1 0 0),,$0.00,,"$2,400","$2,400","$2,400",964,$2.49,1988,2,"Gas Or Electric Dryer Hookup,In Closet,Washer Hookup",No,1-Year,Unfurnished,818-823-7443,"532,803"
26863939,,5760,5760   Melrose Ave ,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",600,$4,1924,0,None,Call,1+Year,Unfurnished,310-944-8611,"2,161"
26863527,,5754,5754   Melrose Ave ,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",600,$4,1924,0,None,Call,1+Year,Unfurnished,310-944-8611,"2,161"
PW26161531MR,Single Family,5923,5923 1/2  Haas Ave ,LOS ANGELES,90047,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",450,$5.33,2025,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Furnished,,"4,246"
PW26162778MR,,1308,1308 1/2 S Van Ness AVE ,LOS ANGELES,90019,2,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400","1,112",$2.16,1922,2,"Dryer,Dryer Included,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,714-878-2335,"7,802"
26864987,,10043,10043   Haines Canyon Ave #F,Los Angeles,91042,2,1.00 (1 0 0 0),,,,"$2,450","$2,450","$2,450","9,588",$0.26,1957,2,"Laundry Area,Community",Yes,1+Year,Unfurnished,818-967-6311,"17,018"
SR26163104MR,Apartment,15425,15425   Sherman  #101,VAN NUYS,91406,2,2.00 (2 0 0 0),,$500.00,,"$2,450","$2,450","$2,450",930,$2.63,1976,2,Laundry Area,,1-Year,Unfurnished,818-851-7311,"152,347"
SR26161403MR,Apartment,2140,2140 -1/2  Lincoln ST ,BURBANK,91504,2,1.00 (1 0 0 0),,$300.00,,"$2,450","$2,450","$2,450",700,$3.50,1951,1,Laundry Area,,Negotiable,Unfurnished,,"8,775"
AR26162464MR,Condominium,645,645   9th  #632,LOS ANGELES,90015,1,1.00 (1 0 0 0),,$400.00,100,"$2,480","$2,000","$2,480",810,$3.06,2006,1,Inside,,1-Year,Unfurnished,626-482-2255,"74,818"
26864477,,5724,5724   La Mirada Ave ,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$2,490","$2,490","$2,490",850,$2.93,1912,1,"Inside,In Unit,In Kitchen",Call,1+Year,Unfurnished,310-801-1333,"7,502"
26864807,,1337,1337  S Hoover St #1505 # 3,Los Angeles,90006,2,1.00 (1 0 0 0),,,,"$2,495","$2,495","$2,495",950,$2.63,1967,1,In Unit,Yes,1+Year,Unfurnished,310-438-5885,"80,912"
26865481,Condominium,1155,1155  S Grand Ave #713,Los Angeles,90015,0,1.00 (1 0 0 0),,,,"$2,495","$2,500","$2,495",750,$3.33,2008,1,In Unit,Call,"1+Year,Negotiable",Both,213-327-5436,"52,748"
SR26163508MR,Single Family,14926,14926 1/2  Kittridge ST ,VAN NUYS,91405,1,1.00 (1 0 0 0),,$250.00,,"$2,495","$1,495","$2,495",600,$4.16,1950,2,"In Closet,Inside",,1-Year,Unfurnished,213-308-7488,"10,249"
GD26164650IT,,528,528   Ivy ST ,GLENDALE,91204,1,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",800,$3.13,1941,0,"Dryer,Dryer Included,Room,Washer,Washer Included",No,1-Year,Unfurnished,,"10,349"
CV26161439MR,,171,171  N Alameda  #B,AZUSA,91702,2,2.00 (2 0 0 0),,$0.00,,"$2,500","$2,500","$2,500","1,000",$2.50,1991,0,In Closet,No,1-Year,Unfurnished,626-733-6296,"6,947"
PW26163921MR,Apartment,4516,4516  S Normandie  #1/2,LOS ANGELES,90037,2,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",750,$3.33,1936,0,None,No,1-Year,Unfurnished,562-225-5852,"6,370"
SR26164651MR,Apartment,8321,8321   Quartz AVE #1/4,WINNETKA,91306,1,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",464,$5.39,1949,1,"Dryer,Dryer Included,Washer,Washer Included",,"1+Year,1-Year",Unfurnished,310-498-4227,"9,453"
AR26161986MR,Apartment,530,530  S Primrose AVE ,MONROVIA,91006,1,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",800,$3.13,2007,0,"In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,626-841-2387,"9,110"
SR26162838MR,Single Family,709,709  W Avenue H12  ,LANCASTER,93534,3,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",954,$2.62,1953,2,"Gas Dryer Hookup,Washer Hookup",No,"Month-to-Month,Other",Unfurnished,818-277-7154,"5,943"
CV26164348MR,Condominium,3565,3565   Linden AVE #154,LONG BEACH,90807,2,2.00 (2 0 0 0),,$0.00,100,"$2,449","$2,449","$2,549",735,$3.47,1973,1,Community,,1-Year,Unfurnished,626-641-9457,"83,468"
CV26163324MR,Condominium,1250,1250  E 1st street #7,LONG BEACH,90802,1,1.00 (1 0 0 0),,$300.00,30,"$2,550","$3,000","$2,550",637,$4.00,1956,1,"Dryer,Dryer Included,Laundry Area,Washer Hookup",Yes,"1+Year,1-Year,Month-to-Month,Other",Furnished,9493064999,
26864853,,1246,1246  N El Centro Ave #1246 1/2,Los Angeles,90038,0,1.00 (1 0 0 0),,,,"$2,550","$2,550","$2,550",500,$5.10,1920,0,"Inside,In Unit",Call,1+Year,Unfurnished,323-660-3600,"6,763"
26865367,Condominium,3810,3810   Wilshire Blvd #2003,Los Angeles,90010,1,1.00 (1 0 0 0),,,,"$2,550","$2,550","$2,550",690,$3.70,1962,1,"In Unit,In Closet",Call,1+Year,Unfurnished,213-255-1298,"64,171"
