MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
NP26192262MR,Apartment,815,815  N Rose  #6,COMPTON,90221,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$2,095","$1,895",600,$3.16,1964,0,Laundry Area,No,1-Year,Unfurnished,,"11,795"
NP26192268MR,Apartment,12437,12437   Harris  #H,LYNWOOD,90262,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",700,$2.71,1961,0,Laundry Area,No,1-Year,Unfurnished,,"11,055"
26939927,,6656,6656   Vista Del Mar  #A,Playa Del Rey,90293,0,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",440,$4.31,,0,None,No,1+Year,Unfurnished,310-713-0552,"6,000"
NP26192269MR,Apartment,12425,12425   Harris  #A,LYNWOOD,90262,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",700,$2.71,1961,0,Laundry Area,,1-Year,Unfurnished,,"10,970"
SB26192781MR,Apartment,3920,3920   Marathon ST #5,LOS ANGELES,90029,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",700,$2.71,1966,1,Laundry Area,,1-Year,Unfurnished,424-732-2821,"9,305"
AR26189980MR,,2102,2102   La Paloma  ,ALHAMBRA,91803,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",600,$3.25,1937,1,"Inside,Other",No,1-Year,Unfurnished,818-524-9467,"7,931"
GD26188610IT,Single Family,1913,1913   Eden AVE ,GLENDALE,91208,0,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",400,$4.88,2026,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,818-281-8812,"5,078"
26902997,Apartment,1208,1208  W Adams Blvd #14,Los Angeles,90007,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",500,$3.90,1965,1,Community,Call,1+Year,Unfurnished,,"22,620"
SR26189658MR,Single Family,19145,19145   Jovan  ,TARZANA,91335,0,1.00 (1 0 0 0),,$500.00,,"$1,950","$3,800","$1,950",480,$4.06,1951,0,In Kitchen,,1-Year,Unfurnished,818-209-8323,"7,195"
SB26191181MR,Apartment,1031,1031   Linden Avenue #104  #104,GLENDALE,91201,1,1.00 (1 0 0 0),50,$50.00,50,"$2,100","$2,100","$1,950",850,$2.29,1980,1,Laundry Area,Yes,1-Year,Unfurnished,213-220-7880,"15,721"
26882229,,425,425  S Kenmore Ave #311,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",696,$2.80,1963,0,In Unit,Call,1+Year,Unfurnished,213-799-1122,"17,862"
PW26186080MR,Apartment,732,732  N Euclid ST ,LA HABRA,90631,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,875","$1,950",530,$3.68,1955,2,Community,No,Month-to-Month,Unfurnished,562-706-4980,"6,970"
26912347,,1137,1137   Wilcox Pl #6,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",620,$3.15,1958,1,Community,No,1+Year,Unfurnished,213-249-8949,"7,064"
26940869,Apartment,5113,5113  W 20th St ,Los Angeles,90016,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",600,$3.33,,0,Laundry Area,Yes,1-Year,Unfurnished,310-207-2288,"8,940"
RS26190996MR,Apartment,1540,1540   Torrance  ,LOS ANGELES,90501,2,1.00 (1 0 0 0),,$0.00,,"$1,995","$2,000","$1,995","6,077",$0.33,1947,0,Laundry Area,,1-Year,Furnished,310-892-3180,"7,502"
CV26189232MR,Apartment,150,150  W 9th  #1,CLAREMONT,91711,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",500,$4,1924,1,"Inside,Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,909-552-9020,"331,448,040"
GD26187098IT,Single Family,7938,7938   Lurline Ave ,WINNETKA,91306,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",420,$4.76,2026,0,Inside,,1-Year,Unfurnished,818-406-8621,"7,508"
SR26192303MR,Townhouse,1800,1800  W Avenue J15  #4,LANCASTER,93534,3,2.00 (2 0 0 0),,$0.00,,"$2,000","$2,000","$2,000","1,100",$1.82,1983,2,Garage,,1-Year,Unfurnished,661-816-9492,"10,445"
26924797,,1825,1825  N New Hampshire Ave #201,Los Angeles,90027,0,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",364,$5.49,2026,0,"In Unit,Inside,Laundry Closet Stacked,In Closet",Yes,"1+Year,1-Year,Other",Unfurnished,213-344-6970,"9,274"
TR26191477MR,Condominium,17034,17034   Colima Rd #126  ,HACIENDA HEIGHTS,91745,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",612,$3.27,1979,0,Community,No,1-Year,Unfurnished,626-479-1686,"292,209"
AR26189326MR,,5633,5633   Noel DR ,TEMPLE CITY,91780,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",700,$2.86,1953,1,Laundry Area,No,1-Year,Unfurnished,626-807-6725,"8,064"
SB26191786MR,Apartment,21024,21024   Reynolds DR #5,TORRANCE,90503,1,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,050","$2,050",714,$2.87,1960,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"6,901"
WS26192097MR,Apartment,701,701  S Garfield  #B,MONTEREY PARK,91754,1,1.00 (1 0 0 0),,$0.00,,"$2,080","$2,080","$2,080",600,$3.47,1959,1,Community,No,1-Year,Unfurnished,626-823-8108,"55,508"
OC26190175MR,Single Family,10530,10530   Rubio AVE #1/2,GRANADA HILLS,91344,1,1.00 (1 0 0 0),,"$1,000.00",150,"$2,100","$3,000","$2,100",400,$5.25,2026,2,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,1-Year,Furnished,323-810-1044,"5,000"
SR26192053MR,Condominium,17900,17900   Sherman WAY #118,RESEDA,91335,1,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",667,$3.15,1976,0,Community,,1-Year,Unfurnished,818-917-8459,"108,493"
26941395,Single Family,16429,16429   Bryant St ,North Hills,91343,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",400,$5.25,1963,0,In Unit,Call,1+Year,Unfurnished,818-858-9272,"7,746"
SR26189588MR,Condominium,15435,15435   Vanowen ST #207,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",760,$2.76,2013,1,"Electric Dryer Hookup,Hookup - Electric,Inside,Washer Hookup",No,1-Year,Unfurnished,818-277-0008,"22,544"
26941469,,421,421  E Chevy Chase Dr #A,Glendale,91205,1,1.00 (1 0 0 0),,$0.00,,"$2,125","$2,125","$2,125",600,$3.54,1958,1,"Laundry Closet Stacked,In Unit",Yes,1-Year,Unfurnished,310-666-9682,"4,004"
RS26190722MR,Condominium,375,375   Atlantic AVE #407,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,200,"$2,150","$2,150","$2,150",707,$3.04,1969,0,Laundry Area,,Negotiable,Furnished,714.401.4000,"11,000"
DW26189160MR,,8509,8509   Fontana  ,DOWNEY,90241,1,1.00 (0 1 0 0),,$0.00,,"$2,150","$2,150","$2,150",506,$4.25,1951,1,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,,"5,700"
26903129,Apartment,1208,1208  W Adams Blvd #9,Los Angeles,90007,2,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",500,$4.30,1965,1,Community,Call,1+Year,Unfurnished,,"22,620"
26907839,Apartment,416,416  E 101st St ,Los Angeles,90003,1,1.00 (1 0 0 0),,,,"$2,150","$2,100","$2,150",510,$4.22,2025,1,Inside,Call,1+Year,Unfurnished,310-339-6002,"5,182"
BB26189689MR,Apartment,1002,1002  N Glenoaks BLVD ,BURBANK,91504,1,1.00 (1 0 0 0),,$0.00,,"$2,175","$2,175","$2,175",626,$3.47,1953,1,Laundry Area,No,1-Year,Unfurnished,818-355-6017,"9,232"
SR26190929MR,Apartment,1134,1134  S Fairfax  #5,LOS ANGELES,90019,1,1.00 (1 0 0 0),,$0.00,50,"$2,195","$2,195","$2,195",587,$3.74,1927,1,Community,No,1-Year,Unfurnished,213-445-2277,"7,328"
26923375,Apartment,936,936  N Curson Ave #8,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,199","$2,200","$2,199",816,$2.69,1956,0,"Community,In Carport",Yes,"1-Year,1+Year",Unfurnished,310-926-3119,816
26900803,,645,645  W 9th St #529,Los Angeles,90015,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",600,$3.67,2006,1,In Unit,Call,"12 Months,1-Year",Unfurnished,949-202-9359,"74,742"
SR26191390MR,Apartment,454,454  E Avenue Q3  #6,PALMDALE,93550,2,2.00 (2 0 0 0),,$0.00,,"$2,200",$0,"$2,200",896,$2.46,1985,2,"Gas Dryer Hookup,Inside,Washer Hookup",No,1-Year,Unfurnished,661-312-9877,"17,993"
AR26191035MR,,1336,1336   Elm ST #4,ALHAMBRA,91803,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200","1,243",$1.77,1930,1,Inside,No,1-Year,Unfurnished,626-390-8870,"6,760"
26874083,Condominium,4125,4125  S Figueroa St #302,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$2,200","$2,250","$2,200",542,$4.06,1927,1,Community,Call,1+Year,Unfurnished,818-438-3342,"39,278"
WS26189334MR,Apartment,50,50   harkness  ,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",600,$3.67,1903,0,Laundry Area,,1-Year,Unfurnished,626-899-5182,"26,136,000"
GD26191307IT,Apartment,115,115  N Myers ST #A,BURBANK,91506,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",600,$3.67,1955,2,Laundry Area,No,1-Year,Unfurnished,,"10,336"
GD26190675IT,,1150,1150   Kingsley  #c,HOLLYWOOD,90029,2,2.00 (2 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",850,$2.59,1981,2,"Gas Dryer Hookup,Gas Or Electric Dryer Hookup",No,1-Year,Unfurnished,818-795-0618,"8,476"
PW26186125MR,Condominium,5585,5585  E Pacific Coast HWY #240,LONG BEACH,90804,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",597,$3.77,1970,0,Other,,1-Year,Unfurnished,,"147,503"
SR26189434MR,Single Family,6928,6928 1/2  Enfield  ,RESEDA,91335,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,250","$2,250","$2,250","1,791",$1.26,1950,0,"Inside,Room",,1-Year,Unfurnished,818-606-6069,"6,510"
SR26189884MR,Combo - Res &amp; Com,15435,15435   Vanowen ST #301,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,100","$2,250",810,$2.78,2013,1,"Electric Dryer Hookup,Hookup - Electric,Inside,Washer Hookup",No,1-Year,Unfurnished,818-277-0008,"22,544"
SB26191651MR,Apartment,1637,1637  W 227th ST #2,TORRANCE,90501,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",700,$3.21,1978,2,Laundry Area,,1-Year,Unfurnished,424-732-2821,"14,404"
OC26189685MR,Apartment,3127,3127   Bagley AVE #102,LOS ANGELES,90034,1,1.00 (1 0 0 0),30,$0.00,100,"$2,250","$2,250","$2,250",758,$2.97,1988,1,Room,No,1-Year,Unfurnished,949-637-1610,"7,650"
CV26189987MR,Apartment,1042,1042  W 57th ST ,LOS ANGELES,90037,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",750,$3.06,1928,0,"Community,Dryer,Dryer Included,Laundry Area,Washer,Washer Included",No,1-Year,Unfurnished,714-412-0599,"9,118"
SR26188478MR,Single Family,7845,7845   Woodlake AVE ,WEST HILLS,91304,1,1.00 (1 0 0 0),350,$400.00,50,"$2,295","$2,295","$2,295",526,$4.36,2006,0,"Gas Dryer Hookup,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer Hookup",,1-Year,Unfurnished,626-390-0008,"10,988"
PW26184804MR,Condominium,1724,1724  E 1st  #3,LONG BEACH,90802,1,1.00 (1 0 0 0),,$700.00,,"$2,300","$2,300","$2,300",644,$3.57,1958,1,"Community,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,562-301-7656,"8,262"
PW26191733MR,,600,600  N Rose AVE #B,COMPTON,90221,2,1.00 (1 0 0 0),,$50.00,,"$2,300","$2,300","$2,300",768,$2.99,1948,1,Other,,1-Year,Unfurnished,7149368900,"6,500"
CV26189516MR,,1231,1231  S Duncan  ,LOS ANGELES,90022,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",800,$2.88,1922,2,Room,No,1-Year,Unfurnished,626-887-0890,"5,462"
SB26192912MR,Apartment,912,912  S Ash AVE #6,INGLEWOOD,90301,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,400","$2,300",710,$3.24,1988,4,"Community,Laundry Area",No,1-Year,Unfurnished,3102596698,"7,178"
BB26191696MR,Apartment,2616,2616   Canada  #102,GLENDALE,91208,1,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,000","$2,300",750,$3.07,1986,1,"Community,Laundry Area",,"1+Year,1-Year",Unfurnished,818-818-0351,"12,581"
PW26190078MR,Condominium,15233,15233   Santa Gertrudes AVE #V104,LA MIRADA,90638,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",634,$3.63,1972,1,Community,,1-Year,Unfurnished,714-349-0505,"159,188"
26944353,,1118,1118   20th St ##A,Santa Monica,90403,1,1.00 (1 0 0 0),,,,"$2,300","$2,000","$2,300",600,$3.83,1924,0,None,Call,1-Year,Unfurnished,213-305-5777,"10,015"
26940961,,960,960   Larrabee St #310,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",688,$3.34,1963,1,Community,Call,"1-Year,1+Year",Unfurnished,310-467-3443,"39,416"
SR26189508MR,Condominium,5515,5515   Canoga AVE #231,WOODLAND HILLS,91367,1,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,000","$2,300",690,$3.33,1987,2,Laundry Area,,1-Year,Unfurnished,310-866-8601,"65,448"
SR26184592MR,Single Family,16747,16747   Bermuda  ,GRANADA HILLS,91344,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$3,000","$2,300",550,$4.18,2019,0,In Kitchen,No,1-Year,Unfurnished,949-554-8388,"7,803"
GD26189488IT,Single Family,13473,13473   Mission Tierra Way ,GRANADA HILLS,91344,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",600,$3.83,2026,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-281-8812,"9,235"
TR26191216MR,Condominium,1708,1708   Puente AVE ,BALDWIN PARK,91706,2,2.00 (2 0 0 0),,$0.00,100,"$2,350","$2,350","$2,350","1,035",$2.27,1973,3,In Closet,,1-Year,Unfurnished,909-518-5233,"150,460"
SR26189881MR,Condominium,15435,15435   Vanowen ST #208,VAN NUYS,91406,2,2.00 (2 0 0 0),,$0.00,,"$2,350","$2,100","$2,350","1,060",$2.22,2013,2,"Electric Dryer Hookup,Hookup - Electric,Inside,Washer Hookup",No,1-Year,Unfurnished,818-277-0008,"22,544"
26924887,,4110,4110   Ocean View Blvd #1/2,Montrose,91020,2,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,350",900,$2.61,1953,0,Laundry Area,No,1+Year,Unfurnished,323-200-9842,"7,234"
26952833,,4140,4140   Grand View Blvd #16,Los Angeles,90066,1,1.00 (1 0 0 0),,$500.00,,"$2,375","$2,375","$2,375",550,$4.32,1959,0,"Laundry Area,Community",Yes,1+Year,Unfurnished,310-962-5000,"19,580"
26946295,Apartment,1613,1613  W 209th St #1613.5,Los Angeles,90501,1,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",500,$4.79,1947,1,"In Unit,Laundry Closet Stacked",No,12 Months,Unfurnished,949-993-8920,"7,744"
SR26192504MR,Condominium,11138,11138   Aqua Vista ST #9,STUDIO CITY,91602,1,1.00 (1 0 0 0),,$500.00,,"$2,395","$2,500","$2,395",764,$3.13,1963,1,Community,,1-Year,Unfurnished,818-903-5854,"129,439"
26898363,,2528,2528   Clyde Ave  ,Los Angeles,90016,1,1.00 (0 1 0 0),,,,"$2,400","$2,400","$2,400",600,$4,,0,In Kitchen,No,1+Year,Unfurnished,310-717-6929,"5,534"
26935635,,667,667  N Wilton Pl #504,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",539,$4.45,2021,1,In Unit,Yes,1+Year,Unfurnished,310-493-9895,"10,354"
SR26192452MR,Single Family,217,217  E Carroll AVE #B,GLENDORA,91741,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",600,$4,1894,1,None,,1-Year,Furnished,626-243-3645,"6,436"
SR26191484MR,,4408,4408   Beck ST ,NORTH HOLLYWOOD,91602,1,1.00 (1 0 0 0),,$400.00,,"$2,400","$2,400","$2,400",350,$6.86,1936,0,"Dryer,Dryer Included,Washer,Washer Included",,"1+Year,1-Year,Negotiable,Other",Furnished,818-481-5630,"6,993"
