MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
PW26050506MR,Apartment,12019,12019   Sycamore ST #A,NORWALK,90650,1,1.00 (1 0 0 0),,$100.00,,"$1,750","$1,750","$1,750",539,$3.25,1963,0,"Laundry Area,Room",,Negotiable,Unfurnished,714-767-0748,"7,092"
SR26052159MR,,7111,7111   Claire  ,RESEDA,91335,0,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",420,$4.17,1955,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818-324-9727,"8,343"
OC26047168MR,Apartment,38,38   Argonne AVE #3,LONG BEACH,90803,1,1.00 (1 0 0 0),,$0.00,,"$1,775","$1,775","$1,775",527,$3.37,1948,0,Community,,1-Year,Unfurnished,714-292-2271,"2,160"
OC26050144MR,Apartment,139,139  E 23rd  ,LONG BEACH,90806,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",750,$2.40,1947,1,"Community,Laundry Area",No,Other,Unfurnished,949-636-6492,"5,557"
PW26053858MR,Apartment,324,324  E 79th  #3,LOS ANGELES,90003,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",600,$3,1961,0,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",,1-Year,Unfurnished,818-464-5707,"5,504"
OC26053804MR,Apartment,549,549  E 17th ST #551,LONG BEACH,90813,1,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,800","$1,800",900,$2,1923,0,None,,1-Year,Unfurnished,714-580-1047,"2,037"
AR26053187MR,Apartment,545,545  N Holliston  ,PASADENA,91106,26,21.00 (21 0 0 0),,$0.00,,"$1,825","$1,825","$1,825","14,836",$0.12,1965,1,"Dryer,Dryer Included,Laundry Area,Room,Washer,Washer Included",No,1-Year,Unfurnished,626-297-7016,"24,842"
PV26050119MR,,982,982   Hamilton ST ,SAN PEDRO,90731,1,1.00 (1 0 0 0),,$0.00,50,"$1,825","$3,650","$1,825",660,$2.77,1956,0,"In Kitchen,Inside,Room",No,1-Year,Unfurnished,3109844608,"4,963"
BB26050228MR,Single Family,10427,10427   Danube AVE ,GRANADA HILLS,91344,1,1.00 (1 0 0 0),,$0.00,,"$1,845","$1,845","$1,845",475,$3.88,2019,0,Inside,No,1-Year,Unfurnished,323-301-0000,"6,901"
26663317,,1211,1211  W 28th St #7,Los Angeles,90007,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",700,$2.64,1957,0,Community,Call,12 Months,Both,3103593491,"12,746"
PW26053547MR,Apartment,208,208   Granada  #208B,LONG BEACH,90803,0,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",498,$3.71,1948,0,Laundry Area,,1-Year,Unfurnished,,"5,237"
26661091,,15415,15415   Sandstone St #A,Baldwin Park,91706,1,1.00 (1 0 0 0),,,,"$1,875","$1,875","$1,875",600,$3.13,1951,0,"Inside,In Unit,In Kitchen",No,1+Year,Unfurnished,833-832-6770,"6,445"
MB26052242MR,,650,650   Eastmont AVE ,LOS ANGELES,90022,1,1.00 (1 0 0 0),,$0.00,,"$1,875","$1,875","$1,875",598,$3.14,1940,0,Washer Hookup,No,1-Year,Unfurnished,323-485-2771,"6,672"
IV26051808MR,,317,317   Warren LN #3/4,INGLEWOOD,90302,0,1.00 (1 0 0 0),,$350.00,,"$1,895","$1,895","$1,895",525,$3.61,2026,1,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,951-452-4687,"5,000"
SB26053777MR,,100,100   PASEO DE LA PLAYA  ,REDONDO BEACH,90277,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895","2,830",$0.67,2006,1,Room,No,Month-to-Month,Furnished,562-644-9208,"20,951"
26661019,,1233,1233  N Harper Ave #9,West Hollywood,90046,0,1.00 (1 0 0 0),,,,"$1,995","$1,895","$1,895",400,$4.74,1953,0,Community,Yes,1+Year,Unfurnished,310-270-1532,"18,748"
SR26043737MR,,13862,13862   Gavina  ,SYLMAR,91342,0,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",550,$3.45,2025,0,None,No,1-Year,Unfurnished,818-298-1576,"8,828"
SB26050430MR,Apartment,15515,15515  S Budlong PL #3,GARDENA,90247,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",750,$2.53,1959,1,Laundry Area,No,Other,Unfurnished,424-703-8072,"19,336"
26663307,,4013,4013  S Walton Ave ,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$2,285","$2,285","$1,895",400,$4.74,2025,0,In Unit,Call,"1+Year,12 Months",Unfurnished,310-291-1797,"6,353"
26662341,Single Family,6720,6720   Van Noord Ave ,North Hollywood,91606,1,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",450,$4.22,2022,1,Inside,Yes,1+Year,Unfurnished,818-281-5301,"6,014"
AR26050146MR,Single Family,9439,9439   Ralph ST ,ROSEMEAD,91770,2,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",714,$2.66,1928,0,Inside,,1-Year,Unfurnished,626-675-7283,"10,000"
26663089,,3314,3314  W 48th St ,Los Angeles,90043,1,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",810,$2.35,1938,0,None,No,1+Year,Unfurnished,310-850-0345,"1,502"
SR26049279MR,,22441,22441   Saticoy ST ,WEST HILLS,91307,0,1.00 (0 1 0 0),,$0.00,,"$1,900","$1,900","$1,900",440,$4.32,2021,0,"Inside,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,818-796-2696,"7,230"
GD26051308IT,Single Family,7302,7302  N Firmament AVE ,VAN NUYS,91406,0,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",450,$4.22,2025,0,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",,1-Year,Unfurnished,818-281-8812,"13,504"
26662183,Apartment,623,623  N Mariposa Ave #1/4,Los Angeles,90004,0,1.00 (0 1 0 0),,,,"$1,950","$1,950","$1,950",382,$5.10,2022,1,In Unit,Call,"1-Year,1+Year",Unfurnished,718-887-1782,"7,506"
26662929,,254,254   S Vendome  ,Los Angeles,90057,1,1.00 (1 0 0 0),,,,"$1,975","$1,975","$1,975",,$0,,1,Laundry Area,Call,1+Year,Unfurnished,323-907-0749,"3,000"
SR26049316MR,Single Family,9709,9709   Hayvenhurst  ,NORTHRIDGE,91343,1,1.00 (1 0 0 0),,$500.00,100,"$1,995","$1,995","$1,995",560,$3.56,2021,0,Inside,Yes,1-Year,Unfurnished,818-384-1023,"7,199"
SR26050794MR,Single Family,17162,17162   Tulsa ST ,GRANADA HILLS,91344,1,1.00 (1 0 0 0),,$500.00,,"$1,995","$1,995","$1,995",600,$3.33,1956,1,Inside,,1-Year,Unfurnished,818-481-7355,"11,403"
P1-26214PF,Apartment,6634,6634   Vineland AVE ,LOS ANGELES,91606,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",475,$4.20,1936,1,None,,1-Year,Unfurnished,(818) 306-7351,"14,636"
26658121,,409,409  N Monterey St #1/2,Alhambra,91801,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",540,$3.69,1934,1,"In Kitchen,In Unit,Inside,Laundry Area",No,"1-Year,Month-to-Month,6 Months,Negotiable",Unfurnished,626-283-7590,"7,505"
SR26053222MR,Condominium,1116,1116  E Palmer AVE #11,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",610,$3.28,1987,1,Community,,1-Year,Unfurnished,818-605-4089,"42,132"
TR26050208MR,,7641,7641 7643  Washington AVE ,WHITTIER,90602,5,3.00 (3 0 0 0),,$0.00,50,"$2,000","$2,000","$2,000","2,004",$1.00,1946,0,Outside,No,1-Year,Unfurnished,9712759901,"6,840"
PW26050981MR,Apartment,227,227 1/2 E 84th  ,LOS ANGELES,90003,1,1.00 (1 0 0 0),,$500.00,50,"$2,000","$2,150","$2,000",378,$5.29,2024,1,Washer Hookup,,1-Year,Unfurnished,949-402-7025,"5,202"
CV26052325MR,Condominium,877,877   Francisco ST #1720,LOS ANGELES,90017,0,1.00 (1 0 0 0),,$500.00,300,"$2,000","$2,000","$2,000",494,$4.05,2017,1,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,"1-Year,Negotiable",Unfurnished,,"128,959"
IG26052833MR,,360,360  W avenue 26  ,LOS ANGELES,90031,0,1.00 (1 0 0 0),,$0.00,,"$1,995","$2,000","$2,000",630,$3.17,2006,1,Inside,No,1-Year,Unfurnished,951-288-5755,
CV26052254MR,Condominium,877,877   Francisco ST #521,LOS ANGELES,90017,0,1.00 (1 0 0 0),,$500.00,300,"$2,000","$2,000","$2,000",503,$3.98,2017,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,"1-Year,Negotiable",Unfurnished,,"128,921"
CV26052307MR,Condominium,400,400  S Broadway  #1004,LOS ANGELES,90013,1,1.00 (1 0 0 0),,$500.00,300,"$2,000","$2,000","$2,000",524,$3.82,2021,1,In Closet,,"1-Year,Negotiable",Unfurnished,,"36,291"
DW26052212MR,Single Family,15856,15856   Silvergrove  #A,WHITTIER,90604,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",400,$5,2026,0,"Dryer,Dryer Included,Washer,Washer Included",,"1+Year,1-Year",Unfurnished,562-980-6153,"7,587"
26661535,,5916,5916   ANNAN WAY #1/2,LOS ANGELES,90042,1,1.00 (1 0 0 0),,,,"$2,050","$2,050","$2,050",500,$4.10,1921,0,Laundry Area,Yes,1+Year,Unfurnished,213-842-9388,"5,369"
TR26050374MR,Apartment,422,422  W Palm ST #422 1/2B,COMPTON,90220,1,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,050","$2,050",550,$3.73,1945,1,None,No,1-Year,Unfurnished,909-518-4394,550
SB26052626MR,Apartment,1115,1115  S Wooster ST #202,LOS ANGELES,90035,1,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,050","$2,050",800,$2.56,1963,1,Laundry Area,,1-Year,Unfurnished,424-732-2821,"7,160"
PW26050598MR,Apartment,913,913   Mariposa ST #9,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,100,"$2,075","$2,075","$2,075",700,$2.96,1957,1,Community,No,1-Year,Unfurnished,714-473-0777,"10,924"
26662719,,1000,1000  N Orange Grove Ave #3,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095",800,$2.62,1953,1,Community,Yes,1+Year,Unfurnished,480-414-7463,"6,454"
WS26052005MR,Condominium,9070,9070   Huntington DR #19,SAN GABRIEL,91775,2,2.00 (2 0 0 0),,$0.00,,"$2,100","$2,500","$2,100",947,$2.22,1963,0,Community,No,1-Year,Unfurnished,626-251-7817,"21,775"
PW26049365MR,,3923,3923  S Normandie  ,LOS ANGELES,90037,2,2.00 (2 0 0 0),,$350.00,,"$2,100","$3,000","$2,100",720,$2.92,1905,0,Inside,,1-Year,Unfurnished,310.429.4984,"5,628"
26661921,,5377,5377 1/2  Manzanar Ave ,Pico Rivera,90660,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",500,$4.20,1950,0,In Unit,No,1+Year,Unfurnished,833-832-6770,"5,313"
AR26051027MR,Condominium,73,73  S Michigan AVE ,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$2,120","$2,120","$2,120",775,$2.74,1920,1,"Gas Dryer Hookup,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer Hookup",No,"1+Year,1-Year,Negotiable",Unfurnished,626-231-1492,"5,077"
26661283,,1538,1538   11Th St #7,Santa Monica,90401,0,1.00 (1 0 0 0),,,,"$2,138","$2,138","$2,138",450,$4.75,1973,1,Community,No,1-Year,Unfurnished,310-968-2085,"7,490"
26663103,,1240,1240  N Evergreen Ave #4,Los Angeles,90033,2,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",780,$2.76,1987,0,None,Call,1+Year,Unfurnished,213-222-7574,"9,574"
26662547,,869,869  W 23rd St ,Los Angeles,90007,2,2.00 (2 0 0 0),,,,"$2,150","$2,150","$2,150",900,$2.39,1916,0,Community,Call,12 Months,Both,3103593491,"24,469"
SR26049795MR,Apartment,932,932  W 74th ST ,LOS ANGELES,90717,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",700,$3.07,1926,0,None,,1-Year,Unfurnished,747-305-4628,"5,602"
26661809,,1000,1000  N Orange Grove Ave #9,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",800,$2.74,1953,0,Community,Yes,1+Year,Unfurnished,480-414-7463,"6,454"
26662641,,3567,3567   Chesapeake Ave ##307,Los Angeles,90016,1,1.00 (1 0 0 0),,,,"$2,195","$2,458","$2,195",700,$3.14,,1,In Unit,Call,1+Year,Unfurnished,323-633-8077,700
OC26052538MR,Apartment,1835,1835 e  1st st ,LONG BEACH,90802,1,1.00 (1 0 0 0),,$500.00,,"$2,195","$2,195","$2,195",900,$2.44,1940,0,Laundry Area,Yes,1-Year,Unfurnished,949-254-5626,"5,000"
SR26054185MR,,6714,6714   West BLVD #1,CRENSHAW,90043,2,1.00 (1 0 0 0),,$0.00,40,"$2,197",$219,"$2,197",741,$2.96,1951,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,213-445-2277,"10,280"
AR26048547MR,Single Family,325,325   Sturtevant Dr ,SIERRA MADRE,91024,1,1.00 (1 0 0 0),2500,$0.00,,"$2,200","$2,500","$2,200",405,$5.43,2020,0,None,,1-Year,Unfurnished,626-627-6773,"8,000"
26662765,,1435,1435  N Fairfax Ave #11,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",688,$3.20,1955,0,Community,Call,"1+Year,1-Year,12 Months",Unfurnished,323-683-8284,"14,094"
26662187,,707,707  S Berendo St #101,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$2,231","$2,575","$2,231",700,$3.19,2026,1,In Unit,Yes,"1+Year,1-Year,12 Months",Unfurnished,213-879-9519,"8,307"
26663193,,224,224  N Jackson St #224A,Glendale,91206,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",,$0,1931,1,In Unit,Call,12 Months,Unfurnished,626-242-8197,"7,968"
BB26049984MR,Condominium,1051,1051   Western AVE #A,GLENDALE,91201,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",600,$3.75,1927,0,Community,,1-Year,Unfurnished,323-371-5547,"7,130"
26662277,,1618,1618  N Kenmore Ave #3,Los Angeles,90027,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",750,$3,1953,1,Laundry Closet Stacked,Yes,1-Year,Unfurnished,310-666-9682,"6,790"
P1-26159PF,,12246,12246 1/2  Oxnard ST #1st Fl,LOS ANGELES,91606,1,1.00 (1 0 0 0),,$500.00,,"$2,250","$4,000","$2,250",600,$3.75,1961,1,None,,"1-Year,Negotiable",Unfurnished,(323) 816-6066,"6,281"
BB26052461MR,Condominium,1051,1051   Western AVE #B,GLENDALE,91501,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",600,$3.75,1927,0,Community,,1-Year,Unfurnished,323-371-5547,"7,130"
BB26049990MR,Condominium,1049,1049   Western AVE #B,GLENDALE,91201,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",600,$3.75,1927,0,Community,,1-Year,Unfurnished,323-371-5547,"7,130"
SB26052678MR,Apartment,1212,1212   Gladys AVE #302,LONG BEACH,90804,2,2.00 (2 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",777,$2.90,1987,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"6,266"
P1-26193PF,Apartment,18900,18900   Parthenia ST #101,NORTHRIDGE,91324,1,1.00 (1 0 0 0),,$300.00,,"$2,250","$2,250","$2,250",598,$3.76,2025,1,Inside,Yes,1-Year,Unfurnished,(818) 939-7852,"38,053"
BB26052194MR,Condominium,1051,1051   Western AVE ,GLENDALE,91201,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",650,$3.46,1927,0,Community,,1-Year,Unfurnished,323-371-5547,"7,130"
WS26052157MR,Apartment,415,415  S El Molino AVE #8,PASADENA,91101,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",850,$2.65,1955,0,Room,No,1-Year,Unfurnished,,"20,007"
BB26050135MR,Condominium,1051,1051   Western AVE #C,GLENDALE,91501,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",600,$3.75,1927,0,Community,,1-Year,Unfurnished,323-371-5547,"7,130"
26661483,,1857,1857  W 24th St #1,Los Angeles,90018,2,1.00 (1 0 0 0),,,,"$2,290","$2,290","$2,290",800,$2.86,1962,0,None,Call,1+Year,Unfurnished,310-756-4814,"6,652"
SR26052748MR,Condominium,8847,8847   Willis AVE #B5,PANORAMA CITY,91402,2,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",799,$2.87,1979,2,Community,,1-Year,Unfurnished,818-426-1117,"66,046"
SR26049535MR,Condominium,5460,5460   White Oak  #F303,ENCINO,91316,1,2.00 (1 0 1 0),,$250.00,,"$2,295","$2,295","$2,295",712,$3.22,1971,2,Community,,"1+Year,1-Year",Unfurnished,818-621-2531,"406,432"
PW26050523MR,Apartment,627,627   Linden AVE ,LONG BEACH,90802,2,1.00 (1 0 0 0),,$300.00,100,"$2,295","$2,295","$2,295","1,100",$2.09,1947,0,Laundry Area,,1-Year,Unfurnished,,"7,537"
RS26051863MR,Apartment,1131,1131  N Kenmore  #7,LOS ANGELES,90029,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300","4,774",$0.48,1957,0,"Community,Laundry Area,Outside",No,1-Year,Unfurnished,310-962-1385,"6,372"
TR26049354MR,Condominium,5221,5221   Camellia Ave #B,TEMPLE CITY,91780,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",680,$3.38,2020,0,None,,1-Year,Unfurnished,909-569-2812,"6,979"
DW26053962MR,,1415,1415  W 223rd ST ,TORRANCE,90501,1,1.00 (1 0 0 0),,$0.00,60,"$2,300","$2,250","$2,300",780,$2.95,1924,0,None,No,1-Year,Unfurnished,310-503-9837,"8,318"
DW26054102MR,Apartment,322,322  W Avenue 38  #G,LOS ANGELES,90016,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",900,$2.56,1972,2,"Laundry Area,Other",,Negotiable,Unfurnished,213-400-0002,"110,277"
SB26052480MR,Apartment,103,103   Paseo De La Playa  #2,REDONDO BEACH,90277,0,1.00 (1 0 0 0),100,$0.00,100,"$2,325","$2,300","$2,325",550,$4.23,1957,1,"Laundry Area,Outside",,1-Year,Unfurnished,310-795-4447,"9,358"
PW26043007MR,Apartment,620,620   Prospect AVE ,LONG BEACH,90814,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",750,$3.13,1959,0,Community,,1-Year,Unfurnished,562-225-4848,"12,591"
GD26054112IT,Single Family,14673,14673   Clymer St ,MISSION HILLS,91345,1,2.00 (1 0 1 0),,$300.00,,"$2,350","$2,350","$2,350",560,$4.20,2024,0,Inside,,1-Year,Unfurnished,818-406-8621,"8,285"
P1-26177PF,Apartment,748,748  N La Jolla AVE #1/2,WEST HOLLYWOOD,90046,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",640,$3.67,1923,0,In Closet,,1-Year,Unfurnished,(818) 275-4809,"6,547"
SB26043347MR,Condominium,3602,3602  W Estates LN #319,ROLLING HILLS ESTATES,90274,1,1.00 (1 0 0 0),,$0.00,100,"$2,350","$3,300","$2,350",659,$3.57,1973,1,Community,No,1-Year,Unfurnished,310-465-9645,"433,873"
26662213,,707,707  S Berendo St #203,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$2,361","$2,725","$2,361",700,$3.37,2026,1,In Unit,Yes,"1+Year,1-Year,12 Months",Unfurnished,213-879-9519,"8,307"
26662333,,383,383   Redondo Ave #D,Long Beach,90814,2,1.00 (1 0 0 0),,,,"$2,390","$2,390","$2,390",859,$2.78,1947,2,None,Call,"12 Months,1+Year",Unfurnished,949-510-4350,"6,251"
26662393,,1219,1219  N Crescent Heights Blvd #C,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",,$0,,1,Community,Yes,1+Year,Unfurnished,213-280-9620,"14,771"
26662159,,3933,3933   Marathon St #204A,Los Angeles,90029,1,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",750,$3.19,1990,1,Community,Call,1-Year,Unfurnished,310-650-9696,"15,522"
26661811,,4457,4457   Murietta Ave #3,Sherman Oaks,91423,1,1.00 (1 0 0 0),,,,"$2,395",$500,"$2,395",,$0,1957,1,"Inside,Laundry Area",Yes,1-Year,Unfurnished,818-430-3146,"24,800"
26661447,,5600,5600   Kensington Way #210,Culver City,90230,1,1.00 (1 0 0 0),,,,"$2,395","$3,500","$2,395",807,$2.97,1969,1,Community,Call,"1+Year,1-Year",Unfurnished,310-384-5926,"128,987"
P1-26145PF,Apartment,2305,2305   Glendale BLVD #204,LOS ANGELES,90039,1,1.00 (1 0 0 0),,$0.00,,"$2,495","$2,495","$2,395",650,$3.68,1991,1,Community,,1-Year,Unfurnished,(818) 275-4809,"6,499"
26661735,,1427,1427   9th St #H,Santa Monica,90401,1,1.00 (1 0 0 0),,,,"$2,395","$2,345","$2,395",500,$4.79,,1,Community,No,1+Year,Unfurnished,310-691-6199,0
DW26050942MR,,2757,2757   Winter ST ,LOS ANGELES,90033,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",600,$4,1907,0,Gas Or Electric Dryer Hookup,,Negotiable,Unfurnished,562-445-7375,"4,059"
P1-26158PF,,12246,12246   Oxnard ST #2nd Fl,LOS ANGELES,91606,1,1.00 (1 0 0 0),,$500.00,,"$2,400","$4,000","$2,400",600,$4,1961,1,None,,"1-Year,Negotiable",Unfurnished,(323) 816-6066,"6,281"
226001115VC,Single Family,8217,8217   Corbin AVE ,WINNETKA,91306,1,1.00 (1 0 0 0),,,,"$2,400","$2,300","$2,400",868,$2.76,1941,0,,,,,(805) 587-4465,"4,808"
26662171,Apartment,4409,4409   Portico Pl #Unit A,Encino,91316,0,1.00 (0 1 0 0),,,,"$2,400","$4,800","$2,400",500,$4.80,,0,"Inside,In Unit",Call,"Negotiable,1+Year,6 Months",Furnished,310-633-0438,"16,358"
