MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
PW26056263MR,Apartment,220,220  S Pannes AVE #3,COMPTON,90221,0,1.00 (1 0 0 0),,$0.00,,"$1,500","$1,500","$1,500",400,$3.75,1929,0,None,No,"1-Year,Month-to-Month",Unfurnished,562-755-7908,"6,400"
26665359,,217,217  S Tower Dr #1,Beverly Hills,90211,0,1.00 (1 0 0 0),,,,"$1,550","$1,550","$1,550",300,$5.17,1939,0,Community,No,"1+Year,Negotiable",Unfurnished,310-702-2041,"6,506"
DW26057699MR,Apartment,6141,6141   Marbrisa  ,HUNTINGTON PARK,90255,1,1.00 (1 0 0 0),,$0.00,50,"$1,595","$1,600","$1,595",500,$3.19,1906,0,Community,No,"1+Year,1-Year",Unfurnished,714-310-7757,"6,667"
26664987,,7524,7524   Sepulveda Blvd #106,Van Nuys,91405,1,1.00 (1 0 0 0),,,,"$1,597","$1,597","$1,597",,$0,1963,0,Community,Call,12 Months,Unfurnished,310-710-0601,"13,333"
SR26057852MR,Single Family,7513,7513   Topeka  ,RESEDA,91335,0,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,650","$1,600",332,$4.82,1954,0,"Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,818-470-1089,"7,520"
26665259,Apartment,1021,1021  S Kingsley Dr #3,Los Angeles,90006,1,1.00 (0 1 0 0),,,20,"$1,600","$1,600","$1,600",650,$2.46,1958,1,None,Call,1-Year,Unfurnished,213-550-7070,"5,902"
PW26059435MR,,308,308  S Almansor ST #C,ALHAMBRA,91801,0,1.00 (0 1 0 0),,$500.00,100,"$1,600","$1,600","$1,600",376,$4.26,1923,1,None,,1-Year,Unfurnished,562-330-2000,"7,503"
GD26059293IT,Single Family,13687,13687   Bracken St ,ARLETA,91331,1,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",340,$4.71,2025,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,,"5,999"
SR26059568MR,,9957,9957   Delco  ,CHATSWORTH,91311,0,2.00 (2 0 0 0),,$0.00,50,"$1,650",$165,"$1,650","1,491",$1.11,1957,0,Inside,No,1-Year,Unfurnished,8189996666,"7,005"
PW26059295MR,Apartment,4140,4140  W Slauson  #5,LOS ANGELES,90043,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",550,$3,1950,0,Laundry Area,,1-Year,Unfurnished,7149368900,"6,256"
WS26058289MR,Apartment,591,591  E 6th ST ,POMONA,91766,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,550","$1,650",450,$3.67,1957,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,3236577591,"9,641"
SR26055419MR,Apartment,1145,1145  S New Hampshire  #7,LOS ANGELES,90006,1,1.00 (1 0 0 0),,$500.00,,"$1,650","$1,800","$1,650",550,$3,1929,0,Laundry Area,,1-Year,Unfurnished,818-383-5527,"5,469"
SR26058726MR,Apartment,22862,22862   15th ST ,NEWHALL,91321,1,1.00 (1 0 0 0),,$0.00,,"$1,695","$2,590","$1,695",750,$2.26,1963,2,Community,No,1-Year,Unfurnished,,"6,207"
26664205,,1522,1522  N HARVARD  #4,LOS ANGELES,90027,1,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",0,$0,1920,1,Inside,Call,1+Year,Unfurnished,310-650-1116,"7,033"
SB26059087MR,,2102,2102   S PACIFIC AVE #3,SAN PEDRO,90731,0,1.00 (1 0 0 0),,$500.00,,"$1,695","$1,599","$1,695",350,$4.84,1958,6,Community,,1-Year,Unfurnished,562-644-9208,"9,451"
SW26058440MR,,10253,10253   Mapledale  ,BELLFLOWER,90706,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",420,$4.05,2024,0,None,No,1-Year,Unfurnished,562-228-6066,"1,000"
26666501,,939,939  N Stanley Ave #4,West Hollywood,90046,0,1.00 (1 0 0 0),,,,"$1,700","$1,000","$1,700",600,$2.83,1954,6,Outside,Call,1-Year,Unfurnished,213-305-5777,"6,332"
GD26057286IT,Apartment,4606,4606   Melbourne AVE #2,HOLLYWOOD,90027,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",250,$6.80,1903,2,None,,1-Year,Unfurnished,818-497-4250,"6,402"
SB26056162MR,Apartment,2039,2039  W 157th  ,GARDENA,90249,1,1.00 (1 0 0 0),,$900.00,250,"$1,749","$1,775","$1,749",330,$5.30,1970,1,Laundry Area,,1-Year,Unfurnished,310-863-7218,"6,666"
CV26048433MR,Apartment,935,935  E Route 66  ,GLENDORA,91740,1,1.00 (1 0 0 0),,$0.00,,"$1,795","$1,795","$1,795",650,$2.76,1955,2,None,No,Month-to-Month,Unfurnished,909-750-1763,"35,727"
26666001,,6627,6627   Kraft Ave ,North Hollywood,91606,1,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",378,$4.75,1948,1,None,Call,1+Year,Unfurnished,310-940-2818,"6,752"
SR26056368MR,Apartment,6439,6439   Woodman Ave #2,VAN NUYS,91401,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$2,500","$1,800",700,$2.57,1978,2,Laundry Area,No,1-Year,Unfurnished,818-923-3276,"1,400"
DW26057766MR,Apartment,2015,2015   Pennsylvania AVE #1/2,LOS ANGELES,90033,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",640,$2.81,1922,0,Gas Dryer Hookup,No,Negotiable,Unfurnished,562-445-7375,"8,891"
SR26055394MR,Apartment,1145,1145  S New Hampshire  #12,LOS ANGELES,90006,2,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,800","$1,800",650,$2.77,1929,0,Laundry Area,,1-Year,Unfurnished,818-383-5527,"5,469"
26665461,,130,130  E Hillcrest Blvd #B,Inglewood,90301,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",650,$2.77,,1,Community,No,1-Year,Unfurnished,310-714-0646,"10,003"
SR26049522MR,Apartment,6735,6735   Elmer  #9,NORTH HOLLYWOOD,91606,1,1.00 (0 1 0 0),,$0.00,,"$1,800","$1,800","$1,800",635,$2.83,1960,1,None,,1-Year,Unfurnished,818-439-2537,"15,776"
SR26054759MR,Apartment,509,509  E Avenue Q-2  #B,PALMDALE,93550,2,2.00 (2 0 0 0),,$500.00,200,"$1,800","$1,800","$1,800",965,$1.87,1988,3,None,,1-Year,Unfurnished,818-425-2211,"6,378"
WS26059368MR,Single Family,19,19   Moonridge CT ,AZUSA,91702,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",500,$3.60,2004,2,"Dryer,Dryer Included,Garage,Inside,Washer,Washer Hookup,Washer Included",,1-Year,Furnished,626-251-3389,"5,584"
26664969,Apartment,1120,1120  E 25th St #102,Los Angeles,90011,1,1.00 (1 0 0 0),,,,"$1,825","$1,825","$1,825",360,$5.07,2025,0,Community,Yes,1+Year,Unfurnished,213-926-1776,"6,026"
DW26058180MR,Apartment,2616,2616  W 141st PL ,GARDENA,90249,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",650,$2.85,1959,2,None,,"1-Year,Month-to-Month",Unfurnished,562-843-7788,"6,555"
26666535,,6656,6656   Vista Del Mar  #A,Playa Del Rey,90293,0,1.00 (1 0 0 0),,,,"$1,875","$2,000","$1,875",440,$4.26,1927,0,None,No,1+Year,Unfurnished,310-713-0552,"2,364"
NP26055365MR,Apartment,815,815  N Rose  #5,COMPTON,90221,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$2,095","$1,895",600,$3.16,1964,0,Laundry Area,No,1-Year,Unfurnished,,"11,795"
SR26055495MR,Apartment,4441,4441   Woodman AVE #111,SHERMAN OAKS,91423,0,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",600,$3.16,1977,1,Community,,1-Year,Unfurnished,213-587-1110,"23,360"
SR26055849MR,Condominium,5460,5460   White oak AVE #H310,ENCINO,91316,1,2.00 (1 0 1 0),,$0.00,,"$1,895","$1,895","$1,895",715,$2.65,1971,2,Community,,1-Year,Unfurnished,818-620-2244,
26664631,,136,136 136 1/4 W 99th St #136 1/4,Los Angeles,90003,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",450,$4.21,2024,1,None,Call,"1+Year,1-Year,Negotiable,12 Months",Unfurnished,310-922-2935,"5,202"
26666079,Apartment,1317,1317   Wilcox Ave #B,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895","1,080",$1.75,1955,1,"Community,Laundry Area",Call,1+Year,Unfurnished,310-560-3281,"9,221"
SB26059343MR,Apartment,3920,3920   Marathon ST #4,LOS ANGELES,90029,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",700,$2.71,1966,1,Laundry Area,,1-Year,Unfurnished,424-732-2821,"9,305"
26664141,,6117,6117 1/2 S Victoria Ave ,Los Angeles,90043,1,1.00 (0 1 0 0),,,,"$1,900","$1,900","$1,900",,$0,,1,"Inside,Room",No,1+Year,Unfurnished,310-650-2066,0
BB26054225MR,,16577,16577 16575  Knollwood  ,GRANADA HILLS,91344,0,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",490,$3.88,1963,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Furnished,818-434-6429,"17,520"
26666191,,105,105   Roswell Ave #6,Long Beach,90803,1,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",440,$4.32,1943,0,Community,Yes,"1+Year,1-Year,12 Months",Unfurnished,213-442-0211,"3,112"
26664161,,8551,8551   Holloway Dr #8553#1,West Hollywood,90069,0,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",,$0,1948,0,Community,Call,1+Year,Unfurnished,323-440-8989,"10,616"
CV26057403MR,Apartment,538,538  S St Louis  #07,LOS ANGELES,90033,1,1.00 (1 0 0 0),,$100.00,,"$1,900","$1,900","$1,900",490,$3.88,1968,0,Community,,"1-Year,Month-to-Month,Negotiable",Unfurnished,213-999-0073,"7,356"
PW26056061MR,Apartment,13829,13829   Christine  #F,WHITTIER,90605,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950","6,514",$0.30,1961,0,Community,No,1-Year,Furnished,562-217-7646,"9,016"
P1-26298PF,Condominium,13040,13040   Dronfield AVE #3,LOS ANGELES,91342,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",613,$3.18,1964,0,Community,No,1-Year,Unfurnished,(323) 636-2060,"51,467"
DW26058622MR,Condominium,4431,4431   Don Ricardo DR #20,LOS ANGELES,90008,1,1.00 (1 0 0 0),,$0.00,50,"$1,950","$1,950","$1,950",641,$3.04,1959,2,Outside,No,1-Year,Unfurnished,626-382-9314,"28,950"
SR26055973MR,Apartment,18657,18657   Collins ST #19,TARZANA,91356,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",700,$2.79,1963,2,"Community,Laundry Area",,1-Year,Unfurnished,323-479-4389,"21,487"
TR26051840MR,Apartment,1023,1023   W 8th ST #C,POMONA,91766,2,1.00 (1 0 0 0),,$500.00,,"$1,950","$1,950","$1,950",930,$2.10,1964,1,Laundry Area,,1-Year,Unfurnished,626-377-5149,"9,410"
PW26058001MR,Apartment,311,311   4 ST ,LONG BEACH,90802,1,1.00 (1 0 0 0),,$500.00,,"$1,950","$1,950","$1,950",900,$2.17,1919,0,Community,,1-Year,Unfurnished,949-306-4883,"5,000"
PW26056633MR,,773,773  E Phillips BLVD ,POMONA,91766,1,1.00 (1 0 0 0),,$0.00,,"$1,950",$500,"$1,950",800,$2.44,1952,0,"Inside,Room",No,1-Year,Unfurnished,714-317-6158,"15,000"
OC26053408MR,Single Family,13613,13613   Silverbow AVE ,NORWALK,90650,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",700,$2.79,1950,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,714-845-6407,"5,643"
SR26055977MR,Apartment,18657,18657   Collins ST #20,TARZANA,91356,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",700,$2.79,1963,2,"Community,Laundry Area",,1-Year,Unfurnished,323-479-4389,"21,487"
26665853,,955,955  S Normandie Ave #103,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$1,970","$1,970","$1,970",,$0,1986,1,Community,Call,1-Year,Unfurnished,213-399-8658,"11,229"
26666021,Single Family,3823,3823   Broadlawn Dr ,Los Angeles,90068,0,1.00 (0 1 0 0),,,,"$1,970","$1,970","$1,970",325,$6.06,1950,0,Outside,No,1+Year,Unfurnished,310-499-6249,"6,094"
26665917,,254,254   Vendome  ,Los Angeles,90057,1,1.00 (1 0 0 0),,,,"$1,975","$1,975","$1,975",,$0,,1,Community,Call,1+Year,Unfurnished,323-907-0749,"10,000"
SB26056453MR,Apartment,4777,4777  W 132nd ST #9,HAWTHORNE,90250,1,1.00 (1 0 0 0),,$0.00,,"$1,985","$1,985","$1,985",600,$3.31,1971,2,Community,No,1-Year,Unfurnished,5172313129,"12,007"
26665293,,312,312  W 5th St #606,Los Angeles,90013,1,1.00 (1 0 0 0),,,50,"$1,990","$1,990","$1,990",800,$2.49,1923,0,In Unit,Yes,"Negotiable,1+Year,6 Months,Short Term Lease,Month-to-Month,Renewal Options,12 Months,1-Year,24 Months,Season,Other",Unfurnished,310-883-4882,"27,293"
26664287,Apartment,744,744   Hartford Ave #203,Los Angeles,90017,1,1.00 (1 0 0 0),,,,"$1,990","$1,990","$1,990",770,$2.58,,2,In Unit,Yes,"Negotiable,1+Year",Unfurnished,424-352-1555,770
26664235,,3567,3567   Chesapeake Ave ##207,Los Angeles,90016,1,1.00 (1 0 0 0),,,,"$1,995","$2,234","$1,995",700,$2.85,,1,In Unit,Call,1+Year,Unfurnished,323-633-8077,700
AR26056264MR,,940,940   Norumbega DR ,MONROVIA,91016,0,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",425,$4.69,1953,0,None,No,1-Year,Unfurnished,626-253-1187,
26665589,,12717,12717   Washington Pl #10,Los Angeles,90066,1,1.00 (1 0 0 0),,,,"$1,999","$1,999","$1,999",600,$3.33,1953,1,Other,No,1+Year,Unfurnished,310-560-7411,"8,258"
SR26055964MR,Single Family,20637,20637   Schoenborn Street ,WINNETKA,91306,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",460,$4.35,2025,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-575-0536,"1,000"
CV26056116MR,Condominium,400,400  S Broadway  #1002,LOS ANGELES,90013,1,1.00 (1 0 0 0),,$500.00,300,"$2,000","$2,000","$2,000",597,$3.35,2019,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,"1-Year,Negotiable",Unfurnished,,"36,291"
PW26057262MR,,16023,16023   mart  ,LA MIRADA,90638,0,1.00 (1 0 0 0),,$0.00,50,"$1,850","$2,000","$2,000",500,$4,2025,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,714-318-3663,"1,000"
PV26058525MR,Apartment,579,579  W 14th  #4,SAN PEDRO,90731,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000","1,035",$1.93,1979,2,Laundry Area,,1-Year,Unfurnished,714-862-3654,"6,753"
BB26058816MR,Condominium,10108,10108   Fernglen  ,TUJUNGA,91042,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",460,$4.35,1940,1,"Gas Or Electric Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,818-434-6429,"9,516"
BB26056807MR,Condominium,6911,6911   Ben  #1,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",700,$2.86,1985,1,None,,"1-Year,Negotiable",Unfurnished,818-572-9557,"7,941"
GD26052853IT,Apartment,2930,2930   Fairmount AVE #B,LA CRESCENTA,91214,1,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,000","$2,050",606,$3.38,1948,0,"Gas Dryer Hookup,Inside,Washer Hookup",,1-Year,Unfurnished,818-429-9017,"14,997"
26664887,Apartment,2701,2701   James M Wood Blvd #308,Los Angeles,90005,1,2.00 (1 0 1 0),,,,"$2,075","$1,000","$2,075",691,$3.00,2020,1,In Unit,Call,1+Year,Unfurnished,213-247-4210,"13,276"
26665965,Apartment,1104,1104  W 93rd  #5,Los Angeles,90044,2,1.00 (1 0 0 0),,$300.00,,"$2,095","$2,095","$2,095",,$0,,1,None,Yes,"12 Months,1-Year,24 Months,Negotiable",Unfurnished,909-900-8842,"1,000"
SR26059559MR,Townhouse,6911,6911   Woodley  #107,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",975,$2.15,1978,1,Community,,1-Year,Unfurnished,818-620-2244,"14,005"
26666249,,252,252  S New Hampshire  #10,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095",725,$2.89,,1,Community,Call,"1+Year,12 Months",Unfurnished,323-443-6005,0
WS26053266MR,Apartment,933,933  N Alameda AVE #4,AZUSA,91702,2,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",736,$2.85,1959,1,None,,1-Year,Unfurnished,626-224-7778,"7,080"
26665085,,100,100   Atlantic Ave #516,Long Beach,90802,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",600,$3.50,1958,0,Community,No,1-Year,Unfurnished,310-213-4993,"22,568"
26644975,,18307,18307   Burbank Blvd #83,Tarzana,91356,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",724,$2.90,1970,2,Other,Call,6 Months,Unfurnished,310-403-3324,"235,933"
CV26057374MR,Apartment,201,201  S Soto  #4,LOS ANGELES,90033,1,1.00 (1 0 0 0),,$100.00,,"$1,900",$0,"$2,100",650,$3.23,1930,0,None,,"1-Year,Month-to-Month,Negotiable",Unfurnished,213-999-0073,"5,238"
SR26051815MR,Apartment,4441,4441   Woodman AVE #304,SHERMAN OAKS,91423,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",800,$2.63,1977,2,Community,,1-Year,Unfurnished,213-587-1110,"22,500"
26664609,Apartment,2621,2621   Magnolia Ave #2621 1/4,Los Angeles,90007,2,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",625,$3.36,1924,1,None,Call,1-Year,Unfurnished,3103593491,"6,193"
SR26057098MR,Single Family,7053,7053   Fallbrook AVE ,WEST HILLS,91307,1,1.00 (1 0 0 0),,$350.00,50,"$2,145","$2,145","$2,145",425,$5.05,2025,0,"Dryer,Dryer Included,Washer,Washer Included",Yes,1-Year,Unfurnished,818-620-1637,"8,040"
26666181,Apartment,1224,1224  N Fairfax Ave #2,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",935,$2.30,1954,0,Community,Yes,"1-Year,12 Months,1+Year",Unfurnished,213-442-0211,"6,755"
26664639,,871,871  W 23rd St ,Los Angeles,90007,2,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",900,$2.39,1916,0,Community,Call,12 Months,Both,3103593491,"24,469"
BB26059666MR,,1015,1015   Thompson  ,GLENDALE,91201,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",600,$3.58,1941,1,None,,1-Year,Unfurnished,818-268-2230,"8,283"
PW26058932MR,Apartment,404,404  W 4th  ,SAN PEDRO,90731,2,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",810,$2.65,1991,1,Laundry Area,No,1+Year,Unfurnished,,810
OC26057578MR,Apartment,1835,1835  E 1st  ,LONG BEACH,90802,1,1.00 (1 0 0 0),,$500.00,,"$2,195","$2,195","$2,195",850,$2.58,1923,0,Laundry Area,Yes,1-Year,Unfurnished,949-254-5626,"8,241"
PF26056902PF,Apartment,467,467   Marengo  ,PASADENA,91101,1,1.00 (1 0 0 0),,$250.00,35,"$2,195","$2,195","$2,195",550,$3.99,1923,1,Inside,,1-Year,Unfurnished,949-220-4538,"6,969"
WS26059238MR,Apartment,122,122  N Croft  #7,LOS ANGELES,90048,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",750,$2.93,1956,0,Community,,1-Year,Unfurnished,3236577591,"7,507"
IG26057439MR,Condominium,1189,1189  W Sierra Madre  ,AZUSA,91702,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",836,$2.63,1977,1,Garage,No,1-Year,Unfurnished,951-288-5755,"34,132"
CV26057284MR,Apartment,532,532  S St Louis  #534 1/2,LOS ANGELES,90033,2,1.00 (1 0 0 0),,$100.00,,"$2,500","$2,200","$2,200",543,$4.05,1913,0,"Community,Laundry Area,Outside",,"1-Year,Month-to-Month,Negotiable",Unfurnished,213-999-0073,"7,371"
26666047,Single Family,22454,22454   Dolorosa St  ,Woodland Hills,91367,0,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",440,$5,,1,Laundry Area,Call,"Negotiable,12 Months,Other,6 Months,Short Term Lease",Furnished,818-387-5686,440
PW26056039MR,Apartment,2733,2733   Via Paseo  #6,MONTEBELLO,90640,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",800,$2.75,1962,1,"Community,Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Furnished,562-217-7646,"23,520"
26666641,Apartment,4929,4929   Lynnfield St #17,Los Angeles,90032,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",500,$4.40,1965,0,Community,No,1+Year,Unfurnished,213-272-3255,"13,039"
PW26055600MR,,1030,1030  E 21st  ,LONG BEACH,90806,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",650,$3.38,1961,0,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",No,1-Year,Unfurnished,310 489-8095,"3,010"
PW26046773MR,Apartment,590,590  W 3rd ST ,SAN PEDRO,90731,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",612,$3.59,1928,0,"Gas Dryer Hookup,Inside,Washer Hookup",,1-Year,Unfurnished,714-336-3375,"4,997"
P1-26259PF,Apartment,719,719  W Camino Real AVE #B,ARCADIA,91007,2,2.00 (1 1 0 0),,$0.00,,"$2,250","$2,250","$2,250",0,$0,1955,1,"Community,Outside",No,"1+Year,1-Year",Unfurnished,(626) 685-5279,"9,756"
GD26055608IT,Apartment,14526,14526   Hartland ST #308,VAN NUYS,91405,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,500","$2,250",929,$2.42,2023,1,"Community,Laundry Area",No,1-Year,Unfurnished,818-437-2433,"1,000"
26664613,Single Family,12457,12457   Hortense St ,Studio City,91604,0,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",360,$6.25,1941,0,None,Yes,"1+Year,1-Year",Unfurnished,818-974-7718,600
26666409,,1233,1233   Tamarind Ave #3,Los Angeles,90038,2,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",704,$3.20,1982,1,"Room,In Kitchen",Call,1+Year,Unfurnished,213-858-2509,"6,486"
26664459,Apartment,1462,1462  S Shenandoah  #3,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",750,$3.06,,1,In Unit,Yes,"Negotiable,1+Year",Unfurnished,424-352-1555,750
GD26057992IT,Apartment,2306,2306   Mira Vista AVE #7,MONTROSE,91020,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,295","$2,300","$2,295",680,$3.38,1964,0,Laundry Area,,1-Year,Unfurnished,818-860-3177,"16,618"
CV26054834MR,Single Family,1147,1147   Lemon  ,MONROVIA,91016,0,1.00 (0 1 0 0),,$500.00,50,"$2,295","$2,295","$2,295",600,$3.83,2023,2,None,,1-Year,,626-629-8727,"2,000"
SR26051707MR,Apartment,6735,6735   Elmer  #18,NORTH HOLLYWOOD,91606,2,1.00 (0 1 0 0),,$0.00,,"$2,300","$2,300","$2,300",635,$3.62,1960,1,None,,1-Year,Unfurnished,818-439-2537,"15,776"
26666597,,800,800  W 1st St #1409,Los Angeles,90012,0,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",481,$4.78,1968,0,Community,No,"Negotiable,1+Year",Unfurnished,310-710-5626,"106,193"
26664751,Single Family,7632,7632   Kraft Ave ,North Hollywood,91605,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",800,$2.88,1944,1,In Unit,Call,1+Year,Unfurnished,818-858-9272,"6,003"
26666333,,6190,6190   Mesa Ave  #1/2,Los Angeles,90042,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",,$0,,2,Laundry Area,Call,1+Year,Unfurnished,310-994-0687,"7,500"
BB26057567MR,Single Family,19115,19115   Ludlow  ,Porter Ranch,91326,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$3,000","$2,300",460,$5,2025,0,Gas Or Electric Dryer Hookup,No,1-Year,Unfurnished,818-399-7513,"7,542"
