MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
CV26171197MR,Apartment,810,810  S Citrus  #11,AZUSA,91702,1,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",763,$2.22,1987,1,Community,No,Month-to-Month,Unfurnished,909-750-1763,"27,517"
AR26175397MR,Apartment,37,37  S Sierra Madre BLVD,PASADENA,91107,0,1.00 (1 0 0 0),,$400.00,,"$1,695","$1,695","$1,695",350,$4.84,1950,0,Laundry Area,No,1-Year,Unfurnished,626-433-3252,"15,892"
SR26177982MR,Apartment,7524,7524   Fountain AVE,WEST HOLLYWOOD,90046,0,1.00 (0 1 0 0),,$0.00,,"$1,695","$1,695","$1,695",203,$8,1948,0,Inside,,Negotiable,Furnished,818-292-3932,"7,500"
CV26172984MR,Apartment,316,316  N San Gabriel AVE #D,AZUSA,91702,1,1.00 (1 0 0 0),,$0.00,,"$1,699","$1,699","$1,699",900,$1.89,1962,1,In Carport,,1-Year,Unfurnished,626-975-4104,"7,010"
GD26180318IT,,660,660  W Doran,GLENDALE,91203,1,1.00 (1 0 0 0),,$500.00,,"$1,700","$1,700","$1,700",550,$3.09,1952,3,None,No,1-Year,Unfurnished,818-429-7215,"5,598"
26870395,,2926,2926   Glenn Ave #GuestHouse,Santa Monica,90405,0,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",600,$2.83,1946,0,None,Call,1+Year,Unfurnished,310-926-7779,"5,060"
BB26180367MR,Apartment,601,601   Chevy Chase  #A,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",520,$3,1942,1,Community,No,1-Year,Unfurnished,818-399-4066,"9,286"
26873905,,1870,1870  E 1st St #202,Los Angeles,90033,0,1.00 (1 0 0 0),,,,"$1,700","$2,050","$1,700",470,$3.62,,0,Community,Call,12 Months,Unfurnished,323-836-3914,0
SR26179333MR,Single Family,8824,8824   Quartz AVE,NORTHRIDGE,91324,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",400,$4.25,2024,0,"In Kitchen,Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,818-201-7743,"8,446"
GD26165581IT,Single Family,6600,6600   Charlesworth AVE,NORTH HOLLYWOOD,91606,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",450,$3.78,1947,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818-522-5280,"7,305"
IV26172092MR,,1333,1333  S Downey  #3/4,LOS ANGELES,90023,1,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",588,$2.89,1957,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",No,1-Year,Unfurnished,909-282-8144,"8,155"
TR26176824MR,,11583,11583   Embree  #B,EL MONTE,91732,1,1.00 (1 0 0 0),200,$0.00,100,"$1,700","$1,700","$1,700",460,$3.70,1954,2,"Inside,Room",,1-Year,Unfurnished,909-921-2708,"6,666"
IG26179238MR,,1976,1976   Olive  #A,LONG BEACH,90806,1,1.00 (1 0 0 0),,$0.00,100,"$1,700","$1,700","$1,700",400,$4.25,1929,1,None,No,1-Year,Unfurnished,951-427-1717,"6,506"
IG26179236MR,,1972,1972   Olive  #1/2,LONG BEACH,90806,1,1.00 (1 0 0 0),,$0.00,100,"$1,700","$1,700","$1,700",400,$4.25,1929,1,None,No,1-Year,Unfurnished,951-427-1717,"6,506"
GD26178378IT,,22432,22432   Burbank  #1/2,WOODLAND HILLS,91367,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",230,$7.39,1952,2,None,No,1-Year,Unfurnished,818-437-2433,"6,761"
26873099,,5170,5170  N Columbus Ave #7,Sherman Oaks,91403,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",,$0.00,1956,1,Outside,Call,1+Year,Unfurnished,310-560-6666,"6,254"
RS26181176MR,,1402,1402  W 78th ST,LOS ANGELES,90047,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,800","$1,750",514,$3.40,1938,1,None,,1-Year,Unfurnished,310-892-2783,"5,151"
26873155,,620,620  S Gramercy Pl #218,Los Angeles,90005,0,1.00 (1 0 0 0),,,100,"$1,750","$1,750","$1,750",463,$3.78,1990,1,"Laundry Area,Community",Call,1+Year,Unfurnished,213-700-7598,"51,555"
26874093,Apartment,15943,15943   Victory Blvd #2,Van Nuys,91406,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",623,$2.81,1957,1,Community,Call,"1+Year,1-Year",Unfurnished,310-402-1298,"17,701"
OC26180575MR,Apartment,640,640   Ward ST #1,LA HABRA,90631,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",650,$2.69,1963,0,Community,,1-Year,Unfurnished,949-899-7888,"7,845"
PW26180365MR,Apartment,6701,6701   Stafford  #D,HUNTINGTON PARK,90255,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",800,$2.19,1956,0,Laundry Area,,1-Year,Unfurnished,7149368900,"7,501"
BB26182604MR,Apartment,502,502   Cypress Avenue,BURBANK,91502,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",700,$2.50,1957,0,Community,,1-Year,Unfurnished,424-259-3224,"8,962"
26873379,Apartment,6340,6340   10th Ave #6402 1/2,Los Angeles,90043,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",450,$3.89,1951,1,None,Yes,12 Months,Unfurnished,310-844-4812,"11,361"
SB26164057MR,Condominium,728,728   Cedar,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,,"$1,795","$1,850","$1,795",575,$3.12,1956,0,Community,,1-Year,Unfurnished,310-447-4724,"15,036"
26874653,,8633,8633   Denver Ave #3,Los Angeles,90044,2,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",650,$2.76,,0,None,Call,1+Year,Unfurnished,323-443-6005,0
PW26172901MR,Condominium,800,800  E Ocean BLVD,LONG BEACH,90802,0,1.00 (1 0 0 0),200,"$2,000.00",100,"$1,795","$1,795","$1,795",300,$5.98,1928,0,"Community,Laundry Area,Room",No,1-Year,Furnished,949-510-2370,"51,673"
26872883,,5361,5361   Russell Ave #105,Los Angeles,90027,1,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",600,$2.99,1963,1,"Laundry Area,Community",Yes,"1+Year,12 Months,Other,24 Months",Unfurnished,310-801-1242,"25,092"
DW26181345MR,,3653,3653   W 58th Pl,LOS ANGELES,90043,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",400,$4.50,2023,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,562-842-6557,"6,252"
AR26089222MR,,3968,3968   Arlington AVE #1/2,LOS ANGELES,90008,1,1.00 (1 0 0 0),250,$0.00,150,"$1,650","$2,500","$1,800",600,$3.00,1940,1,None,No,1-Year,Unfurnished,626-215-8616,"8,143"
IV26178803MR,,1308,1308   Jacqueline,POMONA,91768,2,1.00 (1 0 0 0),,$0.00,100,"$1,800","$1,800","$1,800",915,$1.97,1962,1,None,No,1-Year,Unfurnished,909-543-0180,"8,133"
26874529,Apartment,1518,1518   Magnolia Ave #2,Long Beach,90813,1,1.00 (1 0 0 0),,,,"$1,800","$1,700","$1,800",600,$3.00,1963,1,Community,Yes,"1+Year,1-Year,12 Months",Unfurnished,2139261856,"3,651"
26873397,Apartment,14108,14108   Doty Ave #38,Hawthorne,90250,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",700,$2.57,1971,1,"Room,Community",Yes,12 Months,Unfurnished,310-844-4812,"19,231"
CV26172168MR,Apartment,469,469  E Algrove  #6,COVINA,91723,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",570,$3.16,1959,2,Laundry Area,No,1-Year,Unfurnished,626-482-5913,"11,149"
WS26175015MR,Single Family,3034,3034  E Del Mar,PASADENA,91107,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800","1,164",$1.55,1915,1,None,,1-Year,Furnished,626-230-2271,"7,853"
CV26173104MR,Apartment,936,936  W Foothill BLVD #09,AZUSA,91702,1,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,100","$1,800",698,$2.58,1956,1,Community,,1-Year,Unfurnished,626-975-4104,698
26874719,,315,315  S Alhambra Ave,Monterey Park,91755,2,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",650,$2.77,1945,0,"Outside,Community",No,12 Months,Unfurnished,818-533-8845,"6,361"
GD26176527IT,Apartment,1835,1835  N ALEXANDRIA AVE #10,LOS ANGELES,90027,0,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",525,$3.43,1957,2,Laundry Area,,1-Year,Unfurnished,,"7,050"
26873389,Apartment,14108,14108   Doty Ave #23,Hawthorne,90250,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",625,$2.88,1971,1,"Room,Community",Yes,12 Months,Unfurnished,310-844-4812,"19,231"
WS26173325MR,Apartment,5518,5518   Rosemead BLVD #C,TEMPLE CITY,91780,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",500,$3.60,1956,1,None,No,1-Year,Unfurnished,626-321-0311,"9,968"
SB26177447MR,,700,700  W 30th Street,SAN PEDRO,90731,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$2,700","$1,800",650,$2.77,1956,0,None,No,"1-Year,Month-to-Month,Negotiable",Furnished,808-990-8452,"8,201"
CV26180066MR,Apartment,12217,12217   223rd ST #D,HAWAIIAN GARDENS,90716,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",440,$4,1949,2,None,,1-Year,Unfurnished,833-832-6770,"5,238"
IG26173939MR,Single Family,1387,1387   Holt Ave,POMONA,91768,1,1.00 (1 0 0 0),,$0.00,150,"$1,800","$1,800","$1,800",500,$3.60,2026,0,"Electric Dryer Hookup,Hookup - Electric,Laundry Area",No,1-Year,Unfurnished,909-964-2521,"7,000"
SB26182774MR,Apartment,14815,14815 Unit B  Lemoli,GARDENA,90249,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,900","$1,850",700,$2.64,1955,0,Community,,1-Year,Unfurnished,310-968-7871,"7,978"
26872157,Single Family,7931,7931   Zelzah Ave,Reseda,91335,0,1.00 (0 1 0 0),,$800.00,,"$1,850","$2,700","$1,850",360,$5.14,1954,0,"Inside,Laundry Area",Call,"1+Year,1-Year,12 Months,24 Months",Unfurnished,818-904-9505,"6,002"
CV26177333MR,Apartment,640,640  E 6th ST #D,AZUSA,91702,1,1.00 (1 0 0 0),,$500.00,,"$1,750","$1,850","$1,850",750,$2.47,1963,2,None,,Month-to-Month,Unfurnished,909-921-8960,"6,090"
26874269,,8906,8906  S Harvard Blvd,Los Angeles,90047,0,1.00 (1 0 0 0),,,,"$1,850","$1,750","$1,850",500,$3.70,1930,1,In Unit,No,1+Year,Unfurnished,949-891-2844,"6,753"
CV26173161MR,Apartment,936,936  W Foothill BLVD #12,AZUSA,91702,2,1.00 (1 0 0 0),,$500.00,,"$1,850","$1,100","$1,850",700,$2.64,1956,1,Community,,1-Year,Unfurnished,626-975-4104,900
26873259,,1323,1323  N OLIVE DR #31C,WEST HOLLYWOOD,90069,0,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",450,$4.11,1941,1,Community,Yes,1+Year,Unfurnished,310-210-0305,"30,912"
SR26171814MR,,9430,9430   Glade Ave,CHATSWORTH,91311,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",400,$4.63,1981,1,Community,,"1-Year,Other",Unfurnished,747-296-9568,400
26873609,,5418,5418   Hermitage Ave #103,Los Angeles,91607,0,1.00 (1 0 0 0),,,,"$1,875","$1,875","$1,875",420,$4.46,1985,0,Laundry Area,Call,1+Year,Unfurnished,619-278-9120,"7,429"
26872873,Apartment,1044,1044   2nd St #B,Santa Monica,90403,0,1.00 (1 0 0 0),,,,"$1,885","$1,885","$1,885",350,$5.39,1921,0,"Laundry Area,Room,Community",No,12 Months,Unfurnished,310-826-5595,"7,496"
NP26179795MR,Apartment,12425,12425   Harris  #1,LYNWOOD,90262,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",700,$2.71,1961,0,Laundry Area,,1-Year,Unfurnished,,"10,970"
26874673,,8633,8633   Denver Ave #5,Los Angeles,90044,2,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",650,$2.92,,0,None,Call,1+Year,Unfurnished,323-443-6005,0
NP26179806MR,Apartment,815,815  N Rose  #F,COMPTON,90221,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$2,095","$1,895",600,$3.16,1964,0,Laundry Area,No,1-Year,Unfurnished,,"11,795"
NP26179802MR,Apartment,12437,12437   Harris  #8,LYNWOOD,90262,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",700,$2.71,1961,0,Laundry Area,No,1-Year,Unfurnished,,"11,055"
SR26177515MR,Apartment,4128,4128  W Avenue L  #G,QUARTZ HILL,93536,2,2.00 (1 0 1 0),,$0.00,,"$1,895","$1,895","$1,895","1,000",$1.90,1973,1,"Community,Laundry Area",No,1-Year,Unfurnished,661-492-3801,"19,803"
26871983,,6627,6627   Kraft Ave #1/2,North Hollywood,91606,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",340,$6,2023,1,In Unit,Call,1+Year,Unfurnished,310-940-2818,"6,752"
PW26172014MR,,614,614  W 84th ST #614,LOS ANGELES,90044,2,1.00 (1 0 0 0),,$500.00,100,"$1,900","$2,350","$1,900",500,$3.80,1946,0,"Gas Dryer Hookup,Washer,Washer Included",,1-Year,Unfurnished,,"6,510"
PW26178897MR,Condominium,333,333  W 4th ST #13,LONG BEACH,90802,1,1.00 (1 0 0 0),,$100.00,100,"$1,900","$1,900","$1,900",600,$3.17,1919,0,"Community,Laundry Area",,1-Year,Unfurnished,562-519-6009,"11,239"
CV26173085MR,Apartment,901,901  N San Gabriel AVE #2,AZUSA,91702,1,1.00 (1 0 0 0),,$500.00,,"$1,900","$1,910","$1,900",900,$2.11,1942,1,Room,,1-Year,Unfurnished,626-975-4104,900
AR26176068MR,Single Family,927,927   El Dorado St,MONROVIA,91016,1,1.00 (1 0 0 0),,$0.00,50,"$2,000","$1,900","$1,900",550,$3.45,1946,0,None,No,1+Year,Unfurnished,213-820-2133,"10,018"
26872713,,754,754  E 84th Pl #4,Los Angeles,90001,1,1.00 (1 0 0 0),,,,"$1,900","$2,200","$1,900",650,$2.92,1926,0,In Unit,Yes,1-Year,Unfurnished,310-435-8432,"5,101"
GD26176809IT,Single Family,19314,19314   Valerio ST #1/2,RESEDA,91335,0,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",400,$4.75,1976,0,"Gas Dryer Hookup,Inside,Washer Hookup",,1-Year,Unfurnished,8189009121,"7,515"
WS26180155MR,,2836,2836   Budau AVE #2838,LOS ANGELES,90032,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",700,$2.71,1959,1,"Electric Dryer Hookup,Hookup - Electric,Inside,Washer Hookup",No,1-Year,Unfurnished,626-255-7788,"4,773"
DW26181443MR,,3934,3934   Virginia,LYNWOOD,90262,2,1.00 (1 0 0 0),,$0.00,200,"$1,900","$1,500","$1,900",758,$2.51,1940,0,Laundry Area,No,Month-to-Month,Unfurnished,562-569-1499,"6,237"
26873411,Apartment,12100,12100   Birch Ave #22,Hawthorne,90250,1,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",650,$2.92,1986,1,Community,No,12 Months,Unfurnished,310-844-4812,"17,336"
SR26173806MR,Single Family,13302,13302   Beaver ST,SYLMAR,91342,1,1.00 (1 0 0 0),,$350.00,100,"$1,945","$1,945","$1,945",550,$3.54,2022,0,"Dryer,Dryer Included,Washer,Washer Included",Yes,1-Year,Unfurnished,818-620-1637,"5,685"
P1-28512PF,Single Family,10528,10528   Langmuir AVE,SUNLAND,91040,1,1.00 (1 0 0 0),,$25.00,,"$1,950","$2,925","$1,950",400,$4.88,2018,0,"In Kitchen,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,(818) 635-1571,"5,000"
PW26176502MR,,430,430  E Bixby RD #A,LONG BEACH,90807,0,1.00 (1 0 0 0),,$500.00,,"$1,950","$1,200","$1,950",600,$3.25,2019,0,"Dryer,Dryer Included,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,Month-to-Month,Unfurnished,3106060918,"8,000"
GD26175561IT,Single Family,10213,10213   Quill AVE,SUNLAND,91040,0,1.00 (1 0 0 0),,$0.00,1,"$1,950","$1,950","$1,950",440,$4.43,2021,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818-900-3782,"6,066"
CV26176708MR,Single Family,1744,1744   Richard ST #ADU,POMONA,91767,2,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",500,$3.90,2024,0,"Dryer,Dryer Included,Washer,Washer Included",No,Month-to-Month,Unfurnished,909-750-1763,"7,041"
WS26178685MR,Apartment,2,2  E Newman AVE #4,ARCADIA,91006,1,1.00 (1 0 0 0),,$0.00,50,"$1,950","$1,950","$1,950",700,$2.79,1950,1,Community,No,1-Year,Unfurnished,626-841-3578,"7,635"
26873591,Apartment,4133,4133  N Elenda St #C,Culver City,90232,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",650,$3.00,1954,1,Outside,No,1+Year,Unfurnished,310-721-8133,"7,099"
SR26180740MR,Condominium,7260,7260   Yolanda Avenue,RESEDA,91335,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",434,$4.49,2023,0,None,,1-Year,Unfurnished,661-714-0777,0
SB26182098MR,Apartment,4653,4653   fulton  #16,SHERMAN OAKS,91423,1,1.00 (1 0 0 0),,$50.00,,"$1,950",$500,"$1,950",730,$2.67,1962,2,Community,,1-Year,Unfurnished,310-913-4585,"18,303"
TR26178588MR,Single Family,1837,1837 1/4  Vallecito DR #2,HACIENDA HEIGHTS,91745,1,1.00 (0 1 0 0),,$0.00,,"$1,950","$1,950","$1,950",400,$4.88,1957,0,Laundry Area,No,1-Year,Unfurnished,,"43,124"
26873761,Apartment,2757,2757   San Marino St #6,Los Angeles,90006,1,1.00 (1 0 0 0),,$85.00,,"$1,985","$1,985","$1,985",610,$3.25,1925,1,In Unit,Yes,1+Year,Unfurnished,972-795-3007,"6,748"
SB26181187MR,Apartment,5038,5038   Denker AVE #1/4,LOS ANGELES,90062,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",600,$3.33,1929,0,None,,1-Year,Unfurnished,424-732-2821,"5,463"
SR26173574MR,Single Family,6956,6956   Glade,CANOGA PARK,91303,0,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",450,$4.43,2000,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-620-2244,"7,108"
SB26181180MR,Apartment,5036,5036   Denker AVE #1/4,LOS ANGELES,90062,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",600,$3.33,1929,0,None,,1-Year,Unfurnished,424-732-2821,"5,463"
BB26176717MR,Apartment,1814,1814   Keeler ST #A,BURBANK,91504,1,1.00 (1 0 0 0),,$500.00,,"$1,995","$1,995","$1,995",700,$2.85,1937,0,"Community,Outside",,1-Year,Unfurnished,818-497-7223,"6,224"
GD26172009IT,Condominium,8601,8601   International  #265,CANOGA PARK,91304,2,1.00 (1 0 0 0),,"$1,000.00",,"$1,999","$2,000","$1,999",826,$2.42,1971,2,"Community,Laundry Area,Room",,"1+Year,1-Year",Unfurnished,818-943-3064,"235,738"
