MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
25605817,,1150,1150  N Commonwealth Ave ##6,Los Angeles,90029,0,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",,$0,1963,2,Community,Call,1+Year,Unfurnished,323-377-4067,"5,970"
IN25235580MR,Single Family,1336,1336   109 PL #1/4,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$100.00,20,"$1,900","$1,900","$1,900",500,$3.80,1927,0,Community,Yes,1-Year,Unfurnished,310-508-7155,"18,564"
25604447,,10982,10982   ROEBLING AVE #520,LOS ANGELES,90024,0,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",377,$5.17,1973,1,Community,No,1+Year,Unfurnished,818-232-1902,"79,716"
PW25238225MR,Single Family,1860,1860  W 48th St ,LOS ANGELES,90062,1,1.00 (1 0 0 0),,$350.00,25,"$1,950","$1,950","$1,950",400,$4.88,2025,0,"Gas Dryer Hookup,Laundry Closet Stacked,Stackable W/D Hookup,Washer Hookup",,1-Year,Unfurnished,5623131264,"5,850"
SR25238755MR,Apartment,247,247  N New Hampshire  ,LOS ANGELES,90004,1,1.00 (1 0 0 0),,$300.00,,"$1,950","$1,950","$1,950",600,$3.25,1922,9,Laundry Area,,1-Year,Unfurnished,818-300-1595,"9,500"
25604297,Loft,315,315  W 5th ST #710,LOS ANGELES,90013,0,1.00 (1 0 0 0),,$500.00,,"$1,975","$1,975","$1,975",768,$2.57,1913,0,"Community,In Unit",Yes,1+Year,Unfurnished,213-247-1265,"19,358"
CV25239399MR,,620,620  N Sweetzer  ,WEST HOLLYWOOD,90048,0,1.00 (1 0 0 0),,$500.00,50,"$1,975","$1,975","$1,975",500,$3.95,1928,1,Laundry Area,,"Month-to-Month,Negotiable",Furnished,626-347-0204,
PW25236644MR,,1825,1825   S Van Ness Ave #3/4,LOS ANGELES,90019,0,1.00 (1 0 0 0),,$0.00,,"$1,990","$1,990","$1,990",325,$6.12,2025,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,310-991-9364,
GD25238739IT,Apartment,3123,3123   Foothill BLVD #29,LA CRESCENTA,91214,1,1.00 (1 0 0 0),,$500.00,,"$1,995","$2,095","$1,995",650,$3.07,1959,1,Laundry Area,,1-Year,Unfurnished,818-860-3177,"42,735"
25605907,,7453,7453   Haskell Ave #7,Van Nuys,91406,1,1.00 (1 0 0 0),,,,"$1,999","$1,999","$1,999",800,$2.50,1987,1,Community,Yes,1+Year,Unfurnished,310-493-9895,"6,739"
25603907,,5659,5659   Dairy Ave ,Long Beach,90805,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",560,$3.57,1948,3,"In Unit,In Kitchen",Yes,"1-Year,Month-to-Month",Unfurnished,310-902-5103,"5,144"
25605111,,5307,5307 1/2  Don Pio  ,LOS ANGELES,91364,0,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",450,$4.44,2019,0,None,Call,1+Year,Unfurnished,310-702-5188,"6,000"
PF25238039PF,,7233,7233   Painter  #B,WHITTIER,90602,1,1.00 (1 0 0 0),,$0.00,25,"$2,000","$2,000","$2,000",775,$2.58,1905,1,"Dryer,Dryer Included,Inside,Washer,Washer Included",No,1-Year,Unfurnished,323-702-4341,"6,614"
PV25236774MR,Apartment,1304,1304  W 9th ST #2,SAN PEDRO,90732,1,1.00 (1 0 0 0),,$0.00,50,"$2,000","$2,000","$2,000",600,$3.33,1973,2,Community,No,1-Year,Unfurnished,310-528-7480,"6,634"
SR25236952MR,Single Family,17814,17814  W Hemmingway ST ,RESEDA,91335,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,100","$2,000",350,$5.71,1954,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,818-381-1792,"6,284"
AR25236465MR,Apartment,1124,1124   Cordova ST #1,PASADENA,91106,1,1.00 (1 0 0 0),,$500.00,,"$2,035","$2,035","$2,035",550,$3.70,1898,2,Community,,1-Year,Unfurnished,626-664-9163,"8,265"
25605973,,5822,5822   HAROLD WAY #D,LOS ANGELES,90028,1,1.00 (1 0 0 0),,,,"$2,050","$2,050","$2,050",800,$2.56,1996,1,"Community,Outside,Room",Yes,1+Year,Unfurnished,310-386-4398,"8,753"
25604865,Apartment,2801,2801   Sunset PL #464,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,110",$750,"$2,060",521,$3.95,2021,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
25604555,,2702,2702   Potrero Ave ,El Monte,91733,2,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",811,$2.59,1932,1,Laundry Area,Call,12 Months,Unfurnished,833-832-6770,"10,135"
225005183VC,,8800,8800   Cedros AVE ,PANORAMA CITY,91402,1,2.00 (2 0 0 0),,,,"$2,100","$2,500","$2,100",810,$2.59,1977,1,,,,Unfurnished,(805) 857-3440,"48,672"
25602849,,1500,1500   Midvale Ave ,Los Angeles,90024,1,1.00 (1 0 0 0),,,,"$2,100","$3,150","$2,100",237,$8.86,1945,0,None,No,12 Months,Furnished,310-528-6406,"7,480"
25605821,,1148,1148  N Commonwealth Ave ##11,Los Angeles,90029,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",,$0,1946,2,Community,Call,1+Year,Unfurnished,323-377-4067,"6,005"
GD25237186IT,Apartment,5840,5840   Hazeltine  #5,VAN NUYS,91401,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",600,$3.50,1958,1,Laundry Area,,1-Year,Unfurnished,818-207-9999,"10,316"
DW25239752MR,Apartment,9232,9232 1/2  Almo ST ,PICO RIVERA,90660,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",500,$4.20,2020,0,None,No,1-Year,Unfurnished,562-607-1036,"8,625"
GD25227407IT,Apartment,1001,1001   N Raymond Ave ,PASADENA,91103,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",800,$2.63,1989,2,Garage,,1-Year,Unfurnished,818-667-5540,"12,000"
PW25235725MR,Apartment,2258,2258   Mira Mar  #A,LONG BEACH,90815,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",400,$5.25,2023,0,Laundry Area,No,1-Year,Unfurnished,562-810-7387,"5,662"
P1-24502PF,Apartment,5018,5018   Echo ST ,HIGHLAND PARK,90042,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$4,000","$2,150",0,$0,1954,1,None,No,Month-to-Month,Unfurnished,(626) 685-5279,"10,614"
SR25237306MR,Apartment,14301,14301   Addison ST ,SHERMAN OAKS,91423,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",760,$2.83,1964,1,Laundry Area,No,1-Year,Unfurnished,818-571-5506,"19,597"
AR25239604MR,Condominium,5335,5335  N Barranca  ,COVINA,91722,2,2.00 (1 0 1 0),,$0.00,,"$2,150","$2,500","$2,150",974,$2.21,1978,1,Community,No,1-Year,Unfurnished,626-833-8888,
25604641,,364,364  N San Vicente Blvd #C,West Hollywood,90048,0,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",500,$4.39,1936,0,"Inside,In Unit",Call,"1+Year,1-Year,Negotiable",Unfurnished,310-710-8841,"5,526"
25604757,Apartment,1453,1453   Butler Ave #4,Los Angeles,90025,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",625,$3.51,1958,0,None,Call,1-Year,Unfurnished,213-713-0372,"6,298"
25604561,,7669,7669   Beeman Ave ,North Hollywood,91605,0,1.00 (1 0 0 0),,,,"$2,200","$2,100","$2,200",350,$6.29,2025,2,In Kitchen,Yes,1+Year,Unfurnished,310-467-5993,"6,049"
25603423,,212,212  S Reeves Dr #13,Beverly Hills,90212,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",352,$6.25,1941,8,In Unit,Call,1+Year,Unfurnished,669-800-7547,"6,073"
CV25235711MR,Apartment,851,851  N Barranca  #3,COVINA,91723,2,2.00 (1 0 1 0),,$0.00,,"$2,200","$2,200","$2,200",963,$2.28,1963,1,Community,No,Month-to-Month,Unfurnished,909-750-1763,"18,476"
82024633ML,,420,420  S San Pedro ST #623,Los Angeles,90013,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",870,$2.53,1922,2,Washer / Dryer,Yes,Deposit Required,,,0
DW25236891MR,,38478,38478   Larkin  #B,PALMDALE,93550,2,2.00 (1 0 1 0),2200,"$2,200.00",150,"$2,200","$2,200","$2,200","1,000",$2.20,1981,0,Laundry Area,No,1-Year,Unfurnished,323-788-0297,"7,763"
GD25236069IT,,3136,3136   Perlita AVE #1,ATWATER VILLAGE,90039,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",650,$3.38,1962,2,"Community,Dryer,Dryer Included,Gas Dryer Hookup,Laundry Area,Outside",No,1-Year,Unfurnished,,"4,799"
GD25236985IT,Apartment,2257,2257   Ewing ST #1,LOS ANGELES,90039,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,500","$2,200",470,$4.68,1962,1,"Community,Outside",No,1-Year,Unfurnished,,"7,493"
SR25237471MR,Single Family,8407,8407   Terhune  ,SUN VALLEY,91352,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",550,$4,1950,0,Inside,,1-Year,Unfurnished,818-400-1868,"5,501"
SR25237862MR,Single Family,6956,6956   Wystone  #B,RESEDA,91335,1,1.00 (0 1 0 0),,$500.00,,"$2,200","$2,200","$2,200",690,$3.19,1950,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,,818 429-2793,"6,113"
SR25237175MR,Condominium,5255,5255   Bellingham  #101,VALLEY VILLAGE,91607,1,1.00 (1 0 0 0),,$0.00,30,"$2,200","$2,200","$2,200",767,$2.87,1978,2,Community,No,1-Year,Furnished,818-426-9286,"22,815"
PW25237425MR,,3536,3536   West Adams  #3538 1/2,LOS ANGELES,90018,1,1.00 (1 0 0 0),,$500.00,,"$2,200","$1,975","$2,200",900,$2.44,1924,0,"In Kitchen,Washer,Washer Included",,1-Year,Unfurnished,,"7,500"
PW25237790MR,Single Family,729,729  W 79th  ,LOS ANGELES,90044,2,1.00 (1 0 0 0),,$0.00,100,"$2,200","$2,500","$2,200","2,511",$0.88,1913,0,None,No,1-Year,Unfurnished,714-726-4421,"8,000"
SR25239521MR,Single Family,173605,173605   Lemac  ,NORTHRIDGE,91325,1,1.00 (1 0 0 0),,$500.00,,"$2,250","$2,000","$2,250",800,$2.81,2022,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,805-404-0490,"217,800,000"
WS25236102MR,Apartment,8903,8903   Glendon Way ,ROSEMEAD,91770,2,2.00 (2 0 0 0),100,$0.00,,"$2,250","$2,300","$2,250",870,$2.59,1978,2,"Community,Room",No,1-Year,Unfurnished,626-390-3814,"15,414"
25606165,,3700,3700  W Sunset Blvd #14,Los Angeles,90026,0,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",600,$3.75,1917,0,In Unit,Call,1-Year,Unfurnished,310-650-9696,"6,726"
25604295,Condominium,3810,3810   Wilshire Blvd #402,Los Angeles,90010,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",830,$2.71,1962,1,In Unit,Call,1+Year,Unfurnished,424-359-9145,"64,171"
25604249,,2925,2925   Marsh St ,Los Angeles,90039,0,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",327,$7.02,2025,0,In Unit,Yes,"1-Year,12 Months,Other",Unfurnished,310-923-1550,"4,944"
25604753,Apartment,1943,1943   Overland Ave #8,Los Angeles,90025,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",800,$2.87,1960,1,Community,Call,1-Year,Unfurnished,213-713-0372,"6,749"
25605245,Apartment,3527,3527   Dunn Dr #4,Los Angeles,90034,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",800,$2.87,1961,1,Community,Yes,1+Year,Unfurnished,310-801-4023,"4,908"
SR25237324MR,Apartment,702,702  S St Andrews Place  #2,LOS ANGELES,90005,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",750,$3.06,1957,1,Community,,1-Year,Unfurnished,818-383-5527,"9,355"
IV25236206MR,Apartment,1032,1032   Arcadia AVE ,ARCADIA,91007,2,1.00 (1 0 0 0),,$0.00,,"$2,298","$2,298","$2,298",925,$2.48,1955,1,Community,No,1-Year,Unfurnished,,"20,000"
GD25238864IT,Condominium,5820,5820   Lankershim  #3,NORTH HOLLYWOOD,91601,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",650,$3.54,1957,0,Community,,1-Year,Unfurnished,8189009121,"6,999"
GD25237077IT,,11746,11746  N De Garmo AVE ,SAN FERNANDO,91340,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",600,$3.83,2025,1,Inside,,1-Year,Unfurnished,818-437-2433,"9,022"
DW25237554MR,Apartment,1148,1148   West BLVD #B,LOS ANGELES,90019,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",600,$3.83,1923,0,"Electric Dryer Hookup,Hookup - Electric",No,Negotiable,Furnished,,"5,600"
25605915,,16037,16037   Vanowen St #112,Van Nuys,91406,2,3.00 (2 0 1 0),,,,"$2,300","$2,300","$2,300",825,$2.79,1990,2,Community,No,"12 Months,1-Year",Unfurnished,323-868-0004,"16,598"
SR25237896MR,Condominium,5301,5301   Yarmouth  #7,ENCINO,91316,1,1.00 (1 0 0 0),,$500.00,100,"$2,300","$2,300","$2,300",919,$2.50,1969,1,In Closet,,1-Year,Unfurnished,818-915-9056,"21,807"
PW25239080MR,,45410,45410   Corkwood Avenue ,LANCASTER,93534,2,1.00 (1 0 0 0),,$0.00,50,"$2,300","$2,000","$2,300",800,$2.88,1957,2,"Electric Dryer Hookup,Hookup - Electric",,1-Year,Unfurnished,,"6,024"
SR25238649MR,Single Family,44428,44428   Elm AVE ,LANCASTER,93534,3,2.00 (2 0 0 0),,$500.00,,"$2,300","$2,300","$2,300","1,200",$1.92,1945,0,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",,1-Year,Unfurnished,818-979-5712,"8,970"
25606173,,10275,10275   Missouri Ave #303,Los Angeles,90025,0,1.00 (1 0 0 0),,,,"$2,310","$2,310","$2,310",520,$4.44,2002,0,In Unit,Yes,"1+Year,12 Months",Unfurnished,847-436-4917,"8,439"
25604627,,687,687  S Hobart BLVD #518,LOS ANGELES,90005,0,1.00 (1 0 0 0),,,,"$2,306",$500,"$2,315",435,$5.32,2018,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
25605753,Apartment,1759,1759  N Gower St #103,Los Angeles,90028,1,1.00 (1 0 0 0),,$600.00,,"$2,325","$1,000","$2,325",670,$3.47,2024,1,In Unit,Yes,1+Year,Unfurnished,323-570-4290,"17,273"
25601979,,1217,1217   9th St #13,Santa Monica,90401,0,1.00 (1 0 0 0),,,,"$2,345",$900,"$2,345",300,$7.82,1924,0,Community,Call,12 Months,Unfurnished,310-780-9495,"7,517"
25604217,,7045,7045   Hawthorn Ave #207,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",995,$2.36,1963,1,"Community,Laundry Area",Yes,1-Year,Unfurnished,310-500-5621,"14,922"
25605719,,361,361  S DETROIT ST #402,LOS ANGELES,90036,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350","22,524",$0.10,1928,0,Community,Call,1-Year,Unfurnished,818-223-1750,"7,803"
AR25236648MR,,118,118   Fano ST ,ARCADIA,91006,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",750,$3.13,1948,0,None,,"Negotiable,Other",Unfurnished,626-202-6446,"8,002"
AR25237139MR,,120,120   Fano ST ,ARCADIA,91006,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",750,$3.13,1948,0,None,,"Negotiable,Other",Unfurnished,626-202-6446,"8,002"
PW25238284MR,Condominium,426,426  E Hullett  ,LONG BEACH,90805,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",950,$2.47,1986,3,None,No,1-Year,Unfurnished,714-686-8419,"5,748"
25605679,Apartment,1117,1117  S BRONSON AVE #6,LOS ANGELES,90019,1,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",900,$2.66,1962,0,In Unit,Yes,1+Year,Unfurnished,310-438-5885,"15,361"
25605749,Apartment,1759,1759  N Gower St #203,Los Angeles,90028,1,1.00 (1 0 0 0),,$600.00,,"$2,395","$1,000","$2,395",670,$3.57,2024,1,In Unit,Yes,1+Year,Unfurnished,323-570-4290,"17,273"
25604633,,687,687  S Hobart BLVD #631,LOS ANGELES,90005,0,1.00 (1 0 0 0),,,,"$2,357",$500,"$2,399",435,$5.51,2018,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
25604639,Apartment,451,451  S Oakhurst Dr  #6,Beverly Hills,90212,1,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",720,$3.33,1953,1,Laundry Area,Yes,1-Year,Unfurnished,424-944-5230,"6,077"
225005148VC,Single Family,6619,6619   Daryn DR #1/2,WEST HILLS,91307,4,3.00 (3 0 0 0),,$250.00,,"$2,400","$2,400","$2,400","2,546",$0.94,1968,0,,,,Unfurnished,(818) 577-6759,"15,403"
25605811,,918,918   GARDNER ST ,WEST HOLLYWOOD,90046,0,1.00 (0 1 0 0),,,,"$2,400","$2,400","$2,400",458,$5.24,1921,0,None,Call,Negotiable,Unfurnished,949-295-3888,"4,726"
AR25238470MR,Condominium,1073,1073  W Calle De La Luna  #4,AZUSA,91702,2,1.00 (1 0 0 0),,$0.00,50,"$2,400","$4,800","$2,400",771,$3.11,1971,4,Community,No,1-Year,Unfurnished,626-233-0239,"58,035"
PV25238515MR,Apartment,811,811  S Centre ST #4,SAN PEDRO,90731,3,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",870,$2.76,1957,1,In Kitchen,,1-Year,Unfurnished,310-488-2351,"4,501"
25606191,,750,750  S Oxford Ave #501,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,409","$1,500","$2,409",457,$5.27,2022,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
SB25236461MR,Single Family,978,978   Hyperion AVE ,LOS ANGELES,90029,1,1.00 (1 0 0 0),,$250.00,,"$2,448","$2,448","$2,448",595,$4.11,1912,0,Inside,,1-Year,Unfurnished,424-409-8976,"7,351"
TR25236734MR,Condominium,18206,18206   Via Dicha  #3,ROWLAND HEIGHTS,91748,2,1.00 (1 0 0 0),,$0.00,,"$2,450","$3,750","$2,450",836,$2.93,1970,4,"Community,Dryer,Dryer Included,In Carport,Washer,Washer Included",No,1-Year,Unfurnished,626-610-5777,
25605361,,687,687  S Hobart BLVD #701,LOS ANGELES,90005,0,1.00 (1 0 0 0),,,,"$2,459",$500,"$2,459",435,$5.65,2018,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
25604571,,3105,3105   Bellevue Ave #407,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$2,475","$2,475","$2,475",520,$4.76,2025,0,In Unit,Call,1+Year,Unfurnished,424-704-3373,"7,500"
WS25236469MR,Apartment,251,251   N Oakland Ave #5,PASADENA,91101,1,1.00 (1 0 0 0),,$0.00,,"$2,490","$2,560","$2,490",710,$3.51,1954,12,"Dryer,Dryer Included,In Kitchen,Inside,Washer,Washer Included",,1-Year,Unfurnished,626-461-2965,"9,788"
