MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
225003464VC,,6213,6213   Whitsett AVE ,NORTH HOLLYWOOD,91606,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",,$0,1981,1,"Community,Room",,,,(805) 807-8728,"6,238"
25563557,,1034,1034  S Ardmore Ave ,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$1,750","$1,800","$1,750",600,$2.92,1965,1,Community,No,1+Year,Unfurnished,213-249-8949,"5,904"
25564481,,8454,8454   Zelzah Ave ,Northridge,91325,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",,$0,2020,1,Inside,Yes,1+Year,Unfurnished,818-281-5301,440
AR25157774MR,Apartment,14222,14222   Sylvan  ,VAN NUYS,91401,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",675,$2.59,1957,1,Community,,1-Year,Unfurnished,626-841-0727,"8,753"
CV25156817MR,Apartment,657,657   Scott Pl Unit 5  ,GLENDORA,91740,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",600,$2.92,1962,1,"Gas Dryer Hookup,Washer Hookup",No,Month-to-Month,Unfurnished,909-750-1763,"14,407"
SB25157276MR,,893,893  N Oakland AVE ,PASADENA,91104,0,1.00 (1 0 0 0),,$0.00,100,"$1,776","$1,748","$1,776",510,$3.48,1948,2,None,No,1-Year,Unfurnished,424-230-6503,"8,710"
25562915,,6640,6640   WOODLEY AVE #204,VAN NUYS,91406,1,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",550,$3.26,1978,1,Community,Yes,1+Year,Unfurnished,310-922-6691,"39,239"
CV25156320MR,,420,420  N 3rd ST #B,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,100,"$1,800","$1,800","$1,800",508,$3.54,1923,1,Washer Hookup,No,1-Year,Unfurnished,626-512-8220,"7,977"
P1-23201PF,,429,429   Magnolia ST ,SOUTH PASADENA,91030,0,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",500,$3.60,1948,1,None,No,1-Year,Unfurnished,(213) 631-6888,500
PF25151288PF,,533,533   Margaret  ,LOS ANGELES,90022,1,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,800","$1,800",700,$2.57,1940,0,None,,1-Year,Unfurnished,818-590-9246,"5,468"
PF25157435PF,Apartment,208,208  S Mariposa  #6,LOS ANGELES,90004,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,890","$1,800",700,$2.57,1954,1,Laundry Area,,1-Year,Unfurnished,818-590-9246,"7,502"
PW25156932MR,,2851,2851  E Vista ST ,LONG BEACH,90803,0,1.00 (1 0 0 0),,$200.00,200,"$1,800","$1,800","$1,800",400,$4.50,1992,0,"Laundry Area,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,562-824-4846,
SR25157958MR,Apartment,1944,1944   New England ST ,LOS ANGELES,90007,2,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800","7,424",$0.24,1903,0,None,No,1-Year,Unfurnished,323-481-8517,"7,002"
SR25157155MR,Apartment,7055,7055   Etiwanda AVE #108,RESEDA,91335,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",800,$2.31,1977,2,"Community,Laundry Area",No,1-Year,Unfurnished,818-324-9727,"13,376"
PW25154340MR,Apartment,4916,4916   Florence  #4,BELL,90201,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",534,$3.46,1964,2,Laundry Area,Yes,1-Year,Unfurnished,,"38,348"
BB25154408MR,Apartment,1806,1806   Tamerlane DR #B,GLENDALE,91208,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,895","$1,850",644,$2.87,1950,1,Community,No,1-Year,Unfurnished,323-301-0000,"29,731"
CV25153754MR,Condominium,960,960   Bonita  #54,POMONA,91767,1,1.00 (1 0 0 0),,$500.00,,"$1,850","$1,850","$1,850",680,$2.72,1979,1,Community,,1-Year,Unfurnished,626-216-8067,
PW25142900MR,Apartment,1777,1777   Cerritos AVE #1,LONG BEACH,90813,2,1.00 (1 0 0 0),,$500.00,,"$1,875","$1,875","$1,875",600,$3.13,1923,1,Laundry Area,,1-Year,Unfurnished,,"6,500"
SR25157733MR,Apartment,17108,17108   Minnehaha ST #A,GRANADA HILLS,91344,1,1.00 (1 0 0 0),,$0.00,,"$1,890","$1,890","$1,890","1,838",$1.03,1966,0,"Electric Dryer Hookup,Gas Dryer Hookup,Gas Or Electric Dryer Hookup,Hookup - Electric,In Closet,Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,818-642-5843,"7,567"
SR25155620MR,Single Family,7357,7357   Cleon AVE ,SUN VALLEY,91352,1,1.00 (0 1 0 0),,$500.00,,"$1,900","$2,000","$1,900",400,$4.75,1954,0,Inside,,1-Year,Unfurnished,818-522-2863,"6,629"
WS25157348MR,Single Family,6956,6956   San Gabriel Blvd #1,SAN GABRIEL,91775,0,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",650,$2.92,1933,1,"Laundry Area,Other",No,1-Year,Furnished,626-318-5286,"17,594"
CV25154896MR,,2142,2142  N Manning ST ,BURBANK,91505,0,1.00 (1 0 0 0),,$0.00,25,"$1,900","$2,050","$1,900",500,$3.80,2025,0,Outside,No,1-Year,Unfurnished,310-562-5994,"6,000"
SR25154964MR,Apartment,10900,10900   Blix ST #10,NORTH HOLLYWOOD,91602,1,1.00 (1 0 0 0),,$500.00,75,"$1,949","$1,949","$1,949",600,$3.25,1986,0,"Community,Laundry Area",,"1-Year,Negotiable",Unfurnished,818-239-6320,"10,960"
SR25155685MR,Apartment,45419,45419   10th ST #D,LANCASTER,93534,2,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",900,$2.17,1981,1,None,No,1-Year,Unfurnished,818-203-8232,"8,197"
CV25155732MR,Apartment,11713,11713   Killian ST ,EL MONTE,91732,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",500,$3.90,1965,0,"Dryer,Dryer Included,Washer,Washer Included",No,"1-Year,Month-to-Month,Negotiable",Unfurnished,626-228-8485,"7,224"
DW25155378MR,Apartment,3076,3076   Liberty BLVD ,SOUTH GATE,90280,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,000","$1,950",600,$3.25,1927,0,None,,Other,Unfurnished,323-646-9087,"7,201"
SR25158254MR,,21703,21703   Costanso  ,WOODLAND HILLS,91364,1,1.00 (1 0 0 0),,$0.00,,"$1,980","$1,980","$1,980",400,$4.95,2025,0,"In Kitchen,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,818-266-3214,"7,877"
PV25155039MR,Apartment,21006,21006   Henrietta  #H,TORRANCE,90503,1,1.00 (1 0 0 0),,$100.00,,"$1,990","$1,990","$1,990",512,$3.89,1948,3,Community,,1-Year,Unfurnished,,"7,686"
25563947,,1122,1122  N Formosa Ave #1,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",650,$3.07,1956,1,Community,Call,"1+Year,Renewal Options",Unfurnished,310-721-1383,"6,825"
SR25158185MR,,6701,6701   Andasol AVE ,LAKE BALBOA,91406,0,1.00 (1 0 0 0),,$0.00,100,"$1,995","$1,995","$1,995",270,$7.39,1940,0,Inside,No,1-Year,Unfurnished,818-370-9225,"17,002"
PW25156147MR,Condominium,120,120   Alamitos Ave #32,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",658,$3.03,1959,0,Other,No,Other,Unfurnished,,"1,500"
SR25145542MR,Apartment,5255,5255   Satsuma AVE #8,NORTH HOLLYWOOD,91601,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",700,$2.86,1963,1,Community,No,1-Year,Unfurnished,818-621-5174,"8,099"
SR25153056MR,Apartment,6045,6045   Hazelhurst PL #7,NORTH HOLLYWOOD,91606,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000","8,476",$0.24,1972,2,Laundry Area,No,1-Year,Unfurnished,818-400-8589,"15,452"
WS25156208MR,Condominium,17056,17056   Colima RD #221,HACIENDA HEIGHTS,91745,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",612,$3.27,1979,1,Community,No,1-Year,Unfurnished,626-400-0084,"495,443"
25564423,,3422,3422   Maricopa St #117,Torrance,90503,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",750,$2.67,1971,1,Community,No,1+Year,Unfurnished,310-562-8483,"54,429"
25563571,Apartment,18942,18942   Covello St ,Reseda,91335,1,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,000","$2,000",,$0,2024,1,"Laundry Area,In Closet",Yes,"1+Year,1-Year,24 Months,12 Months",Unfurnished,310-365-5102,"5,950"
IG25158447MR,Apartment,1685,1685  S Reservoir ST ,POMONA,91766,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$1,500","$2,000",800,$2.50,1961,2,"In Kitchen,Inside",No,1-Year,Unfurnished,909-957-9902,"25,458"
TR25158444MR,Loft,420,420  S San Pedro ST #304,LOS ANGELES,90013,0,1.00 (1 0 0 0),,$400.00,50,"$2,049","$2,050","$2,049",680,$3.01,1922,1,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,909-525-6739,"76,411"
SB25156319MR,Apartment,1036,1036  S Normandie AVE #12A,LOS ANGELES,90006,1,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,050","$2,050",600,$3.42,1963,1,Laundry Area,,1-Year,Unfurnished,310-528-4860,"17,724"
25563539,,536,536   Manhattan Pl #309,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$2,050","$2,050","$2,050",680,$3.01,1986,1,"Community,Laundry Area",No,1+Year,Unfurnished,213-705-1111,"27,000"
25564621,Apartment,738,738  S Normandie Ave #208,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$2,055","$2,055","$2,055",0,$0,,22,In Unit,Call,1+Year,Unfurnished,323-828-8870,"7,519"
SR25157227MR,,839,839  E Avenue P12  #841,PALMDALE,93550,2,1.00 (1 0 0 0),,$100.00,100,"$2,080","$2,080","$2,080",887,$2.34,1957,2,In Kitchen,,1-Year,Unfurnished,661-974-5924,"6,100"
GD25157636IT,Apartment,1835,1835   N Alexandria AVE #2,LOS ANGELES,90027,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",950,$2.21,1957,1,Community,,1-Year,Unfurnished,,"7,048"
P1-23215PF,Condominium,630,630  W 6th ST #516,LOS ANGELES,90017,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,600","$2,100",690,$3.04,1962,1,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,Other,Stackable W/D Hookup,Washer,Washer Included",No,"1-Year,Negotiable",Unfurnished,(626) 676-9111,"26,615"
CV25155523MR,,2591,2591   Hayes DR ,LA VERNE,91750,2,2.00 (2 0 0 0),,$0.00,,"$2,100","$2,100","$2,100","1,000",$2.10,1964,3,"Dryer,Dryer Included,Inside,Washer,Washer Included",No,1-Year,Unfurnished,909-552-9020,"9,312"
AR25155423MR,Single Family,1223,1223  S Santa Anita AVE ,ARCADIA,91006,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,200","$2,100",400,$5.25,1923,0,Outside,No,1-Year,Unfurnished,626-824-5184,"19,849"
25564727,,1217,1217   25Th St #B,Santa Monica,90404,0,1.00 (0 1 0 0),,,,"$2,100","$2,100","$2,100",0,$0,1950,0,Community,Call,1+Year,Unfurnished,310-666-6941,"5,307"
25564433,,3422,3422   Maricopa St #210,Torrance,90503,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",750,$2.80,1971,1,Community,No,1+Year,Unfurnished,310-562-8483,"54,429"
25564435,,3422,3422   Maricopa St #109,Torrance,90503,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",750,$2.80,1971,1,Community,No,1+Year,Furnished,310-562-8483,"54,429"
SR25153187MR,Apartment,620,620   Hill ST #2,INGLEWOOD,90302,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,500","$2,100",800,$2.63,1948,1,Room,,1-Year,Unfurnished,818-621-9445,"7,909"
SR25154240MR,Apartment,632,632   Manchester  #7,INGLEWOOD,90301,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,200","$2,100",800,$2.63,1969,1,Laundry Area,,1-Year,Unfurnished,818-621-9445,"7,286"
SR25154879MR,Apartment,454,454  E Avenue Q3  #8,PALMDALE,93550,2,2.00 (2 0 0 0),,$0.00,,"$2,100",$0,"$2,100",896,$2.34,1985,2,"Gas Dryer Hookup,Inside,Washer Hookup",No,Other,Unfurnished,661-312-9877,"17,993"
SB25156389MR,,1702,1702  W 60th ST ,LOS ANGELES,90047,2,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",624,$3.37,1924,1,None,,1-Year,Unfurnished,424-732-2821,"6,340"
WS25155516MR,Single Family,3933,3933 1/2  Shadydale  ,COVINA,91722,1,1.00 (1 0 0 0),,$300.00,,"$2,100","$2,100","$2,100",600,$3.50,2020,0,"Electric Dryer Hookup,Hookup - Electric,In Closet,Washer Hookup",,1-Year,Unfurnished,626-560-0773,"6,897"
TR25124913MR,Condominium,17004,17004   Colima RD #4,HACIENDA HEIGHTS,91745,1,1.00 (1 0 0 0),,$200.00,150,"$2,150","$2,200","$2,150",612,$3.51,1979,0,Community,,1-Year,Unfurnished,626-824-8819,"292,128"
SR25156906MR,Apartment,6745,6745   Laurel Canyon BLVD #103,NORTH HOLLYWOOD,91606,2,1.00 (1 0 0 0),,$300.00,25,"$2,150","$2,150","$2,150",750,$2.87,1985,2,None,,1-Year,Unfurnished,,"5,751"
25562675,,6319,6319   Fulton Ave ,Van Nuys,91401,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",700,$3.07,1948,0,"In Unit,Laundry Closet Stacked",Yes,1-Year,Unfurnished,310-666-9682,"5,999"
AR25157140MR,,5629,5629   Temple City Blvd ,TEMPLE CITY,91780,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",600,$3.58,1949,1,Community,No,1-Year,Unfurnished,626-389-3899,"8,968"
P1-23149PF,Apartment,4124,4124 3/4  Monroe ST ,LOS ANGELES,90029,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",650,$3.31,1948,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,,Unfurnished,(818) 275-4809,"10,866"
25564953,,929,929  N San Vicente Blvd #4,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",800,$2.74,1960,0,Community,Yes,1+Year,Unfurnished,310-270-1532,"6,628"
25562847,Apartment,1126,1126  N Cornwell St #108,Los Angeles,90033,0,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",700,$3.14,2024,1,In Unit,Call,"1+Year,12 Months",Unfurnished,213-797-5559,"15,006"
25563729,,1117,1117  W 94th St ,Los Angeles,90044,3,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",900,$2.44,1927,0,In Unit,Call,1+Year,Unfurnished,213-500-1123,"9,237"
AR25155117MR,Apartment,420,420   Magnolia AVE ,LONG BEACH,90802,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",860,$2.56,1923,0,"Gas Dryer Hookup,Inside,Room,Washer Hookup",,1-Year,Unfurnished,626-825-9971,"2,280"
PW25157741MR,Apartment,5480,5480  E Atherton ST #11,LONG BEACH,90815,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200","22,774",$0.10,1961,0,Community,No,1-Year,Unfurnished,714-875-0557,"25,820"
PW25153894MR,Apartment,5852,5852   Orange AVE #3,LONG BEACH,90805,2,1.00 (1 0 0 0),,$300.00,100,"$2,200","$2,600","$2,200",800,$2.75,1959,0,"In Kitchen,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,,"4,607"
BB25154400MR,Apartment,1806,1806   Tamerlane DR #D,GLENDALE,91208,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",900,$2.50,1950,1,Community,No,1-Year,Unfurnished,323-301-0000,"29,731"
CV25157846MR,Single Family,217,217   11th ST ,CLAREMONT,91711,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",794,$2.83,1924,0,"Inside,Room",No,1-Year,Unfurnished,909-224-0008,"16,300"
OC25156464MR,Townhouse,651,651  E Italia ST ,COVINA,91723,2,2.00 (2 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",800,$2.81,1963,4,"Outside,Washer Hookup",No,"1+Year,1-Year,Other",Unfurnished,714-878-8671,
25563553,,7852,7852   Flight  ,Los Angeles,90045,2,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",,$0,,2,Community,Yes,1+Year,Unfurnished,310-694-2813,"8,053"
25562723,,854,854  S Sherbourne Dr #1,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",,$0,1955,1,None,Call,1+Year,Unfurnished,805-824-9110,"5,976"
PW25155308MR,,3670,3670  W 113th ST ,INGLEWOOD,90303,1,1.00 (1 0 0 0),,$0.00,150,"$2,295","$3,295","$2,295",650,$3.53,1956,1,Outside,No,1-Year,Unfurnished,,"8,273"
TR25153888MR,Condominium,960,960  E Bonita AVE #58,POMONA,91767,2,2.00 (2 0 0 0),,$0.00,,"$2,495","$3,000","$2,295",955,$2.40,1979,1,Community,,1-Year,Unfurnished,,"354,990"
25564203,,2260,2260  N Cahuenga Blvd #305,Los Angeles,90068,1,1.00 (1 0 0 0),,,,"$2,299","$2,299","$2,299",938,$2.45,1965,0,Community,Yes,1+Year,Unfurnished,818-605-7880,"18,024"
BB25155392MR,,642,642  W Glenoaks BLVD #C,GLENDALE,91202,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",400,$5.75,2025,0,Laundry Area,,1-Year,Unfurnished,818-800-4640,"5,941"
AR25153628MR,Condominium,320,320  S Gramercy PL #109,LOS ANGELES,90020,1,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,500","$2,300",642,$3.58,1964,1,"Community,Other,Washer,Washer Included",,1-Year,Unfurnished,818-523-5389,"15,020"
SB25153491MR,Apartment,17313,17313   S DENKER ST ,GARDENA,90247,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",985,$2.34,1955,1,Community,No,1-Year,Unfurnished,310-897-8256,"5,550"
RS25152323MR,Condominium,388,388  S Prospectors RD #120,DIAMOND BAR,91765,1,1.00 (1 0 0 0),,$0.00,200,"$2,350","$2,300","$2,350",884,$2.66,1979,1,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,562-569-3311,"179,533"
SB25157540MR,Apartment,12503,12503   Grevillea AVE ,HAWTHORNE,90250,2,1.00 (1 0 0 0),,$0.00,,"$2,350",$0,"$2,350",850,$2.76,1953,0,Community,,1-Year,Unfurnished,424-732-2821,"5,378"
TR25156166MR,Apartment,316,316  W Avenue 38  ,LOS ANGELES,90065,2,1.00 (1 0 0 0),,$500.00,,"$2,350","$2,350","$2,350",900,$2.61,1991,0,Community,,1-Year,Unfurnished,626-250-9202,"13,016"
WS25155695MR,,1232,1232   Dell DR ,MONTEREY PARK,91754,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",800,$2.94,1956,4,"Electric Dryer Hookup,Hookup - Electric,Inside",No,1-Year,Unfurnished,626-202-6030,"13,130"
CV25157665MR,,1209,1209  W 40th PL ,LOS ANGELES,90037,2,1.00 (1 0 0 0),,$300.00,,"$2,350","$2,350","$2,350",650,$3.62,1965,1,Other,,1-Year,Unfurnished,626-347-0696,"6,000"
P1-23202PF,,603,603   Hoefner AVE ,EAST LOS ANGELES,90022,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",780,$3.01,1930,0,Washer Hookup,,,Unfurnished,(323) 821-3969,"5,542"
25564193,,12114,12114   Idaho  #8,Los Angeles,90025,0,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",,$0,,0,"In Unit,Laundry Closet Stacked",Yes,1+Year,Unfurnished,310-780-1720,"100,000"
25564567,Apartment,7223,7223   Willoughby Ave #106,Los Angeles,90046,1,1.00 (1 0 0 0),,$500.00,,"$2,395","$2,395","$2,395",600,$3.99,1929,0,In Unit,Yes,1+Year,Unfurnished,310-962-5000,"8,321"
25563959,,10303,10303   Palms Blvd #5,Los Angeles,90034,2,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",900,$2.67,1957,1,Community,Call,None,Unfurnished,407-342-7696,"6,204"
P1-23192PF,Apartment,726,726   Pearl ST #C,SAN GABRIEL,91776,2,2.00 (2 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",925,$2.59,1986,2,"Community,Laundry Area,On Upper Level",No,1-Year,Unfurnished,(626) 234-9369,"11,112"
IG25156626MR,Townhouse,1733,1733  E Natalie AVE #4,WEST COVINA,91792,2,1.00 (1 0 0 0),,$600.00,200,"$2,400","$2,400","$2,400",900,$2.67,1978,1,Garage,No,1-Year,Unfurnished,626-922-1888,"13,109"
CV25155448MR,Apartment,149,149  S Pennsylvania AVE ,GLENDORA,91741,2,2.00 (1 0 1 0),,$0.00,,"$2,400","$2,500","$2,400","1,123",$2.14,1986,2,"Gas Dryer Hookup,Washer Hookup",No,Month-to-Month,Unfurnished,909-750-1763,"9,235"
25565215,,4911,4911   August St #4,Los Angeles,90008,3,2.00 (2 0 0 0),,,,"$2,400","$2,300","$2,400","1,200",$2,1961,1,Community,No,1-Year,Unfurnished,310-901-9356,"16,205"
SR25153132MR,Condominium,6520,6520   Shirley AVE #3,RESEDA,91335,2,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,200","$2,400",742,$3.23,1963,1,Community,,1-Year,Unfurnished,818-605-4089,"18,203"
SB25154434MR,Condominium,360,360  W Avenue 26  #323,LINCOLN HEIGHTS,90031,0,1.00 (1 0 0 0),,$0.00,,"$2,450","$2,450","$2,450",630,$3.89,2006,2,In Closet,,"1-Year,Negotiable",,213-610-1011,"53,961"
PW25147217MR,Condominium,1525,1525   Walnut Leaf DR #209,WALNUT,91789,2,2.00 (2 0 0 0),350,$0.00,100,"$2,450","$2,450","$2,450",905,$2.71,1973,1,Laundry Area,No,1-Year,Unfurnished,7144828575,"52,895"
WS25145247MR,Apartment,701,701   Mira Monte PL ,PASADENA,91101,1,1.00 (1 0 0 0),,$0.00,,"$2,450","$2,450","$2,450",616,$3.98,1928,2,Gas Dryer Hookup,,1-Year,Unfurnished,3236577591,"3,591"
25564341,,1236,1236  N Flores St #203,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,450","$2,450","$2,450",,$0,1931,1,Community,Yes,1+Year,Unfurnished,310-658-4525,"8,802"
PW25158363MR,Apartment,1908,1908   Gardena AVE #10,GLENDALE,91204,2,1.00 (1 0 0 0),,$0.00,50,"$2,475","$2,475","$2,475",900,$2.75,1963,2,"Community,Room",No,1-Year,Unfurnished,714-473-0777,"15,965"
SB25154375MR,Condominium,5403,5403   Newcastle AVE #69,ENCINO,91316,2,2.00 (2 0 0 0),,$0.00,,"$2,495","$2,495","$2,495",831,$3.00,1967,2,Community,,1-Year,Furnished,310-717-7277,"60,914"
25564483,,1643,1643  N Formosa Ave #3,Los Angeles,90046,2,1.00 (1 0 0 0),,,,"$2,495","$2,495","$2,495",900,$2.77,,1,"Laundry Area,Room",Call,1+Year,Unfurnished,310-691-6199,0
