MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
26990935,,5320,5320  W Olympic Blvd #10,Los Angeles,90036,0,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",650,$2.69,,0,Laundry Area,Yes,1+Year,Unfurnished,323-782-1260,"10,817"
CV26205625MR,Apartment,740,740  W 82nd ST #4,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,800",$0,"$1,750",800,$2.19,1920,0,Laundry Area,No,1-Year,Unfurnished,323-272-7184,"7,003"
SB26204686MR,Apartment,4307,4307  W 142nd ST #4,HAWTHORNE,90250,1,1.00 (1 0 0 0),,$0.00,,"$1,795","$1,795","$1,795",500,$3.59,1986,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"11,698"
26991693,,5361,5361   Russell Ave #215,Los Angeles,90027,1,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",600,$2.99,1963,1,"Laundry Area,Community",Yes,"1+Year,12 Months,Other,24 Months",Unfurnished,310-801-1242,"25,092"
26990571,,1411,1411  S Bonnie Brae St,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",625,$2.87,1951,1,In Unit,Call,Month-to-Month,Unfurnished,3107755626,"6,368"
26991311,Condominium,345,345  S Alexandria Ave #304,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",540,$3.33,1989,1,Community,No,"1+Year,12 Months",Unfurnished,310-488-2592,"41,530"
26992163,,138,138  N Mariposa Ave #C,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",550,$3.27,,1,None,Call,1+Year,Unfurnished,213-598-0786,"7,213"
26992327,,17807,17807   Bromley Ct #B,Encino,91316,0,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,800","$1,800",300,$6.00,1949,0,None,Call,12 Months,Unfurnished,310-666-2246,"5,789"
CV26207636MR,,1843,1843   Norval ST,POMONA,91766,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",490,$3.67,2024,0,Inside,,1-Year,Unfurnished,833-832-6770,490
26990701,,3640,3640   Wilshire Blvd #619,Los Angeles,90010,1,1.00 (1 0 0 0),,,,"$1,837",$900,"$1,837",530,$3.47,2017,1,"Inside,In Closet,In Unit",Yes,"1+Year,1-Year,12 Months",Unfurnished,213-421-4675,"41,918"
SR26205653MR,Condominium,1419,1419  S Curson AVE #B,LOS ANGELES,90019,0,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",300,$6.32,1936,0,Other,No,1-Year,Furnished,818-231-2670,"5,954"
GD26205358IT,Apartment,13520,13520   Rye ST,SHERMAN OAKS,91423,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,995","$1,895",700,$2.71,1956,1,Laundry Area,,1-Year,Unfurnished,626-657-7575,"4,998"
GD26206569IT,Single Family,13932,13932   Vanowen ST,VAN NUYS,91405,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",420,$4.52,1989,0,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,818-281-8812,"5,000"
26989911,Condominium,11253,11253   Hatteras St #3/4,North Hollywood,91601,1,1.00 (1 0 0 0),,$500.00,,"$1,900","$2,000","$1,900",400,$4.75,2024,1,"In Unit,Inside,In Closet",Call,"1+Year,1-Year,24 Months,12 Months",Unfurnished,818-904-9505,"6,998"
26990645,,6226,6226 1/2  De Longpre Ave,Los Angeles,90028,2,1.00 (1 0 0 0),,,,"$1,900","$2,000","$1,900",,$0.00,1953,0,Community,Call,1+Year,Unfurnished,310-820-1343,"6,082"
SR26207271MR,Apartment,3720,3720   Kelton  #5,LOS ANGELES,90034,0,1.00 (1 0 0 0),,$500.00,,"$1,900","$1,900","$1,900",400,$4.75,1966,0,Laundry Area,,1-Year,Unfurnished,310-980-8410,"4,997"
SR26208398MR,Apartment,3131,3131   Perlita,LOS ANGELES,90039,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",700,$3,1958,1,None,,1-Year,Unfurnished,818-400-1868,"10,800"
PW26204359MR,Apartment,12596,12596   Adler DR #F,WHITTIER,90606,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",600,$3.17,1984,1,Community,No,1-Year,Furnished,562-217-7646,"11,311"
26990529,Apartment,4467,4467  W 120th St #3,Hawthorne,90250,1,1.00 (1 0 0 0),,,,"$1,900","$1,500","$1,900",560,$3.39,1887,1,Community,No,1+Year,Unfurnished,310-850-2561,"9,703"
SR26208010MR,Single Family,10133,10133   Kester AVE,MISSION HILLS,91345,1,1.00 (1 0 0 0),,$0.00,,"$1,925","$2,000","$1,925",400,$5,1955,0,"Inside,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,818-470-2304,"9,190"
26990185,Apartment,932,932   Wilcox Ave #6,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",,$0.00,1958,1,Community,Call,"1-Year,12 Months",Unfurnished,9177052497,"6,815"
GD26208025IT,,1104,1104   Graynold AVE,GLENDALE,91202,0,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",600,$3.25,1947,0,"Community,Laundry Area",,"1-Year,Negotiable",Unfurnished,818-636-2055,"7,185"
26991625,,5800,5800   Harold Way #210,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,964","$2,095","$1,964",600,$3.27,2016,2,In Unit,Yes,"12 Months,Other",Unfurnished,310-801-1242,"35,124"
SR26204183MR,Apartment,12203,12203   Magnolia  #204,VALLEY VILLAGE,91607,1,1.00 (1 0 0 0),,$500.00,25,"$1,995","$1,995","$1,995",700,$2.85,1977,1,Community,,1-Year,Unfurnished,818-389-7800,"20,000"
SR26205652MR,Condominium,8418,8418   Rhea Avenue,NORTHRIDGE,91324,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",475,$4,1958,0,Inside,No,1-Year,Furnished,818-235-8374,"7,986"
26990921,,1618,1618  N Kenmore Ave #6,Los Angeles,90027,1,2.00 (1 0 1 0),,$0.00,,"$1,995","$1,995","$1,995",750,$2.66,1953,1,"Laundry Closet Stacked,In Unit",Yes,1-Year,Unfurnished,310-666-9682,"6,790"
SB26208124MR,Apartment,15505,15505  S Budlong PL #15,GARDENA,90247,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,895","$1,995",750,$2.66,1959,1,Laundry Area,No,1-Year,Unfurnished,424-703-8072,"19,336"
PF26205315PF,,822,822  N Santa Anita  #.5,ARCADIA,91006,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",680,$2.93,1955,1,"Gas Or Electric Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,818-590-9246,"5,696"
SR26206733MR,Apartment,1126,1126   Chelsea AVE #A,SANTA MONICA,90403,0,1.00 (1 0 0 0),,$0.00,,"$1,998","$1,998","$1,998",450,$4.44,1950,0,"Community,Laundry Area",,1-Year,Unfurnished,310-650-6046,"6,108"
SR26207281MR,,8646,8646 1/2  Corbin Ave,NORTHRIDGE,91324,1,1.00 (1 0 0 0),,$200.00,,"$1,999","$2,000","$1,999",450,$4.44,2024,0,"Laundry Area,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,818-515-7453,"8,320"
SR26203828MR,Apartment,801,801  E Chestnut ST #2,GLENDALE,91205,1,1.00 (1 0 0 0),,$300.00,,"$2,000","$2,000","$2,000",845,$2.37,1986,1,Laundry Area,,1-Year,Unfurnished,818-635-7745,"7,000"
SR26204663MR,,9320,9320   HARTMAN WAY,WEST HILLS,91304,0,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",600,$3.33,1990,1,"Dryer,Dryer Included,Outside,Washer,Washer Included",No,1-Year,,818-201-4046,"8,161"
26991205,,14213,14213   Califa St,Sherman Oaks,91401,1,1.00 (1 0 0 0),,,,"$2,000","$2,500","$2,000",540,$3.70,1937,0,"Outside,Other",No,1+Year,Unfurnished,818-421-9972,"6,752"
SR26204394MR,Single Family,18116,18116   schoenborn,NORTHRIDGE,91325,1,1.00 (1 0 0 0),,$0.00,100,"$2,000","$2,000","$2,000",398,$5.03,1956,0,In Kitchen,No,"1+Year,1-Year",Furnished,818-640-2915,398
26990477,,1331,1331  N GARDNER ST #7,LOS ANGELES,90046,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",650,$3.08,1956,1,"Community,Laundry Area",No,1+Year,Unfurnished,213-880-7213,"7,129"
SR26207035MR,Condominium,312,312  W 5th ST #1011,LOS ANGELES,90013,1,1.00 (1 0 0 0),,$150.00,,"$2,000","$2,000","$2,000",840,$2.38,1923,1,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",,1-Year,Unfurnished,,"27,285"
26990251,,2313,2313  S Atlantic Blvd,City Of Commerce,90040,0,0.00 (0 0 0 0),,,,"$2,000","$2,000","$2,000",780,$2.56,,0,None,No,1+Year,Unfurnished,310-801-8449,"10,000"
WS26204619MR,Apartment,721,721  S Garfield  #J,MONTEREY PARK,91754,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",650,$3.08,1959,0,Community,,1-Year,Unfurnished,626-823-8108,"55,508"
GD26205362IT,Apartment,335,335  N Isabel,GLENDALE,91206,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,195","$2,000",750,$2.67,1962,1,Community,,1-Year,Unfurnished,626-657-7575,"7,479"
GD26206264IT,Apartment,617,617  E Garfield  #209A,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",710,$2.82,1928,1,Community,No,1-Year,Unfurnished,818-437-2433,"28,157"
26990685,,2500,2500   Wilshire Blvd #622,Los Angeles,90057,1,1.00 (1 0 0 0),,,,"$2,020",$900,"$2,020",655,$3.08,1969,1,"In Closet,In Unit",Yes,"1-Year,1+Year",Unfurnished,213-421-4675,"36,104"
WS26201659MR,Single Family,911,911   Genoa ST #A,MONROVIA,91016,1,1.00 (1 0 0 0),350,$0.00,150,"$2,050","$2,050","$2,050",735,$2.79,1955,2,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,626-318-3599,"5,940"
P1-28962PF,Condominium,2729,2729   Glassell ST #4,LOS ANGELES,90026,2,1.00 (1 0 0 0),,$500.00,,"$2,050","$2,150","$2,050",,$0.00,1960,0,None,,,Furnished,(213) 733-5824,
26990439,Apartment,11660,11660   Chenault St #123,Los Angeles,90049,1,1.00 (1 0 0 0),,,,"$2,050","$2,050","$2,050",,$0.00,1955,0,Community,No,1+Year,Unfurnished,310-930-6187,0
CV26203252MR,Condominium,4381,4381   Ventura Canyon  #9,LOS ANGELES,91423,1,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,050","$2,050",705,$2.91,1974,0,Laundry Area,,1-Year,Unfurnished,909-297-9176,"13,054"
GD26207257IT,Apartment,4123,4123   Ocean View Blvd #4123,MONTROSE,91020,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,095","$2,095","$2,095",665,$3.15,1948,1,Laundry Area,,1-Year,Unfurnished,818-860-3177,"5,288"
P1-28922PF,Apartment,761,761  E Orange Grove BLVD #4,PASADENA,91104,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",650,$3.22,1965,1,Community,,1-Year,Unfurnished,(818) 294-0726,"23,077"
26991383,,11808,11808   Kittridge  #19,North Hollywood,91606,2,2.00 (2 0 0 0),,,,"$2,095","$1,000","$2,095",800,$3,,1,"Community,Other,Outside,Laundry Area",Call,"1+Year,12 Months,24 Months",Unfurnished,818-853-4929,"21,300"
AR26207329MR,,500,500  N Virginia,AZUSA,91702,2,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",700,$3.00,1947,1,Garage,No,1-Year,Unfurnished,626-255-7833,"6,681"
WS26203508MR,,125,125   Bluff RD,MONTEBELLO,90640,2,2.00 (1 0 1 0),,$0.00,,"$2,100","$2,100","$2,100","1,200",$1.75,1984,2,Laundry Area,No,1-Year,Unfurnished,626-695-5493,"4,403"
CV26206874MR,Condominium,615,615  E Broadway  #203,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,000","$2,100",654,$3.21,1972,1,Laundry Area,No,1-Year,Unfurnished,909-967-4910,"7,537"
DW26207553MR,Apartment,640,640  W Buckthorn ST #1/2,INGLEWOOD,90301,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",660,$3.18,1941,0,"Inside,Other",No,Other,Unfurnished,323-646-9086,"4,842"
SR26202692MR,Apartment,702,702  S St Andrews,LOS ANGELES,90005,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",750,$2.80,1957,1,Community,,1-Year,Unfurnished,818-383-5527,"9,355"
BB26208244MR,Single Family,19113,19113   Ludlow,NORTHRIDGE,91326,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",460,$4.57,1966,0,Gas Or Electric Dryer Hookup,,1-Year,Unfurnished,818-399-7513,"7,542"
26990507,Apartment,6138,6138   Carlos Ave #1/2,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",350,$6.00,2023,0,In Unit,Yes,"12 Months,1-Year",Furnished,424-216-0472,"8,752"
SR26206681MR,Condominium,5328,5328   Newcastle AVE #54,ENCINO,91316,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",873,$2.41,1971,2,"In Kitchen,Inside,Laundry Area",,1-Year,Unfurnished,310-650-6046,"60,970"
SB26201139MR,Condominium,40,40   Harkness  #9,PASADENA,91106,1,1.00 (1 0 0 0),,$500.00,100,"$2,100","$2,100","$2,100",632,$3.32,1961,1,Community,Yes,1-Year,Unfurnished,323-327-0820,"12,250"
26990505,Apartment,6138,6138   Carlos Ave #A,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",350,$6.00,2023,0,In Unit,Yes,"1-Year,12 Months",Furnished,424-216-0472,"8,752"
PW26208450MR,Apartment,3310,3310  E Ransom ST #1,LONG BEACH,90804,2,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",800,$2.69,1922,1,None,No,1-Year,Furnished,562-217-7646,"6,751"
26990101,,1220,1220  N Ogden Dr #12,Los Angeles,90046,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",750,$2.93,,1,Community,Call,1+Year,Unfurnished,323-443-6005,0
26992133,,929,929  N San Vicente Blvd #4,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",800,$2.74,1960,1,Community,Yes,1+Year,Unfurnished,310-270-1532,"6,628"
WS26206816MR,,1695,1695   1/2 James Pl,POMONA,91767,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",638,$3.45,1952,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,626-297-7474,"7,771"
26990155,Apartment,1047,1047   18th St #H,Santa Monica,90403,0,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",300,$7.33,1948,0,Community,Call,1+Year,Unfurnished,310-600-7306,"8,001"
26990163,Apartment,932,932   Wilcox Ave #4,Los Angeles,90038,2,2.00 (1 0 1 0),,,,"$2,250","$2,250","$2,220",,$0.00,1958,1,Community,Call,"1-Year,12 Months",Unfurnished,9177052497,"6,815"
P1-28961PF,Apartment,1827,1827   Santa Ynez ST #F,LOS ANGELES,90026,1,1.00 (1 0 0 0),,$500.00,,"$2,250","$2,250","$2,250",600,$3.75,1919,1,Community,,1-Year,Unfurnished,(213) 733-5824,
PW26207247MR,Apartment,5480,5480  E Atherton  #18,LONG BEACH,90815,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",800,$2.81,1961,0,Laundry Area,No,1-Year,Unfurnished,714-875-0557,"25,820"
26990527,,2594,2594   Amherst Ave,Los Angeles,90405,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",675,$3.33,,0,None,Call,1+Year,Unfurnished,310-710-9547,"6,509"
GD26205697IT,Single Family,16951,16951   Friar,TARZANA,91335,1,1.00 (1 0 0 0),,"$1,000.00",150,"$2,250","$2,250","$2,250",100,$22.50,2026,0,Room,No,1-Year,Unfurnished,323-382-6869,"6,717"
26991483,,158,158  W Avenue 26  #3,Los Angeles,90031,2,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",900,$2.50,1906,0,None,Yes,"1+Year,1-Year,12 Months",Unfurnished,323-356-0347,"7,400"
GD26204948IT,Apartment,417,417   Riverdale DR #417B,GLENDALE,91204,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",675,$3.33,1923,0,Inside,No,1-Year,Unfurnished,818-437-2433,"17,314"
26992225,Condominium,9031,9031   Phyllis Ave #1,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",900,$2.55,1961,1,Community,Call,1-Year,Unfurnished,818-855-4289,"5,538"
SB26207429MR,Apartment,3656,3656   Garnet ST #214,TORRANCE,90503,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",741,$3.10,1969,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"81,808"
SR26206305MR,,2121,2121  E Avenue I  #49,LANCASTER,93535,3,2.00 (2 0 0 0),,$250.00,,"$2,295","$2,295","$2,295","1,344",$1.71,1986,1,"Gas Or Electric Dryer Hookup,Room,Washer Hookup",,1-Year,Furnished,661-361-0528,"1,000"
26990747,,1937,1937  S Shenandoah St #10,Los Angeles,90034,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",700,$3.29,1956,0,Community,No,1+Year,Unfurnished,213-330-6614,"8,706"
GD26207203IT,Apartment,4123,4123   Ocean View Blvd #1,MONTROSE,91020,1,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",665,$3.46,1948,1,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,818-860-3177,"5,288"
26765965,,7550,7550   Fountain Ave #8,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",700,$3.29,1958,0,Community,Call,"1+Year,12 Months",Unfurnished,310-658-4525,"6,855"
TR26202543MR,Single Family,1211,1211   Lindengrove,ROWLAND HEIGHTS,91748,2,1.00 (1 0 0 0),,$300.00,100,"$2,300","$2,300","$2,300",500,$4.60,2005,0,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,909-631-3200,"2,000"
SR26204779MR,Apartment,14722,14722   Magnolia  #4,LOS ANGELES,91403,2,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",897,$2.56,1955,0,None,,1-Year,Unfurnished,818-489-3333,"6,503"
PW26206523MR,Apartment,2844,2844   Ardmore  #4,SOUTH GATE,90280,2,1.00 (1 0 0 0),,$150.00,,"$2,300","$2,300","$2,300",692,$3.32,1964,0,Laundry Area,,1-Year,Unfurnished,7149368900,"9,875"
PW26204428MR,,608,608  S Acacia,COMPTON,90220,2,2.00 (2 0 0 0),,$0.00,20,"$2,350","$2,350","$2,350","3,720",$0.63,2025,0,None,No,Month-to-Month,Unfurnished,562-715-1744,"11,355"
26990501,Apartment,6136,6136   Carlos Ave #1/2,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",559,$4.20,2023,0,In Unit,Yes,"1-Year,12 Months",Furnished,424-216-0472,"8,752"
SR26207200MR,,22151,22151   Cohasset,CANOGA PARK,91303,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,385",$0,"$2,385",472,$5.05,2026,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Furnished,818-512-8913,"6,750"
PW26206574MR,Apartment,301,301  W 4th,LONG BEACH,90802,2,1.00 (1 0 0 0),,$500.00,,"$2,395","$2,395","$2,395",950,$2.52,1919,0,"Gas Or Electric Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,949-306-4883,"4,719"
TR26206621MR,Townhouse,960,960  E Bonita AVE #58,POMONA,91767,2,2.00 (2 0 0 0),,$500.00,,"$2,395","$2,800","$2,395",955,$2.51,1979,1,Community,,1-Year,Unfurnished,,"354,990"
26990575,,1246,1246  N El Centro Ave #1248,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$2,485","$2,395","$2,395","1,050",$2.28,1920,0,Inside,Call,1+Year,Unfurnished,323-660-3600,"6,763"
26990245,Apartment,7607,7607   Norton Ave #4,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",800,$2.99,,1,In Unit,Yes,"Negotiable,1+Year",Unfurnished,424-352-1555,800
AR26204744MR,Apartment,3047,3047   Big Dalton AVE #D,BALDWIN PARK,91706,2,2.00 (2 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",800,$3.00,2026,2,"Gas Or Electric Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,626-716-0621,"24,829"
SR26204879MR,Single Family,5646,5646   Andasol AVE,ENCINO,91316,2,1.00 (1 0 0 0),,$500.00,,"$2,400","$2,400","$2,400",500,$4.80,2026,0,"Dryer,Dryer Included,In Kitchen,Washer,Washer Included",,1-Year,Unfurnished,818-231-2670,"5,978"
SB26204851MR,Condominium,280,280   Molino  #108,LONG BEACH,90803,1,1.00 (1 0 0 0),,$0.00,100,"$2,400","$2,400","$2,400",768,$3.13,1970,1,Community,No,1-Year,Unfurnished,310-702-7224,"13,552"
OC26204708MR,Apartment,1010,1010  E 32nd  #A,SIGNAL HILL,90755,2,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",750,$3.20,1963,4,Community,No,Month-to-Month,Unfurnished,562-673-3873,"4,490"
GD26207239IT,Apartment,4123,4123   Ocean View Blvd #3,MONTROSE,91020,1,1.00 (1 0 0 0),,$500.00,,"$2,400","$2,300","$2,400",665,$3.61,1948,1,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,818-860-3177,"5,288"
SR26206093MR,Condominium,43840,43840   Bobby Jones DR #2,LANCASTER,93536,2,1.00 (1 0 0 0),,$0.00,,"$2,450","$2,450","$2,450","1,014",$2.42,1991,2,Inside,,1-Year,Unfurnished,818-923-4627,"101,030"
26992107,,10982,10982   Roebling Ave #511,Los Angeles,90024,1,1.00 (1 0 0 0),,,,"$2,450","$2,450","$2,450",663,$3.70,1973,1,"Community,Laundry Area",No,Negotiable,Unfurnished,310-403-0634,"79,818"
SR26208041MR,Apartment,15435,15435   Vanowen ST #210,VAN NUYS,91406,2,2.00 (2 0 0 0),,$0.00,,"$2,450","$2,100","$2,450","1,060",$2.31,2013,2,"Electric Dryer Hookup,Hookup - Electric,Inside,Washer Hookup",No,1-Year,Unfurnished,818-277-0008,"22,544"
26991695,,5361,5361   Russell Ave #218,Los Angeles,90027,2,2.00 (2 0 0 0),,,,"$2,495","$2,495","$2,495",750,$3.33,1963,1,"Laundry Area,Community",Yes,"1+Year,12 Months,Other,24 Months",Unfurnished,310-801-1242,"25,092"
26990215,,2622,2622   Vanderbilt Ln #i,Redondo Beach,90278,1,1.00 (1 0 0 0),,,,"$2,495","$2,495","$2,495",615,$4.06,,0,Community,Yes,1+Year,Unfurnished,310-691-6199,0
SB26205476MR,,1152,1152  E 77th,LOS ANGELES,90001,1,1.00 (1 0 0 0),,$0.00,,"$2,495","$2,495","$2,495",610,$4.09,1948,1,"Gas Dryer Hookup,Outside,Washer Hookup",,1-Year,Unfurnished,714-244-2744,"4,931"
OC26205363MR,Condominium,388,388  E Ocean,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$2,495","$2,495","$2,495",680,$3.67,2004,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",No,1-Year,Unfurnished,562-206-3777,"120,506"
26991707,,522,522  N Alta Vista Blvd #3,Los Angeles,90036,1,1.00 (1 0 0 0),,,,"$2,495","$2,495","$2,495",700,$4,1925,0,In Unit,Call,1-Year,Unfurnished,310-650-9696,"9,243"
TR26206616MR,Condominium,34,34   Carriage WAY,POMONA,91766,2,1.00 (1 0 0 0),,$0.00,,"$2,495","$2,500","$2,495",892,$2.80,1983,0,In Closet,,1-Year,Unfurnished,,"116,311"
26990617,,1165,1165   Stanford St  #F,Santa Monica,90403,1,1.00 (1 0 0 0),,,,"$2,499","$2,499","$2,499",570,$4,,0,Laundry Area,Call,1-Year,Unfurnished,424-877-2500,"8,513"
SR26206885MR,Single Family,16516,16516   Index ST,GRANADA HILLS,91344,1,1.00 (0 1 0 0),,$0.00,,"$2,500","$2,500","$2,500",615,$4.07,2024,0,"Laundry Area,Room",,1-Year,Unfurnished,805-276-4019,"7,562"
