MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
MB26099626MR,,3546,3546   Beechwood  ,LYNWOOD,90262,2,1.00 (1 0 0 0),,$0.00,,"$2,090","$1,500","$2,090",850,$2.46,1967,1,None,No,1-Year,Unfurnished,626-675-2189,"7,191"
26665047,,1412,1412  S Sherbourne Dr #303,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095",,$0,2009,0,In Unit,Call,1+Year,Unfurnished,310-505-9560,"7,429"
WS26083927MR,Apartment,157,157   Esperanza AVE #H,SIERRA MADRE,91024,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,095","$2,095",650,$3.22,1965,1,Community,,1-Year,Unfurnished,3236577591,"18,889"
26830025,Apartment,1238,1238  S Beverly Glen Blvd #17,Los Angeles,90024,0,1.00 (0 1 0 0),,,,"$2,100","$2,100","$2,100",500,$4.20,1946,0,Community,Call,"1+Year,Negotiable",Unfurnished,310-808-7616,"7,834"
26832637,,938,938  S Orange Grove Ave #204,Los Angeles,90036,0,1.00 (0 1 0 0),,,,"$2,100","$2,100","$2,100",550,$3.82,2015,1,In Unit,Call,1-Year,Unfurnished,310-925-7492,"10,632"
SR26099690MR,Single Family,8059,8059   Van Noord  ,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,100","$2,100",800,$2.63,1954,0,None,No,1-Year,Unfurnished,818-359-7055,"7,563"
WS26102682MR,Single Family,1642,1642  W 1/2 W 215th st ,TORRANCE,90501,1,1.00 (1 0 0 0),,$500.00,200,"$2,100","$2,100","$2,100",485,$4.33,1944,0,Outside,,"1+Year,1-Year,Negotiable",Unfurnished,951-288-3346,"6,003"
PW26090747MR,,468,468   Second ST #1/2,SAN PEDRO,90731,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",750,$2.80,1990,1,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,714-336-3375,"5,001"
SB26101184MR,Apartment,1037,1037  W 108 ST #5,LOS ANGELES,90044,2,1.00 (1 0 0 0),,$300.00,,"$2,100","$2,200","$2,100",870,$2.41,1958,1,None,Yes,1-Year,Unfurnished,310-291-6466,"5,000"
TR26100863MR,Condominium,22734,22734   Lakeway  ,DIAMOND BAR,91765,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",687,$3.06,1984,0,Room,,1-Year,Unfurnished,,"95,499"
26831245,,2148,2148  S Oak St ,Los Angeles,90007,2,2.00 (2 0 0 0),,,,"$2,150","$2,150","$2,150",900,$2.39,1916,0,Community,Call,12 Months,Both,3103593491,"24,469"
PW26102078MR,Condominium,645,645   Pacific  #303,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,225","$2,150",721,$2.98,1984,1,"Community,Gas Dryer Hookup,In Closet,Washer Hookup",,1-Year,Unfurnished,562-577-5021,"29,230"
SR26096837MR,Apartment,5409,5409   RADFORD AVE #7,VALLEY VILLAGE,91607,1,1.00 (1 0 0 0),,$200.00,50,"$2,150","$2,150","$2,150",700,$3.07,1964,3,Community,,"1+Year,1-Year",Unfurnished,747-206-6933,"10,166"
26831243,,2142,2142  S Oak St ,Los Angeles,90007,2,2.00 (2 0 0 0),,,,"$2,150","$2,150","$2,150",900,$2.39,1916,0,Community,Call,12 Months,Both,3103593491,"24,469"
SR26099403MR,,1524,1524   Van Ness AVE #3,LOS ANGELES,90019,2,1.00 (1 0 0 0),,$600.00,300,"$2,150","$2,500","$2,150",840,$2.56,1962,2,Laundry Area,,1-Year,Unfurnished,213-342-1004,"9,001"
26832551,,833,833  N Kingsley Dr #5,Los Angeles,90029,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",800,$2.69,1957,1,Community,Yes,"1+Year,Negotiable,1-Year",Unfurnished,310-386-4398,"7,313"
WS26102862MR,Single Family,911,911   Genoa ST #A,MONROVIA,91016,1,1.00 (0 1 0 0),,$0.00,,"$2,150","$2,150","$2,150",735,$2.93,1955,1,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,626-318-3599,"6,084"
26831767,Condominium,1222,1222   Olive Dr  #105,West Hollywood,90069,0,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",400,$5.38,1972,1,Community,Yes,1-Year,Unfurnished,310-855-4828,"36,046"
CV26100281MR,,2433,2433  W Beverly  #1/2,MONTEBELLO,90640,2,1.00 (1 0 0 0),,$0.00,50,"$2,190","$2,000","$2,190",700,$3.13,1954,1,None,,1-Year,Unfurnished,909-721-0332,"4,782"
BB26100034MR,Apartment,13018,13018   Valleyheart DR #8,STUDIO CITY,91604,1,1.00 (1 0 0 0),,$500.00,,"$2,195","$1,500","$2,195",750,$2.93,1961,1,Laundry Area,,1-Year,Unfurnished,818-818-0351,"9,249"
SR26102791MR,Apartment,5628,5628   Beck  ,NORTH HOLLYWOOD,91601,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",540,$4.06,1941,2,"Dryer,Dryer Included,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,818-201-8724,"7,006"
26830909,Condominium,1944,1944  S Beverly Glen Blvd #3,Los Angeles,90025,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",567,$3.87,1952,1,Community,Call,1+Year,Unfurnished,800-804-9132,"5,752"
26832763,,1237,1237   Amherst Ave #1,Los Angeles,90025,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",750,$2.93,1966,1,Community,Call,12 Months,Unfurnished,310-818-3246,"7,004"
GD26098026IT,Single Family,5618,5618   Riverton AVE ,NORTH HOLLYWOOD,91601,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",600,$3.67,1947,1,"In Kitchen,Inside",,1-Year,Unfurnished,626-644-4049,"6,773"
26831897,,6224,6224 1/8  De Longpre Ave ,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$2,200","$2,500","$2,200",600,$3.67,2026,0,"In Unit,In Closet",Call,1-Year,Unfurnished,310-820-1343,"6,084"
OC26103947MR,Single Family,3912,3912   Maple  ,EL MONTE,91731,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,200","$2,200",650,$3.38,1938,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,714-720-5447,"10,000"
GD26102263IT,Apartment,405,405  W Broadway  #E,GLENDALE,91204,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",470,$4.68,1955,0,Laundry Area,No,1-Year,Unfurnished,818-635-3500,"3,489"
GD26102148IT,Apartment,6915,6915   Coldwater Canyon AVE ,NORTH HOLLYWOOD,91605,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200","1,000",$2.20,1959,4,Community,No,1-Year,Unfurnished,818-437-2433,"10,717"
AR26100617MR,Single Family,1012,1012   Aldgate  ,LA PUENTE,91744,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",700,$3.14,1954,2,"Garage,Gas Or Electric Dryer Hookup",No,1-Year,Unfurnished,,"7,600"
GD26102241IT,Apartment,405,405  W Broadway  #A,GLENDALE,91204,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",470,$4.68,1955,0,Laundry Area,No,1-Year,Unfurnished,818-635-3500,"3,489"
26829725,,10218,10218   Darby Ave #1,Inglewood,90303,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",0,$0,1955,0,None,No,1+Year,Unfurnished,310-663-8200,"6,634"
26831751,,1388,1388   Edgecliffe  ,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",,$0,,0,None,Yes,"1+Year,12 Months",Unfurnished,310-993-4595,"13,050"
26832911,,5114,5114   Miriam St ,Los Angeles,90042,0,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",450,$5,2017,0,Inside,Yes,1+Year,Unfurnished,833-832-6770,"4,796"
P1-27121PF,Apartment,4018,4018   Camero AVE #4,LOS ANGELES,90027,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",750,$3.06,1988,1,Community,,1-Year,Unfurnished,(818) 275-4809,"5,357"
26833315,,2925,2925   Marsh St #1/2,Los Angeles,90039,0,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",330,$6.95,2025,0,In Unit,Yes,"1-Year,12 Months,Other",Unfurnished,310-801-1242,"4,944"
SR26102566MR,Apartment,252,252  E 79th  ,LOS ANGELES,90003,2,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",650,$3.53,1955,1,None,,1-Year,Unfurnished,818-620-2244,"6,201"
P1-27030PF,Apartment,365,365  W Milford ST #3,GLENDALE,91203,2,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",800,$2.87,1962,1,Laundry Area,,1-Year,Unfurnished,(818) 275-4809,"6,348"
26831705,,7524,7524   Sepulveda Blvd #207,Van Nuys,91405,2,1.00 (1 0 0 0),,,,"$2,297","$2,297","$2,297",,$0,1963,0,Community,Call,1-Year,Unfurnished,310-710-0601,"13,333"
SR26100324MR,Single Family,38020,38020   12th ST ,PALMDALE,93550,2,1.00 (1 0 0 0),,$150.00,50,"$2,300","$2,800","$2,300",751,$3.06,1952,1,Gas Or Electric Dryer Hookup,,1-Year,Unfurnished,818-626-2488,"9,002"
26830801,,4205,4205   Don Tomaso Dr #4,Los Angeles,90008,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",650,$3.54,1955,0,Community,Call,"12 Months,1+Year",Unfurnished,310-920-9710,"8,501"
GD26102298IT,,2129,2129  N Pepper ST #101,BURBANK,91505,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",476,$4.83,2022,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,,"6,753"
PV26103176MR,Apartment,314,314   Coronado AVE #A,LONG BEACH,90814,1,1.00 (0 1 0 0),100,$500.00,,"$2,300","$2,000","$2,300",580,$3.97,1923,1,Laundry Area,,Negotiable,Unfurnished,310-753-2758,"6,747"
PW26100756MR,Apartment,1764,1764   Freeman AVE #7,LONG BEACH,90804,2,2.00 (2 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",727,$3.16,1986,2,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,,"6,500"
GD26103944IT,Condominium,1935,1935   Alpha  #229,GLENDALE,91208,1,1.00 (1 0 0 0),,$300.00,,"$2,300","$2,300","$2,300",689,$3.34,1969,1,Community,,1-Year,Unfurnished,,"219,197"
SR26100054MR,Condominium,21500,21500   Burbank  ,WOODLAND HILLS,91367,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",610,$3.77,1987,2,Laundry Area,No,1-Year,Unfurnished,818-564-6176,"165,658"
TR26101511MR,Apartment,6131,6131   Afton PL #5,LOS ANGELES,90028,2,1.00 (1 0 0 0),,$200.00,100,"$2,300","$2,200","$2,300",900,$2.56,1917,0,None,,"1-Year,Month-to-Month,Other",Furnished,626-622-7519,"7,002"
26831461,,40,40   Rose Ave #6,Venice,90291,1,1.00 (1 0 0 0),,,,"$2,308","$2,500","$2,308",700,$3.30,1909,0,Community,No,"1+Year,12 Months",Unfurnished,424-258-4651,"3,173"
26833363,,5442,5442   Virginia Ave #6,Los Angeles,90029,2,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",785,$2.99,1984,0,None,Yes,1+Year,Unfurnished,3232009842,"7,498"
SR26102284MR,Single Family,7044,7044   Teesdale  ,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$100.00,,"$2,350","$2,350","$2,350",500,$4.70,1958,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-414-1555,"7,143"
TR26101980MR,Condominium,21696,21696   Laurelrim DR #B,DIAMOND BAR,91765,2,1.00 (1 0 0 0),,$200.00,,"$2,350","$2,500","$2,350",914,$2.57,1981,1,"Inside,Room",,1-Year,Unfurnished,714-414-8116,"98,395"
26832027,,630,630  W 6th St #207,Los Angeles,90017,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",680,$3.46,1962,1,"In Unit,Inside",Call,1+Year,Unfurnished,310-467-9927,"26,615"
26833051,Apartment,183,183  W Elmwood Ave #B,Burbank,91502,2,1.00 (1 0 0 0),,,,"$2,375","$2,375","$2,375",750,$3.17,1953,1,"Community,Outside",No,1+Year,Unfurnished,213-820-1335,"7,225"
26830733,,308,308  S Reeves Dr #310B,Beverly Hills,90212,0,1.00 (1 0 0 0),,,,"$2,380","$2,595","$2,380",600,$3.97,1939,0,Community,Yes,1+Year,Unfurnished,310-779-1995,"6,072"
CV26100181MR,,7103,7103   Yarmouth  ,RESEDA,91335,1,1.00 (1 0 0 0),,$200.00,,"$2,390","$2,000","$2,390",590,$4.05,2025,0,In Closet,,"1-Year,Month-to-Month,Other",Unfurnished,,"6,288"
26831817,,1325,1325  N Fuller Ave #1,Los Angeles,90046,2,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",900,$2.66,1968,0,Community,Yes,1+Year,Unfurnished,310-795-4100,"6,653"
