MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
CV26114633MR,Condominium,877,877   Francisco ST #521,LOS ANGELES,90017,0,1.00 (1 0 0 0),,$500.00,300,"$1,800","$1,800","$1,800",503,$3.58,2017,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,"1-Year,Negotiable",Unfurnished,,"128,921"
PW26114584MR,,20619,20619   Cohasset  ,WINNETKA,91306,0,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800","1,733",$1.04,1955,0,None,,1-Year,Furnished,949-400-4677,"8,413"
SB26118310MR,Apartment,1140,1140  W 120th ST #8,LOS ANGELES,90044,2,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",585,$3.08,1957,1,None,,1-Year,Unfurnished,424-732-2821,"8,172"
PW26117529MR,,3923,3923 1/4 S Normandie AVE ,LOS ANGELES,90037,1,2.00 (2 0 0 0),,$0.00,,"$1,800","$2,500","$1,800",600,$3,1905,0,Inside,,1-Year,Unfurnished,310.429.4984,"5,628"
SR26094121MR,Apartment,6735,6735   Elmer  #4,NORTH HOLLYWOOD,91606,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",700,$2.57,1960,1,None,,1-Year,Unfurnished,818-439-2537,"15,776"
PW26115098MR,Condominium,1525,1525  E 2nd ST #6,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,25,"$1,800","$1,800","$1,800",677,$2.66,1961,0,Laundry Area,No,1-Year,Unfurnished,562-552-8321,"8,255"
26839577,Apartment,639,639  S Cochran Ave #201,Los Angeles,90036,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",575,$3.22,1940,0,Community,No,12 Months,Unfurnished,310-927-7959,"7,800"
PW26115779MR,Apartment,2844,2844   Ardmore  #8,SOUTH GATE,90280,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",692,$2.67,1964,1,Laundry Area,,1-Year,Unfurnished,7149368900,"9,875"
SR26119033MR,Apartment,14618,14618   Moorpark ST #D,SHERMAN OAKS,91403,0,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",600,$3.08,1940,0,Community,,1-Year,Unfurnished,818-266-9599,"6,382"
26840413,,1146,1146  N Formosa Ave #8,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",650,$2.85,1956,0,Community,Call,1+Year,Unfurnished,310-466-6919,"6,764"
SR26116901MR,Apartment,316,316  S New Hampshire  #203,LOS ANGELES,90020,1,1.00 (1 0 0 0),,$0.00,,"$1,870","$1,870","$1,870",552,$3.39,2005,1,Laundry Area,,1-Year,Unfurnished,818-439-2537,"9,917"
26840113,,833,833  N Kingsley Dr #2,Los Angeles,90029,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",750,$2.53,1957,1,Outside,Call,"1-Year,1+Year",Unfurnished,310-386-4398,"7,313"
DW26115470MR,Apartment,535,535   E Hazel ST #4,INGLEWOOD,90302,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",800,$2.38,1966,1,Laundry Area,Yes,1-Year,Unfurnished,323-799-7622,"9,997"
DW26115841MR,,8281,8281   Santa Gertrudes  ,DOWNEY,90240,1,2.00 (1 1 0 0),,$0.00,,"$1,900","$1,900","$1,900",454,$4.19,2024,0,"Dryer,Dryer Included,Gas Dryer Hookup,Gas Or Electric Dryer Hookup,In Kitchen,Washer,Washer Hookup,Washer Included",No,1-Year,Unfurnished,,"15,000"
SR26115490MR,Apartment,6745,6745   Laurel Canyon  #201,NORTH HOLLYWOOD,91606,2,1.00 (1 0 0 0),,$300.00,50,"$1,900","$1,900","$1,900",700,$2.71,1985,2,None,,1-Year,Unfurnished,,"5,751"
CV26117387MR,Apartment,13602,13602   Penn  #5,WHITTIER,90602,8,6.00 (6 0 0 0),,$0.00,,"$1,900","$1,900","$1,900","4,702",$0.40,1971,2,Room,Yes,1-Year,Unfurnished,626-253-9563,"6,667"
26840173,Apartment,729,729   Crenshaw Blvd ,Los Angeles,90005,1,1.00 (0 1 0 0),,,,"$1,900","$1,900","$1,900",500,$3.80,1924,1,None,Call,"1+Year,1-Year,12 Months,Negotiable",Unfurnished,213-820-0568,"7,502"
26841219,Apartment,314,314  N St Andrews Pl #3,Los Angeles,90004,8,6.00 (6 0 0 0),,,,"$1,950","$1,950","$1,950",800,$2.44,1941,1,None,No,1+Year,Unfurnished,213-819-1043,"7,166"
DW26118772MR,Single Family,7629,7629   Arcola  ,SUN VALLEY,91352,1,1.00 (1 0 0 0),,$100.00,,"$1,950","$1,950","$1,950",565,$3.45,1940,0,Outside,,1-Year,Furnished,626-829-2129,"6,443"
26840025,,8610,8610  S 6th Ave ,Inglewood,90305,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",700,$2.79,1949,1,None,No,1-Year,Unfurnished,323-252-1655,"6,044"
26840135,,1025,1025  S Berendo St #504,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",620,$3.15,,1,In Unit,Yes,1+Year,Unfurnished,310-866-9978,"5,904"
OC26116797MR,Apartment,163,163   second ST ,POMONA,91766,1,1.00 (1 0 0 0),,$500.00,,"$1,950","$2,000","$1,950",700,$2.79,2020,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Furnished,949-463-7653,"3,000"
GD26116078IT,Stock Cooperative,10749,10749   New haven ST ,SUN VALLEY,91352,1,1.00 (1 0 0 0),,$500.00,50,"$1,960","$1,960","$1,960",763,$2.57,1965,1,Laundry Area,Yes,1-Year,Unfurnished,818-642-2030,"31,361"
OC26114863MR,Apartment,1041,1041   Bennett AVE ,LONG BEACH,90804,2,1.00 (1 0 0 0),,$500.00,50,"$1,995","$2,000","$1,995",700,$2.85,1965,0,Laundry Area,Yes,1-Year,Unfurnished,949-254-5626,"6,000"
SR26115672MR,Apartment,7032,7032   Keokuk  ,WINNETKA,91306,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",450,$4.43,2021,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,818-262-0924,"7,499"
PW26119066MR,Single Family,15561,15561   Cornuta AVE ,BELLFLOWER,90706,1,1.00 (1 0 0 0),,$0.00,100,"$2,000","$2,000","$2,000",560,$3.57,1978,1,"Gas Dryer Hookup,Room,Washer Hookup",No,1-Year,Unfurnished,714-861-9309,"49,602"
SR26118570MR,Single Family,20222,20222   Devonshire ST ,CHATSWORTH,91311,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",442,$4.52,2020,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818-599-5693,"11,586"
26840765,,3422,3422   Maricopa St #219,Torrance,90503,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",650,$3.08,1971,1,Community,No,1+Year,Unfurnished,310-562-8483,"54,429"
GD26115418IT,Single Family,10920,10920   Nassau Ave ,SUNLAND,91040,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",400,$5,2026,0,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",,1-Year,Unfurnished,818-281-8812,"6,063"
SR26117169MR,Condominium,7101,7101   Farralone AVE #142,CANOGA PARK,91303,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",471,$4.25,1977,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-324-9727,"170,158"
26841311,,1119,1119   Albany St #235,Los Angeles,90015,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",797,$2.51,1983,0,"Community,In Kitchen",Call,1+Year,Unfurnished,213-925-2968,"147,380"
SB26118824MR,Apartment,325,325  W Carson ST #8,CARSON,90745,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",620,$3.23,1959,1,Community,No,,Unfurnished,310-988-8211,"28,607"
SR26116571MR,Apartment,6745,6745   Laurel Canyon  #202,NORTH HOLLYWOOD,91606,2,1.00 (1 0 0 0),,$300.00,50,"$2,100","$2,100","$2,100",750,$2.80,1985,2,None,,1-Year,Unfurnished,,"5,751"
OC26116231MR,OwnYourOwn,1739,1739   E Appleton St #10,LONG BEACH,90802,1,1.00 (1 0 0 0),,$500.00,100,"$2,100","$2,500","$2,100",584,$3.60,1953,0,Laundry Area,,1-Year,Unfurnished,310-962-9096,
CV26117760MR,,1064,1064   Waters  ,POMONA,91766,2,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100","1,000",$2.10,1963,0,Outside,No,1-Year,Unfurnished,909-496-0186,"12,838"
P1-27389PF,Apartment,1980,1980  E Villa ST #1,PASADENA,,1,1.00 (1 0 0 0),,$750.00,,"$2,100","$4,000","$2,100",650,$3.23,1924,1,"Community,Inside,Room",,"1+Year,1-Year",Unfurnished,(323) 816-6066,"6,264"
SR26118011MR,,12833,12833   Landale ST ,STUDIO CITY,91604,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",700,$3,1936,0,"Community,Dryer,Dryer Included,Inside,Other,Washer,Washer Included",,"1+Year,1-Year,Negotiable",Unfurnished,818-640-6450,"11,798"
SR26114553MR,Single Family,18924,18924   Vose ST ,RESEDA,91335,1,1.00 (1 0 0 0),,$350.00,100,"$2,145","$2,145","$2,145",620,$3.46,2024,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",Yes,"1-Year,Negotiable",Unfurnished,818-620-1637,"6,615"
GD26116940IT,Apartment,10204,10204   Tujunga Canyon  #2,TUJUNGA,91042,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",600,$3.58,1959,1,"Community,Laundry Area",No,1-Year,Unfurnished,818-437-2433,"6,599"
AR26118851MR,Apartment,44,44   Navy ST #10,VENICE,90291,0,1.00 (1 0 0 0),,$200.00,,"$2,150","$2,200","$2,150",340,$6.32,1910,0,"Dryer,Dryer Included,Inside,Washer,Washer Hookup,Washer Included",,1-Year,Unfurnished,626-224-2495,"2,896"
SR26117209MR,Apartment,14400,14400   Friar ST #207,VAN NUYS,91401,2,2.00 (2 0 0 0),25,$500.00,,"$2,150","$2,600","$2,150","1,000",$2.15,2016,2,"Dryer,Dryer Included,Gas Dryer Hookup,Inside",,1-Year,Unfurnished,818-324-1936,"10,527"
SR26115194MR,Townhouse,6911,6911   Woodley  #106,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195","1,000",$2.20,1978,1,Community,,1-Year,Unfurnished,818-620-2244,"14,005"
SB26117093MR,Apartment,3649,3649   Emerald ST #119,TORRANCE,90503,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",625,$3.51,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"64,520"
26841541,,410,410  N Frederic St #GH,Burbank,91505,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",600,$3.67,1947,2,Garage,Call,"1+Year,1-Year",Unfurnished,818-687-3705,"8,100"
TR26115167MR,Condominium,777,777  S Citrus  ,AZUSA,91702,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",709,$3.10,1988,2,Inside,No,1-Year,Unfurnished,626-552-8637,"53,537"
26839413,,6212,6212   FULTON AVE #103,VAN NUYS,91401,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",801,$2.75,1987,1,"Community,Laundry Area",Yes,1+Year,Unfurnished,310-493-9895,"7,936"
AR26117159MR,,88,88  E Sierra Madre  #90,SIERRA MADRE,91024,2,1.00 (1 0 0 0),,$9.00,,"$2,200","$2,200","$2,200",825,$2.67,1924,0,Community,No,1-Year,Unfurnished,626-824-4114,"8,795"
CV26115845MR,Condominium,315,315  N Louise  #307,GLENDALE,91206,1,1.00 (1 0 0 0),,$0.00,100,"$2,200","$2,200","$2,200",767,$2.87,1961,1,Laundry Area,,1-Year,Unfurnished,626-533-3641,"19,092"
SB26113440MR,,554,554  W 93rd  ,LOS ANGELES,90044,1,1.00 (0 1 0 0),,$0.00,,"$2,000","$2,200","$2,200",520,$4.23,1939,2,None,No,1-Year,Unfurnished,310-779-0019,"8,700"
RS26115280MR,,713,713  E Cocoa  ,COMPTON,90221,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",825,$2.67,1948,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,310-430-1272,"8,719"
DW26118766MR,Single Family,22737,22737   Rodax  ,WEST HILLS,91304,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,300","$2,200",525,$4.19,2024,0,"Dryer,Dryer Included,Washer,Washer Included",,"1-Year,Other",Unfurnished,562-606-6496,"10,000"
BB26117184MR,Single Family,11032,11032   Scoville AVE ,SUNLAND,91040,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,200","$2,200","$2,200",480,$4.58,1923,0,Gas Or Electric Dryer Hookup,,1-Year,Unfurnished,818-279-4566,"6,241"
SR26115969MR,Apartment,1217,1217  N Kingsley DR #4,LOS ANGELES,90029,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",700,$3.14,1954,1,None,,1-Year,Unfurnished,818-400-1868,"7,822"
SR26115106MR,Apartment,1021,1021  W 25th ST #6,LOS ANGELES,90007,2,1.00 (1 0 0 0),,$350.00,,"$2,200","$2,200","$2,200",710,$3.10,1903,1,None,,"1+Year,1-Year",Unfurnished,562-208-3044,"7,072"
26839691,,12244,12244   Vanowen St ,North Hollywood,91605,2,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",,$0,,1,None,No,"1+Year,12 Months,Negotiable",Unfurnished,323-420-9522,780
SR26119084MR,,3148,3148   Wilson Way ,ROSEMEAD,91770,2,1.00 (1 0 0 0),,$500.00,200,"$2,200","$2,200","$2,200",512,$4.30,2019,0,"Gas Or Electric Dryer Hookup,Outside",,1-Year,Unfurnished,213-327-5017,"4,187"
DW26116503MR,,9832,9832   Beach  ,BELLFLOWER,90706,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,000","$2,200","1,622",$1.36,1946,1,None,No,1-Year,Unfurnished,562-753-1950,"7,752"
CV26115738MR,Condominium,877,877   Francisco ST #1823,LOS ANGELES,90017,0,1.00 (1 0 0 0),,$500.00,300,"$2,200","$2,400","$2,200",482,$4.56,2018,1,In Closet,,"1-Year,Negotiable",Unfurnished,,0
26836991,Apartment,2215,2215   Orange Grove Ave ,Alhambra,91803,2,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",,$0,1910,1,Other,Call,"Other,Renewal Options",Unfurnished,626-437-8008,"7,800"
SB26119119MR,Apartment,2703,2703   Curtis AVE #E,REDONDO BEACH,90278,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",650,$3.46,1963,1,Laundry Area,,1-Year,Unfurnished,310-259-6850,"7,494"
GD26118627IT,,612,612  E 87th  #614 1/2,LOS ANGELES,90002,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",750,$3,1926,1,None,,1-Year,Unfurnished,,"5,336"
SR26115053MR,Apartment,702,702  S St Andrews Place  #1,LOS ANGELES,90005,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",750,$3,1957,1,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-383-5527,"9,355"
SR26115059MR,Apartment,702,702  S St Andrews Place  #7,LOS ANGELES,90005,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",750,$3,1957,1,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-383-5527,"9,355"
26840961,,1047,1047   Fedora St #602,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$2,269","$2,475","$2,269",540,$4.20,2026,1,In Unit,Call,"1+Year,1-Year,12 Months,Other,Negotiable,24 Months",Unfurnished,213-879-9519,"11,816"
TR26116910MR,Apartment,1622,1622   Allegro Sq #J,SAN GABRIEL,91776,2,2.00 (1 1 0 0),,$0.00,50,"$2,280","$2,280","$2,280",900,$2.53,1987,4,"Laundry Area,Outside",No,1-Year,Unfurnished,626-512-8333,"16,683"
26839995,Apartment,140,140 1/2 W 93rd St ,Los Angeles,90003,2,2.00 (0 2 0 0),,,,"$2,289","$2,289","$2,289",650,$3.52,2026,0,"Laundry Closet Stacked,In Closet,In Unit",Call,"1-Year,12 Months",Unfurnished,323-508-3013,"5,413"
26841073,Apartment,8555,8555   Sherwood Dr #2,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,290","$2,290","$2,290",700,$3.27,1954,0,Community,Call,1-Year,Unfurnished,562-879-5501,"7,088"
26841347,,1254,1254  N Orange Grove Ave #3,Los Angeles,90046,0,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",500,$4.59,1941,0,Community,Call,1+Year,Unfurnished,310-940-2818,"9,864"
P1-27350PF,Apartment,605,605  N Los Robles AVE #4,PASADENA,91101,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",729,$3.15,1963,1,"Community,Electric Dryer Hookup,Hookup - Electric,Washer Hookup",,1-Year,Unfurnished,(818) 294-0726,"9,926"
26841529,,2400,2400   Pacific Ave #1,Venice,90291,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",600,$3.83,1945,0,Community,Call,"1+Year,12 Months",Furnished,424-258-4651,"2,846"
26839287,,12425,12425   Texas Ave #2,Los Angeles,90025,0,1.00 (1 0 0 0),,$500.00,,"$2,295","$2,295","$2,295",415,$5.53,1960,0,In Unit,Yes,"12 Months,1+Year,6 Months",Unfurnished,310-962-5000,"20,846"
SR26116071MR,Single Family,44709,44709   26th  ,LANCASTER,93535,3,2.00 (2 0 0 0),,$200.00,,"$2,300","$2,300","$2,300","1,316",$1.75,1988,2,None,,1-Year,Unfurnished,818-515-7453,"9,649"
SR26117003MR,Single Family,14257,14257   Magnolia  ,SHERMAN OAKS,91423,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,700","$2,300",495,$4.65,2025,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",Yes,1-Year,Unfurnished,818-381-1792,"6,001"
SB26117541MR,Condominium,322,322  S Miraleste DR #170,SAN PEDRO,90732,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",771,$2.98,1971,1,Other,,1-Year,Unfurnished,310-370-2603,"311,123"
26840163,,4140,4140   Grand View Blvd #14,Los Angeles,90066,1,1.00 (1 0 0 0),,$500.00,,"$2,345","$2,345","$2,345",550,$4.26,1959,0,"Laundry Area,Community",Yes,1+Year,Unfurnished,310-962-5000,"19,580"
26839893,Apartment,149,149  S Hayworth Ave #1,Los Angeles,90048,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",652,$3.60,1960,1,Laundry Area,Call,"1+Year,Negotiable",Unfurnished,310-867-1446,"6,611"
PW26116077MR,Condominium,13212,13212   La Jolla CIR #F,LA MIRADA,90638,1,1.00 (1 0 0 0),,$0.00,100,"$2,350","$2,350","$2,350",811,$2.90,1977,1,"Electric Dryer Hookup,Hookup - Electric,Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,714-240-5555,"346,509"
RS26115193MR,Apartment,3311,3311  W Alameda  #E,BURBANK,91505,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",620,$3.79,1954,1,"Community,Laundry Area",,1-Year,Unfurnished,562-233-4154,"8,264"
26840827,,13343,13343   Victory Blvd #4,Van Nuys,91401,2,2.00 (2 0 0 0),,,,"$2,299","$2,350","$2,350",700,$3.36,1963,1,"Laundry Area,Community",Yes,"24 Months,1+Year",Unfurnished,3102699978,"14,022"
226002483VC,Single Family,20336,20336   Lorne ST #W,WINNETKA,91306,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,395","$2,400","$2,395",750,$3.19,1954,0,,,,,(805) 522-5050,"8,827"
26840533,Apartment,241,241  S Westlake Ave #3,Los Angeles,90057,1,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",650,$3.68,1955,1,None,Yes,1-Year,Unfurnished,310-207-2288,"6,269"
26838149,,1416,1416  W 46th St ,Los Angeles,90062,2,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400","1,301",$1.84,1912,0,"Inside,Room",Call,1-Year,Unfurnished,310-210-5200,"5,427"
26840289,,208,208  S Harvard Blvd #3,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",,$0,,1,In Unit,Yes,"1+Year,1-Year,12 Months,24 Months,Renewal Options",Unfurnished,310-701-1456,850
26840033,,10982,10982   Roebling Ave #544,Los Angeles,90024,0,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",377,$6.37,1973,1,Community,No,"1+Year,1-Year,12 Months",Unfurnished,310-428-1355,"79,818"
GD26117019IT,,1233,1233   Orange Grove AVE ,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",650,$3.69,1921,0,Inside,No,1-Year,Unfurnished,818-437-2433,"6,596"
WS26116823MR,Condominium,100,100  S Alameda  #345,LOS ANGELES,90012,1,1.00 (1 0 0 0),,"$2,400.00",250,"$2,400","$2,400","$2,400",735,$3.27,2005,1,"Dryer,Dryer Included,In Closet,Inside,Washer,Washer Included",,1-Year,Unfurnished,949-870-2882,"138,056"
