MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
26837755,,4956,4956   Doman Ave ,Tarzana,91356,1,1.00 (1 0 0 0),,,25,"$1,599","$1,600","$1,599",400,$4.00,1950,0,None,No,"6 Months,12 Months,Renewal Options",Furnished,818-403-5539,"5,500"
SR26114627MR,Apartment,1640,1640   Sherman PL #9,LONG BEACH,90804,1,1.00 (1 0 0 0),,$300.00,200,"$1,600","$1,600","$1,600",400,$4,1923,0,None,No,1-Year,Unfurnished,818-564-5054,"6,534"
SR26114382MR,Single Family,7257,7257   Wilbur AVE #ADU,RESEDA,91335,0,1.00 (1 0 0 0),,$499.00,,"$1,600","$1,600","$1,600",300,$5.33,1948,1,None,,1-Year,Unfurnished,818-339-4192,"8,664"
26838049,Apartment,1306,1306 1/2 S Mansfield Ave ,Los Angeles,90019,0,1.00 (0 1 0 0),,,,"$1,650","$1,650","$1,650",400,$4.13,1931,0,None,Call,1+Year,Unfurnished,310-590-9808,"7,038"
RS26110771MR,Apartment,1137,1137  W Spruce  ,COMPTON,90220,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650","1,987",$0.83,1943,0,None,No,1-Year,Unfurnished,562-843-1103,"9,408"
GD26112482IT,,14612,14612   Vose  ,VAN NUYS,91405,0,1.00 (1 0 0 0),,$500.00,,"$1,695","$1,695","$1,695",340,$4.99,2022,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-612-3242,
PW26112971MR,,5726,5726 1/2  Rocket ST ,LAKEWOOD,90713,0,1.00 (1 0 0 0),1699,$0.00,50,"$1,699","$1,699","$1,699",570,$2.98,1944,1,Other,No,1-Year,Unfurnished,562-279-4979,"7,278"
CV26114931MR,Apartment,316,316  N San Gabriel AVE #A,AZUSA,91702,1,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,699","$1,700",900,$1.89,1962,1,In Carport,,1-Year,Unfurnished,626-975-4104,"7,010"
SB26115096MR,Apartment,14817,14817   Sylvan ST #6,VAN NUYS,91411,1,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",600,$2.83,1977,2,Laundry Area,,1-Year,Unfurnished,424-732-2821,"8,758"
26838967,,120,120  S Boyle Ave #3,Los Angeles,90033,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",,$0,1965,1,Community,Yes,1+Year,Unfurnished,310-780-9319,"10,488"
PW26108243MR,,1823,1823 3/4 S Van Ness  ,LOS ANGELES,90019,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",300,$5.67,1913,0,Other,,1-Year,Unfurnished,714-348-1774,"8,065"
SB26114993MR,,1746,1746  W 82nd ST ,LOS ANGELES,90047,2,1.00 (1 0 0 0),,$0.00,,"$1,725","$1,725","$1,725",460,$3.75,1927,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"6,687"
BB26114273MR,Single Family,15746,15746 1/2  Magnolia BLVD #JADU,ENCINO,91436,1,1.00 (1 0 0 0),,$0.00,,"$1,745","$1,745","$1,745",500,$3.49,2025,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818-645-3134,"7,887"
CV26115216MR,,2203,2203   ALASKA  ,WEST COVINA,91791,0,1.00 (1 0 0 0),,$250.00,,"$1,750","$1,000","$1,750",300,$5.83,1955,0,None,,1-Year,Unfurnished,626-975-5727,"9,781"
26837647,,4800,4800   August St #11,Los Angeles,90008,1,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",950,$1.89,1957,0,"Laundry Area,Outside",Yes,"12 Months,1-Year",Unfurnished,310-765-7447,"16,178"
26838833,,1481,1481  S Shenandoah St #100,Los Angeles,90035,0,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",275,$6.53,1990,1,In Unit,Yes,1+Year,Unfurnished,310-625-3001,"8,416"
DW26114011MR,Single Family,3515,3515  S Forecastle  ,WEST COVINA,91792,1,1.00 (1 0 0 0),,$395.00,,"$1,799","$1,800","$1,799",500,$3.60,1963,0,None,,1-Year,Unfurnished,323-327-3330,"6,091"
SB26111571MR,,1514,1514 1/2 E Young ST ,WILMINGTON,90744,0,1.00 (0 1 0 0),,$0.00,,"$1,800","$1,800","$1,800",390,$4.62,1922,0,None,No,1-Year,Unfurnished,310-779-0019,"5,990"
PW26114584MR,,20619,20619   Cohasset  ,WINNETKA,91306,0,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800","1,733",$1.04,1955,0,None,,1-Year,Furnished,949-400-4677,"8,413"
26837793,Condominium,345,345  S Alexandria Ave #304,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",540,$3.33,1989,1,Community,No,1+Year,Unfurnished,310-488-2592,"41,545"
PW26115098MR,Condominium,1525,1525  E 2nd ST #6,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,25,"$1,800","$1,800","$1,800",677,$2.66,1961,0,Laundry Area,No,1-Year,Unfurnished,562-552-8321,"8,255"
CV26114633MR,Condominium,877,877   Francisco ST #521,LOS ANGELES,90017,0,1.00 (1 0 0 0),,$500.00,300,"$1,800","$1,800","$1,800",503,$3.58,2017,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,"1-Year,Negotiable",Unfurnished,,"128,921"
PF26112388PF,Apartment,1418,1418  S 4th  #F,ALHAMBRA,91803,1,1.00 (1 0 0 0),,$500.00,200,"$1,800","$1,800","$1,800",600,$3,1962,0,Community,,1-Year,Unfurnished,626-818-8140,"8,772"
SB26113289MR,Apartment,119,119  W Lomita AVE #2,GLENDALE,91204,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",600,$3.08,1949,0,Laundry Area,,1-Year,Unfurnished,424-732-2821,"13,233"
26839577,Apartment,639,639  S Cochran Ave #201,Los Angeles,90036,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",575,$3.22,1940,0,Community,No,12 Months,Unfurnished,310-927-7959,"7,800"
PW26112675MR,Apartment,4520,4520  S Normandie  ,LOS ANGELES,90037,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",700,$2.64,1936,0,None,No,1-Year,Unfurnished,562-225-5852,"6,370"
SR26111937MR,Apartment,7039,7039   Remmet AVE #G,CANOGA PARK,91303,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",655,$2.82,1985,0,Community,,1-Year,Unfurnished,818-426-1117,"7,506"
GD26113363IT,,463,463  W 12th  ,SAN PEDRO,90731,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",825,$2.24,1917,1,None,,1-Year,Unfurnished,626-592-5341,"5,000"
26838409,Condominium,1629,1629 1/2 N Harvard Blvd ,Los Angeles,90027,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",700,$2.64,1923,1,Community,Call,1+Year,Unfurnished,818-858-9272,"7,024"
PW26111787MR,Apartment,714,714   Atlantic AVE ,LONG BEACH,90813,2,1.00 (1 0 0 0),,$300.00,,"$1,895","$1,895","$1,895",700,$2.71,1920,0,None,,1-Year,Unfurnished,,"5,001"
SB26114175MR,Apartment,3649,3649   Emerald ST #220,TORRANCE,90503,0,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",553,$3.43,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"64,520"
PW26113260MR,Condominium,421,421   La Fayette  #726,LOS ANGELES,90057,1,1.00 (1 0 0 0),,$500.00,,"$1,900","$2,100","$1,900",715,$2.66,1971,1,Community,,1-Year,Unfurnished,9498801199,"43,252"
SR26112461MR,Single Family,6516,6516   Royer  ,WEST HILLS,91307,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$2,000","$1,900",550,$3.45,2026,0,In Closet,No,1-Year,Unfurnished,818-633-3298,"7,813"
SR26112470MR,Single Family,6518,6518   Royer  ,WEST HILLS,91307,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$2,000","$1,900",550,$3.45,2026,0,In Closet,No,1-Year,Unfurnished,818-633-3298,"7,813"
DW26115470MR,Apartment,535,535   E Hazel ST #4,INGLEWOOD,90302,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",800,$2.38,1966,1,Laundry Area,Yes,1-Year,Unfurnished,323-799-7622,"9,997"
SR26115490MR,Apartment,6745,6745   Laurel Canyon  #201,NORTH HOLLYWOOD,91606,2,1.00 (1 0 0 0),,$300.00,50,"$1,900","$1,900","$1,900",700,$2.71,1985,2,None,,1-Year,Unfurnished,,"5,751"
PW26112723MR,,6741,6741   Newlin AVE #Back,WHITTIER,90601,1,1.00 (1 0 0 0),,"$2,500.00",50,"$1,950","$1,959","$1,950",600,$3.25,1901,2,None,No,1-Year,Unfurnished,562-884-3334,"7,008"
SB26112127MR,Apartment,4387,4387  W 134th ST #F,HAWTHORNE,90250,2,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",700,$2.79,1937,1,None,,1-Year,Unfurnished,424-732-2821,"8,691"
DW26110584MR,Condominium,1661,1661   Neil Armstrong  ,MONTEBELLO,90640,1,1.00 (1 0 0 0),,$500.00,,"$1,950","$1,950","$1,950","1,435",$1.36,1972,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,323-385-5613,"169,992"
26838173,Loft,315,315  W 5th ST #910,LOS ANGELES,90013,0,1.00 (1 0 0 0),,$500.00,,"$1,950","$1,950","$1,950",768,$2.54,1913,0,"Community,In Unit",Yes,1+Year,Unfurnished,213-247-1265,"19,358"
CV26112140MR,Apartment,300,300  E Bennett  #10,GLENDORA,91741,2,2.00 (1 0 1 0),,$0.00,,"$1,950","$1,950","$1,950",850,$2.29,1964,1,Community,No,Month-to-Month,Unfurnished,909-750-1763,"15,756"
PW26113958MR,Apartment,7134,7134   Granger AVE #4,BELL GARDENS,90201,2,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",650,$3,1940,0,None,,1-Year,Unfurnished,323-403-7782,"14,549"
SR26112807MR,Apartment,218,218  E Hyde Park  ,INGLEWOOD,90302,1,1.00 (1 0 0 0),,$500.00,,"$1,959","$1,959","$1,959",759,$2.58,1961,1,Laundry Area,Yes,1-Year,Unfurnished,818-515-6959,"8,329"
WS26112747MR,,2425,2425   Myrtle AVE #B,MONROVIA,91016,1,1.00 (1 0 0 0),350,$150.00,100,"$1,980","$1,980","$1,980",500,$3.96,2026,0,Inside,,1-Year,Unfurnished,626-392-6811,"8,827"
WS26112851MR,,2425,2425   Myrtle AVE #A,MONROVIA,91016,1,1.00 (1 0 0 0),350,$250.00,150,"$1,980","$1,980","$1,980",500,$3.96,2026,0,Inside,,1-Year,Unfurnished,626-392-6811,"8,827"
P1-27311PF,,5162,5162   Packard ST #ADU,LOS ANGELES,90019,0,1.00 (1 0 0 0),,$250.00,,"$1,985","$2,150","$1,985",330,$6.02,1929,0,"Dryer,Dryer Included,In Kitchen,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,"1+Year,1-Year",Unfurnished,(805) 252-6235,"2,904"
OC26114863MR,Apartment,1041,1041   Bennett AVE ,LONG BEACH,90804,2,1.00 (1 0 0 0),,$500.00,50,"$1,995","$2,000","$1,995",700,$2.85,1965,0,Laundry Area,Yes,1-Year,Unfurnished,949-254-5626,"6,000"
P1-27306PF,Apartment,18900,18900   Parthenia ST #202,NORTHRIDGE,91324,1,1.00 (1 0 0 0),,$250.00,25,"$1,995","$1,994","$1,995",677,$2.95,2025,0,,Yes,,Unfurnished,(818) 939-7852,"38,053"
P1-27305PF,Apartment,18900,18900   Parthenia ST #105,NORTHRIDGE,91324,1,1.00 (1 0 0 0),,$250.00,25,"$1,995","$1,994","$1,995",749,$2.66,2025,0,,Yes,,Unfurnished,(818) 939-7852,"38,053"
26838127,,224,224  S kenilworth St ,Glendale,91204,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",600,$3.33,1896,0,In Kitchen,Call,1+Year,Unfurnished,818-277-1689,"6,025"
SR26112132MR,Condominium,919,919  N Orange Grove AVE #6,LOS ANGELES,90046,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",875,$2.28,1956,0,Community,No,1-Year,Unfurnished,818-339-4192,"5,901"
26837893,,425,425  S Kenmore Ave #111,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",696,$2.87,1963,1,Community,Call,1+Year,Unfurnished,310-944-8611,"17,862"
26671831,,272,272  N Topanga Cyn #5,Topanga,90290,0,1.00 (1 0 0 0),,,,"$1,995","$1,950","$1,995",,$0,,1,None,No,Month-to-Month,Furnished,,0
SR26112542MR,,8959,8959   Etiwanda Ave ,NORTHRIDGE,91325,0,1.00 (1 0 0 0),,$0.00,,"$1,999","$2,000","$1,999",400,$5.00,1961,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-326-0037,"6,908"
26838529,,1321,1321 1/2 N Normandie Ave ,Los Angeles,90027,1,1.00 (1 0 0 0),,$0.00,,"$1,999","$2,000","$1,999",500,$4.00,1913,1,In Unit,Call,"1+Year,1-Year",Unfurnished,3234491033,"5,749"
GD26115418IT,Single Family,10920,10920   Nassau Ave ,SUNLAND,91040,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",400,$5,2026,0,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",,1-Year,Unfurnished,818-281-8812,"6,063"
26838169,Loft,315,315  W 5th ST #301,LOS ANGELES,90013,0,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,000","$2,000",827,$2.42,1913,0,"Community,In Unit",Yes,1+Year,Unfurnished,213-247-1265,"19,358"
WS26112956MR,,946,946   Barbara Ln ,POMONA,91767,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",420,$4.76,1962,0,Inside,No,1-Year,Unfurnished,909-413-3380,"7,548"
26838101,,7418,7418   Amigo Ave #1/2,Reseda,1335,1,1.00 (0 1 0 0),,,,"$2,000","$2,000","$2,000",462,$4.33,,0,None,Yes,1+Year,Unfurnished,818-749-9414,"1,000"
RS26112608MR,,8709,8709   Lyndora ST #D,DOWNEY,90242,2,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",750,$2.80,1958,1,Gas Dryer Hookup,No,1-Year,Unfurnished,562-397-3530,"5,337"
SR26087908MR,Condominium,7304,7304   Corbin AVE #J,RESEDA,91335,1,1.00 (1 0 0 0),,$500.00,,"$2,100","$4,000","$2,100",573,$3.66,1979,1,"Community,Laundry Area",,1-Year,Unfurnished,619-456-5367,"93,731"
SR26114553MR,Single Family,18924,18924   Vose ST ,RESEDA,91335,1,1.00 (1 0 0 0),,$350.00,100,"$2,145","$2,145","$2,145",620,$3.46,2024,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",Yes,"1-Year,Negotiable",Unfurnished,818-620-1637,"6,615"
26838175,,518,518  E Avenue Q4  #5,Palmdale,93550,2,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",875,$2.46,1980,0,"Outside,Laundry Area",Call,1+Year,Unfurnished,661-317-8484,"12,648"
AR26112836MR,Apartment,2064,2064   Meridian  #1,SOUTH PASADENA,91030,1,1.00 (1 0 0 0),,$600.00,,"$2,150","$2,150","$2,150",500,$4.30,1964,1,Laundry Area,,1-Year,Unfurnished,323-855-5001,"8,608"
26838163,Loft,315,315  W 5th ST #402,LOS ANGELES,90013,1,1.00 (1 0 0 0),,$500.00,,"$2,175","$2,175","$2,175",964,$2.26,1913,0,"Community,In Unit",Yes,1+Year,Unfurnished,213-247-1265,"19,358"
PW26110044MR,,2424,2424   Angela  #C,POMONA,91766,2,2.00 (1 0 1 0),,$250.00,50,"$2,190","$2,190","$2,190",850,$2.58,1964,1,Community,No,1-Year,Unfurnished,7143968112,"7,187"
SR26115194MR,Townhouse,6911,6911   Woodley  #106,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195","1,000",$2.20,1978,1,Community,,1-Year,Unfurnished,818-620-2244,"14,005"
SR26115106MR,Apartment,1021,1021  W 25th ST #6,LOS ANGELES,90007,2,1.00 (1 0 0 0),,$350.00,,"$2,200","$2,200","$2,200",710,$3.10,1903,1,None,,"1+Year,1-Year",Unfurnished,562-208-3044,"7,072"
26839691,,12244,12244   Vanowen St ,North Hollywood,91605,2,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",,$0,,2,None,No,"1+Year,12 Months,Negotiable",Unfurnished,323-420-9522,780
SB26111593MR,,1514,1514  E Young ST ,WILMINGTON,90744,1,1.00 (0 1 0 0),,$0.00,,"$2,200","$2,200","$2,200",454,$4.85,1922,2,None,No,1-Year,Unfurnished,310-779-0019,"5,990"
SR26114223MR,Condominium,18645,18645   Hatteras  ,TARZANA,91356,1,1.00 (1 0 0 0),,$300.00,,"$2,200","$2,200","$2,200",605,$3.64,1973,2,Community,,1-Year,Furnished,818-298-7579,"230,148"
RS26115280MR,,713,713  E Cocoa  ,COMPTON,90221,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",825,$2.67,1948,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,310-430-1272,"8,719"
P1-27269PF,Apartment,964,964   Atchison #C ST #C,PASADENA,91104,2,1.00 (1 0 0 0),,$500.00,,"$2,200","$220,000","$2,200",600,$3.67,1917,1,Community,No,1-Year,Unfurnished,(626) 825-5550,"18,549"
TR26115167MR,Condominium,777,777  S Citrus  ,AZUSA,91702,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",709,$3.10,1988,2,Inside,No,1-Year,Unfurnished,626-552-8637,"53,537"
P1-27309PF,,6854,6854  N Figueroa ST ,LOS ANGELES,90042,1,1.00 (0 1 0 0),,$250.00,150,"$2,200","$2,200","$2,200",503,$4.37,1923,2,"Community,Outside,Room",,1-Year,Unfurnished,(626) 487-4410,"6,450"
PW26111599MR,Single Family,545,545  N Soldano AVE ,AZUSA,91702,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$3,000","$2,200",536,$4.10,1921,0,"Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,714-561-5776,"7,226"
SR26112906MR,Condominium,612,612  N Hayworth AVE #2,LOS ANGELES,90048,1,1.00 (1 0 0 0),,$250.00,,"$2,225","$2,050","$2,225",700,$3.18,1960,1,Laundry Area,,1-Year,Unfurnished,818-426-7154,"7,498"
P1-27317PF,Apartment,2707,2707   Montrose AVE #10,GLENDALE,91201,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",800,$2.81,1959,1,Community,No,1-Year,Unfurnished,(310) 995-2404,"12,000"
CV26114218MR,Apartment,780,780  E 9TH ST ,POMONA,91766,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",650,$3.46,1927,1,"Gas Dryer Hookup,Inside,Room,Washer Hookup",,1-Year,Unfurnished,909-518-7103,"9,757"
WS26113340MR,Apartment,837,837  S Sierra Vista AVE #J,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",900,$2.50,1963,14,Room,Yes,1-Year,Furnished,626-297-9191,"12,405"
SB26112104MR,Apartment,3656,3656   Garnet ST #101,TORRANCE,90503,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",648,$3.54,1969,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"81,808"
SB26112097MR,Apartment,4160,4160  W 182nd ST #216,TORRANCE,90504,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",868,$2.64,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"47,757"
26839287,,12425,12425   Texas Ave #2,Los Angeles,90025,0,1.00 (1 0 0 0),,$500.00,,"$2,295","$2,295","$2,295",415,$5.53,1960,0,In Unit,Yes,"12 Months,1+Year,6 Months",Unfurnished,310-962-5000,"20,846"
GD26113577IT,Condominium,2203,2203  N Verdugo RD #5,GLENDALE,91208,2,2.00 (2 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",900,$2.55,1961,0,None,,1-Year,Unfurnished,818-314-1417,"7,734"
26838085,,2317,2317   Ocean Park Blvd #A,Santa Monica,90405,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",500,$4.59,1937,1,Community,Call,"1+Year,12 Months",Unfurnished,424-258-4651,"4,954"
GD26112180IT,Condominium,2203,2203  N Verdugo  #2,GLENDALE,91208,2,2.00 (2 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",900,$2.55,1961,0,None,,1-Year,Unfurnished,818-314-1417,"7,757"
26835919,,1145,1145   5th Ave #7,Los Angeles,90019,2,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",798,$2.88,1927,1,"Laundry Area,Community",Call,1+Year,Unfurnished,818-282-2499,"7,803"
26838725,Apartment,1162,1162   ROLLAND CURTIS PL #5,LOS ANGELES,90037,2,1.00 (1 0 0 0),,,,"$2,300","$2,500","$2,300","1,112",$2.07,1965,1,None,Call,1-Year,Unfurnished,310-820-1343,"6,004"
DW26109009MR,Apartment,1946,1946   Bryce  ,SOUTH EL MONTE,91733,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",950,$2.42,1949,1,None,No,Month-to-Month,Unfurnished,562-857-1007,"5,767"
GD26112167IT,Apartment,4513,4513   Castle LN ,LA CANADA FLINTRIDGE,91011,1,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",700,$3.29,1953,0,Community,,1-Year,Unfurnished,818-653-2185,"6,326"
WS26113959MR,Apartment,321,321  S Occidental BLVD #104,LOS ANGELES,90057,2,2.00 (2 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",770,$2.99,1992,1,"Community,Room",,1-Year,Unfurnished,714-336-9906,"12,230"
AR26113886MR,Apartment,1024,1024  S Atalantic BLVD #11,ALHAMBRA,91803,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,350","$2,300",800,$2.88,1960,1,Community,No,1-Year,Unfurnished,626-641-7678,"17,149"
WS26107608MR,Condominium,400,400  S Broadway  #1902,LOS ANGELES,90013,0,1.00 (1 0 0 0),,$500.00,100,"$2,300","$3,000","$2,300",476,$4.83,2021,1,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Furnished,626-831-1381,"36,291"
TR26112432MR,Apartment,11041,11041   La Maida  ,NORTH HOLLYWOOD,91601,2,2.00 (2 0 0 0),,$40.00,100,"$2,348","$2,348","$2,348",800,$2.94,1989,2,Community,,1-Year,Unfurnished,909-525-6739,"7,753"
DW26112717MR,,1146,1146   West Blvd #1/2,LOS ANGELES,90019,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",550,$4.27,2026,0,"Washer,Washer Included",No,Negotiable,Unfurnished,562-445-7375,"5,609"
26838315,,1937,1937  S Shenandoah St #10,Los Angeles,90034,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",700,$3.36,1956,1,Community,No,1+Year,Unfurnished,213-330-6614,"8,706"
26838875,,241,241  N Park View St #243,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",600,$3.92,1911,1,None,Yes,1+Year,Unfurnished,310-923-2898,"7,442"
DW26112724MR,,1146,1146   West Blvd #1/3,LOS ANGELES,90019,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",450,$5.22,2026,0,"Washer,Washer Included",No,Negotiable,Unfurnished,562-445-7375,"5,609"
