MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
GD26175561IT,Single Family,10213,10213   Quill AVE ,SUNLAND,91040,0,1.00 (1 0 0 0),,$0.00,1,"$1,950","$1,950","$1,950",440,$4.43,2021,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818-900-3782,"6,066"
SR26173574MR,Single Family,6956,6956   Glade  ,CANOGA PARK,91303,0,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",450,$4.43,2000,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-620-2244,"7,108"
BB26176717MR,Apartment,1814,1814   Keeler ST #A,BURBANK,91504,1,1.00 (1 0 0 0),1995,$500.00,,"$1,995","$1,995","$1,995",700,$2.85,1937,0,"Community,Outside",,1-Year,Unfurnished,818-497-7223,"6,224"
SR26173857MR,Apartment,4909,4909   Coldwater Canyon AVE #6,SHERMAN OAKS,91423,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",650,$3.08,1952,1,Laundry Area,,1-Year,Unfurnished,818-210-8505,"11,565"
26870625,,20504,20504   Hamlin  ,Winnetka,91306,0,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",500,$4,,0,In Unit,Yes,1-Year,Furnished,323-400-9656,"8,341"
SB26162770MR,,1637,1637   Cota Ave ,TORRANCE,90501,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",530,$3.77,1923,0,"Dryer,Dryer Included,Laundry Area,Outside,Washer,Washer Included",No,1-Year,Unfurnished,310-953-1406,"3,217"
AR26176068MR,Single Family,927,927   El Dorado St ,MONROVIA,91016,1,1.00 (1 0 0 0),,$0.00,50,"$2,000","$2,000","$2,000",550,$3.64,1946,0,None,No,1+Year,Unfurnished,213-820-2133,"10,018"
WS26170011MR,Apartment,114,114  S 6th  #A,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",600,$3.33,1959,2,Laundry Area,No,1-Year,Furnished,626-560-0333,"7,478"
SR26175644MR,Single Family,16654,16654   Horace Street ,GRANADA HILLS,91344,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$5,000","$2,000",400,$5,1953,0,None,,1-Year,Unfurnished,818-268-2410,"1,000"
26872253,,1341,1341  N Keystone St ,Burbank,91506,1,1.00 (1 0 0 0),,,,"$2,050","$2,050","$2,050",750,$2.73,1947,1,Other,No,1+Year,Unfurnished,818-281-5301,"5,376"
26871051,,2637,2637   Centinela Ave #9,Santa Monica,90405,1,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095","19,021",$0.11,1961,1,Laundry Area,Call,1+Year,Unfurnished,310-428-5494,"24,318"
SR26162965MR,Apartment,608,608  E Lexington DR #608,GLENDALE,91206,1,1.00 (1 0 0 0),,$0.00,30,"$2,100","$1,000","$2,100",720,$2.92,1949,0,Laundry Area,No,1-Year,Unfurnished,818-612-4498,"7,658"
SR26173005MR,,445,445  E Providencia AVE #A,BURBANK,91501,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",600,$3.50,1921,0,None,,1-Year,Unfurnished,818-257-1744,"7,625"
PW26176669MR,Single Family,11405,11405   Walnut  ,WHITTIER,90606,0,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",450,$4.67,1922,0,None,No,"1+Year,1-Year",Unfurnished,323-974-7851,"3,000"
26871275,Apartment,202,202  N Locust St #6,Inglewood,90301,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",720,$2.92,1950,0,Community,No,12 Months,Unfurnished,818-533-8845,"12,485"
P1-28402PF,Single Family,3246,3246   Altura AVE #B,GLENDALE,91214,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",500,$4.20,1948,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,(818) 585-3859,"9,085"
SR26173802MR,Single Family,7053,7053   Fallbrook AVE ,WEST HILLS,91307,1,1.00 (1 0 0 0),,$350.00,100,"$2,145","$2,145","$2,145",500,$4.29,2025,1,"Dryer,Dryer Included,Room,Washer,Washer Included",Yes,"1+Year,1-Year,Negotiable",Unfurnished,818-620-1637,"8,040"
26872191,,833,833  N Kingsley Dr #4,Los Angeles,90029,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",800,$2.69,1957,1,Community,Yes,"1+Year,Negotiable,1-Year",Unfurnished,310-386-4398,"7,313"
26870777,Condominium,1916,1916   3RD ST #1916,SANTA MONICA,90405,0,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",400,$5.38,1923,0,None,No,"1+Year,1-Year",Unfurnished,310-460-6655,"5,607"
PT26174151MR,Apartment,1224,1224  N Mansfield  ,LOS ANGELES,90038,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",800,$2.69,1956,1,Community,,1-Year,Unfurnished,818-859-9931,"7,501"
26870477,,3209,3209   Descanso Dr #35,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",549,$4.00,1928,0,"Community,Laundry Area",Yes,1+Year,Unfurnished,310-493-9895,"5,499"
26871559,,667,667  N Wilton Pl #201,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",527,$4.17,2021,1,In Unit,Yes,1+Year,Unfurnished,310-493-9895,"10,354"
SR26176050MR,Apartment,1805,1805   Rimpau  ,LOS ANGELES,90019,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",750,$2.93,1964,0,Community,No,1-Year,Unfurnished,323-481-8517,"14,374"
26871553,Apartment,1610,1610  S Beverly Glen Blvd #10,Los Angeles,90024,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",425,$5.16,1961,1,In Unit,Yes,"1+Year,Negotiable",Unfurnished,310-617-6462,"6,523"
26871621,Apartment,30,30   Dudley Ave #11,Venice,90291,0,1.00 (1 0 0 0),,,,"$2,198","$2,198","$2,198",300,$7.33,1908,0,Community,Call,"1+Year,1-Year,12 Months,Month-to-Month,Other",Unfurnished,636-375-1479,"3,752"
P1-28418PF,Apartment,511,511  N Ynez AVE ## C,MONTEREY PARK,91754,2,1.00 (1 0 0 0),,$0.00,100,"$2,200","$1,750","$2,200",930,$2.37,1979,0,"Community,Room",No,1-Year,Unfurnished,(626) 372-5404,"8,640"
PF26177216PF,Apartment,400,400  N Garfield AVE #A,MONTEBELLO,90640,2,1.00 (1 0 0 0),,$500.00,200,"$2,200","$2,200","$2,200","1,000",$2.20,1959,2,Community,,1-Year,Unfurnished,626-818-8140,"7,491"
GD26175800IT,Apartment,1641,1641  S Catalina ST #1/2,LOS ANGELES,90006,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",800,$2.75,1930,0,None,No,1-Year,Unfurnished,818-437-2433,"11,786"
26871965,,155,155  S Saltair Ave ,Los Angeles,90049,1,1.00 (1 0 0 0),,,,"$2,200",$40,"$2,200",500,$4.40,1955,1,None,No,1-Year,Both,310-756-4814,"8,723"
P1-28445PF,,156,156  S Pacific AVE ,GLENDALE,91204,1,1.00 (1 0 0 0),,$500.00,,"$2,200","$2,200","$2,200","1,050",$2.10,1924,0,"Dryer,Dryer Included,Inside,Room,Washer,Washer Included",,1-Year,Unfurnished,(626) 437-6908,"2,119"
AR26160478MR,,1234,1234  W 8th ST ,POMONA,91766,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",900,$2.44,1941,1,"Gas Dryer Hookup,Washer Hookup",,"1-Year,Negotiable",Unfurnished,626-823-5654,"8,140"
DW26174698MR,Single Family,1206,1206  E 22nd  ,LOS ANGELES,90011,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",900,$2.50,1903,0,None,No,1-Year,Unfurnished,323-712-5012,"5,803"
SB26175853MR,Apartment,3649,3649   Emerald ST #226,TORRANCE,90503,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,250","$2,250",643,$3.50,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"64,520"
SB26174852MR,Apartment,1212,1212   Gladys AVE #303,LONG BEACH,90804,2,2.00 (2 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",777,$2.90,1987,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"6,266"
OC26175771MR,Condominium,802,802   Coriander DR #B,TORRANCE,90502,1,1.00 (1 0 0 0),,$350.00,150,"$2,250","$2,250","$2,250",593,$3.79,1973,0,Community,No,1-Year,Unfurnished,626-665-1180,"296,241"
SB26176601MR,Apartment,3649,3649   Emerald ST #232,TORRANCE,90503,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",643,$3.50,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"64,520"
WS26176793MR,Condominium,777,777  E Valley  #129,ALHAMBRA,91801,2,2.00 (2 0 0 0),,$0.00,50,"$2,250","$2,250","$2,275","1,100",$2.07,1963,1,Gas Or Electric Dryer Hookup,No,1-Year,Unfurnished,626-251-3268,"474,335"
26871987,,1254,1254  N Orange Grove Ave #4,Los Angeles,90046,0,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",500,$4.59,1941,0,Community,Call,1+Year,Unfurnished,310-940-2818,"9,864"
SR26175092MR,Single Family,11369,11369   Reseda BLVD ,Porter Ranch,91326,1,1.00 (1 0 0 0),,$0.00,100,"$2,300","$2,300","$2,300",400,$5.75,2024,1,"Inside,Other",No,1-Year,Unfurnished,818-512-5423,"7,702"
26865769,,138,138  S St Andrews Pl #4,Los Angeles,90004,2,2.00 (2 0 0 0),,,,"$2,300","$1,500","$2,300",870,$2.64,1958,1,Community,Call,1+Year,Unfurnished,213-276-2727,"6,654"
WS26169641MR,,704,704  N Occidental BLVD #1,LOS ANGELES,90026,0,1.00 (1 0 0 0),,$500.00,100,"$2,300","$2,300","$2,300",400,$5.75,1932,1,None,,1-Year,Unfurnished,626-488-0186,"6,952"
OC26176934MR,,293,293  W Artesia ST ,POMONA,91768,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",795,$2.89,1959,1,None,No,"1-Year,Month-to-Month,Negotiable,Other",Unfurnished,949-566-4004,"10,142"
26871421,,1839,1839   Arlington Ave ,Los Angeles,90019,2,2.00 (1 0 1 0),,,,"$2,300","$2,300","$2,300",,$0,,2,Inside,Yes,1+Year,Unfurnished,213-298-7838,"5,835"
PW26176178MR,Apartment,1724,1724  E 1st  ,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$2,500","$3,500","$2,300",644,$3.57,1958,1,Community,,1-Year,Unfurnished,562-706-8318,"8,262"
OC26175407MR,Apartment,4740,4740  W 152nd  ,LAWNDALE,90260,2,1.00 (1 0 0 0),,$500.00,,"$2,300","$1,000","$2,300",900,$2.56,1946,0,None,No,1-Year,Unfurnished,714-325-0200,"9,290"
P1-28377PF,Apartment,433,433  S Baldwin AVE #D,ARCADIA,91007,2,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,500","$2,300",900,$2.56,1953,1,Community,No,"1+Year,1-Year,Negotiable",Unfurnished,(626) 297-2308,"10,973"
26870849,,604,604  E Windsor Rd #F,Glendale,91205,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",700,$3.36,1941,1,"Laundry Closet Stacked,In Unit",Yes,1-Year,Unfurnished,310-666-9682,"9,337"
AR26176843MR,Apartment,221,221   Saint Francis ST #12,SAN GABRIEL,91776,2,2.00 (0 1 1 0),,$0.00,,"$2,350","$1,500","$2,350","1,000",$2.35,1965,3,Community,,1-Year,Unfurnished,626-890-9497,"15,234"
SB26176103MR,,426,426  E Hullett  #A,LONG BEACH,90805,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",950,$2.47,1986,0,None,No,1-Year,Unfurnished,310-433-3349,"5,748"
26872215,Apartment,941,941  N San Vicente Blvd #4,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",750,$3.13,1957,1,Community,Yes,1+Year,Unfurnished,310-210-0305,"13,330"
26870265,,1724,1724   El Cerrito Pl #2,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$2,354","$2,354","$2,354",700,$3.36,1939,1,Community,Call,12 Months,Unfurnished,423-332-2867,"7,465"
26870963,Apartment,7229,7229   Willoughby Ave #15,Los Angeles,90046,0,1.00 (1 0 0 0),,$500.00,,"$2,375","$2,375","$2,375",500,$4.75,1929,0,In Unit,Yes,1+Year,Unfurnished,310-962-5000,"8,321"
SB26174547MR,Apartment,8414,8414   Burnet AVE ,NORTH HILLS,91343,2,2.00 (2 0 0 0),,$0.00,,"$2,450","$2,395","$2,395",840,$2.85,1989,2,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,424-732-2821,"24,225"
PW26175837MR,Apartment,8939,8939   Elizabeth  #E,SOUTH GATE,90280,2,1.00 (1 0 0 0),,$0.00,,"$2,395","$2,395","$2,395",500,$4.79,1928,0,Inside,,1-Year,Unfurnished,7149368900,"6,665"
26869811,Apartment,476,476   Landfair Ave #104,Los Angeles,90024,0,1.00 (1 0 0 0),,,,"$2,395","$2,295","$2,395",700,$3.42,1929,1,Community,Call,1-Year,Unfurnished,213-713-0372,"8,599"
SR26174998MR,Apartment,12203,12203   Magnolia  #102,VALLEY VILLAGE,91607,2,1.00 (1 0 0 0),,$500.00,30,"$2,395","$2,395","$2,395","1,000",$2.40,1977,2,Laundry Area,,1-Year,Unfurnished,818-389-7800,"20,000"
AR26173174MR,Apartment,8840,8840   Huntington DR #5,SAN GABRIEL,91775,1,1.00 (1 0 0 0),,$0.00,,"$2,395","$2,295","$2,395",925,$2.59,1962,2,Community,,1-Year,Unfurnished,626-622-4355,"33,908"
DW26176584MR,,1155,1155  E 81st ST #A,LOS ANGELES,90001,2,1.00 (1 0 0 0),,$100.00,,"$2,400","$2,400","$2,400",660,$3.64,1988,1,Inside,Yes,1-Year,Unfurnished,323-316-3559,"5,211"
AR26174406MR,Apartment,14527,14527   clark ST ,BALDWIN PARK,91706,2,2.00 (2 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",800,$3,2026,2,In Closet,No,1-Year,Unfurnished,626-716-0621,"17,860"
26871841,,235,235  N Chicago St ,Los Angeles,90033,2,2.00 (2 0 0 0),,,,"$2,400","$2,400","$2,400",762,$3.15,,0,Inside,Yes,1+Year,Unfurnished,213-298-7838,"9,045"
CV26177644MR,Apartment,626,626  W 59th PL ,LOS ANGELES,90044,2,1.00 (1 0 0 0),,$0.00,50,"$2,400","$2,400","$2,400",680,$3.53,1923,0,None,No,1-Year,Unfurnished,626-643-7090,"5,314"
WS26175444MR,,1120,1120  N Vista  ,WEST HOLLYWOOD,90046,1,1.00 (1 0 0 0),,$500.00,50,"$2,400","$2,400","$2,400",650,$3.69,1938,0,"Dryer,Dryer Included,Washer,Washer Included",,"1+Year,1-Year",Unfurnished,626-551-1533,"5,824"
SR26177095MR,Single Family,22968,22968   Humming Bird  ,CALABASAS,91302,0,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400","1,848",$1.30,1950,0,Outside,No,1-Year,Unfurnished,818-312-0831,"9,424"
26870955,Apartment,180,180  N Clark Dr ,Beverly Hills,90211,1,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",665,$3.61,1938,1,"Community,Room",Call,1+Year,Unfurnished,413-883-1197,"6,858"
PW26175882MR,Condominium,801,801   Pine AVE #401,LONG BEACH,90813,1,1.00 (1 0 0 0),50,$500.00,50,"$2,400","$2,300","$2,400",611,$3.93,1990,2,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,Negotiable,Furnished,714-875-1857,"21,509"
PF26171877PF,Condominium,1115,1115   Cordova  #212,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",768,$3.13,1963,2,Laundry Area,No,1-Year,Unfurnished,6265128640,"70,097"
26870253,,7556,7556   Hampton Ave #304,West Hollywood,90046,30,30.00 (30 0 0 0),,,,"$2,450","$2,450","$2,450","20,250",$0.12,1972,0,Community,Call,1+Year,Unfurnished,323-251-6733,"10,788"
26871139,,1620,1620   Brockton Ave #15,Los Angeles,90025,2,2.00 (1 0 1 0),,,,"$2,450","$2,450","$2,450",750,$3.27,1962,1,Community,No,12 Months,Unfurnished,310-600-6365,"14,720"
26871527,,1731,1731   Franklin St #2,Santa Monica,90404,0,1.00 (0 1 0 0),,,,"$2,450","$2,450","$2,450",430,$5.70,1945,1,In Unit,Call,"1+Year,1-Year,12 Months",Unfurnished,310-704-6677,"6,021"
SR26173571MR,Apartment,5520,5520   Owensmouth Ave #103,WOODLAND HILLS,91367,1,1.00 (1 0 0 0),,$250.00,,"$2,480","$2,480","$2,480",610,$4.07,1987,2,Laundry Area,,"1+Year,1-Year",Unfurnished,818-744-2631,"43,479"
RS26177381MR,,669,669  W O'farrell  ,SAN PEDRO,90731,2,1.00 (1 0 0 0),,$0.00,,"$2,495","$2,500","$2,495","1,462",$1.71,1953,2,In Kitchen,,1-Year,Unfurnished,310-892-3180,"5,001"
SR26177130MR,Single Family,5227,5227   Beckford Ave ,TARZANA,91356,1,1.00 (1 0 0 0),,$0.00,,"$2,495","$2,495","$2,495",516,$4.84,2026,0,"Dryer,Dryer Included,Inside,Room,Washer,Washer Included",No,1-Year,Unfurnished,818-321-5052,"17,424"
26871441,Apartment,1731,1731   Franklin St #4,Santa Monica,90404,0,1.00 (0 1 0 0),,,,"$2,495","$2,495","$2,495",380,$6.57,1945,1,In Unit,Call,"1+Year,1-Year,12 Months",Unfurnished,310-704-6677,"6,021"
CV26177712MR,Apartment,428,428  E Foothill  ,MONROVIA,91016,2,2.00 (1 0 1 0),,$0.00,,"$2,495","$2,495","$2,495",800,$3.12,1963,2,"Gas Dryer Hookup,Washer Hookup",No,"1+Year,1-Year,Negotiable",Unfurnished,626-228-8485,"8,941"
BB26177596MR,,1530,1530  N Mariposa  ,HOLLYWOOD,90027,1,1.00 (1 0 0 0),,$0.00,,"$2,495","$2,495","$2,495",650,$3.84,1920,1,Inside,No,1-Year,Unfurnished,818-606-6629,"6,792"
SR26174991MR,Single Family,8156,8156   Potter AVE ,NORTH HOLLYWOOD,91605,2,2.00 (2 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",800,$3.13,2026,0,None,No,1-Year,Unfurnished,818-522-4481,"1,000"
GD26176401IT,Condominium,515,515  N Jackson ST #102,GLENDALE,91206,1,1.00 (1 0 0 0),,$800.00,,"$2,500","$2,500","$2,500",680,$3.68,1975,1,Community,,1-Year,Furnished,818-427-1772,"22,404"
CV26173288MR,Condominium,4061,4061   Abourne  #C,LOS ANGELES,90008,2,1.00 (1 0 0 0),,$150.00,25,"$2,500","$2,500","$2,500",736,$3.40,1948,1,In Kitchen,,1-Year,Unfurnished,626-523-5765,"42,919"
OC26176334MR,,2828,2828  E 10th  ,LONG BEACH,90804,1,2.00 (2 0 0 0),125,$250.00,,"$2,500","$2,500","$2,500",907,$2.76,1908,1,"Dryer,Dryer Included,Outside,Washer,Washer Included",,Negotiable,Unfurnished,714-264-6619,"2,259"
26871933,Apartment,2922,2922  S Budlong Ave #7,Los Angeles,90007,2,2.00 (2 0 0 0),,,,"$2,500","$2,500","$2,500",923,$2.71,1964,0,Community,Call,1+Year,Unfurnished,310-779-1210,"8,752"
26871693,,18444,18444   Collins St #4,Tarzana,91356,2,2.00 (2 0 0 0),,,,"$2,500","$2,500","$2,500","1,200",$2.08,,2,Community,Call,1-Year,Unfurnished,818-648-0519,"20,037"
GD26174469IT,Single Family,1757,1757   June LN ,GLENDALE,91208,1,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",750,$3.33,1946,1,"Dryer,Dryer Included,In Kitchen,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",No,1-Year,Unfurnished,818-822-7538,"8,241"
