MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
PW25263619MR,Apartment,4518,4518   S. Normandie AVE ,LOS ANGELES,90037,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",515,$3.87,1936,0,None,No,1-Year,Furnished,562-225-5852,"6,370"
GD25265748IT,Apartment,5853,5853   Greenleaf AVE #E,WHITTIER,90601,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$2,000","$1,995",600,$3.33,1963,1,Laundry Area,,1-Year,Unfurnished,818-860-3177,"7,000"
DW25264069MR,Condominium,1350,1350  W Lambert  #115,LA HABRA,90631,1,1.00 (1 0 0 0),,$0.00,100,"$2,000","$2,000","$2,000",660,$3.03,1970,0,Community,No,1-Year,Unfurnished,714-864-8609,"343,001"
25622195,,3422,3422   Maricopa St #226,Torrance,90503,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",700,$2.86,1971,1,Community,No,1+Year,Unfurnished,310-562-8483,"54,429"
PW25266077MR,Apartment,19237,19237   Bryant ST #16,NORTHRIDGE,91324,1,1.00 (1 0 0 0),,$350.00,20,"$2,000","$2,000","$2,000",675,$2.96,1962,1,"Laundry Area,Outside,Room",,1-Year,Furnished,323-630-8552,"18,393"
SR25265265MR,Single Family,19138,19138   Oxnard ST ,TARZANA,91356,0,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,000","$2,000",450,$4.44,1951,0,Laundry Area,,1-Year,Furnished,310-651-1652,450
SB25263930MR,Apartment,1590,1590  W 37th ST ,LOS ANGELES,90018,1,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,050","$2,050",630,$3.25,1921,1,None,,1-Year,Unfurnished,424-732-2821,"7,500"
SR25264434MR,Combo - Res &amp; Com,5617,5617   Klump  ,NORTH HOLLYWOOD,91601,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,250","$2,095",753,$2.78,2025,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",Yes,"1+Year,1-Year,Month-to-Month,Negotiable,Other",,818-983-6452,"8,563"
GD25265804IT,Apartment,3335,3335   Triangle PL #5,GLENDALE,91208,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",600,$3.49,1958,0,Laundry Area,,1-Year,Unfurnished,818-860-3177,"5,664"
GD25265810IT,Apartment,3335,3335   Triangle PL #6,GLENDALE,91208,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",600,$3.49,1958,0,Laundry Area,,1-Year,Unfurnished,818-860-3177,"5,664"
PV25265150MR,,1852,1852   260th  ,LOMITA,90717,1,1.00 (1 0 0 0),,$0.00,,"$2,099","$2,099","$2,099",450,$4.66,1959,1,Garage,No,1-Year,Unfurnished,310-901-1000,"5,934"
SB25238343MR,,2315,2315   Andreo AVE ,TORRANCE,90501,0,1.00 (0 1 0 0),,$0.00,,"$2,100",$200,"$2,100",350,$6,2024,0,"Dryer,Dryer Included,Inside,Other,Washer,Washer Included",No,1-Year,Furnished,310 901-8670,"3,162"
SR25264714MR,Apartment,1012,1012   4th ST ,SAN FERNANDO,91340,1,1.00 (1 0 0 0),,$0.00,100,"$2,100","$2,100","$2,100",500,$4.20,2024,0,Laundry Area,No,1-Year,Unfurnished,818-406-1961,"7,082"
25622843,,1076,1076   West Blvd #1,Los Angeles,90019,2,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",900,$2.33,1934,2,In Unit,Yes,1+Year,Unfurnished,213-399-8949,"6,251"
CV25264400MR,Condominium,15209,15209   Santa Gertrudes AVE #X211,LA MIRADA,90638,1,1.00 (1 0 0 0),,$0.00,100,"$2,100","$2,100","$2,100",634,$3.31,1972,2,Community,No,"1-Year,Negotiable",Unfurnished,626-347-6281,"159,147"
BB25265378MR,Apartment,14767,14767   Erwin  ,VAN NUYS,91411,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,000","$2,100","3,741",$0.56,1977,0,Laundry Area,,"1+Year,1-Year,Month-to-Month,Negotiable,Other",Unfurnished,310-766-7342,"6,257"
25622323,,746,746  S LOS ANGELES ST #402,LOS ANGELES,90014,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",740,$2.84,1922,1,Other,Call,1+Year,Unfurnished,213-254-5638,0
25621467,Apartment,1625,1625  S La Brea Ave #4,Los Angeles,90019,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",,$0,1952,1,In Kitchen,Call,1+Year,Unfurnished,310-890-8583,"7,002"
25622341,Apartment,2801,2801   Sunset PL #364,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,104",$750,"$2,104",521,$4.04,2021,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
25622339,Apartment,2801,2801   Sunset PL #154,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,134",$750,"$2,134",585,$3.65,2021,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
25622183,,26,26   Breeze Ave #7,Venice,90291,0,1.00 (1 0 0 0),,,,"$2,145","$2,145","$2,145",400,$5.36,1911,0,"Community,On Upper Level",Call,"1+Year,12 Months",Unfurnished,424-258-4651,"3,599"
25622439,Apartment,5831,5831   Carlton Way #8,Los Angeles,90028,1,1.00 (1 0 0 0),,$700.00,,"$2,150","$2,150","$2,150",650,$3.31,1962,1,Community,Call,1+Year,Unfurnished,213-265-6694,"8,753"
25621387,,5390,5390   Romaine St ,Los Angeles,90029,2,2.00 (2 0 0 0),,,,"$2,150","$2,150","$2,150","1,000",$2.15,,0,Community,Call,1+Year,Furnished,323-443-6005,0
25621355,,8821,8821   ALCOTT ST #Apt 8,LOS ANGELES,90035,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",,$0,1963,1,Community,Call,1-Year,Unfurnished,805-824-9110,"6,820"
DW25265897MR,,8029,8029   Priscilla  ,DOWNEY,90242,1,1.00 (1 0 0 0),,$0.00,50,"$2,150","$2,150","$2,150",420,$5.12,1948,0,Outside,No,Negotiable,Unfurnished,310-592-0602,"5,413"
WS25266254MR,,1018,1018   Spazier AVE #B,GLENDALE,91201,1,1.00 (1 0 0 0),,$500.00,,"$2,175","$2,175","$2,175",660,$3.30,1940,1,"Dryer,Dryer Included,Gas Dryer Hookup,In Kitchen,Inside,Washer,Washer Included",,1-Year,Unfurnished,626-372-1511,"8,330"
SR25263585MR,Apartment,2403,2403   Louella AVE #3,VENICE,90291,1,1.00 (1 0 0 0),,$300.00,,"$2,195","$1,795","$2,195",500,$4.39,1950,0,"Community,Laundry Area",,1-Year,Unfurnished,818-917-6442,"5,858"
SB25263554MR,Condominium,255,255   W 7th St #13,SAN PEDRO,90731,0,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200","1,302",$1.69,2009,2,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,310-704-5555,"26,572"
DW25264568MR,Apartment,973,973  N Park  #6,LONG BEACH,90813,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",750,$2.93,1903,0,Laundry Area,No,1-Year,Unfurnished,323-202-5885,"9,549"
CV25266136MR,Apartment,3420,3420   Falcon ST #115,POMONA,91767,2,2.00 (2 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",990,$2.22,1983,2,"Gas Dryer Hookup,Inside,Washer Hookup",No,Month-to-Month,Unfurnished,909-750-1763,"104,006"
AR25264528MR,Apartment,525,525   Windsor RD #D,ARCADIA,91007,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",836,$2.63,1953,2,Community,No,1-Year,Unfurnished,818-681-4975,"7,708"
25622009,,10019,10019 1/2  San Gabriel Ave ,South Gate,90280,1,1.00 (1 0 0 0),,,,"$2,200","$2,500","$2,200",,$0,2025,1,None,Call,1-Year,Unfurnished,310-562-5088,"8,140"
25622253,,1249,1249  S Grand Ave #508,Los Angeles,90015,1,1.00 (1 0 0 0),,,,"$2,204","$2,495","$2,204",750,$2.94,2017,1,In Unit,Yes,"1+Year,12 Months",Unfurnished,213-751-4080,"21,625"
25621827,Apartment,313,313   Mildred Ave #9,Venice,90291,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",650,$3.46,1960,1,Community,Call,"1+Year,12 Months",Furnished,424-258-4651,"17,558"
SR25222759MR,,633,633 1/2 N Benton WAY ,SILVER LAKE,90026,1,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",450,$5,1923,1,In Closet,,1-Year,Unfurnished,818-451-8399,"871,200"
25621997,,1330,1330  S WILTON PL #5,LOS ANGELES,90019,2,1.00 (1 0 0 0),,,,"$2,275","$2,275","$2,275",800,$2.84,1960,1,Room,No,1-Year,Unfurnished,323-250-2715,"13,161"
25621515,,416,416  S SPRING ST #608,LOS ANGELES,90013,1,1.00 (1 0 0 0),,,,"$2,295","$4,600","$2,295",730,$3.14,1914,0,In Unit,Call,1+Year,Unfurnished,213-700-6515,"10,334"
25621591,,710,710   Westmount  #A,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",700,$3.28,,1,Community,Call,1+Year,Unfurnished,323-443-6005,0
BB25265352MR,Apartment,13018,13018   Valleyheart DR #4,STUDIO CITY,91604,1,1.00 (1 0 0 0),,$500.00,,"$2,295","$2,000","$2,295",800,$2.87,1961,1,Laundry Area,,1-Year,Unfurnished,818-818-0351,"9,249"
GD25265733IT,Apartment,641,641  W Glenoaks BLVD #A,GLENDALE,91202,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",650,$3.53,1939,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-860-3177,"6,569"
TR25264078MR,Townhouse,124,124  E Colorado  #B,ARCADIA,91006,2,2.00 (2 0 0 0),,$0.00,,"$2,299","$2,299","$2,299",800,$2.87,1979,1,None,No,1-Year,Unfurnished,,"1,000"
BB25265893MR,,1367,1367  N Mentor AVE ,PASADENA,91104,1,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,000","$2,300",700,$3.29,1936,0,Laundry Area,,1-Year,Unfurnished,818-818-0351,"7,116"
AR25263849MR,Apartment,515,515   Fairview AVE #8,ARCADIA,91007,2,2.00 (1 0 1 0),500,$0.00,200,"$2,300","$1,900","$2,300",800,$2.88,1963,2,Outside,No,Month-to-Month,Unfurnished,626-688-2268,"44,894"
25621263,,800,800   Western Avenue  #243,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$2,325",$800,"$2,325",599,$3.88,,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,"6,946"
25621409,,3603,3603   MENTONE AVE #7,LOS ANGELES,90034,1,1.00 (1 0 0 0),,,,"$2,350","$2,350","$2,350",700,$3.36,1963,1,Community,No,"1+Year,1-Year,Negotiable",Unfurnished,310-386-4398,"7,522"
P1-25047PF,Apartment,121,121  S Chester AVE #12,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$3,100","$2,350",745,$3.15,1960,1,None,No,,Unfurnished,(818) 399-3822,"9,509"
25622373,,750,750  S Oxford Ave #440,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,360","$1,500","$2,360",457,$5.16,2022,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
25622411,,750,750  S Oxford Ave #430,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,390","$1,500","$2,390",457,$5.23,2022,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,0
25621273,Apartment,2314,2314  S Corning  #3,Los Angeles,90034,1,1.00 (1 0 0 0),,,,"$2,395","$2,295","$2,395",750,$3.19,,1,In Unit,Call,1+Year,Unfurnished,323-443-6005,0
SR25264280MR,Apartment,6140,6140   Whitsett AVE #7,VALLEY GLEN,91606,2,2.00 (2 0 0 0),,$0.00,,"$2,395",$999,"$2,395","1,000",$2.40,1964,2,Community,No,1-Year,Unfurnished,,"7,163"
PW25263660MR,Condominium,108,108  W 2nd ST #803,LOS ANGELES,90012,0,1.00 (1 0 0 0),,$500.00,100,"$2,400","$2,400","$2,400",790,$3.04,1910,0,Community,,1-Year,Unfurnished,562-818-0971,"19,159"
SB25266350MR,Apartment,1588,1588  W 37th ST #1/2,LOS ANGELES,90018,3,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",780,$3.08,1921,2,None,,1-Year,Unfurnished,424-732-2821,"7,500"
25600443,Apartment,6071,6071 1/2  Pickford ST ,LOS ANGELES,90035,1,1.00 (1 0 0 0),,$300.00,,"$2,400","$2,400","$2,400",946,$2.54,1931,1,"In Unit,Laundry Area",Yes,1+Year,Unfurnished,323-899-2900,"6,001"
25610771,Single Family,767,767 A  Bennett Ave #767,Long Beach,90804,1,1.00 (1 0 0 0),,$500.00,,"$2,400","$2,100","$2,400",497,$4.83,2025,1,"Laundry Area,Laundry Closet Stacked",Yes,1+Year,Unfurnished,310-760-1167,"6,502"
25621983,,523,523 1/2 W 56th St ,Los Angeles,90037,2,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",686,$3.50,1923,1,"Garage,Laundry Area",Call,"Season,6 Months,Negotiable,1-Year",Furnished,626-759-1791,"5,539"
BB25263807MR,Apartment,3501,3501  W Alameda AVE ,BURBANK,91505,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,500","$2,400",700,$3.43,1952,0,"Dryer,Dryer Included,Other,Washer,Washer Included",No,1-Year,Unfurnished,818-599-2988,"3,690"
IG25264259MR,Condominium,21217,21217   De La Guerra  ##A,WOODLAND HILLS,91364,1,1.00 (1 0 0 0),,$500.00,,"$2,400",$0,"$2,400",400,$6,2023,0,Laundry Area,,1-Year,Unfurnished,310-818-6554,
P1-25032PF,Apartment,1121,1121  W Exposition  ,LOS ANGELES,90007,2,1.00 (0 1 0 0),,$500.00,,"$2,450","$2,450","$2,450",700,$3.50,1986,0,"Community,In Carport",No,Negotiable,Unfurnished,(760) 445-3717,"2,901"
P1-25034PF,Apartment,22,22  N 5th ST #4,ALHAMBRA,91801,2,2.00 (1 1 0 0),,$0.00,100,"$2,450","$1,650","$2,450",950,$2.58,1976,0,Community,No,Other,Unfurnished,(626) 372-5404,"7,500"
25622565,Condominium,100,100  S Alameda St #239,Los Angeles,90012,1,1.00 (1 0 0 0),,,,"$2,450","$2,450","$2,450",735,$3.33,2005,1,"In Unit,Inside",Call,1+Year,Unfurnished,213-305-2902,"138,056"
25621907,,18820,18820   Roscoe Blvd ,Northridge,91324,2,1.00 (1 0 0 0),,,,"$2,450","$2,450","$2,450",819,$2.99,1955,0,Outside,Call,1+Year,Unfurnished,213-923-0931,"6,002"
25619953,Apartment,1446,1446  S COCHRAN AVE #3,LOS ANGELES,90019,2,1.00 (1 0 0 0),,,,"$2,450","$2,450","$2,450",810,$3.02,1960,1,Community,Call,1+Year,Unfurnished,310-666-0961,"6,849"
25621375,,1325,1325  N Sierra Bonita Ave #222,Los Angeles,90046,1,1.00 (1 0 0 0),,,,"$2,450","$1,000","$2,450",750,$3.27,1989,2,Community,Call,12 Months,Unfurnished,833-525-3273,"28,417"
