MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
SR26073603MR,Single Family,6445,6445 1/2  Tujunga AVE ,NORTH HOLLYWOOD,91606,1,1.00 (1 0 0 0),,$500.00,,"$1,995","$1,995","$1,995",500,$3.99,1940,0,"In Closet,Inside",,1-Year,Unfurnished,424-653-0560,"6,374"
PW26073632MR,Apartment,3204,3204  E 2nd  ,LONG BEACH,90803,1,1.00 (1 0 0 0),,$50.00,,"$1,995","$1,995","$1,995",750,$2.66,1959,0,"Community,Laundry Area",,1-Year,Unfurnished,562-547-2668,"8,247"
SR26071661MR,Condominium,8750,8750   Sepulveda BLVD #307,NORTH HILLS,91343,1,1.00 (1 0 0 0),,$0.00,,"$1,996","$1,996","$1,996",960,$2.08,2026,1,"Dryer,Dryer Included,In Closet,Inside,Room,Washer,Washer Included",,1-Year,Unfurnished,818-472-0618,"18,920"
GD26073365IT,Apartment,2830,2830  W 3rd  ,LOS ANGELES,90057,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000","1,100",$1.82,1939,1,Inside,No,1-Year,Unfurnished,,"9,586"
PW26073020MR,Apartment,1938,1938   Bonsallo AVE #101,LOS ANGELES,90007,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",700,$2.86,1911,0,None,No,1-Year,Unfurnished,562-360-2000,"6,235"
26673617,Apartment,11165,11165   Sunshine Ter #2,Studio City,91604,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",625,$3.20,1950,1,Community,Call,1+Year,Unfurnished,310-882-5565,"7,563"
GD26071736IT,,10321,10321   Sherman Grove  ,SUNLAND,91040,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",485,$4.12,1951,0,Inside,No,1-Year,Unfurnished,818-437-2433,"5,949"
26675499,,418,418  S Roxbury Dr #1/2,Beverly Hills,90212,0,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",,$0,2020,0,In Unit,Call,1+Year,Unfurnished,323-325-1441,"6,363"
WS26071610MR,Apartment,336,336   N BERENDO ST #305,LOS ANGELES,90004,1,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,000","$2,000",850,$2.35,1963,1,Laundry Area,No,1-Year,Unfurnished,310-266-5551,"17,424"
SR26072161MR,,8438,8438   Gloria AVE ,NORTH HILLS,91343,0,1.00 (1 0 0 0),,$50.00,50,"$2,000","$2,000","$2,000",500,$4,1998,0,None,Yes,1-Year,Unfurnished,818-447-2495,"7,782"
26674107,,222,222  N Alvarado St #208,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$2,012","$2,450","$2,012",585,$3.44,2025,1,In Unit,Yes,"1+Year,12 Months,Other",Unfurnished,310-801-1242,"4,568"
26675063,,19014,19014   Bessemer St  ,Tarzana,91335,0,1.00 (1 0 0 0),,$500.00,,"$2,050","$2,050","$2,050",400,$5.13,,0,In Unit,Call,1+Year,Unfurnished,310-626-5630,400
PW26063743MR,Condominium,1724,1724  E 1st ST #9,LONG BEACH,90802,1,1.00 (1 0 0 0),,$600.00,,"$2,100","$2,100","$2,100",666,$3.15,1958,0,"Community,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,562-301-7656,"8,262"
AR26073139MR,Apartment,2601,2601   Valley Blvd ,WEST COVINA,91792,1,1.00 (1 0 0 0),,$300.00,50,"$2,100",$800,"$2,100",900,$2.33,1978,0,Laundry Area,,1-Year,Unfurnished,626-251-0089,"2,227,714"
26674745,,7956,7956   Norton Ave #6/8,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",600,$3.50,1925,0,Room,Call,1+Year,Unfurnished,213-618-6300,"7,438"
AR26066135MR,Single Family,11039,11039   Dodson  ,EL MONTE,91733,1,1.00 (1 0 0 0),,$500.00,25,"$2,100","$2,100","$2,100",395,$5.32,1948,3,"Gas Or Electric Dryer Hookup,Outside,Washer Hookup",,1-Year,Unfurnished,626-817-3287,"6,599"
PW26072202MR,Condominium,3220,3220   Altura  #213,LA CRESCENTA,91214,1,1.00 (1 0 0 0),,$0.00,100,"$2,100","$2,500","$2,100",610,$3.44,1977,1,Community,No,1-Year,Unfurnished,714-213-1372,"92,713"
26678361,,1337,1337   23rd ST #UNIT E,SANTA MONICA,90404,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",362,$5.80,2022,0,Outside,Call,1+Year,Unfurnished,310-420-4000,"5,205"
26673819,Apartment,1531,1531  N Detroit St #214,Los Angeles,90046,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",675,$3.19,1985,1,Community,No,"1+Year,Other",Unfurnished,310-721-1383,"15,103"
P1-26552PF,Apartment,263,263   Ohio ST #4,PASADENA,91106,1,1.00 (1 0 0 0),100,$0.00,100,"$2,150","$2,150","$2,150",650,$3.31,1960,8,Community,No,1-Year,Unfurnished,(626) 372-5404,"9,850"
26679935,,220,220  N Alvarado St ,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$2,167","$2,450","$2,167",585,$3.70,2025,1,In Unit,Yes,"1+Year,12 Months,Other",Unfurnished,310-801-1242,"4,568"
SR26071636MR,Condominium,8750,8750   Sepulveda BLVD #202,NORTH HILLS,91343,2,2.00 (2 0 0 0),,$0.00,,"$2,171","$2,171","$2,171","1,069",$2.03,2026,2,"Dryer,Dryer Included,In Closet,Inside,Room,Washer,Washer Included",,1-Year,Unfurnished,818-472-0618,"18,920"
26672311,,921,921  N Spaulding Ave #1,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",700,$3.14,1955,0,Community,Call,"1+Year,Renewal Options",Unfurnished,310-721-1383,"6,033"
26674817,,1143,1143  N Formosa Ave #2,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",750,$2.93,1956,1,Room,Yes,1+Year,Unfurnished,213-618-6300,"6,824"
OC26070998MR,Condominium,576,576  N Bellflower  #233,LONG BEACH,90814,1,1.00 (1 0 0 0),,$0.00,50,"$2,200","$2,200","$2,200",693,$3.17,1970,1,Community,Yes,1-Year,Unfurnished,9496065646,"559,615"
PW26070571MR,Apartment,942,942  E 2nd  #8,LONG BEACH,90802,0,1.00 (1 0 0 0),,$500.00,,"$2,200","$2,200","$2,200",700,$3.14,1922,0,None,,1-Year,Unfurnished,562-822-2853,"8,280"
TR26072827MR,,4106,4106 3/4  Abner ST ,EL SERENO,90032,2,1.00 (1 0 0 0),,$0.00,50,"$2,200","$2,200","$2,200",800,$2.75,1961,1,Other,No,1-Year,Unfurnished,626-419-2424,"21,057"
SR26071281MR,Apartment,14931,14931   Magnolia  #1,SHERMAN OAKS,91403,1,1.00 (1 0 0 0),,$500.00,,"$2,200","$2,200","$2,200",970,$2.27,1981,2,Community,,1-Year,Unfurnished,,"7,414"
GD26072165IT,Apartment,8601,8601   Wonderland AVE #1,LOS ANGELES,90046,1,1.00 (1 0 0 0),,$500.00,,"$2,400","$2,100","$2,200",200,$11,1923,0,None,,1-Year,Furnished,818-653-6446,"5,837"
CV26072088MR,Single Family,328,328  S 6th  ,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,50,"$2,200","$1,900","$2,200",700,$3.14,1909,1,None,No,"1-Year,Month-to-Month",Unfurnished,909-721-0332,"7,952"
SR26071653MR,Condominium,8750,8750   Sepulveda BLVD #302,NORTH HILLS,91343,2,2.00 (2 0 0 0),,$0.00,,"$2,217","$2,217","$2,217","1,069",$2.07,2026,2,"Dryer,Dryer Included,In Closet,Inside,Room,Washer,Washer Included",,1-Year,Unfurnished,818-472-0618,"18,920"
SR26071639MR,Condominium,8750,8750   Sepulveda BLVD #203,NORTH HILLS,91343,2,2.00 (2 0 0 0),,$0.00,,"$2,232","$2,232","$2,232","1,099",$2.03,2026,2,"Dryer,Dryer Included,In Closet,Inside,Room,Washer,Washer Included",,1-Year,Unfurnished,818-472-0618,"18,920"
26679499,,501,501   Palisades Dr #205,Pacific Palisades,90272,1,1.00 (1 0 0 0),,,,"$2,245","$2,245","$2,245",593,$3.79,1987,1,Community,Call,1+Year,Unfurnished,917-972-5373,"289,873"
SR26073406MR,Single Family,202,202  E 78th St ,LOS ANGELES,90003,1,1.00 (1 0 0 0),,$0.00,,"$2,250",$0,"$2,250",550,$4.09,1920,0,None,No,1-Year,Unfurnished,818-723-3169,"5,317"
26674117,,1162,1162  N Poinsettia Place  #ADU,West Hollywood,90046,0,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",,$0,,1,"Outside,Other",Call,"1+Year,24 Months",Unfurnished,310-728-0533,0
SR26073621MR,Apartment,451,451  W Wilson  #6,GLENDALE,91203,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",725,$3.10,1986,2,"Community,Laundry Area",,1-Year,Unfurnished,818-438-4804,"7,032"
PW26059304MR,Apartment,1751,1751   Orizaba  ,LONG BEACH,90804,2,1.00 (1 0 0 0),,$0.00,,"$2,250","$2,250","$2,250",750,$3,1963,0,Laundry Area,No,1-Year,Unfurnished,714-288-9369,"6,502"
TR26072304MR,Condominium,18148,18148   Colima  ,ROWLAND HEIGHTS,91748,2,1.00 (1 0 0 0),,$500.00,100,"$2,250","$2,250","$2,250",836,$2.69,1971,2,Laundry Area,,1-Year,Unfurnished,626 689 1067,"6,155"
26674509,,416,416  S Spring St #408,Los Angeles,90013,1,1.00 (1 0 0 0),,,,"$2,250","$4,500","$2,250",730,$3.08,1914,0,In Unit,Call,1+Year,Unfurnished,213-700-6515,"10,337"
SR26070843MR,Single Family,38833,38833   9th  ,PALMDALE,93550,2,1.00 (1 0 0 0),25,$500.00,,"$2,250","$2,250","$2,250",834,$2.70,1953,1,In Kitchen,,1-Year,Unfurnished,818-339-5498,"6,075"
26672955,,4136,4136   Grand View Blvd #9,Los Angeles,90066,1,1.00 (1 0 0 0),,$500.00,,"$2,275","$2,275","$2,275",550,$4.14,1959,0,"Laundry Area,Community",Yes,1+Year,Unfurnished,310-962-5000,"19,580"
SR26071655MR,Condominium,8750,8750   Sepulveda BLVD #303,NORTH HILLS,91343,2,2.00 (2 0 0 0),,$0.00,,"$2,278","$2,278","$2,278","1,099",$2.07,2026,2,"Dryer,Dryer Included,In Closet,Inside,Room,Washer,Washer Included",,1-Year,Unfurnished,818-472-0618,"18,920"
26680689,Apartment,549,549  S Harvard Blvd  #201,Los Angeles,90020,0,1.00 (1 0 0 0),,,,"$2,485",$800,"$2,278",700,$3.25,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"98,000"
SR26071649MR,Condominium,8750,8750   Sepulveda BLVD #209,NORTH HILLS,91343,2,2.00 (2 0 0 0),,$0.00,,"$2,279","$2,279","$2,279","1,122",$2.03,2026,2,"Dryer,Dryer Included,In Closet,Inside,Room,Washer,Washer Included",,1-Year,Unfurnished,818-472-0618,"18,920"
26680907,Apartment,549,549  S Harvard Blvd  #208,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$2,280",$900,"$2,280",633,$3.60,2026,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"98,000"
26679551,,1857,1857  W 24th St #1,Los Angeles,90018,2,1.00 (1 0 0 0),,,,"$2,290","$2,290","$2,290",800,$2.86,1962,1,None,Call,12 Months,Unfurnished,814-806-6993,"6,652"
26674215,,2925,2925   Marsh St #1/2,Los Angeles,90039,0,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",330,$6.95,2025,0,In Unit,Yes,"1-Year,12 Months,Other",Unfurnished,310-801-1242,"4,944"
26673049,,2408,2408   Ocean Park Blvd #3,Santa Monica,90405,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295","6,160",$0.37,1961,0,Community,Call,1-Year,Unfurnished,310-428-5494,"6,408"
SB26072697MR,Apartment,26006,26006   Pennsylvania AVE #3,LOMITA,90717,2,2.00 (1 0 1 0),,$0.00,,"$2,295","$2,295","$2,295",765,$3,1963,0,"Community,Room",No,1-Year,Unfurnished,3102596698,"7,013"
GD26074766IT,,828,828  E Olive AVE ,BURBANK,91501,1,1.00 (1 0 0 0),,$0.00,,"$2,299","$2,500","$2,299",500,$4.60,2020,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,310-919-8287,"7,699"
226001509VC,Single Family,27437,27437   Freetown LN ,AGOURA HILLS,91301,1,1.00 (0 1 0 0),,$500.00,,"$2,300","$2,300","$2,300",500,$4.60,1985,1,Room,,,Furnished,(805) 807-8728,"11,854"
26673793,Single Family,1214,1214  E 82nd St ,Los Angeles,90001,2,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",850,$2.71,,1,Other,Yes,1+Year,Unfurnished,818-281-5301,"4,800"
26672715,Apartment,4810,4810  S La Brea Ave #301,Los Angeles,90008,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",650,$3.54,1989,1,Community,Call,1+Year,Unfurnished,323-595-9414,"43,533"
26672969,,138,138  W 82nd St ,Los Angeles,90003,1,1.00 (1 0 0 0),,,,"$2,300","$2,300","$2,300",,$0,1923,0,In Unit,Call,12 Months,Unfurnished,323-304-8511,"5,326"
