MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
25542889,,224,224  N Louise St ,Glendale,91206,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",736,$2.38,1914,0,Laundry Area,No,12 Months,Unfurnished,818-428-0454,"7,704"
25544065,,1728,1728   El Cerrito Pl #5,Los Angeles,90028,0,1.00 (1 0 0 0),,$500.00,,"$1,799","$1,800","$1,799",600,$3.00,1939,0,Community,Call,"1+Year,1-Year",Both,323-449-1033,"7,465"
25543591,,820,820  E 84th Pl ,Los Angeles,90001,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",800,$2.25,1937,1,None,No,1+Year,Unfurnished,310-531-4900,800
GD25115707IT,Apartment,228,228  S Kenwood ST #306,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,700","$1,800",500,$3.60,1927,0,Community,No,1-Year,Unfurnished,818-437-2433,"7,497"
P1-22431PF,,214,214   Valle Vista AVE ,MONROVIA,91016,1,1.00 (1 0 0 0),,"$2,000.00",120,"$1,800","$1,800","$1,800",500,$3.60,1927,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,,"6,809"
PW25095961MR,Single Family,1089,1089  E Columbia AVE ,POMONA,91767,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",400,$4.50,1955,0,None,,Other,Unfurnished,818-402-9157,"6,435"
PW25116026MR,Apartment,1517,1517  E 1st ST #1523B,LONG BEACH,90802,0,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",300,$6,1914,1,None,,1-Year,Unfurnished,,"8,272"
25539951,Apartment,122,122   Buccaneer St #2,Marina Del Rey,90292,0,1.00 (1 0 0 0),,,,"$1,850","$3,700","$1,850",500,$3.70,1972,1,Community,No,"1+Year,12 Months,24 Months",Unfurnished,310-420-7861,"2,698"
WS25109715MR,Apartment,668,668  S 2nd AVE ,COVINA,91723,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",570,$3.25,1954,1,None,No,1-Year,Unfurnished,626-321-0311,"7,724"
25541741,,7453,7453   Haskell Ave #10,Van Nuys,91406,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",800,$2.37,1987,0,Community,Yes,1+Year,Unfurnished,310-493-9895,"6,739"
25542691,,3610,3610   Percy St #1,Los Angeles,90023,2,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",0,$0,1907,1,None,Call,1+Year,Unfurnished,323-578-8423,"8,947"
25543385,,160,160  S VIRGIL BLVD #1-348,LOS ANGELES,90004,1,1.00 (1 0 0 0),,,,"$1,895",$500,"$1,895",670,$2.83,1971,1,Community,Call,1+Year,Unfurnished,833-525-3273,"63,525"
PW25115842MR,Condominium,1724,1724  E 1st ST #9,LONG BEACH,90802,1,1.00 (1 0 0 0),,$600.00,,"$1,995","$1,900","$1,995",666,$3.00,1958,0,"Community,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,562-301-7656,"8,262"
SR25116873MR,Single Family,10134,10134   Lurline  ,CHATSWORTH,91311,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",534,$3.74,1965,0,"In Closet,Inside",No,1-Year,Unfurnished,818-235-8374,534
SR25117263MR,Apartment,7304,7304   Woodley Ave ,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",550,$3.64,1912,1,Laundry Area,Yes,1-Year,,424-666-4493,"12,311"
SR25115881MR,Apartment,454,454  E Avenue Q3  #8,PALMDALE,93550,2,2.00 (2 0 0 0),,$0.00,,"$2,000",$0,"$2,000",896,$2.23,1985,2,"Gas Dryer Hookup,Inside,Washer Hookup",No,1-Year,Unfurnished,661-312-9877,"17,993"
WS25116191MR,Apartment,2677,2677   Orchard  #2,LOS ANGELES,90007,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,000",700,$2.86,1964,0,Community,No,1-Year,,562-745-4697,"6,060"
PW25115677MR,Apartment,1040,1040   Gardenia AVE ,LONG BEACH,90813,8,4.00 (4 0 0 0),,$500.00,,"$2,200","$2,200","$2,000","3,568",$0.56,1925,4,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,562-330-2000,"6,531"
RS25098490MR,Condominium,315,315  W 3rd ST #711,LONG BEACH,90802,0,1.00 (1 0 0 0),,$500.00,100,"$2,000","$2,000","$2,000",456,$4.39,1925,0,"Community,Garage",,1-Year,Furnished,562-397-3530,"22,493"
SR25108722MR,,1583,1583  W 48th ST ,LOS ANGELES,90062,0,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",600,$3.33,1912,0,None,No,"1+Year,1-Year",,310-702-0128,
DW25115849MR,,9816,9816  S Hoover ST ,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",480,$4.17,1949,0,In Kitchen,No,1-Year,Furnished,562-712-3748,"4,020"
P1-22398PF,,5359,5359 1/2  Navarro ST ,LOS ANGELES,90032,1,1.00 (1 0 0 0),,$0.00,25,"$2,075","$2,075","$2,075",500,$4.15,1924,0,None,No,1-Year,Unfurnished,,"7,466"
SR25113826MR,,6838,6838   Aura AVE ,RESEDA,91335,0,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",360,$5.82,2024,0,None,No,1-Year,Unfurnished,818-201-8724,"6,052"
25544181,,1245,1245  S Berendo St ,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",500,$4.20,1912,0,None,No,1+Year,Unfurnished,213-500-1123,"5,901"
25542895,,3156,3156  W 74th St ,Los Angeles,90043,0,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",306,$6.86,,0,In Unit,Call,1+Year,Unfurnished,415-533-8377,700
25542977,,945,945  N Hilldale Ave #1/2,West Hollywood,90069,0,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",500,$4.20,,1,Community,Call,1+Year,Unfurnished,323-683-8284,"5,615"
25541759,,240,240   San Marcos St #A,San Gabriel,91776,2,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",850,$2.47,1964,1,Community,No,1+Year,Unfurnished,310-990-9951,"6,700"
25542633,,2598,2598   Amherst Ave  ,Los Angeles,90405,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",675,$3.19,,0,None,Call,1+Year,Unfurnished,310-710-9547,"6,509"
SB25117607MR,Condominium,2501,2501  W Redondo Beach BLVD #240,GARDENA,90249,1,1.00 (1 0 0 0),,$0.00,,"$2,150","$2,150","$2,150",641,$3.35,1971,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"77,872"
25542229,,613,613  E 83rd St ,Los Angeles,90001,1,1.00 (1 0 0 0),,,,"$2,172","$2,172","$2,172",600,$3.62,1927,0,None,Yes,12 Months,Unfurnished,310-710-9361,"5,741"
25543861,,5468,5468   Blackwelder St ##3,Los Angeles,90016,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",700,$3.14,1958,1,Community,Call,1-Year,Furnished,323-376-0878,"9,605"
25543273,,2437,2437   Exposition Pl #3,Los Angeles,90018,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",525,$4.19,1958,0,None,No,1-Year,Unfurnished,310-560-5987,"4,529"
PW25072094MR,Apartment,3114,3114   6th  #1,LONG BEACH,90814,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,150","$2,200",800,$2.75,1964,0,"Community,Room",No,1-Year,Unfurnished,7149073846,"6,749"
GD25115876IT,Condominium,421,421  S La Fayette Park PL #306,LOS ANGELES,90057,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",715,$3.08,1971,0,Community,,1-Year,Furnished,818-815-9029,"43,252"
25542239,,5918,5918 3/4  Willoughby Ave ,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$2,211","$2,395","$2,211",700,$3.16,1968,1,In Unit,Yes,1+Year,Unfurnished,323-633-8077,"6,495"
DW25113757MR,,141,141  N 21st ST ,MONTEBELLO,90640,1,1.00 (1 0 0 0),,$500.00,,"$2,250","$2,200","$2,250",600,$3.75,1928,0,"Dryer,Dryer Included,In Kitchen,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,562-250-7151,"6,181"
25523025,Condominium,1457,1457   Butler Ave #6,Los Angeles,90025,1,1.00 (1 0 0 0),,,,"$2,255","$2,255","$2,255",720,$3.13,1970,1,Community,Call,1+Year,Unfurnished,310-499-2020,"6,002"
SR25116468MR,Combo - Res &amp; Com,18362,18362   Soledad Canyon  ,CANYON COUNTRY,91387,0,1.00 (1 0 0 0),,$0.00,,"$2,275","$2,500","$2,275","1,100",$2.07,1985,0,None,No,"1+Year,1-Year,Month-to-Month,Other",Furnished,661-733-5738,"1,100"
SR25115516MR,,24758,24758   Chestnut St ,NEWHALL,91321,2,1.00 (1 0 0 0),,$500.00,50,"$2,300","$2,300","$2,300",900,$2.56,2021,0,None,,1-Year,Unfurnished,818-626-0611,"6,963"
TR25114454MR,Apartment,709,709   Harding Ave #1/2,EAST LOS ANGELES,90022,2,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",775,$2.97,1937,0,None,,1-Year,Unfurnished,626-250-9202,"7,425"
BB25116031MR,Single Family,12512,12512   Miranda ST ,VALLEY VILLAGE,91607,1,1.00 (1 0 0 0),,$0.00,50,"$2,300","$2,500","$2,300",749,$3.07,1948,0,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",No,"1-Year,Negotiable",Furnished,818-414-2689,"8,100"
PW25116897MR,Condominium,14081,14081   Bayside DR #57,NORWALK,90650,1,1.00 (1 0 0 0),,$0.00,200,"$2,300","$2,300","$2,300",847,$2.72,1976,2,"Dryer,Dryer Included,Inside,Washer,Washer Hookup,Washer Included",No,"1+Year,1-Year",Unfurnished,714-504-4989,"143,173"
25543527,,7045,7045   Hawthorn Ave #302,Los Angeles,90028,1,1.00 (1 0 0 0),,,,"$2,380","$2,380","$2,380","1,025",$2.32,1963,1,"Laundry Area,Community",Yes,1+Year,Unfurnished,310-500-5621,"14,922"
25544217,Apartment,1126,1126  N Cornwell St #109,Los Angeles,90033,1,1.00 (1 0 0 0),,,,"$2,395","$2,395","$2,395",710,$3.37,2024,1,In Unit,Call,"1+Year,12 Months",Unfurnished,213-797-5559,"15,006"
SB25117007MR,Single Family,2427,2427   256th ST ,LOMITA,90717,2,1.00 (1 0 0 0),,$0.00,,"$2,395","$2,395","$2,395",864,$2.77,1925,3,In Kitchen,No,1-Year,Unfurnished,310-941-7927,"5,884"
SR25117248MR,Condominium,4140,4140   Fair AVE #5,STUDIO CITY,91602,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,395","$2,395","$2,395",713,$3.36,1974,2,"In Closet,Inside,Outside",,1-Year,Unfurnished,310-617-6272,"18,546"
IV25116036MR,Apartment,1032,1032   Arcadia AVE ,ARCADIA,91007,2,1.00 (1 0 0 0),,$0.00,,"$2,398","$2,500","$2,398",925,$2.59,1955,2,Community,No,1-Year,Unfurnished,,"20,000"
DW25113271MR,Apartment,2657,2657  E Monroe ST ,CARSON,90810,2,1.00 (1 0 0 0),,$100.00,30,"$2,550","$2,550","$2,400",750,$3.20,1926,0,Laundry Area,,"1+Year,1-Year",Unfurnished,323-350-4561,"8,354"
SB25115935MR,,11880,11880   Eucalyptus AVE #C,HAWTHORNE,90250,2,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",759,$3.16,1957,2,"In Closet,Inside",,1-Year,Unfurnished,,"5,403"
25543203,,9009,9009   Monogram Ave  ,Northridge,91343,1,1.00 (1 0 0 0),,,,"$2,400","$2,400","$2,400",,$0,,2,Inside,Yes,1+Year,Unfurnished,818-967-6311,"1,000"
SR25115766MR,Single Family,5629,5629   Satsuma AVE #1/2,NORTH HOLLYWOOD,91601,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",606,$3.96,1949,1,"Laundry Closet Stacked,Outside,Room,Stackable W/D Hookup",No,1-Year,,8182770008,"2,000"
SR25115826MR,Condominium,26746,26746   Whispering Leaves DR ,NEWHALL,91321,2,2.00 (2 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",864,$2.78,1964,0,Laundry Area,No,1-Year,Unfurnished,661-341-6226,"353,139"
TR25114297MR,Single Family,1359,1359   Glen Avenue ,POMONA,91768,1,1.00 (1 0 0 0),,$0.00,100,"$2,400","$1,500","$2,400",500,$4.80,1964,4,None,No,1-Year,Furnished,626-607-7828,"11,062"
SB25116045MR,Combo - Res &amp; Com,551,551  S Harbor  #416,SAN PEDRO,90731,0,1.00 (1 0 0 0),,$500.00,,"$2,410",$500,"$2,410",585,$4.12,2024,0,"Dryer,Dryer Included,Washer,Washer Included",,"1-Year,Other",Unfurnished,909-289-2693,"33,105"
RS25118291MR,Apartment,20729,20729   Seine AVE #B,LAKEWOOD,90715,2,3.00 (2 0 1 0),250,$0.00,50,"$2,450","$2,450","$2,450","1,100",$2.23,1991,2,"Inside,Room",No,1-Year,Unfurnished,,"27,466"
MB25114942MR,Apartment,901,901   Carob WAY ,MONTEBELLO,90640,2,1.00 (1 0 0 0),,$0.00,,"$2,450","$2,450","$2,450",850,$2.88,1961,1,None,No,1-Year,Unfurnished,,"7,042"
SR25117292MR,Condominium,5460,5460   White Oak AVE #E118,ENCINO,91316,1,1.00 (1 0 0 0),,$500.00,,"$2,450","$2,450","$2,450",683,$3.59,1971,2,Community,,1-Year,Unfurnished,818-930-8396,0
25543383,,160,160  S VIRGIL BLVD #1-243,LOS ANGELES,90004,1,1.00 (1 0 0 0),,,,"$2,482",$500,"$2,482",670,$3.70,1971,1,Community,Call,1+Year,Unfurnished,833-525-3273,"63,525"
25543563,,19009,19009   Sherman Way #37,Reseda,91335,1,1.00 (1 0 0 0),,,,"$2,495","$2,495","$2,495",510,$4.89,1987,2,In Unit,Call,1+Year,Unfurnished,310-714-6161,"62,185"
25543963,Condominium,4220,4220   Fair Ave #201,North Hollywood,91602,1,1.00 (1 0 0 0),,,,"$2,495","$2,495","$2,495",850,$2.94,1985,0,Inside,Call,1+Year,Unfurnished,818-281-5301,"10,339"
25543699,,2508,2508  W El Segundo Blvd #E,Gardena,90249,2,1.00 (1 0 0 0),,,,"$2,495","$2,495","$2,495",850,$2.94,1957,4,In Unit,No,1+Year,Unfurnished,310-283-9967,"8,328"
25542493,,21317,21317   Lopez St ,Woodland Hills,91364,1,1.00 (0 1 0 0),,,,"$2,495","$2,495","$2,495",574,$4.35,2025,0,"Laundry Area,Outside",Call,"1-Year,12 Months",Unfurnished,818-462-1626,"6,247"
SR25113067MR,Apartment,1522,1522   Bronson Ave ,Unknown,90019,1,1.00 (1 0 0 0),,$0.00,,"$2,500",$0,"$2,500",675,$3.70,1945,0,None,,1-Year,Unfurnished,818-425-4699,"10,358"
SR25095967MR,Apartment,525,525   Fischer ST #4,GLENDALE,91205,2,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,600","$2,500",904,$2.77,1967,2,"Community,Laundry Area",,1-Year,Unfurnished,818-515-9760,"261,360,000"
SR25114680MR,,10053,10053   Babbitt AVE ,NORTHRIDGE,91325,1,1.00 (1 0 0 0),,$500.00,50,"$2,500","$2,500","$2,500",500,$5,1959,0,"Dryer,Dryer Included,Outside,Washer,Washer Included",,1-Year,Unfurnished,818-674-7349,"10,089"
TR25114997MR,,1161,1161  N Summit Ave #2,PASADENA,91103,1,1.00 (0 1 0 0),,"$1,000.00",50,"$2,500","$2,500","$2,500",600,$4.17,1912,0,"Dryer,Dryer Included,Washer,Washer Included",No,1+Year,Unfurnished,9092828888,"10,298"
TR25109267MR,Single Family,318,318   S Lincoln Avenue #B,MONTEREY PARK,91755,2,2.00 (2 0 0 0),,$0.00,150,"$2,500","$2,500","$2,500","1,100",$2.27,1973,1,"Inside,Washer Hookup",No,1-Year,,626-327-1866,"11,725"
V1-30163VC,Single Family,7223,7223   Fallbrook AVE ,WEST HILLS,91307,1,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",496,$5.04,1960,0,"Dryer,Dryer Included,Washer,Washer Included",,"1+Year,1-Year,Negotiable",Unfurnished,(818) 825-3693,"7,300"
WS25116730MR,Condominium,1119,1119   Albany st #231,LOS ANGELES,90015,2,1.00 (1 0 0 0),,$500.00,25,"$2,500","$3,750","$2,500",797,$3.14,1983,1,In Kitchen,,1-Year,Furnished,626-327-1102,"147,337"
WS25116940MR,,6053,6053   Dennison ST ,EAST LOS ANGELES,90022,2,1.00 (1 0 0 0),,$0.00,,"$2,500","$2,500","$2,500",850,$2.94,1947,1,Garage,No,"1+Year,1-Year,Month-to-Month",Unfurnished,626-202-7093,"3,957"
SR25117610MR,Condominium,27979,27979   Sarabande LN #250,CANYON COUNTRY,91387,2,2.00 (2 0 0 0),,$500.00,,"$2,525","$2,525","$2,525",848,$2.98,1984,2,Inside,,1-Year,Unfurnished,805-404-0490,"123,964"
TR25116021MR,Single Family,694,694  W Center ST ,POMONA,91768,2,2.00 (2 0 0 0),,$0.00,,"$2,550","$2,550","$2,550",798,$3.20,2025,0,Inside,No,1-Year,Unfurnished,626-383-9598,"6,282"
P1-22427PF,,505,505  E Olive AVE ,MONROVIA,91016,2,1.00 (1 0 0 0),,$0.00,,"$2,550","$2,550","$2,550",655,$3.89,1910,2,"Gas Dryer Hookup,Room,Washer Hookup",No,1-Year,Unfurnished,,"7,950"
25544211,Apartment,1126,1126  N Cornwell St #207,Los Angeles,90033,1,1.00 (1 0 0 0),,,,"$2,550","$2,550","$2,550",690,$3.70,2024,1,In Unit,Call,"1+Year,12 Months",Unfurnished,213-797-5559,"15,006"
SB25117999MR,Apartment,551,551  S Harbor  #420,SAN PEDRO,90731,1,1.00 (1 0 0 0),,$500.00,,"$2,581","$1,000","$2,581",882,$2.93,2024,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,909-289-2693,"33,105"
PW25112710MR,Condominium,3565,3565   Linden AVE #220,LONG BEACH,90807,2,2.00 (2 0 0 0),,$0.00,,"$2,585","$2,585","$2,585",813,$3.18,1973,1,"Community,Laundry Area",,1-Year,Unfurnished,714-863-5485,"83,468"
25543091,Apartment,689,689  S Catalina St #308,Los Angeles,90005,2,2.00 (2 0 0 0),,,,"$2,587","$2,587","$2,587",857,$3.02,,2,In Unit,Yes,1+Year,Unfurnished,310-866-9978,"13,775"
25543205,,624,624   Aerick St #4,Inglewood,90301,2,1.00 (1 0 0 0),,,,"$2,600","$2,600","$2,600",850,$3.06,1958,1,"In Unit,Laundry Closet Stacked",Call,1+Year,Unfurnished,310-367-1222,"6,743"
AR25115501MR,Condominium,626,626  E Lee PL ,AZUSA,91702,2,2.00 (1 0 1 0),,$0.00,,"$2,600","$3,000","$2,600",921,$2.82,1964,2,"Gas Dryer Hookup,In Kitchen,Inside",No,1-Year,Unfurnished,626-625-5704,"287,060"
P1-22374PF,Single Family,3804,3804   Durfee AVE ,EL MONTE,91732,2,1.00 (1 0 0 0),,$0.00,,"$2,600","$2,600","$2,600",980,$2.65,1958,2,"Gas Dryer Hookup,Washer Hookup",No,,Unfurnished,(626) 483-1884,"6,616"
25543357,,10645,10645   Wilshire Blvd #304,Los Angeles,90024,1,1.00 (1 0 0 0),,,,"$2,650","$5,300","$2,650",844,$3.14,1955,0,Community,Call,1+Year,Unfurnished,,"12,848"
25542955,,2636,2636   Kansas Ave #1,Santa Monica,90404,1,1.00 (1 0 0 0),,,,"$2,650","$2,650","$2,650",623,$4.25,1959,1,"Community,Laundry Area",Yes,1+Year,Unfurnished,310-493-9895,"17,019"
TR25115854MR,,3452,3452   Town Center DR ,LA VERNE,91750,3,2.00 (2 0 0 0),,$0.00,,"$2,650","$2,590","$2,650","1,300",$2.04,1964,2,In Closet,No,1-Year,Unfurnished,,"10,105"
25542929,,5135,5135   Zelzah Ave #202,Encino,91316,2,2.00 (2 0 0 0),,,,"$2,695","$5,390","$2,695","1,160",$2.32,1984,2,"In Unit,In Closet",Call,1+Year,Unfurnished,310-408-5530,"17,594"
25538489,,1208,1208  N Crescent Heights Blvd  #4,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,695","$2,695","$2,695",,$0,,1,In Unit,Call,1+Year,Unfurnished,213-280-9620,"13,289"
25540927,,1217,1217  N Crescent Heights Blvd  #C,West Hollywood,90046,2,1.00 (1 0 0 0),,,,"$2,695","$2,695","$2,695",,$0,,1,Community,No,1+Year,Unfurnished,213-280-9620,"14,767"
P1-22425PF,Apartment,1540,1540  E Wilson AVE #B,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$2,695","$2,695","$2,695","1,100",$2.45,1936,1,Washer Hookup,,1-Year,Unfurnished,(818) 275-4809,"12,594"
P1-22449PF,Apartment,615,615  E Orange Grove AVE #J,BURBANK,91501,2,2.00 (2 0 0 0),,$0.00,,"$2,695","$2,695","$2,695","1,000",$2.70,1963,0,Community,,1-Year,Unfurnished,(818) 275-4809,"9,496"
PV25116117MR,Single Family,1250,1250  E Huntington DR #B & D,SOUTH PASADENA,91030,1,1.00 (1 0 0 0),,$0.00,,"$2,700","$2,700","$2,700",750,$3.60,1916,0,Room,,1-Year,Unfurnished,310-946-2205,"12,317"
IV25114402MR,Condominium,221,221  W Merlot DR ,COVINA,91723,2,3.00 (2 0 1 0),,$0.00,,"$2,700","$2,700","$2,700","1,180",$2.29,2011,2,Inside,,1-Year,Unfurnished,855-855-5910,"16,088"
SR25118117MR,Single Family,1329,1329   Linden AVE ,GLENDALE,91201,1,1.00 (1 0 0 0),,$0.00,,"$2,700","$2,700","$2,700",600,$4.50,1925,1,In Closet,,1-Year,Unfurnished,727-306-1991,"7,807"
25542283,,959,959  S Soto St #5,Los Angeles,90023,2,1.00 (1 0 0 0),,,,"$2,748","$2,748","$2,748",900,$3.05,1962,1,None,Yes,12 Months,Unfurnished,310-710-9361,"6,486"
25543017,,348,348  S Rexford Dr #6,Beverly Hills,90212,1,1.00 (1 0 0 0),,,,"$2,750","$2,700","$2,750",,$0,1955,1,"Community,Laundry Area",Yes,"1+Year,Negotiable",Unfurnished,310-435-6832,"6,072"
AR25116948MR,Single Family,926,926  N Electric AVE ,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,265,"$2,750","$2,650","$2,750",950,$2.89,1950,2,"Garage,Gas Dryer Hookup,In Kitchen",No,1-Year,Unfurnished,626-255-7806,"7,467"
GD25115662IT,Apartment,1110,1110   Leland Way #B,BURBANK,91504,2,1.00 (1 0 0 0),,$300.00,,"$2,750","$2,750","$2,750","1,000",$2.75,1990,4,"Community,Laundry Area",,1-Year,Unfurnished,818-858-5026,"8,056"
CV25117612MR,Apartment,2434,2434   Kansas AVE ,SANTA MONICA,90404,2,1.00 (1 0 0 0),,$0.00,30,"$2,750","$2,750","$2,750","1,000",$2.75,1976,0,Laundry Area,No,Month-to-Month,Unfurnished,626-422-9523,"7,000"
P1-22417PF,Apartment,5663,5663   Fountain AVE ,LOS ANGELES,90028,3,1.00 (1 0 0 0),,$0.00,,"$2,750","$2,750","$2,750",900,$3.06,1956,0,"Dryer,Dryer Included,In Kitchen,Washer,Washer Included",No,1-Year,Unfurnished,(626) 731-8387,"7,510"
SR25116334MR,Apartment,20284,20284   Lorenzana DR ,WOODLAND HILLS,91364,1,1.00 (0 1 0 0),,$0.00,,"$2,750","$4,000","$2,750",550,$5,1959,0,"Dryer,Dryer Included,In Closet,Washer,Washer Included",No,1-Year,Furnished,818-421-0544,"19,607"
P1-22401PF,Apartment,91,91  S Meridith AVE #4,PASADENA,91106,2,1.00 (1 0 0 0),,$0.00,,"$2,797","$2,795","$2,797",850,$3.29,1956,4,"Community,Gas Dryer Hookup,Washer Hookup",,,Unfurnished,(818) 294-0726,"16,485"
OC25086927MR,,22,22   Paloma AVE #C,VENICE,90291,1,1.00 (1 0 0 0),,$250.00,50,"$2,800","$2,800","$2,800",600,$4.67,1922,1,"Community,Dryer,Dryer Included,In Closet,Other,Outside,Washer,Washer Included",,"1-Year,Month-to-Month,Negotiable,Weekly",,214-577-1302,"3,525"
GD25114739IT,Apartment,1142,1142   Stanley AVE #12,GLENDALE,91206,2,2.00 (2 0 0 0),,$0.00,,"$2,800","$2,700","$2,800",950,$2.95,1984,1,Community,No,1-Year,Unfurnished,818-437-2433,"16,602"
SR25104108MR,Single Family,5931,5931   CORBIN AVE ,TARZANA,91356,2,1.00 (1 0 0 0),,$0.00,,"$2,800","$2,800","$2,800","1,000",$2.80,1948,2,Garage,No,1-Year,Unfurnished,818-371-7117,"18,016"
