ZIP,COUNTY,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
92160,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92161,06073,SAN DIEGO,CA,0.000000000,1.000000000,0.000000000,1.000000000
92163,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92165,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92166,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92167,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92168,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92169,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92170,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92171,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92172,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92173,06073,SAN YSIDRO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92174,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92175,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92176,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92177,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92178,06073,CORONADO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92179,06073,SAN DIEGO,CA,0.000000000,1.000000000,1.000000000,1.000000000
92182,06073,SAN DIEGO,CA,0.000000000,1.000000000,1.000000000,1.000000000
92191,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92192,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92193,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92195,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92196,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92197,06073,SAN DIEGO,CA,0.000000000,1.000000000,0.000000000,1.000000000
92198,06073,SAN DIEGO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92199,06073,SAN DIEGO,CA,0.000000000,1.000000000,0.000000000,1.000000000
92201,06065,INDIO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92202,06065,INDIO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92203,06065,INDIO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92210,06065,INDIAN WELLS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92211,06065,PALM DESERT,CA,1.000000000,1.000000000,1.000000000,1.000000000
92220,06065,BANNING,CA,1.000000000,1.000000000,1.000000000,1.000000000
92222,06025,BARD,CA,0.000000000,1.000000000,0.000000000,1.000000000
92223,06071,BEAUMONT,CA,0.000040491,0.000000000,0.000000000,0.000037774
92223,06065,BEAUMONT,CA,0.999959509,1.000000000,1.000000000,0.999962226
92225,06065,BLYTHE,CA,0.998386056,1.000000000,0.996855346,0.998456492
92225,06025,BLYTHE,CA,0.001613944,0.000000000,0.000000000,0.001447038
92225,06071,BLYTHE,CA,0.000000000,0.000000000,0.003144654,0.000096469
92226,06065,BLYTHE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92227,06025,BRAWLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92230,06065,CABAZON,CA,1.000000000,1.000000000,1.000000000,1.000000000
92231,06025,CALEXICO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92232,06025,CALEXICO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92233,06025,CALIPATRIA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92234,06065,CATHEDRAL CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92235,06065,CATHEDRAL CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92236,06065,COACHELLA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92239,06065,DESERT CENTER,CA,1.000000000,1.000000000,0.000000000,1.000000000
92240,06065,DESERT HOT SPRINGS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92241,06065,DESERT HOT SPRINGS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92242,06071,EARP,CA,1.000000000,1.000000000,1.000000000,1.000000000
92243,06025,EL CENTRO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92244,06025,EL CENTRO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92247,06065,LA QUINTA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92248,06065,LA QUINTA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92249,06025,HEBER,CA,1.000000000,1.000000000,1.000000000,1.000000000
92250,06025,HOLTVILLE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92251,06025,IMPERIAL,CA,1.000000000,1.000000000,1.000000000,1.000000000
92252,06071,JOSHUA TREE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92253,06065,LA QUINTA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92254,06065,MECCA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92255,06065,PALM DESERT,CA,1.000000000,1.000000000,1.000000000,1.000000000
92256,06071,MORONGO VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92257,06025,NILAND,CA,1.000000000,1.000000000,1.000000000,1.000000000
92258,06065,NORTH PALM SPRINGS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92259,06025,OCOTILLO,CA,1.000000000,1.000000000,0.000000000,1.000000000
92260,06065,PALM DESERT,CA,1.000000000,1.000000000,1.000000000,1.000000000
92261,06065,PALM DESERT,CA,1.000000000,1.000000000,1.000000000,1.000000000
92262,06065,PALM SPRINGS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92263,06065,PALM SPRINGS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92264,06065,PALM SPRINGS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92266,06025,PALO VERDE,CA,0.000000000,1.000000000,0.000000000,1.000000000
92267,06071,PARKER DAM,CA,0.000000000,0.000000000,1.000000000,1.000000000
92268,06071,PIONEERTOWN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92270,06065,RANCHO MIRAGE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92273,06025,SEELEY,CA,1.000000000,1.000000000,0.000000000,1.000000000
92274,06065,THERMAL,CA,0.626113817,0.787878788,0.315533981,0.611318740
92274,06025,THERMAL,CA,0.373886183,0.212121212,0.684466019,0.388681260
92275,06025,SALTON CITY,CA,1.000000000,0.000000000,0.000000000,1.000000000
92276,06065,THOUSAND PALMS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92277,06071,TWENTYNINE PALMS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92278,06071,TWENTYNINE PALMS,CA,0.000000000,0.000000000,1.000000000,1.000000000
92280,06071,VIDAL,CA,1.000000000,1.000000000,1.000000000,1.000000000
92281,06025,WESTMORLAND,CA,1.000000000,1.000000000,0.000000000,1.000000000
92282,06065,WHITEWATER,CA,1.000000000,1.000000000,1.000000000,1.000000000
92283,06025,WINTERHAVEN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92284,06071,YUCCA VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92285,06071,LANDERS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92286,06071,YUCCA VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92301,06037,ADELANTO,CA,0.000072622,0.000000000,0.000000000,0.000066573
92301,06071,ADELANTO,CA,0.999927378,1.000000000,1.000000000,0.999933427
92304,06071,AMBOY,CA,0.000000000,1.000000000,1.000000000,1.000000000
92305,06071,ANGELUS OAKS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92307,06071,APPLE VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92308,06071,APPLE VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92309,06071,BAKER,CA,1.000000000,1.000000000,0.000000000,1.000000000
92310,06071,FORT IRWIN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92311,06071,BARSTOW,CA,1.000000000,1.000000000,1.000000000,1.000000000
92312,06071,BARSTOW,CA,1.000000000,1.000000000,1.000000000,1.000000000
92313,06065,GRAND TERRACE,CA,0.005196425,0.005865103,0.001024590,0.004569191
92313,06071,GRAND TERRACE,CA,0.994803575,0.994134897,0.998975410,0.995430809
92314,06071,BIG BEAR CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92315,06071,BIG BEAR LAKE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92316,06071,BLOOMINGTON,CA,1.000000000,1.000000000,1.000000000,1.000000000
92317,06071,BLUE JAY,CA,1.000000000,0.000000000,1.000000000,1.000000000
92318,06071,BRYN MAWR,CA,1.000000000,1.000000000,0.000000000,1.000000000
92320,06065,CALIMESA,CA,0.996317728,0.982942431,1.000000000,0.995371848
92320,06071,CALIMESA,CA,0.003682272,0.017057569,0.000000000,0.004628152
92321,06071,CEDAR GLEN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92322,06071,CEDARPINES PARK,CA,1.000000000,1.000000000,1.000000000,1.000000000
92323,06071,CIMA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92324,06065,COLTON,CA,0.015155342,0.000458926,0.006734007,0.013257172
92324,06071,COLTON,CA,0.984844658,0.999541074,0.993265993,0.986742828
92325,06071,CRESTLINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92327,06071,DAGGETT,CA,1.000000000,1.000000000,1.000000000,1.000000000
92328,06027,DEATH VALLEY,CA,1.000000000,1.000000000,0.000000000,1.000000000
92329,06071,PHELAN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92331,06071,FONTANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92332,06071,ESSEX,CA,1.000000000,1.000000000,1.000000000,1.000000000
92333,06071,FAWNSKIN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92334,06071,FONTANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92335,06071,FONTANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92336,06071,FONTANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92337,06071,FONTANA,CA,1.000000000,0.996043521,1.000000000,0.999633733
92337,06065,FONTANA,CA,0.000000000,0.003956479,0.000000000,0.000366267
92338,06071,LUDLOW,CA,1.000000000,1.000000000,1.000000000,1.000000000
92339,06071,FOREST FALLS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92340,06071,HESPERIA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92341,06071,GREEN VALLEY LAKE,CA,1.000000000,1.000000000,0.000000000,1.000000000
92342,06071,HELENDALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92344,06071,HESPERIA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92345,06071,HESPERIA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92346,06071,HIGHLAND,CA,1.000000000,1.000000000,1.000000000,1.000000000
92347,06071,HINKLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92350,06071,LOMA LINDA,CA,0.000000000,1.000000000,1.000000000,1.000000000
92352,06071,LAKE ARROWHEAD,CA,1.000000000,1.000000000,1.000000000,1.000000000
92354,06071,LOMA LINDA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92356,06071,LUCERNE VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92357,06071,LOMA LINDA,CA,0.000000000,1.000000000,1.000000000,1.000000000
92358,06071,LYTLE CREEK,CA,1.000000000,1.000000000,1.000000000,1.000000000
92359,06071,MENTONE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92363,06071,NEEDLES,CA,1.000000000,1.000000000,1.000000000,1.000000000
92364,06071,NIPTON,CA,1.000000000,1.000000000,1.000000000,1.000000000
92365,06071,NEWBERRY SPRINGS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92366,06071,MOUNTAIN PASS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92368,06071,ORO GRANDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92369,06071,PATTON,CA,1.000000000,1.000000000,1.000000000,1.000000000
92371,06071,PHELAN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92372,06071,PINON HILLS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92373,06065,REDLANDS,CA,0.009186738,0.001812415,0.003828484,0.008051137
92373,06071,REDLANDS,CA,0.990813262,0.998187585,0.996171516,0.991948863
92374,06071,REDLANDS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92375,06071,REDLANDS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92376,06071,RIALTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92377,06071,RIALTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92378,06071,RIMFOREST,CA,1.000000000,1.000000000,0.000000000,1.000000000
92382,06071,RUNNING SPRINGS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92384,06027,SHOSHONE,CA,0.000000000,1.000000000,0.000000000,1.000000000
92385,06071,SKYFOREST,CA,1.000000000,1.000000000,0.000000000,1.000000000
92386,06071,SUGARLOAF,CA,1.000000000,1.000000000,1.000000000,1.000000000
92389,06027,TECOPA,CA,1.000000000,1.000000000,0.000000000,1.000000000
92391,06071,TWIN PEAKS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92392,06071,VICTORVILLE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92393,06071,VICTORVILLE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92394,06071,VICTORVILLE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92395,06071,VICTORVILLE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92397,06071,WRIGHTWOOD,CA,0.995098039,1.000000000,0.000000000,0.995169082
92397,06037,WRIGHTWOOD,CA,0.004901961,0.000000000,0.000000000,0.004830918
92398,06071,YERMO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92399,06065,YUCAIPA,CA,0.009161565,0.000000000,0.001398601,0.008426408
92399,06071,YUCAIPA,CA,0.990838435,1.000000000,0.998601399,0.991573592
92401,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92402,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92403,06071,SAN BERNARDINO,CA,0.000000000,1.000000000,1.000000000,1.000000000
92404,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92405,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92406,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92407,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92408,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92410,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92411,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92413,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92415,06071,SAN BERNARDINO,CA,0.000000000,1.000000000,0.000000000,1.000000000
92418,06071,SAN BERNARDINO,CA,0.000000000,1.000000000,0.000000000,1.000000000
92423,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92427,06071,SAN BERNARDINO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92501,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92502,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92503,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92504,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92505,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92506,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92507,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92508,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92509,06071,JURUPA VALLEY,CA,0.002047630,0.011173184,0.005961252,0.002686421
92509,06065,JURUPA VALLEY,CA,0.997952370,0.988826816,0.994038748,0.997313579
92513,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92514,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92516,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92517,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92518,06065,MARCH AIR RESERVE BASE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92519,06065,RIVERSIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92521,06065,RIVERSIDE,CA,0.000000000,0.000000000,1.000000000,1.000000000
92522,06065,RIVERSIDE,CA,0.000000000,1.000000000,0.000000000,1.000000000
92530,06065,LAKE ELSINORE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92531,06065,LAKE ELSINORE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92532,06065,LAKE ELSINORE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92536,06073,AGUANGA,CA,0.005306319,0.000000000,0.181818182,0.006054960
92536,06065,AGUANGA,CA,0.994693681,1.000000000,0.818181818,0.993945040
92539,06065,ANZA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92543,06065,HEMET,CA,1.000000000,1.000000000,1.000000000,1.000000000
92544,06065,HEMET,CA,1.000000000,1.000000000,1.000000000,1.000000000
92545,06065,HEMET,CA,1.000000000,1.000000000,1.000000000,1.000000000
92546,06065,HEMET,CA,1.000000000,1.000000000,1.000000000,1.000000000
92548,06065,HOMELAND,CA,1.000000000,1.000000000,1.000000000,1.000000000
92549,06065,IDYLLWILD,CA,1.000000000,1.000000000,1.000000000,1.000000000
92551,06065,MORENO VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92552,06065,MORENO VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92553,06065,MORENO VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92555,06065,MORENO VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92556,06065,MORENO VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92557,06065,MORENO VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92561,06065,MOUNTAIN CENTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
92562,06065,MURRIETA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92563,06065,MURRIETA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92564,06065,MURRIETA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92567,06065,NUEVO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92570,06065,PERRIS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92571,06065,PERRIS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92572,06065,PERRIS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92581,06065,SAN JACINTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92582,06065,SAN JACINTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92583,06065,SAN JACINTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92584,06065,MENIFEE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92585,06065,MENIFEE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92586,06065,MENIFEE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92587,06065,MENIFEE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92589,06065,TEMECULA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92590,06065,TEMECULA,CA,0.999625328,1.000000000,1.000000000,0.999853351
92590,06073,TEMECULA,CA,0.000374672,0.000000000,0.000000000,0.000146649
92591,06065,TEMECULA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92592,06065,TEMECULA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92593,06065,TEMECULA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92595,06065,WILDOMAR,CA,1.000000000,1.000000000,1.000000000,1.000000000
92596,06065,WINCHESTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
92599,06065,PERRIS,CA,0.000000000,0.000000000,1.000000000,1.000000000
92602,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92603,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92604,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92605,06059,HUNTINGTON BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92606,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92607,06059,LAGUNA NIGUEL,CA,1.000000000,1.000000000,1.000000000,1.000000000
92609,06059,EL TORO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92610,06059,FOOTHILL RANCH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92612,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92614,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92615,06059,HUNTINGTON BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92616,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92617,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92618,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92619,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92620,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92623,06059,IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92624,06059,CAPISTRANO BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92625,06059,CORONA DEL MAR,CA,1.000000000,1.000000000,1.000000000,1.000000000
92626,06059,COSTA MESA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92627,06059,COSTA MESA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92628,06059,COSTA MESA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92629,06059,DANA POINT,CA,1.000000000,1.000000000,1.000000000,1.000000000
92630,06059,LAKE FOREST,CA,1.000000000,1.000000000,1.000000000,1.000000000
92637,06059,LAGUNA WOODS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92646,06059,HUNTINGTON BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92647,06059,HUNTINGTON BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92648,06059,HUNTINGTON BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92649,06059,HUNTINGTON BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92650,06059,EAST IRVINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92651,06059,LAGUNA BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92652,06059,LAGUNA BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92653,06059,LAGUNA HILLS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92654,06059,LAGUNA HILLS,CA,1.000000000,1.000000000,1.000000000,1.000000000
92655,06059,MIDWAY CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92656,06059,ALISO VIEJO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92657,06059,NEWPORT COAST,CA,1.000000000,1.000000000,1.000000000,1.000000000
92658,06059,NEWPORT BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92659,06059,NEWPORT BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92660,06059,NEWPORT BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92661,06059,NEWPORT BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92662,06059,NEWPORT BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92663,06059,NEWPORT BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92672,06073,SAN CLEMENTE,CA,0.069347671,0.001846154,0.051053725,0.061969769
92672,06059,SAN CLEMENTE,CA,0.930652329,0.998153846,0.948946275,0.938030231
92673,06059,SAN CLEMENTE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92674,06059,SAN CLEMENTE,CA,1.000000000,1.000000000,1.000000000,1.000000000
92675,06059,SAN JUAN CAPISTRANO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92676,06059,SILVERADO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92677,06059,LAGUNA NIGUEL,CA,1.000000000,1.000000000,1.000000000,1.000000000
92678,06059,TRABUCO CANYON,CA,1.000000000,1.000000000,1.000000000,1.000000000
92679,06059,TRABUCO CANYON,CA,1.000000000,1.000000000,1.000000000,1.000000000
92683,06059,WESTMINSTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
92684,06059,WESTMINSTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
92685,06059,WESTMINSTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
92688,06059,RANCHO SANTA MARGARITA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92690,06059,MISSION VIEJO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92691,06059,MISSION VIEJO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92692,06059,MISSION VIEJO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92693,06059,SAN JUAN CAPISTRANO,CA,1.000000000,1.000000000,1.000000000,1.000000000
92694,06059,LADERA RANCH,CA,1.000000000,1.000000000,1.000000000,1.000000000
92697,06059,IRVINE,CA,0.000000000,1.000000000,1.000000000,1.000000000
92698,06059,ALISO VIEJO,CA,0.000000000,1.000000000,0.000000000,1.000000000
92701,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92702,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92703,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92704,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92705,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92706,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92707,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92708,06059,FOUNTAIN VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92711,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92728,06059,FOUNTAIN VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
92735,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92780,06059,TUSTIN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92781,06059,TUSTIN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92782,06059,TUSTIN,CA,1.000000000,1.000000000,1.000000000,1.000000000
92799,06059,SANTA ANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
92801,06059,ANAHEIM,CA,1.000000000,1.000000000,1.000000000,1.000000000
92802,06059,ANAHEIM,CA,1.000000000,1.000000000,1.000000000,1.000000000
92803,06059,ANAHEIM,CA,1.000000000,1.000000000,1.000000000,1.000000000
92804,06059,ANAHEIM,CA,1.000000000,1.000000000,1.000000000,1.000000000
92805,06059,ANAHEIM,CA,1.000000000,1.000000000,1.000000000,1.000000000
92806,06059,ANAHEIM,CA,1.000000000,1.000000000,1.000000000,1.000000000
92807,06059,ANAHEIM,CA,1.000000000,1.000000000,1.000000000,1.000000000
92808,06059,ANAHEIM,CA,1.000000000,1.000000000,1.000000000,1.000000000
