MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
SB26122827MR,Apartment,4612,4612 1/2 W 111th  ,INGLEWOOD,90304,6,6.00 (6 0 0 0),,$0.00,75,"$1,575","$1,475","$1,575","2,000",$0.79,1945,0,None,,1-Year,Unfurnished,310-350-1764,"9,673"
226002686VC,Single Family,19155,19155   Sylvan ST #19153,RESEDA,91335,1,1.00 (1 0 0 0),,,,"$1,590","$1,590","$1,590",400,$3.98,1953,0,,,,,,"7,078"
26845347,Apartment,730,730  S Catalina St ,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,599","$1,599","$1,599",500,$3.20,1928,0,"Community,Laundry Area",No,1-Year,Unfurnished,818-640-3863,"7,253"
26843589,,14721,14721   Sylvan St #4,Van Nuys,91411,0,1.00 (1 0 0 0),,,,"$1,600","$1,600","$1,600",380,$4.21,1948,1,None,Call,1+Year,Unfurnished,413-883-1197,"8,759"
PW26124255MR,Apartment,145,145  W 118th PL ,LOS ANGELES,90061,1,1.00 (1 0 0 0),,$300.00,,"$1,600","$2,400","$1,600",600,$2.67,1949,0,None,No,Month-to-Month,Unfurnished,562-843-4803,"5,201"
OC26123470MR,Apartment,1085,1085   Hoffman AVE #10,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",456,$3.62,1924,0,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,949-275-4440,"6,961"
OC26125118MR,Single Family,1810,1810   Jellick  ,ROWLAND HEIGHTS,91748,1,1.00 (1 0 0 0),,$500.00,100,"$1,500","$1,500","$1,650",430,$3.84,1959,0,Room,,1-Year,Unfurnished,626-660-8011,"6,327"
RS26112281MR,,12146,12146   216th ST #C,HAWAIIAN GARDENS,90716,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,500","$1,650",716,$2.30,1962,1,None,No,1-Year,Furnished,562-889-8104,"4,513"
26844855,,1267,1267   Vin Scully Ave #1/2,Los Angeles,90026,0,1.00 (1 0 0 0),,,,"$1,650","$1,650","$1,650",500,$3.30,,0,Community,Call,1+Year,Unfurnished,323-443-6005,0
26844351,,1462,1462  S Shenandoah  #8,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",310,$5.47,,0,In Unit,Yes,"Negotiable,1+Year",Unfurnished,424-352-1555,310
26841611,,14913,14913   Hartland St #6,Van Nuys,91405,1,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",650,$2.61,1954,1,Community,Call,"1-Year,12 Months,1+Year",Unfurnished,818-335-5423,"10,665"
26842887,,15286,15286   Sutton St #108,Sherman Oaks,91403,0,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",,$0,1964,0,Community,Yes,1+Year,Unfurnished,310-666-6941,"8,142"
SR26124356MR,Apartment,15234,15234   Rayen ST #A,NORTH HILLS,91343,1,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",600,$2.83,1955,0,"Community,Laundry Area",,1-Year,Unfurnished,818-723-0496,"6,900"
26845127,,3102,3102   5th Ave #3104,Los Angeles,90018,1,1.00 (1 0 0 0),,,,"$1,699","$1,699","$1,699",600,$2.83,2026,0,In Unit,Call,1+Year,Unfurnished,805-405-7731,"5,746"
26843753,,4010,4010   Los Feliz Blvd Blvd #7,Los Angeles,90027,0,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",,$0,,0,Community,Call,"1+Year,12 Months",Unfurnished,323-443-6005,0
DW26122427MR,,320,320  N Lyman  #studio,COVINA,91724,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,800","$1,700",340,$5,1958,0,"Dryer,Dryer Included,Inside,Washer,Washer Included",No,"1-Year,Month-to-Month,Other",Unfurnished,562-879-3360,"14,377"
26845179,,5315,5315   Virginia Ave ,Los Angeles,90029,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",465,$3.76,1918,0,Community,No,1+Year,Unfurnished,323-578-2003,"7,502"
26845425,,612,612  S Dunsmuir Ave #1,Los Angeles,90036,0,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",500,$3.50,,1,Community,Call,1+Year,Unfurnished,323-443-6005,0
26844067,,3436,3436   Hunter St #A,Los Angeles,90023,0,1.00 (1 0 0 0),,,,"$1,787","$1,950","$1,787",600,$2.98,2026,2,In Unit,Yes,"1+Year,12 Months,24 Months,Other",Unfurnished,310-801-1242,"7,256"
26844889,,1519,1519  N Martel Ave #111,Los Angeles,90046,0,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",500,$3.59,,1,Community,Call,1+Year,Unfurnished,323-443-6005,0
26842877,,15286,15286   Sutton St #104,Sherman Oaks,91403,0,1.00 (1 0 0 0),,,,"$1,795","$1,795","$1,795",,$0,1964,1,Community,Yes,1+Year,Unfurnished,310-666-6941,"8,142"
RS26123663MR,,1402,1402  W 78th ST ,LOS ANGELES,90047,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",514,$3.50,1938,1,None,,1-Year,Unfurnished,310-892-2783,"5,151"
WS26125664MR,Apartment,163,163   Junipero Serra  #B,SAN GABRIEL,91776,2,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",800,$2.25,1937,1,"Outside,Room",No,1-Year,Unfurnished,626-470-7588,"7,526"
PW26122746MR,,3923,3923  S Normandie  ,LOS ANGELES,90037,2,2.00 (2 0 0 0),,$350.00,,"$1,800","$3,000","$1,800",720,$2.50,1905,0,Inside,,1-Year,Unfurnished,310.429.4984,"5,628"
PW26123851MR,,3923,3923 1/4 S Normandie AVE ,LOS ANGELES,90037,1,2.00 (2 0 0 0),,$0.00,,"$1,800","$2,500","$1,800",600,$3,1905,0,Inside,,1-Year,Unfurnished,310.429.4984,"5,628"
SR26122419MR,Apartment,9767,9767 1/2  Nita Ave ,CHATSWORTH,91311,0,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,800","$1,800",400,$4.50,2019,1,Garage,Yes,1-Year,Furnished,818-219-4426,"588,060,000"
26843449,,2630,2630   Arvia St  ,Los Angeles,90065,1,1.00 (1 0 0 0),,,,"$1,825","$1,995","$1,825",,$0,,0,Other,Call,1+Year,Unfurnished,323-907-0749,"2,000"
26844071,,11446,11446   Oxnard St #1,North Hollywood,91606,1,1.00 (1 0 0 0),,,,"$2,016","$1,995","$1,828",700,$2.61,2026,0,In Unit,Yes,"1+Year,12 Months,24 Months,Other",Unfurnished,310-801-1242,"5,001"
SR26125838MR,Condominium,42935,42935   15th ST #6,LANCASTER,93534,2,2.00 (2 0 0 0),,$0.00,,"$1,850","$1,850","$1,850","1,228",$1.51,1974,1,"Dryer,Dryer Included,Gas Dryer Hookup,Inside,Washer,Washer Hookup,Washer Included",No,1-Year,Unfurnished,661-492-3801,"200,510"
26842507,,1816,1816  N Gramercy Pl #104,Los Angeles,90028,22,25.00 (25 0 0 0),,,,"$1,850","$1,850","$1,850",,$0,1988,1,Community,Yes,1+Year,Unfurnished,310-780-9319,"10,005"
WS26121341MR,Apartment,5518,5518   Rosemead BLVD #C,TEMPLE CITY,91780,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",500,$3.70,1956,1,None,No,1-Year,Unfurnished,626-321-0311,"9,968"
26845067,Apartment,626,626 1/2  Silver Lake Blvd ,Los Angeles,90026,0,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",425,$4.35,1924,0,In Unit,Call,"1-Year,1+Year",Unfurnished,949-278-1298,"4,623"
DW26120782MR,Apartment,928,928  W 78th ST ,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,850",600,$3.08,1928,0,None,No,1-Year,Furnished,323-440-0145,"5,722"
26844921,Apartment,517,517  S Kenmore Ave #12,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850","8,895",$0.21,1954,1,Community,Yes,1+Year,Unfurnished,3232009842,"10,987"
WS26125211MR,Single Family,2720,2720  E Melissa  #B,WEST COVINA,91792,1,1.00 (1 0 0 0),,$0.00,100,"$1,890","$1,890","$1,890",450,$4.20,1977,1,"Gas Or Electric Dryer Hookup,Washer,Washer Included",No,1-Year,Furnished,626-886-7089,"5,177"
BB26121612MR,Apartment,209,209  N Florence ST ,BURBANK,91505,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",516,$3.67,1947,0,None,No,"Negotiable,Other",Unfurnished,818-846-4700,"6,243"
26843727,Apartment,1427,1427   17th Street Unit D St ,Santa Monica,90404,0,1.00 (1 0 0 0),,,,"$1,895","$2,250","$1,895",450,$4.21,1928,0,Community,No,1+Year,Unfurnished,310-623-2911,"7,495"
26843703,,1427,1427   17th St #C,Santa Monica,90404,0,1.00 (1 0 0 0),,,,"$1,895","$1,950","$1,895",425,$4.46,1928,4,Laundry Area,Call,1+Year,Unfurnished,310-623-2911,"7,495"
26843959,,665,665  S Cochran Ave #300,Los Angeles,90036,1,1.00 (1 0 0 0),,,,"$1,899","$1,899","$1,899",700,$2.71,1929,0,Community,Yes,"1+Year,12 Months",Unfurnished,310-818-3246,"11,325"
CV26123376MR,Condominium,23617,23617   Golden Springs DR #K-28,DIAMOND BAR,91765,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",768,$2.47,1974,1,Community,No,1-Year,Unfurnished,909-802-8599,"276,123"
26843177,,839,839   Fedora St #301A,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,906","$1,906","$1,906",504,$3.78,2022,0,In Unit,Call,Negotiable,Unfurnished,424-302-7992,"21,397"
BB26121694MR,Condominium,5460,5460   White Oak AVE #E218,ENCINO,91316,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,750","$1,950",683,$2.86,1971,2,Community,,Month-to-Month,Unfurnished,310-766-7342,"406,306"
26844669,,312,312  W 5TH ST #1103,LOS ANGELES,90013,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",830,$2.35,1923,0,"Community,In Unit",Call,1+Year,Unfurnished,213-254-5638,0
SR26121649MR,,1346,1346  N Midsite  ,COVINA,91722,0,1.00 (1 0 0 0),,$0.00,,"$1,975","$1,975","$1,975",400,$4.94,1956,0,None,,1-Year,Unfurnished,818-522-4481,"6,411"
26845175,,924,924  N Curson Ave #4,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$1,990","$1,990","$1,990",675,$2.95,1956,0,Community,Call,1+Year,Unfurnished,562-879-5501,"6,452"
SR26119127MR,Combo - Res &amp; Com,3179,3179   Barbara CT #4,LOS ANGELES,90068,1,1.00 (1 0 0 0),,$0.00,,"$2,395","$1,995","$1,995","10,426",$0.19,1928,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,,818-620-2244,"11,271"
26844329,Apartment,1200,1200  S Shenandoah St #100,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",,$0,1990,0,In Unit,Yes,1+Year,Unfurnished,310-625-3001,"14,712"
PW26125581MR,Condominium,1023,1023  E 1st  #08,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",612,$3.26,1958,0,Other,,Month-to-Month,Unfurnished,,"16,551"
26844951,,1519,1519  N Martel Ave #308,Los Angeles,90046,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",750,$2.66,,1,Community,Call,1+Year,Unfurnished,323-443-6005,0
CV26124805MR,Condominium,18247,18247   Via Calma  #3,ROWLAND HEIGHTS,91748,2,1.00 (1 0 0 0),,$0.00,100,"$1,995","$1,995","$1,995",836,$2.39,1970,4,Community,No,1-Year,Unfurnished,626-217-8885,"13,811"
26845163,,2542,2542   Thurman Ave ,Los Angeles,90016,2,1.00 (1 0 0 0),,,,"$1,999","$1,999","$1,999",800,$2.50,1923,0,"Outside,Other",Yes,1+Year,Unfurnished,805-405-7731,"5,355"
SR26102625MR,Single Family,44624,44624   Cedar AVE ,LANCASTER,93534,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$4,000","$2,000","1,052",$1.90,1927,0,"Gas Dryer Hookup,Inside,Washer Hookup",No,1-Year,Unfurnished,818-679-1436,"4,323"
AR26123969MR,Apartment,308,308   N Nicholson Ave ,MONTEREY PARK,91755,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",700,$2.86,1976,1,Laundry Area,No,1-Year,Unfurnished,626-278-5185,"17,021"
P1-27498PF,,9173,9173 1/2 E Las Tunas DR ,TEMPLE CITY,91780,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",600,$3.33,1958,0,"Dryer,Dryer Included,In Kitchen,Washer,Washer Included",,,Unfurnished,(626) 243-3352,"3,402"
26844591,,14642,14642 1/2  Runnymede St ,Van Nuys,91405,1,1.00 (1 0 0 0),,,,"$2,000","$2,000","$2,000",400,$5,1958,0,In Unit,Call,1+Year,Furnished,213-840-9750,"6,376"
SB26123934MR,,11528,11528   Culver BLVD ,LOS ANGELES,90066,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,400","$2,000",456,$4.39,1954,1,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,347-885-1669,"2,797"
SB26123375MR,Apartment,6821,6821   11th AVE #1,LOS ANGELES,90043,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000","1,000",$2,1958,0,Laundry Area,No,1-Year,Unfurnished,760-712-7795,"8,500"
SR26123878MR,Single Family,12119,12119   Bambi  ,GRANADA HILLS,91344,1,1.00 (0 1 0 0),,$0.00,100,"$2,000","$2,100","$2,000",500,$4,1960,0,None,,1-Year,,818-331-3430,"11,065"
AR26122872MR,Condominium,73,73  S Michigan AVE ,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",775,$2.58,1920,1,"Gas Dryer Hookup,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer Hookup",No,"1+Year,1-Year",Unfurnished,626-231-1492,"5,077"
26844053,Apartment,5805,5805  W 8th St #211,Los Angeles,90036,47,0.00 (0 0 0 0),,,,"$2,050","$2,050","$2,050",450,$4.56,1965,1,Community,Call,"Month-to-Month,Negotiable,Short Term Lease",Furnished,3234491033,"23,129"
26840449,,419,419   La Colina Dr #4,Inglewood,90302,1,1.00 (1 0 0 0),,,,"$2,050","$2,050","$2,050",550,$3.73,1953,1,None,No,1+Year,Unfurnished,310-905-7228,"5,870"
26842597,,19542,19542   Hart St ,Reseda,91335,0,1.00 (1 0 0 0),,,,"$2,050","$2,050","$2,050",398,$5.15,1953,0,None,No,1+Year,Furnished,310-600-0715,"6,041"
26843641,,6627,6627   Kraft Ave #1/2,North Hollywood,91606,1,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095",340,$6.16,2023,1,In Unit,Call,1+Year,Unfurnished,310-940-2818,"6,752"
AR26123386MR,,5629,5629   Temple City BLVD #B,TEMPLE CITY,91780,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",600,$3.49,1953,1,Community,No,1-Year,Unfurnished,626-389-3899,"8,968"
WS26110965MR,Apartment,943,943  N Louise ST #3,GLENDALE,91207,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",650,$3.22,1962,0,Community,No,1-Year,Unfurnished,626-348-1863,"7,551"
SR26122878MR,Single Family,6851,6851 1/2 N De Celis PL ,VAN NUYS,91406,1,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",450,$4.67,1949,2,In Closet,,1-Year,Unfurnished,818-448-2626,"10,202"
26844401,Apartment,1020,1020  S Norton Ave #B,Los Angeles,90019,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",700,$3,1941,1,Community,No,1+Year,Unfurnished,310-709-8743,"8,937"
DW26125224MR,Apartment,3135,3135  E 4th  ,LONG BEACH,90814,1,1.00 (1 0 0 0),,$100.00,,"$2,100","$2,100","$2,100",500,$4.20,1913,4,Laundry Area,,1-Year,Unfurnished,562-519-4010,"6,751"
SR26122125MR,Single Family,5540,5540   Owensmouth AVE #215,WOODLAND HILLS,91367,1,1.00 (1 0 0 0),,$500.00,,"$2,100","$3,500","$2,100",610,$3.44,1987,2,"Community,Laundry Area",,1-Year,Unfurnished,818-324-3929,"61,600"
CV26124507MR,Apartment,628,628  E Italia ST #3,COVINA,91723,2,2.00 (1 0 1 0),,$0.00,,"$2,100","$2,700","$2,100",900,$2.33,1961,2,Other,No,1-Year,Unfurnished,626-419-4390,"8,826"
26843525,,252,252  S New Hampshire  #15,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",725,$2.97,,1,Community,Call,1+Year,Unfurnished,323-443-6005,0
PF26123167PF,Apartment,467,467   Marengo  ,PASADENA,91101,1,1.00 (1 0 0 0),,$250.00,35,"$2,155","$2,155","$2,155",550,$3.92,1923,1,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,949-220-4538,"6,969"
26844251,,1143,1143  N Formosa Ave #3,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",,$0,,1,Community,Yes,1+Year,Unfurnished,213-618-6300,"6,824"
P1-27538PF,,255,255  E Center ST ,COVINA,91723,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",625,$3.51,1986,2,"Dryer,Dryer Included,Inside,Room,Washer,Washer Included",,,Unfurnished,(626) 484-7006,"9,630"
26843813,,11284,11284   Montana Ave #1,Los Angeles,90049,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",646,$3.40,1953,0,Community,Yes,1+Year,Unfurnished,310-401-4112,"20,921"
GD26124048IT,Single Family,10804,10804   Paso Robles  ,GRANADA HILLS,91344,1,1.00 (0 1 0 0),,$0.00,500,"$2,195","$2,200","$2,195",485,$4.53,1953,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,,818-212-7600,"6,961"
26844169,,11472,11472   VENTURA  #B,STUDIO CITY,91604,1,1.00 (1 0 0 0),,,,"$2,195","$2,195","$2,195",,$0,1941,1,In Unit,Yes,1+Year,Unfurnished,818-640-3863,"6,248"
SB26120831MR,Apartment,751,751  W 26th  ,SAN PEDRO,90731,1,1.00 (1 0 0 0),,$500.00,200,"$2,195","$2,395","$2,195",550,$3.99,1956,1,None,,1-Year,Unfurnished,310-245-5626,"4,999"
26844207,,1818,1818   Kelton Ave #104,Los Angeles,90025,1,1.00 (1 0 0 0),,,,"$2,200","$4,400","$2,200",678,$3.24,1974,0,Community,Call,1+Year,Unfurnished,3103432072,"6,942"
BB26123303MR,Single Family,6201,6201   Goodland AVE ,NORTH HOLLYWOOD,91606,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",500,$4.40,2023,0,"Gas Dryer Hookup,Inside,Washer Hookup",No,"1-Year,Negotiable",Unfurnished,818-653-5854,"7,252"
DW26125433MR,Single Family,7735,7735   Rhea AVE ,RESEDA,91335,1,1.00 (1 0 0 0),,$0.00,100,"$2,200","$2,200","$2,200",429,$5.13,2026,0,"Dryer,Dryer Included,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",No,Other,Unfurnished,323-742-6096,"7,627"
P1-27499PF,,9175,9175  E Las Tunas DR ,TEMPLE CITY,91780,1,1.00 (0 1 0 0),,$0.00,,"$2,200","$2,200","$2,200",600,$3.67,1948,0,"Dryer,Dryer Included,In Kitchen,Inside,Washer,Washer Included",,,Unfurnished,(626) 243-3352,"3,402"
WS26123454MR,Apartment,890,890  W El Repetto DR #E,MONTEREY PARK,91754,2,2.00 (1 0 1 0),900,$0.00,,"$2,200","$2,200","$2,200",950,$2.32,1961,2,Community,No,1-Year,Unfurnished,626-823-6081,"11,197"
SB26122548MR,,745,745 1/2 W 106th ST ,LOS ANGELES,90044,1,1.00 (0 1 0 0),,$0.00,,"$2,200","$2,200","$2,200",403,$5.46,1925,1,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",No,1-Year,Unfurnished,310-779-0019,"4,802"
GD26122670IT,Apartment,14526,14526   Hartland ST #307,VAN NUYS,91405,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$3,000","$2,200",780,$2.82,2023,1,"Community,Laundry Area",No,1-Year,Unfurnished,818-437-2433,"1,000"
P1-27460PF,Apartment,1204,1204  N Monterey ST #E,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",650,$3.38,1951,1,"Gas Dryer Hookup,In Kitchen,Washer Hookup",,1-Year,Unfurnished,(626) 243-3352,"10,401"
SR26123949MR,Condominium,18645,18645   Hatteras  #206,TARZANA,91356,1,1.00 (1 0 0 0),,$300.00,,"$2,200","$2,200","$2,200",605,$3.64,1973,2,Community,,1-Year,Furnished,818-298-7579,"230,148"
SR26122857MR,Apartment,6235,6235   Topanga Canyon Blvd ST #250B,WOODLAND HILLS,91367,0,1.00 (1 0 0 0),500,$500.00,125,"$2,227","$1,000","$2,227",409,$5.44,2021,1,In Closet,,"1+Year,1-Year",Unfurnished,818-438-2236,"159,797"
26843841,,4423,4423   Cahuenga Blvd ,Los Angeles,91602,1,1.00 (1 0 0 0),,,,"$2,250","$2,250","$2,250",,$0,,0,Community,Call,1+Year,Unfurnished,310-415-8666,0
26843405,,6244,6244   De Longpre Ave #1,Los Angeles,90028,1,1.00 (1 0 0 0),,$0.00,,"$2,275","$2,275","$2,275",725,$3.14,1958,1,Laundry Closet Stacked,Yes,1-Year,Unfurnished,310-666-9682,"6,759"
26843969,,4136,4136   Grand View Blvd #7,Los Angeles,90066,1,1.00 (1 0 0 0),,$500.00,,"$2,275","$2,275","$2,275",550,$4.14,1959,0,"Laundry Area,Community",Yes,1+Year,Unfurnished,310-962-5000,"19,580"
26842989,,7550,7550   Fountain  #2,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",750,$3.06,,0,Community,Call,1+Year,Unfurnished,310-658-4525,"6,853"
P1-27537PF,,253,253  E Center ST ,COVINA,91723,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",625,$3.67,1986,2,"Dryer,Dryer Included,Inside,Room,Washer,Washer Included",,,Unfurnished,(626) 484-7006,"9,630"
26843439,,7621,7621   Hampton Ave #203,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$2,295","$2,395","$2,295",750,$3.06,1955,0,"Outside,Community",Call,1+Year,Unfurnished,310-345-3545,"6,717"
26845035,,470,470   S Mariposa Ave ,Los Angeles,90020,2,2.00 (2 0 0 0),,,,"$2,295","$2,295","$2,295",,$0,,1,Laundry Area,Yes,1-Year,Unfurnished,3234351098,"5,000"
WS26122300MR,Apartment,120,120  N Alhambra Ave #A,MONTEREY PARK,91755,2,1.00 (1 0 0 0),,$0.00,,"$2,295","$2,295","$2,295",750,$3.06,1955,2,Laundry Area,No,1-Year,Unfurnished,626-682-7573,"9,452"
26843461,,920,920   Westbourne Dr #7,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,295","$2,295","$2,295",750,$3.06,,0,Community,Yes,1+Year,Unfurnished,310-345-3545,0
TR26122759MR,Single Family,2239,2239   Turnbull Canyon Road  ,HACIENDA HEIGHTS,91745,1,1.00 (1 0 0 0),,"$1,000.00",,"$2,200","$2,500","$2,300",610,$3.77,2002,0,None,No,1-Year,Unfurnished,626-242-4690,"26,136"
OC26125957MR,Apartment,3029,3029   E 3rd Street #A,LONG BEACH,90814,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",690,$3.33,1957,1,Community,No,1-Year,Unfurnished,714-292-2271,"5,062"
GD26125358IT,Apartment,1004,1004  E Garfield  #3,GLENDALE,91205,2,2.00 (2 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",900,$2.56,1987,0,"Community,Laundry Area",,1-Year,Unfurnished,818-437-2433,"8,566"
SR26125751MR,Condominium,43942,43942   18th ST #3,LANCASTER,93535,2,2.00 (2 0 0 0),,$0.00,,"$2,300","$2,300","$2,300","1,000",$2.30,1988,3,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,661-492-3801,"15,917"
GD26113898IT,Single Family,7572,7572 1/2  Delia AVE ,SUN VALLEY,91352,1,1.00 (1 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",610,$3.77,2026,0,None,,1-Year,Unfurnished,818-731-0091,"8,001"
PW26123196MR,Apartment,942,942  E 2nd  #15,LONG BEACH,90802,2,1.00 (1 0 0 0),,$500.00,,"$2,300","$2,300","$2,300",750,$3.07,1922,1,None,,1-Year,Unfurnished,562-822-2853,"8,280"
26844287,,11951,11951   Missouri Ave ,Los Angeles,90025,0,1.00 (0 1 0 0),,,,"$2,300","$2,300","$2,300",,$0,,1,"Inside,Laundry Closet Stacked",Call,1-Year,Unfurnished,310-270-7548,"6,509"
